date,adj_close,close,high,low,open,volume
2000-01-04,24.46566,124.88909,125.89636999999999,119.34969,120.8604,96230600
2000-01-05,24.46566,124.88909,127.91093000000001,122.37111000000002,123.37839,75246400
2000-01-06,24.46566,124.88909,127.91093000000001,121.86768000000001,125.39294,89923400
2000-01-07,23.4792,119.85354,123.37839,118.84626000000002,120.8604,60556700
2000-01-10,23.97239,122.37111000000002,124.38566000000002,118.84626000000002,120.8604,68000200
2000-01-11,23.77515,121.36425,129.92506,121.36425,129.92506,108401900
2000-01-12,25.15626,128.41436000000002,128.41436000000002,120.8604,122.87495,100679200
2000-01-13,25.15626,128.41436000000002,132.94648,127.40708000000001,130.4285,171831200
2000-01-14,24.169710000000002,123.37839,130.93233999999998,123.37839,129.92506,72365300
2000-01-17,25.05763,127.91093000000001,130.4285,126.3998,127.40708000000001,60321300
2000-01-18,24.95893,127.40708000000001,129.42163,126.3998,128.91779,34319900
2000-01-19,24.36704,124.38566000000002,127.91093000000001,123.88223,127.40708000000001,38082500
2000-01-20,24.56436,125.39294,125.89636999999999,122.87495,125.89636999999999,25129300
2000-01-21,24.46566,124.88909,127.40708000000001,124.88909,125.39294,45206000
2000-01-24,24.169710000000002,123.37839,127.40708000000001,123.37839,127.40708000000001,30419000
2000-01-25,23.97239,122.37111000000002,124.88909,122.37111000000002,123.37839,21820500
2000-01-26,24.071089999999998,122.87495,124.88909,121.86768000000001,122.37111000000002,45168200
2000-01-27,23.97239,122.37111000000002,124.88909,122.37111000000002,124.88909,23292500
2000-01-28,24.26842000000001,123.88223,125.89636999999999,122.37111000000002,122.37111000000002,44869800
2000-01-31,24.56436,125.39294,126.90365,124.88909,125.89636999999999,29924400
2000-02-01,24.26842000000001,123.88223,126.90365,123.37839,126.3998,36793500
2000-02-02,24.26842000000001,123.88223,123.88223,123.88223,123.88223,0
2000-02-03,24.26842000000001,123.88223,123.88223,123.88223,123.88223,0
2000-02-04,24.26842000000001,123.88223,123.88223,123.88223,123.88223,0
2000-02-07,24.26842000000001,123.88223,123.88223,123.88223,123.88223,0
2000-02-08,24.26842000000001,123.88223,123.88223,123.88223,123.88223,0
2000-02-09,24.46566,124.88909,130.4285,124.88909,126.90365,132678700
2000-02-10,24.95893,127.40708000000001,127.40708000000001,123.37839,124.88909,81759800
2000-02-11,26.63607,135.96832,135.96832,128.91779,128.91779,150466600
2000-02-14,26.63607,135.96832,142.01115,135.96832,138.98973,177566900
2000-02-15,28.1158,143.52186,144.02571,135.96832,138.48588999999998,105218500
2000-02-16,27.72123,141.50772,144.02571,140.50044,143.52186,70422600
2000-02-17,27.425290000000004,139.99701000000002,143.52186,139.99701000000002,139.99701000000002,54561000
2000-02-18,27.12926,138.48588999999998,142.515,138.48588999999998,142.515,46796700
2000-02-21,25.25488,128.91779,133.45033,128.91779,133.45033,38238600
2000-02-22,25.64953,130.93233999999998,133.45033,128.91779,128.91779,58795500
2000-02-23,26.833309999999997,136.97518,139.99701000000002,131.43577,132.94648,93887600
2000-02-24,27.523909999999997,140.50044,142.515,137.98245,141.00387,93489100
2000-02-25,27.622529999999998,141.00387,145.03256000000005,140.50044,141.50772,90315900
2000-02-28,27.622529999999998,141.00387,141.00387,141.00387,141.00387,0
2000-02-29,28.2145,144.02571,144.52913,140.50044,142.515,58582500
2000-03-01,27.72123,141.50772,146.03984,141.50772,145.03256000000005,47311400
2000-03-02,27.81985,142.01115,144.02571,141.50772,142.515,36274800
2000-03-03,27.81985,142.01115,143.01843,139.49316000000002,142.01115,27483400
2000-03-06,27.622529999999998,141.00387,142.01115,137.47902,138.98973,29700600
2000-03-07,28.2145,144.02571,144.02571,141.00387,141.00387,41493000
2000-03-08,29.00372,148.0544,148.55783,143.01843,144.02571,74923500
2000-03-09,29.792859999999997,152.08267,152.58653,147.04713,149.06126,85401300
2000-03-10,29.89156,152.58653,156.11137,149.56511,153.5938,79153800
2000-03-13,27.91856,142.515,149.56511,142.01115,142.01115,77764000
2000-03-14,28.1158,143.52186,145.03256000000005,138.48588999999998,144.52913,76051900
2000-03-15,27.32658,139.49316000000002,143.52186,138.48588999999998,143.01843,71320700
2000-03-16,29.10234,148.55783,148.55783,133.45033,133.45033,80182300
2000-03-17,29.496909999999996,150.57197,153.5938,143.52186,143.52186,117547100
2000-03-20,28.51045,145.53642,148.55783,145.53642,145.53642,56494200
2000-03-21,29.89156,152.58653,155.10451,141.50772,141.50772,100676800
2000-03-22,30.28613,154.60066,156.11137,150.57197,151.57924,70915300
2000-03-23,32.35783,165.17604,165.17604,165.17604,165.17604,29096100
2000-03-24,34.52816,176.25484,176.25484,166.18331,170.71544,102529100
2000-03-27,36.2053,184.81607,188.34093000000001,178.77282,178.77282,88117400
2000-03-28,35.5147,181.29082,186.32678,179.78011,184.81607,53319300
2000-03-29,35.5147,181.29082,185.82293,178.77282,178.77282,57851200
2000-03-30,36.00797,183.8088,188.84476,179.27626,181.29082,71233400
2000-03-31,34.82411,177.76555,183.8088,171.21929,180.78738,68447000
2000-04-03,34.82411,177.76555,177.76555,177.76555,177.76555,0
2000-04-04,34.82411,177.76555,177.76555,177.76555,177.76555,0
2000-04-05,34.52816,176.25484,179.78011,167.69402,167.69402,52943800
2000-04-06,32.35783,165.17604,175.75142,165.17604,171.21929,51601600
2000-04-07,32.949729999999995,168.19746,170.21200000000005,165.17604,166.18331,54136200
2000-04-10,33.5417,171.21929,175.24798,168.19746,168.19746,55496900
2000-04-11,32.65378,166.68675,171.21929,166.18331,168.70131,39630700
2000-04-12,32.16059,164.16918,171.21929,164.16918,171.21929,44794300
2000-04-13,29.99018,153.08995,162.15462,153.08995,162.15462,67856800
