date,adj_close,close,high,low,open,volume
2000-04-13,16.0807,43.9487,43.9487,43.9487,43.9487,3700
2000-04-14,17.1273,46.8092,46.8092,46.8092,46.8092,3700
2000-04-17,19.5061,53.3105,53.3105,53.3105,53.3105,3700
2000-04-18,20.8382,56.9512,56.9512,56.9512,56.9512,3700
2000-04-19,22.2655,60.8519,60.8519,60.8519,60.8519,3700
2000-04-20,23.7879,65.0128,65.0128,65.0128,65.0128,22400
2000-04-21,25.4055,69.4336,69.4336,69.4336,69.4336,3700
2000-04-24,27.1182,74.1145,74.1145,74.1145,74.1145,3700
2000-04-25,28.9261,79.0555,79.0555,79.0555,79.0555,3700
2000-04-26,30.8291,84.2566,84.2566,84.2566,84.2566,3700
2000-04-27,32.9225,89.9776,89.9776,87.3772,89.9776,24549100
2000-04-28,35.2061,96.2189,96.2189,96.2189,96.2189,14890400
2000-05-01,35.2061,96.2189,96.2189,96.2189,96.2189,0
2000-05-02,34.4449,94.1386,96.2189,89.9776,96.2189,12593700
2000-05-03,32.1613,87.8973,92.5782,87.8973,89.9776,6797500
2000-05-04,30.0679,82.1762,88.9375,82.1762,84.2566,8930400
2000-05-05,32.1613,87.8973,87.8973,79.5756,81.1359,7435300
2000-05-08,31.4001,85.8169,88.9375,85.2968,88.4175,4857500
2000-05-09,31.4001,85.8169,85.8169,85.8169,85.8169,0
2000-05-10,31.971,87.3772,91.0179,86.3369,86.3369,4959900
2000-05-11,29.8777,81.6562,85.2968,81.6562,83.7365,5462700
2000-05-12,30.0679,82.1762,84.2566,80.0958,82.6962,8135400
2000-05-15,27.9746,76.4551,82.6962,76.4551,82.1762,5476400
2000-05-16,29.8777,81.6562,81.6562,75.4149,75.4149,8863200
2000-05-17,31.7807,86.8572,86.8572,84.2566,85.8169,6381400
2000-05-18,32.3516,88.4175,89.9776,85.8169,86.3369,11225900
2000-05-19,32.5419,88.9375,89.4576,86.8572,88.4175,5336400
2000-05-22,29.1164,79.5756,83.2165,78.5355,81.1359,12347300
2000-05-23,28.4503,77.7552,80.0958,76.4551,78.5355,6080000
2000-05-24,27.7843,75.9349,77.7552,75.4149,75.4149,2996100
2000-05-25,27.0231,73.8545,78.5355,73.8545,77.2352,6059800
2000-05-26,28.0698,76.7152,78.0153,72.2942,72.2942,7413200
2000-05-29,28.5455,78.0153,80.0958,78.0153,78.0153,5596100
2000-05-30,28.5455,78.0153,78.0153,78.0153,78.0153,0
2000-05-31,29.497,80.6159,80.6159,76.9752,78.0153,9429600
2000-06-01,30.8291,84.2566,85.2968,81.1359,82.1762,13624200
2000-06-02,32.7322,89.4576,89.9776,86.8572,87.3772,23257200
2000-06-05,45.0258,94.6587,95.335,90.6021,92.6303,9977100
2000-06-06,45.0258,94.6587,94.6587,94.6587,94.6587,0
2000-06-07,45.6691,96.0111,98.0395,91.9543,93.9827,8091500
2000-06-08,44.3827,93.3066,97.3634,93.3066,96.6872,6791700
2000-06-09,45.6691,96.0111,96.6872,92.6303,93.3066,6943800
2000-06-12,45.6691,96.0111,96.6872,94.6587,96.0111,3201200
2000-06-13,44.06100000000001,92.6303,94.6587,92.6303,94.6587,4219100
2000-06-14,44.2219,92.9685,94.6587,92.6303,93.3066,3762400
2000-06-15,46.3123,97.3634,98.7156,93.3066,93.3066,10972100
2000-06-16,45.6691,96.0111,97.3634,93.9827,97.3634,4161200
2000-06-19,42.7746,89.9259,93.9827,88.5735,93.3066,4221900
2000-06-20,43.7394,91.9543,93.3066,89.9259,91.2782,3400400
2000-06-21,43.0962,90.6021,92.6303,88.5735,91.9543,2204800
2000-06-22,44.06100000000001,92.6303,92.6303,89.9259,90.6021,6179300
2000-06-23,42.6138,89.5878,91.2782,88.9117,90.6021,4537400
2000-06-26,40.2017,84.5169,89.2498,83.8406,89.2498,4031900
2000-06-27,37.468,78.7697,84.5169,78.7697,84.5169,5737000
2000-06-28,36.5031,76.7413,78.4317,74.3749,77.7554,6214700
2000-06-29,37.9504,79.7838,81.1362,77.4174,78.4317,6334500
2000-06-30,39.88,83.8406,84.8549,80.7981,83.1646,4520200
2000-07-03,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-07-04,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-07-05,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-07-06,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-07-07,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-07-10,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-07-11,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-07-12,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-07-13,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-07-14,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-07-17,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-07-18,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-07-19,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-07-20,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-07-21,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-07-24,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-07-25,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-07-26,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-07-27,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-07-28,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-07-31,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-08-01,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-08-02,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-08-03,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-08-04,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-08-07,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-08-08,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-08-09,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-08-10,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-08-11,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-08-14,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-08-15,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-08-16,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-08-17,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-08-18,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-08-21,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-08-22,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-08-23,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-08-24,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-08-25,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-08-28,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-08-29,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-08-30,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-08-31,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-09-01,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-09-04,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-09-05,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-09-06,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-09-07,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-09-08,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-09-11,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-09-12,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-09-13,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-09-14,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-09-15,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-09-18,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-09-19,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-09-20,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-09-21,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-09-22,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-09-25,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-09-26,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-09-27,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-09-28,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-09-29,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-10-02,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-10-03,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-10-04,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-10-05,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-10-06,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-10-09,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-10-10,39.88,83.8406,83.8406,83.8406,83.8406,0
2000-10-11,39.88,83.8406,83.8406,83.8406,83.8406,0
