date,adj_close,close,high,low,open,volume
2012-04-27,39.0773,52.3742,52.9683,48.51300000000001,52.9683,3079200
2012-04-30,38.9295,52.1762,52.3742,50.7901,52.3742,1159000
2012-05-01,38.9295,52.1762,52.1762,52.1762,52.1762,0
2012-05-02,41.2934,55.3444,55.3444,52.1762,52.1762,1689700
2012-05-03,40.99800000000001,54.9484,55.0474,53.9584,55.0474,856300
2012-05-04,41.515,55.6414,56.8294,54.9484,55.9385,762300
2012-05-07,44.3959,59.5026,59.5026,55.6414,55.9385,2096700
2012-05-08,46.5382,62.3738,63.6609,60.4927,61.8788,3017300
2012-05-09,45.8733,61.4827,64.156,60.8888,61.7798,1380200
2012-05-10,45.4302,60.8888,61.4827,59.9977,61.3838,1073000
2012-05-11,44.0266,59.0076,60.8888,56.7305,60.8888,1048900
2012-05-14,41.515,55.6414,59.8987,55.3444,59.3047,836800
2012-05-15,44.3959,59.5026,59.5026,54.4533,55.1464,786400
2012-05-16,44.3959,59.5026,60.8888,59.4036,59.5026,733600
2012-05-17,44.0266,59.0076,61.0867,58.7106,59.4036,487200
2012-05-18,43.5834,58.4136,61.6808,57.5225,59.0076,413800
2012-05-21,42.8447,57.4235,60.6907,57.0275,59.4036,388600
2012-05-22,43.4356,58.2155,58.6116,57.4235,57.9186,225800
2012-05-23,44.4699,59.6017,60.8888,55.4434,58.0176,644200
2012-05-24,46.68600000000001,62.5719,63.7599,59.6017,59.6017,1596900
2012-05-25,45.6517,61.1857,62.5719,60.8888,62.5719,713000
2012-05-28,48.8281,65.443,65.443,61.1857,61.3838,1316000
2012-05-29,49.8624,66.8291,68.3142,63.3639,65.542,1325200
2012-05-30,48.9021,65.542,66.5321,65.047,65.74,589200
2012-05-31,48.0156,64.3539,65.344,63.859,64.94800000000001,517000
2012-06-01,45.0608,60.3937,65.542,59.8987,64.156,1258700
2012-06-04,44.8392,60.0967,60.0967,56.4334,58.4136,461900
2012-06-05,46.0949,61.7798,62.4728,60.3937,61.2848,334700
2012-06-06,45.7995,61.3838,62.1758,60.8888,61.6808,137500
2012-06-07,45.3562,60.7897,62.3738,60.6907,61.3838,107700
2012-06-08,45.3562,60.7897,61.2848,59.8987,60.2947,146700
2012-06-11,45.7256,61.2848,62.3738,61.0867,61.0867,143200
2012-06-12,45.2824,60.6907,61.6808,60.4927,61.6808,88200
2012-06-13,44.7653,59.9977,61.3838,59.9977,60.6907,94000
2012-06-14,44.0266,59.0076,59.9977,58.4136,59.9977,186800
2012-06-15,43.9528,58.9087,59.6017,58.5125,59.4036,119200
2012-06-18,43.805,58.7106,59.6017,58.5125,59.4036,152400
2012-06-19,42.7708,57.3245,58.4136,56.6315,58.4136,190300
2012-06-20,43.805,58.7106,59.3047,57.6216,58.1165,312900
2012-06-21,42.8447,57.4235,58.5125,57.4235,58.4136,186800
2012-06-22,42.106,56.4334,57.2255,56.2354,57.2255,260200
2012-06-25,43.5095,58.3146,59.4036,55.7404,56.2354,276200
2012-06-26,42.106,56.4334,58.0176,56.4334,57.8195,147800
2012-06-27,40.99800000000001,54.9484,56.6315,54.5523,56.4334,229200
2012-06-28,40.3331,54.0573,55.8394,53.6613,55.4434,165000
2012-06-29,42.8447,57.4235,57.8195,52.9683,52.9683,354200
2012-07-02,41.3673,55.4434,57.3245,54.5523,57.3245,215500
2012-07-03,41.0718,55.0474,55.6414,54.8493,54.8493,188000
2012-07-04,41.0718,55.0474,56.1364,55.0474,55.4434,137500
2012-07-05,41.3673,55.4434,56.3345,55.3444,55.4434,206300
2012-07-06,40.4809,54.2554,55.4434,54.0573,55.2454,233800
2012-07-09,41.1457,55.1464,55.3444,54.2554,55.0474,120300
2012-07-10,39.8899,53.4633,55.9385,53.4633,55.4434,99700
2012-07-11,41.515,55.6414,55.7404,54.1563,54.4533,622400
2012-07-12,40.2593,53.9584,55.5424,53.9584,55.5424,103100
2012-07-13,39.8899,53.4633,54.4533,53.4633,54.0573,151300
2012-07-16,38.7819,51.9782,54.0573,51.6812,53.9584,170800
2012-07-17,38.117,51.0871,52.3742,50.7901,51.8791,191400
2012-07-18,36.1225,48.414,50.7901,47.5229,50.7901,508900
2012-07-19,36.7874,49.3051,49.4535,46.4339,48.414,553700
2012-07-20,35.4577,47.5229,48.2159,46.6318,47.5724,355300
2012-07-23,32.983000000000004,44.2062,47.1764,44.2062,46.7309,413800
2012-07-24,32.8722,44.0578,44.0578,41.5825,42.5726,377100
2012-07-25,32.1335,43.0677,43.6616,42.0776,42.7707,316400
2012-07-26,32.3551,43.3646,44.5527,43.1667,43.1667,323200
2012-07-27,32.1335,43.0677,43.9092,43.0677,43.3646,174200
2012-07-30,31.9858,42.8696,43.5627,42.0776,43.5627,165000
2012-07-31,31.6164,42.3745,43.0677,42.1766,43.0677,102000
2012-08-01,32.7983,43.9587,44.1567,42.5726,42.5726,171900
2012-08-02,32.7983,43.9587,43.9587,43.9587,43.9587,0
2012-08-03,32.1335,43.0677,44.0578,43.0677,44.0578,94000
2012-08-06,32.2812,43.2656,43.6616,43.2161,43.5627,56100
2012-08-07,32.8722,44.0578,44.5527,43.4637,44.3547,214300
2012-08-08,32.6506,43.7607,44.4538,43.5627,44.4538,159300
2012-08-09,32.6506,43.7607,44.2557,43.6616,44.1567,142100
