date,season,year,不動產及設備轉列費用數,不影響現金流量之收益費損項目合計,以成本衡量之金融負債增加,以成本衡量之金融負債增加（減少）,以成本衡量之金融負債減少,以成本衡量之金融資產及負債之淨損失（利益）,以成本衡量之金融資產減資退回股款,以成本衡量之金融資產（增加）減少,保險之收現,保險賠款與給付之付現,停業單位稅前淨利（淨損）,備供出售金融資產之淨損失（利益）,備供出售金融資產減資退回股款,備供出售金融資產（增加）減少,償還公司債,償還特別股負債,其他各項負債準備淨變動,其他應付款增加（減少）,其他應付款－關係人增加,其他應付款－關係人減少,其他應收款增加,其他應收款減少,其他應收款（增加）減少,其他應收款－關係人增加,其他應收款－關係人減少,其他投資活動,其他現金流入（出）,其他符合國際會計準則第七號現金及約當現金定義之項目,其他籌資活動,其他負債增加,其他負債增加（減少）,其他負債減少,其他資產增加,其他資產減少,其他資產（增加）減少,其他金融負債增加,其他金融負債增加（減少）,其他金融負債減少,其他金融資產增加,其他金融資產減少,其他金融資產（增加）減少,其他項目,具金融商品性質之保險契約準備淨變動,再保險之付現,再保險之收現,再保險合約資產（增加）減少,出售不良債權回饋金,出售及攤銷不良債權之損失,利息收入,利息費用,匯率變動對現金及約當現金之影響,取得不動產及設備,取得以成本衡量之金融資產,取得備供出售金融資產,取得子公司股權,取得待出售資產,取得承受擔保品,取得投資性不動產,取得持有至到期日金融資產,取得採用權益法之投資,取得無形資產,取得無活絡市場之債券投資,取得無活絡市場之債務工具投資,取得透過損益按公允價值衡量之金融資產,取得避險之衍生性金融商品,取得避險之衍生金融資產,各項保險負債淨變動,合併發行新股追溯調整,呆帳費用提列（轉列收入）數,員工執行認股權,員工福利負債準備增加（減少）,員工購買庫藏股,因合併產生之現金流入,外匯價格變動準備淨變動,子公司發行特別股,存入保證金增加,存入保證金增加（減少）,存入保證金減少,存入再保責任準備金增加,存入再保責任準備金增加（減少）,存入再保責任準備金減少,存出保證金增加,存出保證金減少,存出保證金（增加）減少,存出再保責任準備金增加,存出再保責任準備金減少,存出再保責任準備金（增加）減少,對員工及代員工之付現,對商品及勞務供應商之付現,對子公司之收購（扣除所取得之現金）,對持有供經紀或交易目的之合約之付現,對營業活動之其他付現,已收現之出售不良債權,庫藏股票處分,庫藏股票買回成本,應付佣金增加（減少）,應付保險賠款與給付增加（減少）,應付公司債匯率影響數,應付再保往來款項增加（減少）,應付再保賠款與給付增加（減少）,應付商業本票增加,應付商業本票減少,應付款項增加,應付款項減少,應付票據增加（減少）,應付租賃款增加,應付租賃款減少,應收保費（增加）減少,應收款項增加,應收款項減少,應收票據（增加）減少,應收租賃款增加,應收租賃款減少,投資性不動產公允價值調整損失(利益),投資活動之淨現金流入（流出）,折舊費用,持有至到期日金融資產之淨損失（利益）,持有至到期日金融資產到期還本,持有至到期日金融資產（增加）減少,採用權益法之被投資公司減資退回股款,採用權益法認列之關聯企業及合資損失（利益）之份額,攤銷費用,支付之利息,支付之股利,收取之利息,收取之股利,收益費損項目合計,放款增加,放款減少,放款（增加）減少,暫付及待結轉帳項（增加）減少,暫收及待結轉款項增加（減少）,會計項目,期初現金及約當現金餘額,期末現金及約當現金餘額,未實現外幣兌換損失（利益）,本期現金及約當現金增加（減少）數,本期稅前淨利（淨損）,概括承受他公司之淨現金收取數,概括承受他公司之賠付款,無活絡市場之債券投資損益之淨損失（利益）,無活絡市場之債務商品投資到期還本,無活絡市場之債務工具投資到期還本,無活絡市場之債務工具投資損益之淨損失（利益）,無活絡市場之債務工具投資（增加）減少,營業活動之付現類別合計,營業活動之收現類別合計,營業活動之淨現金流入（流出）,營運產生之現金流入（流出）,現金增資,現金減資,發放現金股利,發行公司債,發行特別股負債,短期借款增加,短期借款減少,籌資活動之淨現金流入（流出）,繼續營業單位稅前淨利（淨損）,股份基礎給付酬勞成本,股利收入,自持有供經紀或交易目的之合約之收現,自權利金、各項收費、佣金及其他收入之收現,自營業活動之其他收現,自租金及後續出售該等資產之收現,自銷售商品及提供勞務之收現,與營業活動相關之負債之淨變動合計,與營業活動相關之資產之淨變動合計,與營業活動相關之資產及負債之淨變動合計,處分不動產及設備,處分以成本衡量之金融資產,處分備供出售金融資產,處分其他資產損失（利益）,處分及報廢不動產及設備損失（利益）,處分子公司,處分子公司股權（未喪失控制力）,處分待出售資產,處分待出售資產損失（利益）,處分承受擔保品,處分承受擔保品提存損失（利益）,處分承受擔保品損失（利益）,處分投資性不動產,處分投資性不動產損失（利益）,處分持有至到期日金融資產,處分採用權益法之投資,處分採用權益法之投資損失（利益）,處分無形資產,處分無形資產損失（利益）,處分無活絡市場之債券投資,處分無活絡市場之債務工具投資,處分透過損益按公允價值衡量之金融資產,處分避險之衍生性金融商品,處分避險之衍生金融資產,調整項目合計,負債準備增加（減少）,買回已出售之不良債權,買回應付公司債損失（利益）,資產負債表帳列之現金及約當現金,退還（支付）之所得稅,退還（支付）所得稅,透過損益按公允價值衡量之金融負債增加,透過損益按公允價值衡量之金融負債增加（減少）,透過損益按公允價值衡量之金融負債減少,透過損益按公允價值衡量之金融資產（增加）減少,透過損益按公允價值衡量金融資產及負債之淨損失（利益）,逾期未領股利及董監酬勞轉列其他收入,遞延手續費收入增加（減少）,避險之衍生金融資產（增加）減少,金融資產減損損失,金融資產減損迴轉利益,金融資產證券化款項,金融資產重分類淨損失（利益）,附買回票券及債券負債增加,附買回票券及債券負債減少,非控制權益變動,非金融資產減損損失,非金融資產減損迴轉利益,預付投資款增加,預付投資款減少,預付費用及其他預付款（增加）減少,預收收益增加（減少）,預收款項增加（減少）,預收款項增加－處分資產,預收款項減少－處分資產
2013-04-30,1,2013,,6284922.0,,,,,0.0,,,,,-694356.0,,,,,,1389784,,,,,1755170,,,,,0.0,,,-226140,,-876.0,,-3469,,,,,,-1495192,,,,,55894,,,-2744611,46354.0,-160464,-559274,0.0,-29810694.0,,,,-840.0,0.0,0.0,-380.0,-11073403.0,,,,,9465102,,19105,,3231.0,,,91360,,84491.0,,,,,,904924.0,,,,,,,,,,,,,,-158511.0,-22276.0,,-43486.0,,,,,,-20420.0,,,-22631.0,,,50443.0,,,,-13256659,167575,0.0,,,,11393,6397,-18284.0,,2250230.0,5322.0,,317093.0,,,,,2013年01月01日至2013年03月31日,29872240,26707709,-2060486,-3164531,817134,,,239720.0,,,,,,,10116178,7906073,,,,,,70207,,136414,817134,,,,,,,,637037,166980,804017,50493.0,3510.0,17499613.0,-3322.0,,,,,,,,,,,0.0,,0.0,,,9413175.0,,,,,7088939,,,,26707709,-45447.0,,,,,-127060,1723554,,,,17500.0,,,,,,,0.0,-363.0,,,-46175,,-285145,,
2013-08-27,2,2013,0.0,11896876.0,0.0,,0.0,-11650.0,86204.0,,,,,-873663.0,0.0,,0.0,0.0,0.0,2435116,0.0,0.0,0.0,0.0,637964,0.0,0.0,0.0,,,0.0,0.0,-80112,0.0,-877.0,0.0,89,0.0,0.0,0.0,0.0,0.0,-995333,0.0,0.0,,,19022,0.0,0.0,-5692452,89503.0,-150279,-766030,0.0,-45783547.0,0.0,0.0,0.0,-4696.0,0.0,0.0,-4658.0,-37812688.0,,0.0,0.0,0.0,18450982,0.0,36305,0.0,7413.0,0.0,0.0,30407,0.0,126394.0,0.0,0.0,0.0,0.0,0.0,0.0,7035.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,-190059.0,-20571.0,0.0,27456.0,0.0,0.0,0.0,0.0,0.0,-28343.0,0.0,0.0,-1591.0,0.0,0.0,-105361.0,0.0,0.0,,-28250275,347976,0.0,0.0,,0.0,47214,12965,,0.0,,,,0.0,569359.0,,0.0,0.0,2013年01月01日至2013年06月30日,29872240,19586994,-2430562,-10285246,629182,0.0,0.0,-179256.0,0.0,,,,,,17823618,13542404,0.0,0.0,0.0,0.0,0.0,199874,0.0,291690,629182,0.0,0.0,,,,,,1760870,-744524,1016346,83324.0,0.0,35600085.0,-2376.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7563.0,507.0,0.0,0.0,0.0,0.0,0.0,19768651.0,,0.0,0.0,0.0,12913222,0.0,0.0,0.0,19586994,,,0.0,0.0,0.0,-259951,2048833,0.0,0.0,0.0,19158.0,0.0,0.0,0.0,0.0,0.0,0.0,2649.0,0.0,0.0,0.0,-39363,0.0,-390030,0.0,0.0
2013-10-31,3,2013,0.0,18295195.0,0.0,,0.0,-12025.0,117267.0,,,,,-2227291.0,0.0,,0.0,0.0,0.0,1060592,0.0,0.0,0.0,0.0,1032767,0.0,0.0,0.0,,0.0,0.0,0.0,-104385,0.0,-6307.0,0.0,-401,0.0,0.0,0.0,0.0,0.0,-994464,0.0,0.0,,,10275,0.0,0.0,-8730966,132230.0,-217925,-984336,0.0,-54220972.0,0.0,0.0,0.0,0.0,0.0,0.0,-19966.0,-60258969.0,,0.0,0.0,0.0,29651536,0.0,41422,0.0,11112.0,0.0,0.0,23225,0.0,183474.0,0.0,0.0,0.0,0.0,0.0,-284550.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,-101085.0,11769.0,0.0,22694.0,0.0,0.0,0.0,0.0,0.0,1163.0,0.0,0.0,-19851.0,0.0,0.0,-164558.0,0.0,0.0,,-32696433,532263,0.0,0.0,,0.0,75393,20755,,0.0,,,,-118295.0,0.0,,0.0,0.0,2013年01月01日至2013年09月30日,29872240,25462211,-1114508,-4410029,1435797,0.0,0.0,-210028.0,0.0,,,,,,28224745,20285210,0.0,0.0,0.0,0.0,0.0,289742,0.0,279584,1435797,0.0,0.0,,,,,,781269,-227051,554218,145484.0,0.0,50448687.0,-668.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506.0,0.0,0.0,0.0,0.0,0.0,32485524.0,,0.0,0.0,0.0,18849413,0.0,0.0,0.0,25462211,,,0.0,0.0,0.0,5261,68404,0.0,0.0,0.0,35662.0,0.0,0.0,0.0,0.0,0.0,0.0,8845.0,0.0,0.0,0.0,-96080,0.0,-120591,0.0,0.0
2014-03-05,4,2013,0.0,28803261.0,0.0,,0.0,-12025.0,124467.0,,,,0.0,-3043208.0,0.0,,0.0,0.0,0.0,-25130,0.0,0.0,0.0,0.0,2023942,0.0,0.0,0.0,,0.0,0.0,0.0,100852,0.0,-876.0,0.0,1236,0.0,0.0,0.0,0.0,0.0,-999080,-18374.0,0.0,,,24191,0.0,0.0,-11854918,176532.0,271369,-1172239,-15000.0,-60649160.0,0.0,0.0,0.0,-6578.0,0.0,0.0,-34184.0,-87506756.0,,0.0,0.0,0.0,43052048,0.0,39308,0.0,14772.0,0.0,0.0,-6457,0.0,191519.0,0.0,0.0,0.0,0.0,0.0,0.0,15520.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,54687.0,-3377.0,0.0,71168.0,0.0,0.0,0.0,0.0,0.0,-14497.0,0.0,0.0,-61360.0,0.0,0.0,-367529.0,0.0,0.0,,-45692417,718267,0.0,0.0,,0.0,123977,29019,,0.0,,,,-139129.0,0.0,,0.0,0.0,2013年01月01日至2013年12月31日,29872240,25946274,-2456565,-3925966,740536,0.0,0.0,-294921.0,0.0,,,,,,41401730,30482214,0.0,0.0,0.0,0.0,0.0,129850,0.0,93352,740536,0.0,0.0,,,,,,11092,927325,938417,206123.0,0.0,64447149.0,20874.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7563.0,507.0,0.0,0.0,0.0,0.0,0.0,39030683.0,,0.0,0.0,0.0,29741678,0.0,0.0,0.0,25946274,,,0.0,0.0,0.0,265603,1755353,0.0,0.0,0.0,540701.0,0.0,0.0,0.0,0.0,0.0,0.0,32543.0,,0.0,0.0,40322,0.0,-187383,0.0,0.0
2014-04-30,1,2014,,8236309.0,,,,286.0,,,,,,-627966.0,,,,,,867043,,,,,-425530,,,-1055.0,,,,,345310,,,,6,,,,,,137557,-8492.0,,,,-43224,,,-3239694,32742.0,57724,-206026,-15000.0,-6038261.0,,,,,,,,-27846864.0,,,,,13911454,,11609,,2586.0,,,83706,,18077.0,,,,,,,801.0,,,,,,,,,,,,,-122362.0,-10711.0,,-35708.0,,,,,,-6451.0,,,26588.0,,,27202.0,,,,-3613588,186782,,,,,20324,8472,-23119.0,,2670670.0,8714.0,,2011261.0,,,,,2014年01月01日至2014年03月31日,25946274,35654579,-1198501,9708305,556704,,,-138947.0,,,,,,,13199537,10621888,,,,,,69674,,64632,556704,,,,,,,,1679991,148884,1828875,131713.0,213.0,12227746.0,,-5735.0,,,,,,,,93555.0,-66946.0,,,,,,16028329.0,,,,,10065184,,,,35654579,-101735.0,,,,,489249,-787164,,,0.0,54379.0,,,,,,,,,,,-62964,,640284,,
2014-08-27,2,2014,,18915601.0,,,,-34211.0,115002.0,,,,,-1691676.0,,,,,,955778,,,,,-833444,,,,,,,,335236,,0.0,,2386,,,,,,137580,5.0,,,,-44123,,,-6528624,65359.0,21086,-384564,-15000.0,-13385582.0,,,,-2695.0,,,-1313.0,-62756407.0,,,,,28867466,,19727,,5574.0,,,-68107,,62042.0,,,,,,,2591.0,,,,,,,,,,,,,-142602.0,-28814.0,,-32753.0,,,,,,-8654.0,,,54733.0,,,-43384.0,,,,-20544385,373989,,,,,47784,17011,-38384.0,,5489737.0,133904.0,,,1089201.0,,,,2014年01月01日至2014年06月30日,25946274,31696678,227899,5750404,470490,,,-256412.0,,,,,,,26229941,20804778,,,,,,20104,,43762,470490,,,,,,,,1615168,-196481,1418687,176374.0,4107.0,28611695.0,0.0,2588.0,,,,,,,,148816.0,-65249.0,,,,,,25853390.0,,,,,20334288,,,,31696678,-198478.0,,,,,580777,-2102732,,,,56693.0,,,,,,,0.0,-15909.0,,,-51006,,531403,,
2014-11-05,3,2014,,27423508.0,,,,-37892.0,116953.0,,,,,-3250371.0,2257.0,,,,,3927882,,,,,-1314323,,,,,,,,-478525,,0.0,,-3426,,,,,,137296,34.0,,,,-78467,,,-10131591,102361.0,133715,-604308,-15000.0,-28366738.0,,,,-5609.0,,-340728.0,-20675.0,-91130535.0,,,,,41975911,,34643,,8237.0,,,139473,,110553.0,,,,,,4433.0,,,,,,,,,,,,,,-105529.0,-27691.0,,-75834.0,,,,,,50634.0,,,72573.0,,,-226590.0,,,,-34070079,563395,,,,,87259,26060,-57465.0,,8204438.0,827899.0,,875643.0,,,,,2014年01月01日至2014年09月30日,25946274,33313420,-1483912,7367146,2252212,,,-693118.0,,,,,,,41150782,32294768,,,,,,99640,,152728,2252212,,,,,,,,3089857,-470809,2619048,238152.0,4287.0,45627432.0,0.0,10104.0,,,,,5838.0,,,174168.0,-65858.0,,,,,,39364351.0,,,,,30042556,,,,33313420,-176323.0,,,,,965304,117827,,,,56693.0,,,,,,,0.0,-27510.0,,,-23176,,-209317,,
2015-03-04,4,2014,,33590516.0,,,,-37892.0,131988.0,,,,,-3755213.0,2257.0,,,,,145054,,,,,-94643,,,,,,,,-393462,,0.0,,-53479,,,,,,121415,102.0,,,,-128140,,,-14067164,135669.0,130054,-835736,-97937.0,-36602202.0,,,,-7708.0,,-340728.0,-24782.0,-130729053.0,,,,,53195819,,140095,,10912.0,,,352088,,191269.0,,,,,,,850.0,,,,,,,,,,,,,-58445.0,-14086.0,,8791.0,,,,,,-19616.0,,,43297.0,,,-510163.0,,,,-47240629,751505,,,,,121454,34683,-72673.0,,11554663.0,866424.0,,-1415117.0,,,,,2014年度,25946274,27456281,-5586176,1510007,2181935,,,-1037881.0,,,,,,,48182297,36059892,,,,,,319689,,438285,2181935,,,,,,,,-514540,801981,287441,313457.0,4288.0,61309958.0,0.0,20939.0,,,,,5838.0,,,539807.0,-325480.0,,,,,,60504191.0,,,,,33877957,,,,27456281,-298682.0,,,,,1444804,2867395,,,,780573.0,,,,,,,0.0,,,,-21110,,-193688,,
2015-04-29,1,2015,,,,,,0.0,,,,,,-492539.0,,,,,,2162308,,,,,-1161929,,,-10243.0,,,,,621028,,,,154,,,,,,11084,-6840.0,,,,52307,,,-3899246,33412.0,-51708,-156077,-50000.0,-18301476.0,,,,,-50476.0,,,,-29970796.0,,,,9754624,,21172,,2741.0,,,-87405,,37857.0,,,,,,0.0,9439.0,,,,,,,,,,,,,-73346.0,-5467.0,,35425.0,,,,,,22300.0,,,58017.0,,,-129251.0,,,,54679,187000,,,,,18608,6085,-15564.0,,3151307.0,19935.0,105550.0,-269986.0,0.0,,,,2015年01月01日至2015年03月31日,27456281,33811773,816419,6355492,1426342,,,,,,-717977.0,,,,6190506,3105208,,,,,,139722,,162015,1426342,,,,,,,,3528848,-1955532,1573316,75731.0,0.0,17650097.0,,-798.0,,,,,,,,0.0,0.0,,,,,,,31128466.0,,,,1678866,,,,33811773,-85944.0,,,,,-703171,-5528066,,,,1101.0,,,,,,,,,,,-82743,,763859,,
2015-07-28,2,2015,,,,,,-93349.0,266042.0,,,,,-1073131.0,,,,,,5621036,,,,,-5839914,,,,,,,,-281,,,,228,,,,,,100760,556.0,,,,179234,,,-7855804,83729.0,-6254,-487514,-230000.0,-39235565.0,,,,-10034.0,-50476.0,,-11193.0,,-61672392.0,,,,20567001,,41454,,3425.0,,,-214273,,178257.0,,,,,,-8318.0,0.0,,,,,,,,,,,,,-128563.0,-4591.0,,-144664.0,,,,,,134528.0,,,74929.0,,,-545336.0,,,,-14087193,374671,,,,,48546,12583,-48204.0,,6583820.0,171378.0,6747871.0,877015.0,,,,,2015年01月01日至2015年06月30日,27456281,27038623,1858640,-417658,1419128,,,,,,-1093760.0,,,,13176016,6578173,,,,,,369720,,499773,1419128,,,,,,,,5448456,-7037282,-1588826,165894.0,0.0,33037320.0,,-2711.0,,,,,,,,0.0,0.0,,,,,,,53272028.0,,,,5159045,,,,27038623,-157355.0,,,,,-852956,-5894361,,,,1885.0,,,,,,,,-13805.0,,,-154227,,-32434,,
