date,season,year,不動產、廠房及設備轉列費用數,不影響現金流量之收益費損項目合計,償還公司債,償還長期借款,其他應付款增加（減少）,其他應收款減少,其他應收款（增加）減少,其他應收款－關係人（增加）減少,其他投資活動,其他流動負債增加（減少）,其他流動資產（增加）減少,其他金融資產（增加）減少,其他非流動資產增加,其他非流動資產減少,其他項目,利息收入,利息費用,匯率變動對現金及約當現金之影響,取得不動產、廠房及設備,取得以成本衡量之金融資產,取得備供出售金融資產,取得原始認列時指定為透過損益按公允價值衡量之金融資產,取得採用權益法之投資,取得無形資產,取得無活絡市場之債券投資,呆帳費用提列（轉列收入）數,員工執行認股權,存入保證金減少,存出保證金增加,存出保證金減少,存貨（增加）減少,庫藏股票買回成本,應付帳款增加（減少）,應付帳款－關係人增加（減少）,應付短期票券增加,應付票據增加（減少）,應收帳款（增加）減少,應收帳款－關係人（增加）減少,應收款項減少,應收票據（增加）減少,投資活動之淨現金流入（流出）,折舊費用,持有供交易之金融負債增加（減少）,持有供交易之金融資產（增加）減少,按攤銷後成本衡量之金融資產到期還本,採用權益法認列之關聯企業及合資損失（利益）之份額,攤銷費用,支付之利息,收取之利息,收益費損項目合計,會計項目,期初現金及約當現金餘額,期末現金及約當現金餘額,本期現金及約當現金增加（減少）數,本期稅前淨利（淨損）,營業活動之淨現金流入（流出）,營運產生之現金流入（流出）,現金增資,發行公司債,短期借款增加,短期借款減少,籌資活動之淨現金流入（流出）,繼續營業單位稅前淨利（淨損）,與營業活動相關之負債之淨變動合計,與營業活動相關之資產之淨變動合計,與營業活動相關之資產及負債之淨變動合計,舉借長期借款,處分不動產、廠房及設備,處分以成本衡量之金融資產,處分備供出售金融資產,處分其他資產損失（利益）,處分原始認列時指定為透過損益按公允價值衡量之金融資產,處分及報廢不動產、廠房及設備損失（利益）,處分投資損失（利益）,處分無活絡市場之債券投資,處分無活絡市場之債務工具投資,調整項目合計,資產負債表帳列之現金及約當現金,退還（支付）之所得稅,透過損益按公允價值衡量金融資產及負債之淨損失（利益）,金融資產減損損失,長期應收租賃款減少,非金融資產減損損失,非金融資產減損迴轉利益,預付投資款增加,預付款項（增加）減少
2013-05-13,1,2013,,377064.0,,-7896,-52094,,36121,,0.0,38046,126029,13.0,-167555.0,,11197.0,-7316,33308,96577,-676701,,,,,-1040,,-17815,0.0,,3285.0,,-150528,,38665,6939,0.0,-5462,166827,291,,-79364,-825961,398354,963.0,,-2089.0,,28724,-33280,7538,,2013年01月01日至2013年03月31日,3612461,3098410,-514051,-315136,141590,142077,,,306805,-191886,73743,-315136,27057,53092,80149,,6829,0.0,3490.0,,,79,-158.0,0.0,,457213,3098410,-487,5988,,282.0,,-75297.0,,-46297.0
2013-08-13,2,2013,,740545.0,,-443459,16875,,72097,,0.0,-25516,70878,27.0,-144455.0,,12611.0,-11270,66449,106991,-1109428,0.0,,,,-7191,3363.0,-33779,0.0,,7180.0,,36990,,168736,65802,0.0,-5490,-190711,-2643,0.0,-65126,-1238737,822038,-1985.0,,,,49899,-40728,1028,,2013年01月01日至2013年06月30日,3612461,3296686,-315775,-600735,273639,279744,,,0,176519,542332,-600735,218422,-78488,139934,850000.0,6706,3490.0,,,,704,-158.0,0.0,,880479,3296686,-6105,15586,,570.0,,-181535.0,,
2013-11-12,3,2013,,1306586.0,,-795191,28568,,93903,,,-28322,6834,40.0,-116008.0,,18432.0,-16097,97706,95480,-1334431,0.0,,,,-17460,,-24253,0.0,,16248.0,,-97953,,149604,90315,9999.0,-7676,-245994,-2597,0.0,13981,-1416099,1229816,-2857.0,,,,63939,-66882,15357,,2013年01月01日至2013年09月30日,3612461,5152961,1540500,-1073514,222099,230918,2352000.0,0.0,-370587,659681,2639020,-1073514,229632,-231786,-2154,850000.0,8782,3490.0,,,,2220,-158.0,7056.0,,1304432,5152961,-8819,8486,30000.0,867.0,60000.0,-163505.0,,
2014-03-25,4,2013,,1893686.0,,-842166,-15434,,116813,,,-30216,136239,53.0,-192128.0,,36708.0,-31620,123413,138327,-1626928,-20000.0,0.0,,-230323.0,-19775,,-33911,0.0,,16419.0,,-373289,-824.0,26887,105126,,-5753,99249,-528,,-30527,-2017977,1668891,-88171.0,,,367.0,76591,-85080,30974,,2013年01月01日至2013年12月31日,3612461,4405254,792793,-1494838,325814,339297,2328481.0,0.0,497480,-401262,2346629,-1494838,-7561,-51990,-59551,850000.0,8849,3492.0,,,,2694,-158.0,10271.0,,1834135,4405254,-13483,14817,31042.0,1172.0,90000.0,-85148.0,,
2014-05-13,1,2014,,564175.0,,-314381,-24775,,-18313,,,-761,9420,18.0,15757.0,,10437.0,-8163,30612,-4506,-158777,,,,,-2840,,20506,,,7.0,,-92718,-18201.0,67010,-11662,,-1923,51960,-3262,,-93295,-151696,458418,72816.0,,0.0,7543.0,12212,-24138,9614,,2014年01月01日至2014年03月31日,4405254,3688989,-716265,-666419,-152840,-150437,,,309251,-359754,-407223,-666419,100705,-148898,-48193,,0,,0.0,,,245,0.0,5230.0,,515982,3688989,-2403,7581,,313.0,,24784.0,-21000.0,-2708.0
2014-08-13,2,2014,,1096050.0,,-590150,43052,,-3540,,-83976.0,1669,-20012,-582.0,42713.0,,27541.0,-15497,56248,-27169,-265451,-21000.0,,,,-3966,,67582,0.0,,-5750.0,,-39878,-18201.0,338757,-38732,0.0,-1923,-329197,-28358,0.0,-99217,-312631,902891,73540.0,,,12235.0,24612,-44278,16118,,2014年01月01日至2014年06月30日,4405254,3271090,-1134164,-1174852,-247085,-243345,,,465104,-359754,-547279,-1174852,416363,-580906,-164543,0.0,1292,0.0,,,,2943,19746.0,6754.0,,931507,3271090,-3740,-443,,635.0,,-1808.0,,-60122.0
2014-11-12,3,2014,,1895909.0,-6838.0,-951426,26910,,-36292,,,3398,-20099,-927.0,59414.0,,55486.0,-20956,83387,-9592,-346560,-90276.0,-161000.0,,,-6663,,211371,0.0,,-5614.0,,71221,-18201.0,356950,-23485,0.0,-1907,-516506,-52764,0.0,-90159,-355670,1359233,75770.0,,,19590.0,37924,-64934,21781,,2014年01月01日至2014年09月30日,4405254,2886784,-1518470,-1841631,-235048,-230790,0.0,0.0,507646,-384407,-918160,-1841631,437636,-722704,-285068,0.0,4506,0.0,161013.0,,,8136,19733.0,6871.0,,1610841,2886784,-4258,18895,0.0,858.0,0.0,103110.0,,-77178.0
2015-03-13,4,2014,,3606152.0,-486772.0,-949672,129564,,100756,,,-3848,12645,,,274042.0,43196.0,-25047,95137,-63324,-621334,0.0,-90276.0,,-14700.0,-11416,,374735,,-8.0,,-6093.0,1019260,-20579.0,-122577,-111540,,-1323,157127,-202691,,-140208,-451823,1853989,,75770.0,,40871.0,72091,-69559,26290,,2014年度,4405254,1723960,-2681294,-4756152,-284744,-238327,0.0,,742,-425114,-1881403,-4756152,-109724,1021397,911673,0.0,10108,0.0,,,,88697,-208.0,6871.0,,4517825,1723960,-3148,55356,69909.0,975.0,937426.0,,,-1262.0
2015-08-06,2,2015,4597.0,,,-406482,71467,0.0,-1988,-4504.0,,5771,-738,,,29191.0,,-6242,46116,-2754,-73717,0.0,,-412000.0,0.0,-447,,-237963,,,-7163.0,,-370792,0.0,-7593,273080,,28691,1048683,-642766,,139749,71421,611920,,-33711.0,,8567.0,5064,-37151,6111,1072160.0,2015年01月01日至2015年06月30日,1723960,1801899,77939,-1096151,446418,477458,,,410333,-490997,-437146,-1096151,371416,130033,501449,50000.0,2080,,121322.0,-197.0,412155.0,1115,,,0.0,1573609,1801899,0,16207,,,622976.0,,,-3900.0
