date,season,year,不影響現金流量之收益費損項目合計,以成本衡量之金融負債增加（減少）,償還公司債,償還長期借款,其他應付款增加（減少）,其他應付款－關係人增加（減少）,其他應收款（增加）減少,其他應收款－關係人（增加）減少,其他流動負債增加（減少）,其他流動資產（增加）減少,其他營業負債增加（減少）,其他符合國際會計準則第七號現金及約當現金定義之項目,其他金融資產增加,其他金融資產減少,其他非流動資產增加,其他非流動資產減少,其他項目,其他預付款項增加,其他預付款項減少,利息收入,利息費用,匯率變動對現金及約當現金之影響,取得不動產、廠房及設備,取得以成本衡量之金融資產,取得備供出售金融資產,取得原始認列時指定為透過損益按公允價值衡量之金融資產,取得持有至到期日金融資產,取得採用權益法之投資,取得透過其他綜合損益按公允價值衡量之金融資產,呆帳費用提列（轉列收入）數,員工執行認股權,存入保證金增加,存入保證金減少,存出保證金增加,存出保證金減少,存貨（增加）減少,庫藏股票處分,庫藏股票買回成本,應付帳款增加（減少）,應付帳款－關係人增加（減少）,應付票據增加（減少）,應付票據－關係人增加（減少）,應收帳款（增加）減少,應收帳款－關係人（增加）減少,應收票據（增加）減少,應計退休金負債增加（減少）,投資活動之淨現金流入（流出）,折舊費用,持有供交易之金融負債增加（減少）,持有供交易之金融資產（增加）減少,採用權益法認列之關聯企業及合資損失（利益）之份額,攤銷費用,支付之利息,支付之股利,收取之利息,收取之股利,收益費損項目合計,會計項目,期初現金及約當現金餘額,期末現金及約當現金餘額,本期現金及約當現金增加（減少）數,本期稅前淨利（淨損）,淨確定福利負債增加(減少),營業活動之淨現金流入（流出）,營運產生之現金流入（流出）,發放現金股利,發行公司債,短期借款增加,短期借款減少,籌資活動之淨現金流入（流出）,繼續營業單位稅前淨利（淨損）,股利收入,與營業活動相關之負債之淨變動合計,與營業活動相關之資產之淨變動合計,與營業活動相關之資產及負債之淨變動合計,舉借長期借款,處分不動產、廠房及設備,處分以成本衡量之金融資產,處分備供出售金融資產,處分其他資產損失（利益）,處分原始認列時指定為透過損益按公允價值衡量之金融資產,處分及報廢不動產、廠房及設備損失（利益）,處分投資損失（利益）,處分持有至到期日金融資產,處分採用權益法之投資,處分採用權益法之投資損失（利益）,處分透過其他綜合損益按公允價值衡量之金融資產,調整項目合計,資產負債表帳列之現金及約當現金,退還（支付）之所得稅,透過損益按公允價值衡量金融資產及負債之淨損失（利益）,遞延貸項增加（減少）,避險之衍生金融資產（增加）減少,金融資產減損損失,非控制權益變動,非金融資產減損損失,預付款項（增加）減少,預付設備款增加,預付設備款減少
2013-04-29,1,2013,241420.0,,-556100.0,-527368,-62905,582,6613,16,-21535,-33143,,,-91586.0,,-7751,,,,0.0,-3601,10119,122288,-195604,,-90000,-140855.0,-47840,,,,,1095,0.0,,18.0,-268712,,,42159,-1952,0.0,0.0,579487,-3299,-10661.0,,-565706,209578,,,-1094,6637,-6910,,3572.0,,,2013年01月01日至2013年03月31日,1570747,2040458,469711,238872,,661691,683222,,800000.0,133811.0,0.0,251438,238872,,-43651,246581,202930,400000,13384,,,,-26911.0,1628,,,,,,444350,2040458,-14621,17151,,,,,1002,-23720,,17867.0
2013-08-12,2,2013,481484.0,,-556100.0,-654875,3944,123,-42232,-98,-7764,-28001,,,-207351.0,,-24026,,,0.0,0.0,-7089,21722,66362,-319506,,-168540,-462549.0,-47840,,,30.0,,541,,0.0,2126.0,-330649,,,-239382,-1777,0.0,0.0,792137,-2843,-11558.0,,-950198,433337,,,-3250,21417,-14274,,7135.0,,,2013年01月01日至2013年06月30日,1570747,1940086,369339,492918,,996639,1099807,,800000.0,266970.0,,256536,492918,0.0,-244856,370261,125405,400000,0,,90138.0,,152200.0,1972,-138.0,,,,,606889,1940086,-88894,11234,,,,,2249,-6495,0.0,28015.0
2013-11-07,3,2013,688642.0,,-556100.0,-982313,-36708,102,1034,-101,-13940,-44895,,,-204489.0,,-20024,,,0.0,,-16166,33597,28848,-594774,,-168540,-2281585.0,-47840,,,30.0,,529,,0.0,1954.0,-389657,,,-209188,-2052,0.0,0.0,806167,906,-7104.0,,-1490484,661463,,,-6711,19980,-21266,,14450.0,1035.0,,2013年01月01日至2013年09月30日,1570747,1207544,-363203,787819,,1459544,1580375,-681465.0,800000.0,508238.0,,-361111,787819,-1035.0,-261786,365700,103914,550000,1221,,90138.0,,1610706.0,-81,-138.0,,,,,792556,1207544,-99565,-16330,,,5443.0,,8590,-650,0.0,107264.0
2014-03-24,4,2013,967722.0,,-556100.0,-1393471,49450,1015,-10168,-122,-23261,-30632,,,-24443.0,,-45224,,875.0,0.0,,-13887,45830,11516,-763200,,-179665,-2924571.0,-47840,,,706.0,0.0,1527,,-179.0,,-176930,,,-528776,-2118,0.0,0.0,816843,1050,-3304.0,-7423.0,-1080459,886327,,,-13446,43714,-28542,,12189.0,1035.0,,2013年01月01日至2013年12月31日,1570747,1829536,258789,1061765,,1990722,2123866,-681465.0,800000.0,416519.0,0.0,-662990,1061765,-1035.0,-511113,605492,94379,750000,58575,,186034.0,0.0,2480129.0,-1264,-6368.0,,,,,1062101,1829536,-104602,-2714,,,21072.0,,7912,8755,0.0,166701.0
2014-05-05,1,2014,259524.0,,0.0,-100000,-128911,588,25506,0,-6831,360,,,-96400.0,,0,,,,,-5132,11431,41974,-42095,,-69618,-946249.0,0,,,564.0,,1819,,-230.0,0.0,-136905,,,219446,67,,,62575,-4034,-36572.0,,-731645,230452,,,-4982,6492,-6989,,4810.0,,,2014年01月01日至2014年03月31日,1829536,1696570,-132966,253048,,468499,493547,,0.0,186387.0,,88206,253048,,84359,-103384,-19025,0,11460,,,,426636.0,1483,,,,,,240499,1696570,-18059,13793,,,1936.0,,3487,-14314,,-19959.0
2014-08-12,2,2014,467709.0,,0.0,-337500,-73243,-858,10276,0,-4538,-29288,,,-197405.0,,-2939,,,,,-9096,23487,-6961,-164668,,-89617,-1718125.0,0,,,1472.0,,663,,-101.0,0.0,-94022,,,174784,-106,,,38713,-3749,-42988.0,-3847.0,-691782,462338,,,-11027,13316,-14429,,7824.0,,,2014年01月01日至2014年06月30日,1829536,1843998,14462,517828,,815614,909399,,0.0,100035.0,,-102409,517828,,92192,-168330,-76138,134393,33884,,27610.0,,1491776.0,-181,-1163.0,,,,,391571,1843998,-79356,-20601,,,1936.0,,7228,-47272,-80021.0,0.0
2014-11-06,3,2014,736549.0,,0.0,-400000,-69853,-733,6476,-294,-1416,-16035,,0.0,-152153.0,,-87536,,,,,-17543,35243,36251,-324651,,-89617,-1547189.0,0,,,2195.0,,623,,-93.0,0.0,-96068,,,315379,-134,,,-222202,-5001,-30107.0,-3847.0,-1222499,692238,-17329.0,-237689.0,-16327,17972,-23131,,16491.0,1118.0,,2014年01月01日至2014年09月30日,1829536,1037958,-791578,822642,,1031428,1162323,-681465.0,0.0,-142806.0,,-636758,822642,-1118.0,222067,-618935,-396868,586890,34398,,27611.0,,956980.0,45,-1163.0,,,,,339681,1037958,-107764,-14586,,,28269.0,,11324,-18015,-57858.0,0.0
2015-03-23,4,2014,1012351.0,,0.0,-576773,11023,112,23535,76,15481,-12587,,,-28801.0,,-97338,,10219.0,,,-21850,46989,94275,-474248,,-89617,-4366187.0,0,-65000.0,,1306.0,,1448,,-7577.0,,-24521,,,181504,144,,,-283424,2561,-22552.0,-8098.0,-802874,926535,,-334988.0,-19304,21874,-29248,,20456.0,18160.0,,2014年度,1829536,1768404,-61132,1145755,,1534263,1697622,-681465.0,0.0,0.0,-80006.0,-886796,1145755,-1118.0,200166,-660650,-460484,450000,34967,7917.0,122468.0,,4089723.0,-3611,27324.0,,70824.0,-6621.0,,551867,1768404,-134111,-37489,,,47569.0,,20528,-8750,-38621.0,0.0
2015-05-04,1,2015,,0.0,,-150000,-121154,347,14875,-200,-973,24560,0.0,0.0,53244.0,0.0,1326,,,,,-7095,10917,-22208,-92728,-50000.0,-130819,,-50280,,-309834.0,-1136.0,,26493,,0.0,9756.0,-128837,,,62768,132,,,233619,998,,,-404051,239750,,223018.0,-2520,4630,-14965,0.0,,0.0,232561.0,2015年01月01日至2015年03月31日,1768404,2173064,404660,243611,-3299.0,724032,760038,,,30394.0,,106887,243611,,-62179,346045,283866,200000,13317,,21254.0,,,-5772,-1254.0,,,,156123.0,516427,2173064,-21041,-17349,0.0,-12621.0,0.0,,12390,-9367,-31992.0,
2015-08-10,2,2015,,,,-700000,-79175,-911,13828,-69,-18216,12807,,,0.0,53244.0,-1100,,,,,-16752,21189,-21923,-265062,-50000.0,-130819,-391684.0,-50280,,,-2245.0,,31883,,0.0,8112.0,-22060,,,18935,204,,,283798,-607,-10460.0,,-630162,482052,,353023.0,-4930,8894,-14965,,15784.0,,446267.0,2015年01月01日至2015年06月30日,1768404,2440211,671807,460265,-6537.0,1324753,1438705,,,0.0,-32744.0,-861,460265,,-85700,617873,532173,700000,14387,,21254.0,,154548.0,-6446,-1254.0,,,,,978440,2440211,-98987,-34241,,,0.0,,0,-12387,-8546.0,
