date,season,year,不影響現金流量之收益費損項目合計,償還長期借款,其他應付款增加（減少）,其他應收款（增加）減少,其他流動負債增加（減少）,其他流動資產（增加）減少,其他金融資產（增加）減少,其他非流動資產增加,利息收入,利息費用,匯率變動對現金及約當現金之影響,取得不動產、廠房及設備,取得備供出售金融資產,取得持有至到期日金融資產,取得無形資產,呆帳費用提列（轉列收入）數,存出保證金減少,存貨（增加）減少,庫藏股票買回成本,應付帳款增加（減少）,應付票據增加（減少）,應收帳款（增加）減少,應收票據（增加）減少,應計退休金負債增加（減少）,投資活動之淨現金流入（流出）,折舊費用,攤銷費用,支付之利息,收取之利息,會計項目,期初現金及約當現金餘額,期末現金及約當現金餘額,本期現金及約當現金增加（減少）數,本期稅前淨利（淨損）,營業活動之淨現金流入（流出）,營運產生之現金流入（流出）,發放現金股利,短期借款增加,籌資活動之淨現金流入（流出）,繼續營業單位稅前淨利（淨損）,與營業活動相關之負債之淨變動合計,與營業活動相關之資產之淨變動合計,與營業活動相關之資產及負債之淨變動合計,舉借長期借款,處分不動產、廠房及設備,處分備供出售金融資產,處分及報廢不動產、廠房及設備損失（利益）,處分投資損失（利益）,處分持有至到期日金融資產,調整項目合計,負債準備增加（減少）,資產負債表帳列之現金及約當現金,退還（支付）之所得稅,預付設備款增加,預收款項增加（減少）
2013-04-29,1,2013,26548,-85000,-31811,575,-13,899,-687119,,-32702,22926,0,-3392,-400394,0.0,-693,,0,-13684,0,7277,-16863,3600,17045,-703,-408529,35275,1195,-22794,71537,2013年01月01日至2013年03月31日,1592677,1012541,-580136,238117,-394607,-437154,,308000,223000,238117,-23135,-678684,-701819,0,146,,-146,,,-675271,-726,1012541,-6196,-4196.0,19704
2013-07-23,2,2013,50480,-185000,4565,-523,-1,5510,-992883,,-65800,46704,0,-7310,-400394,,-2411,,0,-19142,0,56120,12209,-139705,5971,-1523,-418227,67733,2486,-46578,93312,2013年01月01日至2013年06月30日,1592677,1109473,-483204,425193,-517977,-555328,,638000,453000,425193,109771,-1140772,-1031001,0,1386,0.0,-643,0.0,0.0,-980521,-783,1109473,-9383,-9498.0,39184
2013-11-05,3,2013,74528,-185000,33184,339,-166,-3321,-670362,,-100666,71613,0,-11046,-846481,,-3034,,0,-25058,0,63833,38690,-214815,13031,-2221,-425476,98239,3747,-73571,117130,2013年01月01日至2013年09月30日,83178,213477,130299,453886,-192580,-226232,-76645.0,1010000,748355,453886,145540,-900186,-754646,0,3084,447752.0,1060,535.0,0.0,-680118,-446,213477,-9907,-15751.0,12666
2014-03-19,4,2013,95697,-305000,34361,1173,11,5098,-628532,-19115.0,-137944,97939,0,-15283,-993562,,-6577,1145.0,0,-50042,0,50317,7013,-95197,3840,-2794,-583245,128064,4709,-97845,154221,2013年01月01日至2013年12月31日,83178,126625,43447,642275,73337,50910,-76645.0,935000,553355,642275,76598,-763660,-687062,0,3540,447752.0,1249,535.0,0.0,-591365,-296,126625,-33949,,-12014
