date,season,year,一年或一營業週期內到期長期借款,一年或一營業週期內到期長期負債合計,不動產、廠房及設備合計,保留盈餘合計,備供出售金融資產未實現損益合計,備供出售金融資產－流動,備供出售金融資產－流動淨額,備抵呆帳－應收帳款、分期帳款及租賃款,其他應付款合計,其他應付款項－關係人,其他應付款－其他,其他應收款淨額,其他應收款－其他,其他應收款－關係人淨額,其他應收款－關係人－其他,其他權益合計,其他權益－其他合計,其他流動負債合計,其他流動負債－其他,其他流動資產合計,其他流動資產－其他,其他設備淨額,其他金融負債－流動,其他金融資產－流動,其他非流動負債合計,其他非流動負債－其他,其他非流動資產合計,其他非流動資產－其他,其他非流動資產－其他合計,其他預付款,原始認列時指定為透過損益按公允價值衡量之金融資產－流動,原料,國外營運機構財務報表換算之兌換差額合計,土地成本,土地淨額,在製品,在途原物料,存入保證金,存出保證金,存貨合計,存貨－製造業淨額,專利權,專利權淨額,庫存現金,庫藏股票,待分配股票股利,待註銷股本股數,應付帳款,應付帳款合計,應付營業稅,應付票據,應付票據合計,應付租賃款－流動,應付租賃款－非流動,應付設備款,應收帳款,應收帳款淨額,應收帳款－關係人,應收帳款－關係人淨額,應收票據,應收票據淨額,應收退稅款,應計退休金負債（應付退休金費用）,房屋及建築淨額,採用權益法之投資,採用權益法之投資淨額,普通股股本,會計項目,未分配盈餘（或待彌補虧損）合計,本期所得稅負債,本期所得稅資產合計,機器設備淨額,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,流動負債合計,流動資產合計,淨確定福利負債-非流動,無形資產合計,無活絡市場之債券債務工具投資-流動淨額,特別盈餘公積,現金及約當現金合計,現金及約當現金總額,當期所得稅負債,短期借款合計,租賃改良淨額,租賃資產淨額,約當現金,股本合計,製成品,負債及權益總計,負債準備－流動合計,負債總計,負債總額,資本公積合計,資本公積－取得或處分子公司股權價格與帳面價值差額,資本公積－實際取得或處分子公司股權價格與帳面價值差額,資本公積－庫藏股票交易,資本公積－普通股股票溢價,資本公積－發行溢價合計,資本公積－認列對子公司所有權權益變動數,資產總計,資產總額,辦公設備淨額,透過損益按公允價值衡量之金融資產－流動合計,運輸設備淨額,遞延所得稅負債合計,遞延所得稅負債－所得稅,遞延所得稅資產,銀行借款,銀行存款,銀行長期借款,銷貨退回及折讓之短期負債準備,長期借款合計,長期應付票據及款項合計,長期遞延收入,長期預付租金,電腦軟體,電腦軟體淨額,非控制權益,非流動負債合計,非流動資產合計,預付款項合計,預付設備款,預收收入／遞延收入,預收款項合計,預收股款（權益項下）之約當發行股數,預收貨款
2013-05-14,1,2013,175189.0,175189,2065118,612418,,22877.0,22877.0,19631.0,316866,,316866.0,22258,22258.0,,,-4868,-4868.0,190926,15637.0,36852,36852.0,14913.0,,,10014,663.0,231785,176912.0,176912,82844.0,,202438.0,,283212.0,283212.0,118850.0,0.0,,,366360,366360.0,1877.0,1877.0,847.0,0.0,,,527192.0,527192,,,,100.0,0.0,,903406.0,883775,18136.0,18136,87.0,87.0,,9351.0,418285.0,15463.0,15463,766422,2013年03月31日,423004,,,1313414.0,2059771,1702522,0,175690,1117460,2027193,,4072,,13724.0,,594004.0,56330.0,21315.0,21596.0,45.0,0.0,766422,45072.0,,4831,,2294598.0,328550,,,,,,,,4354369.0,12576.0,0.0,1077.0,21676,21676.0,10738,21315.0,593157.0,1145448.0,4831.0,1145448,0.0,,54873,2195.0,2195.0,357249,1177138,2327176,82844,,,,0,
2013-08-01,2,2013,,281245,2133735,579590,,17146.0,17146.0,23100.0,500378,0.0,500378.0,12335,4884.0,0.0,0.0,7094,7094.0,343584,62260.0,1471,1471.0,14563.0,,,136759,666.0,188900,,133222,81413.0,50006.0,184569.0,,,283212.0,100198.0,0.0,,,325413,325413.0,1700.0,1700.0,512.0,,,,633775.0,633775,,0.0,0.0,79.0,0.0,,870970.0,847870,4360.0,4360,0.0,0.0,7451.0,9528.0,446953.0,23407.0,23407,766422,2013年06月30日,354877,,,1350527.0,2069055,1681656,0,198806,1543257,2197563,,4487,,25907.0,,857549.0,40922.0,19461.0,25886.0,37.0,0.0,766422,40646.0,,5137,,2492555.0,328550,,,,,,,,4561610.0,11596.0,50006.0,961.0,28789,,13518,,857037.0,783750.0,,783750,0.0,126565.0,55678,2787.0,2787.0,387399,949298,2364047,81413,,,,0,
2013-11-13,3,2013,305433.0,305433,2027523,740510,-5743.0,12428.0,12428.0,4244.0,382227,,341804.0,40107,20645.0,,,15510,,379668,,41716,,14573.0,1979.0,,184684,,184016,,66900,78820.0,,183629.0,21253.0,,283212.0,84727.0,0.0,776.0,6652.0,325373,325373.0,1491.0,1491.0,589.0,,,,725559.0,725559,,,,58.0,0.0,40423.0,1033354.0,1029110,4042.0,4042,0.0,0.0,19462.0,9713.0,436820.0,27832.0,27832,766422,2013年09月30日,515797,,,1256008.0,2299453,1852769,0,198806,1548014,2531350,,5546,,25907.0,,999754.0,48101.0,7000.0,24935.0,28.0,0.0,766422,57017.0,,5459,,2489208.0,330327,1777.0,,6420.0,322130.0,322130.0,,,4788661.0,11085.0,0.0,862.0,36350,,12394,7000.0,999165.0,720160.0,5459.0,720160,0.0,174195.0,54834,4055.0,4055.0,446684,941194,2257311,78820,55630.0,61462.0,72198.0,0,10736.0
2014-03-27,4,2013,223666.0,223666,1940805,878009,0.0,0.0,0.0,2765.0,407289,,391265.0,29020,15945.0,,,26024,,285070,,46176,,13740.0,2123.0,,176931,,160358,,61854,77029.0,,195863.0,26024.0,,283212.0,97831.0,14366.0,787.0,6912.0,351873,351873.0,1316.0,1316.0,592.0,,,,810595.0,810595,,,,37.0,0.0,16024.0,971560.0,968795,8961.0,8961,0.0,0.0,13075.0,15023.0,436980.0,31107.0,31107,766422,2013年12月31日,653296,,,1170443.0,2512718,2008741,0,198806,1590813,2819792,,9839,,25907.0,,1087880.0,73520.0,8590.0,25638.0,20.0,187186.0,766422,43813.0,,5749,,2456642.0,338286,9736.0,,6420.0,322130.0,322130.0,,,4969360.0,10011.0,250058.0,761.0,43522,,7459,8590.0,900102.0,645376.0,5749.0,645376,0.0,161121.0,55409,8523.0,8523.0,503977,865829,2149568,77029,36183.0,52296.0,59244.0,0,6948.0
2014-05-14,1,2014,30470.0,30470,1826864,1035622,,0.0,0.0,2155.0,433884,,433884.0,35267,35267.0,,,30578,30578.0,92027,61542.0,80288,80288.0,16971.0,,,163852,796.0,203028,147220.0,147220,50283.0,,219220.0,,283212.0,283212.0,116105.0,0.0,,,388128,388128.0,1155.0,1155.0,637.0,,,0.0,808116.0,808116,,,,15.0,,,1091322.0,1089167,8839.0,8839,0.0,0.0,,15009.0,431906.0,33807.0,33807,766422,2014年03月31日,810909,,,1060248.0,2723795,2170908,0,198806,1487777,2745911,,15577,,25907.0,993790.0,,118879.0,28814.0,24622.0,12.0,99056.0,766422,52803.0,,6057,,2106771.0,338286,,,,,,,,4830566.0,9229.0,100149.0,664.0,52813,52813.0,5379,28814.0,894097.0,402329.0,6057.0,402329,,148047.0,55808,14422.0,14422.0,552887,618994,2084655,50283,,,,0,
2014-08-13,2,2014,,185163,1757491,887582,,0.0,0.0,4390.0,860502,,860502.0,8122,7112.0,,,19850,19850.0,262694,77531.0,43591,43591.0,18620.0,,,150764,782.0,325112,,270741,64009.0,30085.0,268390.0,,,283212.0,126501.0,0.0,,,430838,430838.0,946.0,946.0,770.0,,,0.0,969900.0,969900,,,,0.0,0.0,,1216102.0,1211712,7454.0,7454,,,1010.0,15009.0,419317.0,37071.0,37071,766422,2014年06月30日,641925,,,995485.0,2626454,2012140,0,245657,2224733,3203578,,13377,,0.0,1407767.0,,83184.0,42049.0,31507.0,0.0,179677.0,766422,35947.0,,6404,,2716177.0,338286,,,,,,,,5342631.0,8781.0,30085.0,569.0,65416,,6002,,1227320.0,275264.0,,275264,0.0,134973.0,54371,12431.0,12431.0,614314,491444,2139053,64009,,,,0,
2014-11-11,3,2014,188604.0,188604,1798165,1090966,0.0,0.0,0.0,4137.0,537425,,459365.0,41306,19215.0,9552.0,,29830,,262989,,51110,,23389.0,2330.0,,137701,,407142,,55852,43891.0,,223680.0,29830.0,,283212.0,147631.0,0.0,795.0,6771.0,408275,408275.0,773.0,773.0,829.0,,,0.0,815140.0,815140,,,,0.0,,78060.0,1150710.0,1146573,7515.0,7515,84.0,84.0,22091.0,15007.0,415836.0,43468.0,43468,766422,2014年09月30日,845309,,,1032134.0,2963413,2215768,0,245657,1732603,3001859,,11794,,0.0,1293553.0,,86004.0,24315.0,31911.0,0.0,182520.0,766422,36964.0,,6730,,2304361.0,328550,,0.0,6420.0,322130.0,322130.0,,,5267774.0,10276.0,0.0,1407.0,83909,,5346,24315.0,1110204.0,350148.0,6730.0,350148,,121899.0,55056,11021.0,11021.0,747645,571758,2265915,43891,289463.0,52296.0,72055.0,0,19759.0
2015-03-17,4,2014,20548.0,20548,2004416,1270602,,,,6797.0,604957,,512699.0,44859,10264.0,,,55715,,94342,,47804,,23803.0,2323.0,,130489,,308787,,58339,30134.0,,215420.0,55715.0,,283212.0,123713.0,13744.0,2172.0,7239.0,444584,444584.0,607.0,607.0,577.0,,,0.0,825065.0,825065,,,,0.0,,92258.0,1048672.0,1041875,9199.0,9199,8.0,8.0,34595.0,19491.0,420197.0,47778.0,47778,766422,2014年12月31日,1024945,,,1234980.0,3225949,2421289,0,245657,1670284,2799064,,9868,,0.0,1180601.0,,138826.0,0.0,31338.0,0.0,0.0,766422,91707.0,,7094,,1952595.0,328550,,0.0,6420.0,322130.0,322130.0,,,5178544.0,9578.0,0.0,1308.0,95681,,8631,0.0,1180024.0,56141.0,7094.0,56141,,108826.0,57252,9261.0,9261.0,804660,282311,2379480,30134,185957.0,52296.0,71471.0,0,19175.0
2015-05-12,1,2015,,20379,2028663,1459372,,,,,532560,,,38960,,,,47600,47600.0,104611,84232.0,32297,796.0,,,31501.0,146695,2162.0,248425,,192358,,,,,,,,,,,392801,,,,,,,,,777253,,,,0.0,,,,1107508,,8399,,194.0,,,,,48616,766422,2015年03月31日,1213715,198249.0,,,3445228,2601944,0,245657,1620126,2997389,19455.0,7848,,0.0,,1391379.0,,0.0,,,,766422,,5338036.0,7453,1892808.0,,328550,,,,,,,5338036.0,,,0.0,,100513,,7095,,,,,25474,,125078.0,56067,,,843284,272682,2340647,25851,,,,0,
2015-08-13,2,2015,,20168,1968505,1223737,,,,6239.0,916263,,916263.0,40930,12397.0,,,41014,41014.0,108094,87926.0,39605,662.0,28977.0,,38943.0,131598,2155.0,282403,,227201,32659.0,0.0,244712.0,,,283212.0,136381.0,0.0,,,443880,443880.0,206.0,206.0,697.0,,153284.0,,951721.0,951721,,,,,,,1228855.0,1222616,8067.0,8067,0.0,0.0,28533.0,,399757.0,46010.0,46010,766422,2015年06月30日,903165,145850.0,,1214576.0,3444053,2513007,0,320572,2129788,3525369,19873.0,6559,,,,1737612.0,,0.0,28735.0,,293360.0,919706,62787.0,5835738.0,7860,2391685.0,,328550,,,,,,,5835738.0,,12248.0,0.0,1000.0,110131,,6892,,1443555.0,20168.0,,20168,,109570.0,55202,6353.0,6353.0,931046,261897,2310369,32659,,,,0,
