date,season,year,一年或一營業週期內到期或執行賣回權公司債,一年或一營業週期內到期長期借款,一年或一營業週期內到期長期負債合計,不動產、廠房及設備合計,以成本衡量之金融資產－非流動淨額,保留盈餘合計,備供出售金融資產未實現損益合計,備供出售金融資產－流動淨額,其他應付款合計,其他應收款淨額,其他權益合計,其他流動負債合計,其他流動負債－其他,其他流動資產合計,其他非流動負債合計,其他非流動資產合計,其他非流動資產－其他合計,國外營運機構財務報表換算之兌換差額合計,存入保證金,存出保證金,存貨合計,庫藏股票,待分配股票股利,待註銷股本股數,應付公司債合計,應付帳款合計,應付票據合計,應收帳款淨額,應收票據淨額,應計退休金負債（應付退休金費用）,持有供交易之金融資產評價調整－流動,持有供交易之金融資產－流動,持有供交易金融負債－流動,採用權益法之投資淨額,普通股股本,會計項目,未分配盈餘（或待彌補虧損）合計,本期所得稅負債,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,流動負債合計,流動資產合計,淨確定福利負債-非流動,無形資產合計,無活絡市場之債券債務工具投資-流動淨額,無活絡市場之債券投資－流動淨額,特別盈餘公積,現金及約當現金合計,現金及約當現金總額,當期所得稅負債,短期借款合計,股本合計,負債及權益總計,負債總計,負債總額,資本公積合計,資產總計,資產總額,透過損益按公允價值衡量之金融負債－流動合計,透過損益按公允價值衡量之金融資產－流動合計,遞延所得稅負債合計,遞延所得稅資產,銀行借款,長期借款合計,長期預付租金,非控制權益,非流動負債合計,非流動資產合計,預付設備款,預收股款（權益項下）之約當發行股數
2013-04-30,1,2013,107339.0,0.0,107339.0,1886186,,1032203,-10903,134245,147560,18519,-18018,131690,24351,39585,40086,279264,,-7115,3313,12002,761954,39745,,,0.0,382588,0,644670,7845,36773.0,,,,18888.0,1068242,2013年03月31日,784250,,4333815,4333815,0,238724,694009,2862835,,10314,,0.0,9229,,1256017.0,17343.0,4810.0,1068242,,,753268.0,2291133,,5087083.0,10018.0,0.0,19173,29596,,0.0,59444,,59259,2224248,207818,0
2013-08-01,2,2013,0.0,0.0,0.0,1902351,,848753,-10329,178327,376254,17266,-869,22169,22169,51090,40140,236269,,9460,3237,11882,774744,70188,0.0,,0.0,440207,0,819697,2841,36903.0,,,,21766.0,1068242,2013年06月30日,577008,,4141461,4141461,1000000,262516,922846,2907050,,9821,,0.0,9229,,1062354.0,16186.0,0.0,1068242,,,981510.0,2295523,,5122971.0,68030.0,731.0,18524,45714,,0.0,60324,0.0,58664,2215921,164063,0
2013-11-01,3,2013,0.0,0.0,0.0,1879418,,999791,-9925,178720,183232,19223,-7883,12814,12814,42727,40631,243725,,2042,3633,11907,775310,70188,,,0.0,415994,950,938227,5776,36998.0,,,,18222.0,1068242,2013年09月30日,728046,,4285485,4285485,1000000,262516,656418,2813977,,8747,,177959.0,9229,,676035.0,15026.0,5559.0,1068242,,,715226.0,2295523,,5000711.0,22843.0,0.0,18177,36622,,0.0,59366,0.0,58808,2186734,172452,0
2014-03-05,4,2013,0.0,0.0,0.0,1945507,,1097518,-9288,179357,218351,17775,5517,22126,22126,31853,51372,190310,,14805,3543,12733,796874,70188,,,0.0,439365,760,983466,1796,47829.0,,,,14183.0,1068242,2013年12月31日,825773,,4396612,4396612,1000000,262516,726511,2999824,,8167,,180875.0,9229,,807828.0,45909.0,0.0,1068242,,,796002.0,2295523,,5192614.0,0.0,0.0,18119,34623,,0.0,59943,0.0,69491,2192790,117634,0
2014-04-23,1,2014,0.0,,0.0,1903364,,1180969,-7468,184238,165230,26208,17736,30276,30276,31844,51786,216175,,25204,3746,12055,782210,39745,,0.0,,406570,475,915985,622,48040.0,,,,10630.0,1068242,2014年03月31日,909224,,4535298,4535298,500000,262516,663769,3088988,,8137,,49850.0,9229,1098031.0,,61218.0,0.0,1068242,,,731933.0,2308096,,5267231.0,0.0,,16378,39937,,,60328,0.0,68164,2178243,143792,0
2014-08-11,2,2014,0.0,,0.0,1924663,,1024814,-5487,282959,498215,26447,3908,30243,30243,36941,51863,153785,600.0,9395,3583,10597,873009,39745,,0.0,,436787,190,964336,243,48280.0,0.0,0.0,0.0,6846.0,1068242,2014年06月30日,724138,,4365315,4365315,500000,291447,998793,3298504,,7381,,68270.0,9229,1046299.0,,33358.0,,1068242,,,1066140.0,2308096,,5431455.0,0.0,0.0,15484,40276,,,58730,0.0,67347,2132951,83858,0
2014-11-07,3,2014,0.0,,0.0,1920149,,1138450,202,141455,218800,21465,24096,22372,22372,35437,53083,166809,600.0,23894,4593,10303,911684,39745,,0.0,,438556,1045,939992,1113,48490.0,0.0,0.0,0.0,2844.0,1068242,2014年09月30日,837774,,4499139,4499139,500000,291447,711052,3143897,,7273,,135692.0,9229,957059.0,,30279.0,0.0,1068242,,,781289.0,2308096,,5280428.0,0.0,0.0,17154,39456,,,59422,0.0,70237,2136531,96484,0
2015-03-16,4,2014,,,,1927951,2572.0,1211923,651,261674,244635,15561,61217,24163,24163,36749,59123,156995,600.0,60566,4321,12111,877138,39745,,0.0,,350135,763,956913,286,54802.0,,,,0.0,1068242,2014年12月31日,911247,,4605343,4605343,500000,291447,659184,3209850,,6355,,73661.0,9229,987868.0,,39488.0,,1068242,,,738243.0,2303706,,5343586.0,,,19936,39863,,,61744,,79059,2133736,82540,0
2015-05-08,1,2015,,,,1882342,2572.0,1261749,804,167827,208151,15893,48972,23055,23055,30095,58604,153211,600.0,48168,3911,11730,920676,39745,,0.0,,368489,1030,857378,868,,,,,0.0,1068242,2015年03月31日,961073,48717.0,4642924,4642924,500000,291447,649442,3276920,54693.0,5194,86027.0,,9229,,1198156.0,,,1068242,5362466.0,719542.0,,2303706,5362466.0,,,,11496,42227,,,60405,,70100,2085546,80476,0
2015-08-12,2,2015,,,,1859640,2572.0,916170,68,169068,630940,18585,40570,23626,23626,28890,58599,114802,600.0,40502,3906,13296,975888,0,,0.0,,362747,4129,917234,1059,,,,,0.0,1063242,2015年06月30日,574841,24837.0,4288943,4288943,0,332100,1046279,3381765,54693.0,4241,85219.0,,9229,,1185822.0,,,1063242,5410140.0,1121197.0,,2268961,5410140.0,,,,16319,47120,,,59424,,74918,2028375,41482,0
