date,season,year,不動產及設備－淨額,保留盈餘合計,備供出售金融資產未實現損益,備供出售金融資產未實現評價損益,備供出售金融資產－淨額,共同控制下前手權益,其他什項金融負債,其他權益合計,其他負債合計,其他資本公積,其他資產－淨額,其他金融負債合計,其他金融資產－淨額,國外營運機構財務報表換算之兌換差額,央行及銀行同業存款合計,存放央行及拆借銀行同業合計,存款及匯款合計,庫藏股票合計,待出售資產－淨額,待註銷股本股數,應付商業本票,應付商業本票折價,應付款項合計,應付金融債券合計,應收款項－淨額,投資性不動產投資－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,普通股股本,會計項目,未分配盈餘（或待彌補虧損）合計,本期所得稅負債合計,本期所得稅資產合計,權益總計,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,無形資產－淨額,特別盈餘公積,現金及約當現金合計,現金及約當現金總額,當期所得稅負債合計,當期所得稅資產合計,短期借款,累積盈餘,結構型商品所收本金,股本合計,股本溢價,負債及權益總計,負債準備合計,負債總計,負債總額,貼現及放款－淨額,資本公積合計,資產總計,資產總額,透過損益按公允價值衡量之金融負債合計,透過損益按公允價值衡量之金融資產合計,遞延所得稅負債合計,遞延所得稅資產合計,長期借款,附買回票券及債券負債合計,附賣回票券及債券投資淨額,非控制權益合計,預收股本,預收股款（權益項下）之約當發行股數（單位：股）
2014-11-11,3,2014,6154955,3097361,-71699,,10466378,,,-60583,605915,116036,596448,14183,4131283,11116,1521780,7466852,139115691,0,0,0,,,3488137,,9424090,19482,19900000,706745,15307334,2014年09月30日,2038619,,,,18481423,18481423,0,915755,146307,142987,,2803885,25083,81896,,2038619,,15307334,21275,,154326,,149018431,99980892,137311,,167499854,6989,339443,67541,5281198,,4018786,,,0,0
2015-03-19,4,2014,5685627,3464147,-31466,,10114775,,,4847,589463,116056,585331,12114,4231540,36313,2349365,7205436,137366899,0,,0,,,1853417,,9837290,461421,18600000,709159,15307334,2014年12月31日,2405405,,,,18913659,18913659,0,915755,161050,142987,,3906395,1229,82730,,2405405,,15307334,21275,,161682,,147955801,99737872,137331,,166869460,2577,328423,90441,5222411,,5528614,,,0,0
2015-05-12,1,2015,5670300,4057667,,-695,8538238,,,23204,533957,116133,602214,671071,2710300,23899,2586691,27725037,135040136,0,,0,,,1409825,,8694341,460861,0,726658,15307334,2015年03月31日,2998925,8883,90294,19525613,,19525613,0,915755,169999,142987,3104480,,,,,2998925,,15307334,21275,162316767,161074,142791154,,98287100,137408,162316767,,19815,418530,76372,5118415,,2283330,,,0,0
2015-08-20,2,2015,5804889,2703008,,530765,104467021,0,7418,588825,1726731,445,4209984,50887028,356849,58060,2861426,75433971,354771515,0,,,1066000,-479,5379326,2575943,49498130,562255,0,703687,46061623,2015年06月30日,1076972,34646,66531,56805911,,56599611,0,1626036,182765,0,9024605,,,,5035459,1076972,44603142,46061623,7245710,551415237,288116,494609326,,221182539,7246155,551415237,,15167796,44513563,109911,5062050,175488,60806888,30346398,206300,0,0
2016-03-24,4,2015,6034773,4785309,,-577831,55250667,0,4792,-409670,1566487,1568,8600643,28285608,268704,168161,9561475,87125284,354170845,0,,,2111000,-3218,4269459,2612172,41174997,560471,0,701633,46061623,2015年12月31日,3159273,187682,31312,57898405,,57684540,0,1626036,205124,0,8152612,,,,2238461,3159273,22300825,46061623,7245710,546185096,379698,488286691,,217780328,7247278,546185096,,26184655,79062398,58580,5059326,1633748,61010030,36176824,213865,,0
2016-05-10,1,2016,6025502,5778885,,50483,64253288,0,3767,118187,1312571,2102,7720915,24108636,289435,67704,3573850,65444068,343680194,0,,,2410000,-2189,5464281,2630089,34606974,559563,,694638,46061623,2016年03月31日,4152849,203905,31313,59426469,,59206507,0,1626036,200334,0,8504976,,,,1760578,4152849,18327016,46061623,7245710,529907676,368860,470481207,,224291716,7247812,529907676,,28421039,89271239,59681,5112549,1609464,60658101,22901166,219962,,0
2016-08-25,2,2016,6042288,5007897,,34190,59778373,0,2776,80180,2766796,2643,8077566,23209690,3088366,45990,19122498,75352677,326213961,0,,,2746000,-1789,5275963,2648007,30551197,558656,,689168,46061623,2016年06月30日,2024409,290433,16,58606009,,58398053,0,2573818,236451,409670,4741802,,,,1801803,2024409,17621073,46061623,7245710,519056360,369042,460450351,,233103615,7248353,519056360,,31365808,83704394,59369,5115397,1039827,49128784,8016394,207956,,0
2016-11-08,3,2016,6004290,5934986,,27190,77850020,0,1806,-9833,3294901,3180,6357238,26200751,4350921,-37023,22376986,73456853,343991287,0,12290,,2404000,-1197,4566020,2666122,25149135,581207,,704077,46061623,2016年09月30日,2951498,312433,16,59434507,,59235666,0,2573818,229218,409670,8602655,,,,1746711,2951498,20987311,46061623,7245710,555369993,364356,495935486,,251897396,7248890,555369993,,34191187,94436013,59741,4838534,1062120,57911702,900130,198841,,0
