date,season,year,一年或一營業週期內到期長期負債合計,不動產、廠房及設備合計,以成本衡量之金融資產－非流動淨額,保留盈餘合計,備供出售金融資產－流動淨額,備供出售金融資產－非流動,備供出售金融資產－非流動淨額,共同控制下前手權益,其他應付款合計,其他應付款項－關係人,其他應收款－關係人淨額,其他權益合計,其他流動負債合計,其他流動負債－其他,其他流動資產合計,其他流動資產－其他,其他金融資產－流動,其他非流動負債合計,其他非流動負債－其他,其他非流動資產合計,其他非流動資產－其他合計,存入保證金,存出保證金,存貨合計,存貨－製造業淨額,庫藏股票,待出售非流動資產（淨額）,待註銷股本股數,應付公司債合計,應付員工紅利,應付帳款合計,應付帳款－關係人合計,應付建造合約款,應付建造合約款－關係人,應付租賃款－非流動,應付股利,應付董監事酬勞,應付薪資,應付設備款,應收帳款淨額,應收帳款－關係人淨額,應計退休金負債（應付退休金費用）,持有至到期日金融資產－流動淨額,持有至到期日金融資產－非流動淨額,採用權益法之投資淨額,普通股股本,會計項目,未分配盈餘（或待彌補虧損）合計,本期所得稅負債,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,流動負債合計,流動資產合計,淨確定福利負債-非流動,無形資產合計,特別盈餘公積,現金及約當現金合計,現金及約當現金總額,當期所得稅負債,短期借款合計,股本合計,與待出售非流動資產直接相關之負債,負債及權益總計,負債準備－流動合計,負債準備－非流動合計,負債總計,負債總額,資本公積合計,資本公積－其他受贈資產,資本公積－取得或處分子公司股權價格與帳面價值差額,資本公積－受贈資產合計,資本公積－合併溢額,資本公積－實際取得或處分子公司股權價格與帳面價值差額,資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,資本公積－普通股股票溢價,資本公積－發行溢價合計,資本公積－認列對子公司所有權權益變動數,資本公積－轉換公司債轉換溢價,資產總計,資產總額,透過損益按公允價值衡量之金融負債－流動合計,透過損益按公允價值衡量之金融資產－流動合計,遞延所得稅負債合計,遞延所得稅資產,避險之衍生金融負債－流動,避險之衍生金融負債－非流動,避險之衍生金融資產－流動,避險之衍生金融資產－非流動,銀行長期借款,長期借款合計,長期應付款,長期應付票據及款項合計,非控制權益,非流動負債合計,非流動資產合計,預收股款（權益項下）之約當發行股數
2013-05-14,1,2013,131250.0,666447384,3703593,447988344,1162904,,42087667.0,,67541593,,176298,3098025,15046385,14915135.0,4579864,3339372.0,1240492.0,8444118,531768,3639439,1253868,184780.0,2385571,37833465,37833465.0,0.0,,,125000000,13775721,12462978,793133,,,768935.0,,89214,5075309,48601349,65472529,434306,6904635.0,2044822,0.0,24252070,259282327,2013年03月31日,324561997,,768649085,766131268,0,115820123,158206324,297751192,,11478437,7606224.0,,186028798.0,20164514.0,35842800,259282327,,,6350698,5199.0,,292980641.0,55762572,55.0,44343.0,55.0,22804510.0,,16826.0,24003991.0,32896838.0,,8892847.0,,1061629726.0,4223,18206,,11610593,0.0,,,659351.0,1325000,1325000,54000.0,822935.0,2517817,134774317,763878534,0
2013-08-13,2,2013,0.0,715595036,3667697,422022762,1070537,,49581219.0,,163159277,,2433325,8777348,16251434,16251434.0,3450000,2739259.0,710741.0,8396540,517138,3756038,1343748,166112.0,2412290,38614928,38614928.0,,,,169801262,17259631,14391539,811195,,,760186.0,77773307.0,107173,7135399,60883767,79742708,597623,6917104.0,700576,0.0,25012840,259283058,2013年06月30日,286801018,,746236271,745911755,0,132436003,243631467,352462353,,11142323,2785741.0,,225832646.0,11125990.0,31466400,259283058,,,6289117,6623.0,,423649183.0,55828587,55.0,107661.0,55.0,22804510.0,,17433.0,24006081.0,32898928.0,,8892847.0,,1169885454.0,136515,20010,,8667948,0.0,1813291.0,,,0,0,36000.0,796186.0,324516,180017716,817423101,0
2013-11-12,3,2013,,727716024,2124507,473974705,672179,,61145097.0,,75996318,,194408,14776668,15396990,,3262902,,,8473463,597743,3880606,1415948,149622.0,2464658,36916527,36916527.0,,,,210416434,9892917,13478598,1594104,,,758732.0,,53783,7668518,58381100,78844389,827480,6931366.0,700285,0.0,25903920,259283910,2013年09月30日,338752961,,804174761,803876999,0,132436003,148284188,338210837,,11393280,2785741.0,,216603697.0,17025992.0,18053096,259283910,,,6720214,7344.0,,373365454.0,55841716,55.0,105485.0,55.0,22804510.0,,29599.0,24009220.0,32902067.0,,8892847.0,,1177540215.0,18876,188970,,7165944,0.0,6144025.0,0.0,,40000,40000,36000.0,794732.0,297762,225081266,839329378,0
2014-02-18,4,2013,,792665913,2145591,518193152,760793,,58721959.0,,110879917,,221576,14170306,16693484,,3486009,2984224.0,501785.0,9202265,648449,3988608,1469577,151660.0,2519031,37494893,37494893.0,,,,210767625,12634665,14670260,1688456,,,776230.0,,104136,8330956,89810160,71649926,291708,7589926.0,1795949,0.0,28316260,259286171,2013年12月31日,382971408,,847775085,847508255,0,132436003,189777934,358486654,,11490383,2785741.0,,242695447.0,22563286.0,15645000,259286171,,,7603781,10452.0,,415279892.0,55858626,55.0,100827.0,55.0,22804510.0,,43024.0,24017363.0,32910210.0,,8892847.0,,1263054977.0,33750,90353,,7239609,0.0,5481616.0,,,40000,40000,36000.0,812230.0,266830,225501958,904568323,0
2014-05-13,1,2014,0.0,828011580,2055075,566063897,845002,,59284283.0,,75587230,,162444,16583227,18668514,18668514.0,2965780,2381416.0,584364.0,9226883,830406,3983090,1422102,,2560988,43481269,43481269.0,,,0.0,211798101,15896509,15380651,1330050,,,783275.0,,122252,6107014,53461455,73774054,558970,7577202.0,2394178,,29507728,259291239,2014年03月31日,430842153,,897998101,897773643,0,132436003,174397164,355890417,,12113629,2785741.0,231697295.0,,28433542.0,24843645,259291239,,,9964997,,,400741180.0,55835280,55.0,,55.0,22804510.0,89882.0,13388.0,24034598.0,32927445.0,,8892847.0,,1298739281.0,188535,11425,,7893479,,5279032.0,,0.0,40000,40000,36000.0,819275.0,224458,226344016,942848864,0
2014-08-12,2,2014,,837167426,2017528,547980330,59082482,,0.0,0.0,140351387,0.0,2875842,13485597,20284963,20284963.0,3888738,2931372.0,957366.0,9263279,910345,3861683,1385149,,2476534,50954265,,,,0.0,210869059,19824107,20015515,1681781,0.0,0.0,745391.0,77785851.0,276748,7806935,34657746,86424428,462732,7589543.0,299230,,26355811,259293750,2014年06月30日,396729648,,876960294,876786514,0,151250682,246635077,459199555,,11433307,0.0,255053573.0,,17585111.0,34705206,259293750,,,7709195,0.0,,468084473.0,56026837,,,,,,,,,,,,1345044767.0,19418,158265,0.0,5009457,4282501.0,1277058.0,,,40000,40000,18000.0,763391.0,173780,221449396,885845212,0
2014-11-11,3,2014,,824309879,1866008,624315567,64391337,,0.0,,51149350,,161962,16865491,25954613,25954613.0,5854229,2864405.0,2989824.0,9345796,959191,3633417,1273661,,2359756,65336989,65336989.0,,,0.0,211796805,12673402,20418733,1290677,,,773743.0,,286323,9505689,28683936,113999433,532767,7612862.0,0,,26979558,259293750,2014年09月30日,473064885,,956558251,956419607,0,151250682,172248167,476230199,,11942249,0.0,225884318.0,,19412953.0,35883358,259293750,,,7677524,,,393436589.0,55944799,55.0,,55.0,22804510.0,0.0,131078.0,24043271.0,32936118.0,73038.0,8892847.0,,1349994840.0,691062,69164,,5033530,9769897.0,5821.0,,,40000,40000,,773743.0,138644,221188422,873764641,0
2015-02-10,4,2014,,818198801,1800542,704512664,73797476,,0.0,,55607150,,178625,25749291,29746011,29746011.0,7132994,3656110.0,3476884.0,34529753,885192,1558075,1202006,25538475.0,356069,66337971,66337971.0,,945356.0,0.0,213673818,17645966,21878934,1491490,,,802108.0,,406854,10573922,26980408,114734743,312955,7303978.0,4485593,,28251002,259296624,2014年12月31日,553261982,,1045675747,1045548501,0,151250682,201014777,626566787,,13531510,0.0,358449029.0,,28616574.0,36158520,259296624,220191.0,,10445452,,,449458098.0,55989922,55.0,,55.0,22804510.0,0.0,134210.0,24053965.0,32946812.0,104335.0,8892847.0,,1495133845.0,486214,192045,199750.0,5227128,16364241.0,0.0,,,40000,40000,,802108.0,127246,248443321,868567058,0
2015-04-24,1,2015,,813219884,1817677,784155185,68204390,,0.0,,58841946,,162908,24110858,31056696,31056696.0,7634815,3688211.0,3946604.0,32005848,937535,1615664,1173031,23715049.0,442633,64599666,64599666.0,,0.0,0.0,213208771,22912906,18595310,1609613,,,799612.0,,523559,8032667,27372814,98529745,592021,,13060038,,30363144,259303020,2015年03月31日,632904503,38954401.0,1123915753,1123843499,0,151250682,187565145,690493692,6553652.0,13138963,0.0,,437412411.0,,18683595,259303020,0.0,1556895055.0,8130817,,432979302.0,,56274436,55.0,,55.0,22804510.0,0.0,395962.0,24077758.0,32970605.0,103304.0,8892847.0,1556895055.0,,64929,297698,159538.0,6246031,11627838.0,0.0,,,40000,40000,,799612.0,72254,245414157,866401363,0
2015-08-11,2,2015,10868322.0,829703176,1858376,746889218,14216874,0.0,0.0,,198246048,,3565341,3854399,42105299,31236977.0,11436924,3028691.0,8408233.0,30719146,1449976,1726565,1317980,21916587.0,408585,66278597,,,0.0,0.0,201856784,28249029,19773550,1327345,,,766836.0,116683481.0,585927,9116649,43610962,98992354,744707,,7180351,,25915208,259303805,2015年06月30日,569248657,30335340.0,1066627555,1066580381,0,177640561,309379741,731368790,6585747.0,12938507,0.0,,528895107.0,,5592600,259303805,0.0,1608853066.0,8593075,,542225511.0,,56532959,55.0,,55.0,22804510.0,0.0,572144.0,24184939.0,33077786.0,78464.0,8892847.0,1608853066.0,,780721,58535,232340.0,5342444,2625763.0,0.0,,,37500,37500,,766836.0,47174,232845770,877484276,0
