date,season,year,一年或一營業週期內到期長期借款,一年或一營業週期內到期長期負債合計,不動產、廠房及設備合計,保固之短期負債準備,保留盈餘合計,備供出售金融資產未實現損益合計,備供出售金融資產未實現損益－母公司,備供出售金融資產評價調整－非流動,備供出售金融資產－非流動,備供出售金融資產－非流動淨額,備抵呆帳－應收帳款、分期帳款及租賃款,備抵呆帳－應收票據,共同控制下前手權益,其他應付款合計,其他應付款項－關係人,其他應付款－其他,其他應收款淨額,其他應收款－其他,其他應收款－關係人淨額,其他應收款－關係人－其他,其他權益合計,其他流動負債合計,其他流動負債－其他,其他流動資產合計,其他流動資產－其他,其他設備成本,其他設備淨額,其他金融資產－流動,其他金融資產－非流動合計,其他非流動負債合計,其他非流動負債－其他,其他非流動資產合計,其他非流動資產－其他,其他非流動資產－其他合計,其他預付款,原始認列時指定為透過損益按公允價值衡量之金融負債－流動,原始認列時指定為透過損益按公允價值衡量之金融資產－流動,原料,商譽,國外營運機構財務報表換算之兌換差額合計,國外營運機構財務報表換算之兌換差額－採用權益法之子公司,土地成本,土地淨額,在製品,在途原物料,存入保證金,存出保證金,存貨合計,存貨－製造業淨額,專利權,專利權淨額,庫存現金,庫藏股票,待分配股票股利,待註銷股本股數,應付利息,應付員工紅利,應付帳款,應付帳款合計,應付帳款－關係人,應付帳款－關係人合計,應付短期票券,應付短期票券合計,應付短期票券折價,應付票據,應付票據合計,應付票據－關係人,應付票據－關係人合計,應付股利,應付董監事酬勞,應付薪資,應付設備款,應收帳款,應收帳款淨額,應收帳款－關係人,應收帳款－關係人淨額,應收票據,應收票據淨額,應收票據－關係人,應收票據－關係人淨額,應收退稅款,應計退休金負債（應付退休金費用）,房屋及建築成本,房屋及建築淨額,投資性不動產淨額,投資性不動產－土地,投資性不動產－建築物,採用權益法之投資淨額,普通股股本,會計項目,未分配盈餘（或待彌補虧損）合計,未完工程及待驗設備,本期所得稅負債,本期所得稅資產合計,本期損益,機器設備成本,機器設備淨額,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,流動負債合計,流動資產合計,淨確定福利負債-非流動,淨確定福利資產-非流動,無形資產合計,物料,特別盈餘公積,現金及約當現金合計,現金及約當現金總額,當期所得稅負債,當期所得稅資產合計,短期借款合計,約當現金,累積盈虧,累計折舊－其他設備,累計折舊－房屋及建築,累計折舊－投資性不動產－建築物,累計折舊－機器設備,累計折舊－辦公設備,累計折舊－運輸設備,股本合計,製成品,負債及權益總計,負債準備－流動合計,負債準備－非流動合計,負債總計,負債總額,資本公積合計,資本公積－其他,資本公積－庫藏股票交易,資本公積－普通股股票溢價,資本公積－發行溢價合計,資本公積－轉換公司債轉換溢價,資產總計,資產總額,辦公設備成本,辦公設備淨額,透過損益按公允價值衡量之金融負債－流動合計,透過損益按公允價值衡量之金融資產－流動合計,運輸設備成本,運輸設備淨額,遞延所得稅負債合計,遞延所得稅負債－所得稅,遞延所得稅資產,銀行借款,銀行存款,銀行長期借款,長期借款合計,長期應付票據,長期應付票據及款項合計,長期應收票據,長期應收票據及款項淨額,非控制權益,非流動負債合計,非流動資產合計,預付投資款,預付款項合計,預付設備款,預付退休金－非流動,預收款項合計,預收股款（權益項下）之約當發行股數,預收貨款
2013-05-09,1,2013,432479.0,432479,2784811,65230.0,1620169,25601.0,25601.0,25601.0,111774.0,137375,99678.0,37.0,,364512,12898.0,212175.0,81485,54027.0,11492.0,11492.0,25134,1083662,27654,106375,106375.0,258017.0,124027.0,,,153063,3843.0,92899,49441.0,49441,150170.0,1431.0,129135.0,1169413.0,13731.0,-467.0,-467.0,797873.0,797873.0,2099196.0,0.0,300.0,8461,3825836,3825836.0,0.0,0.0,15206.0,0,,,,60700.0,984296.0,984296,27326.0,27326,265000.0,264886,114.0,285875.0,285875,0.0,0.0,,5636.0,85949.0,52.0,2251941.0,2152263,3130.0,3130.0,413334.0,413297,,,27458.0,148892.0,1726941.0,1296250.0,130893,,137307.0,,2264999,2013年03月31日,929598,266143.0,,,26804.0,532269.0,228146.0,5287605,4780017,0,552714,4564438,7667735,,,13731,4515.0,137857,,794552.0,65314.0,,1409008,20000.0,902794.0,133990.0,430691.0,6414.0,304123.0,34087.0,64471.0,2264999,552712.0,,65230,,,5638356.0,869715,5577.0,4163.0,636331.0,859975.0,223644.0,,10925961.0,50754.0,16667.0,1431,129135,120176.0,55705.0,89082,89082.0,98517,1409008.0,759346.0,831773.0,831773,28.0,28.0,13597.0,13597,507588,1073918,3258226,1464.0,150170,19936.0,,623529,0,623529.0
2013-08-09,2,2013,442471.0,442471,2587869,67860.0,1475278,36518.0,36518.0,36518.0,111774.0,148292,101760.0,37.0,,702378,7910.0,498187.0,71965,52072.0,378.0,378.0,51961,1205494,38800,102903,102903.0,265732.0,125969.0,,,153100,4300.0,112555,62828.0,62828,176986.0,2175.0,107887.0,1144814.0,13731.0,15443.0,15443.0,717795.0,717795.0,2182651.0,0.0,300.0,8169,3898648,3898648.0,0.0,0.0,2458.0,0,45300.0,,,78912.0,1217857.0,1217857,47434.0,47434,170000.0,169967,33.0,343077.0,343077,474.0,474.0,,7780.0,116539.0,960.0,2654383.0,2552623,1673.0,1673.0,463252.0,463215,,,19893.0,148500.0,1827535.0,1372424.0,326811,,335142.0,,2264999,2013年06月30日,762581,53005.0,,,153713.0,566803.0,251581.0,5212878,4707253,0,574840,5302920,8231676,,,13731,3193.0,137857,,855398.0,42622.0,,1495672,0.0,608868.0,139763.0,455111.0,8331.0,315222.0,36434.0,67010.0,2310299,567990.0,,67860,,,6306639.0,869715,5577.0,4163.0,636331.0,859975.0,223644.0,,11519517.0,51241.0,14807.0,2175,107887,119298.0,52288.0,94615,94615.0,98583,1495672.0,852940.0,756004.0,756004,0.0,0.0,19116.0,19116,505625,1003719,3287841,,176986,22442.0,,724223,0,724223.0
2013-11-06,3,2013,422285.0,422285,2535080,66672.0,1550899,39351.0,39351.0,39351.0,111774.0,151125,95484.0,37.0,,445728,7993.0,254198.0,84453,45147.0,3319.0,3319.0,42110,1199466,53606,84374,84374.0,263182.0,120465.0,,,153097,4758.0,104980,64403.0,64403,152000.0,6189.0,106495.0,1088159.0,13731.0,2759.0,2759.0,678325.0,678325.0,2382478.0,0.0,300.0,7934,4116054,4116054.0,0.0,0.0,4139.0,27968,,,,50101.0,1467769.0,1467769,62971.0,62971,140000.0,139949,51.0,167431.0,167431,115.0,115.0,,9551.0,128499.0,3379.0,2617207.0,2521723,2216.0,2216.0,488144.0,488107,0.0,0.0,39306.0,148039.0,1891906.0,1413707.0,328390,,338721.0,,2310299,2013年09月30日,838202,7061.0,,,229334.0,575636.0,247604.0,5278663,4745055,1124000,574840,5209834,8565483,,,13731,6442.0,137857,,1006742.0,30415.0,,1615136,0.0,608868.0,142717.0,478199.0,10331.0,328032.0,38575.0,69933.0,2310299,638975.0,,66672,,,6519600.0,869715,5577.0,4163.0,636331.0,859975.0,223644.0,,11798263.0,54006.0,15431.0,6189,106495,122420.0,52487.0,81065,81065.0,99474,1615136.0,1002603.0,1075604.0,1075604,0.0,0.0,25782.0,25782,533608,1309766,3232780,,152000,6861.0,,723575,0,723575.0
2014-03-25,4,2013,580665.0,580665,2517369,63206.0,1603135,58854.0,58854.0,58854.0,111774.0,170628,106652.0,1.0,,489325,8574.0,208004.0,116006,92051.0,1732.0,1732.0,72991,1398467,13156,102314,102314.0,273328.0,120860.0,,,164906,7487.0,121878,65317.0,65317,118886.0,2257.0,53208.0,1029040.0,13731.0,14137.0,14137.0,678325.0,678325.0,2260589.0,17873.0,5244.0,8687,4092157,4092157.0,0.0,0.0,13114.0,28999,,,2630.0,57903.0,1448460.0,1448460,42570.0,42570,280000.0,279875,125.0,128326.0,128326,0.0,0.0,,14058.0,158974.0,47756.0,2748227.0,2641575,4942.0,4942.0,412161.0,412160,,,23955.0,152082.0,1905836.0,1405722.0,326399,,338721.0,,2310299,2013年12月31日,890438,483.0,,,284428.0,593373.0,243911.0,5388332,4827141,1200000,574840,5636392,8687852,,,13731,5625.0,137857,,1144872.0,58748.0,,1716584,0.0,606010.0,152468.0,500114.0,12322.0,349462.0,40684.0,73273.0,2310299,779030.0,,63206,,,6559557.0,869715,5577.0,4163.0,636331.0,859975.0,223644.0,,11947889.0,58375.0,17691.0,2257,53208,123650.0,50377.0,79886,79886.0,110032,1716584.0,1131758.0,678373.0,678373,93.0,93.0,30564.0,30564,561191,923165,3260037,,118886,13274.0,4036.0,804646,0,804646.0
2014-05-05,1,2014,587255.0,587255,2484624,64206.0,1743879,60889.0,60889.0,60889.0,111774.0,172663,113049.0,1.0,,449589,7195.0,218841.0,123456,79094.0,1307.0,1307.0,78089,1554979,14266,53388,53388.0,269811.0,116948.0,,,162472,4197.0,88749,50861.0,50861,210488.0,6392.0,56450.0,992521.0,13731.0,17200.0,17200.0,678325.0,678325.0,2345648.0,0.0,6400.0,8407,4220748,4220748.0,,,5164.0,28999,,0.0,1986.0,78214.0,1462776.0,1462776,42823.0,42823,235000.0,234945,55.0,120008.0,120008,,,,19387.0,129370.0,1791.0,2829542.0,2716493,4902.0,4902.0,432505.0,432504,,,44362.0,151875.0,1906443.0,1382940.0,324818,182621.0,156511.0,,2310299,2014年03月31日,1031182,483.0,,,140744.0,598788.0,237990.0,5560386,4972983,1200000,574840,6017185,9324235,,,13731,8145.0,137857,1504499.0,,110812.0,,1963460,20000.0,890438.0,152863.0,523503.0,14314.0,360798.0,43733.0,74223.0,2310299,874434.0,,64206,,,6984424.0,869715,5577.0,4163.0,636331.0,859975.0,223644.0,,12544810.0,64393.0,20660.0,6392,56450,121501.0,47278.0,90344,90344.0,135990,1963460.0,1479335.0,714423.0,714423,0.0,0.0,23690.0,23690,587403,967239,3220575,0.0,210488,1744.0,4047.0,953458,0,953458.0
2014-08-07,2,2014,557269.0,557269,2441680,66315.0,1608241,83703.0,83703.0,83703.0,111774.0,195477,152117.0,1.0,,850958,4911.0,284984.0,113513,85260.0,1308.0,1308.0,84633,1488787,10925,227021,227021.0,271616.0,112859.0,,,159558,3347.0,95676,60401.0,60401,240417.0,6461.0,72422.0,999743.0,13731.0,930.0,930.0,678325.0,678325.0,2272966.0,0.0,4625.0,6335,4325292,4325292.0,,,3889.0,28999,0.0,0.0,2182.0,92946.0,1648841.0,1648841,67753.0,67753,170000.0,169975,25.0,139814.0,139814,0.0,0.0,287554.0,23805.0,157459.0,2028.0,3268549.0,3116432,2648.0,2648.0,397297.0,397296,,,28253.0,151586.0,1905665.0,1358747.0,322823,182621.0,156511.0,,2310299,2014年06月30日,867101,202.0,,,257958.0,593355.0,225630.0,5407039,4843889,1200000,603283,6566056,9667525,,,13731,5533.0,137857,1171176.0,,109066.0,,2013175,0.0,609143.0,158757.0,546918.0,16309.0,367725.0,45720.0,75516.0,2310299,1047050.0,,66315,,,7460866.0,869715,5577.0,4163.0,636331.0,859975.0,223644.0,,12867905.0,66944.0,21224.0,6461,72422,120209.0,44693.0,75867,75867.0,130993,2013175.0,1167287.0,659385.0,659385,0.0,0.0,16005.0,16005,563150,894810,3200380,,240417,8680.0,4255.0,920593,0,920593.0
2014-11-13,3,2014,,435491,2440434,,1832689,,,,,166374,,,,554759,,,85431,,,,93161,1506203,10543,300568,29088.0,,,271480.0,12000.0,176414,17629.0,82825,,48200,,,,,,,,,,,,6331.0,6832,4747942,,,,,28999,,0.0,,,,2086001,,94155,,344904,,,149627,,,,,,,,3423712,,4784.0,,468819,,,,152454.0,,,319012,,,20000.0,2310299,2014年09月30日,1091549,,,,,,,5652515,5076865,1200000,603283,7148026,10485415,,,13731,,137857,1037056.0,,88058.0,11288.0,2257277,,,,,,,,,2310299,,,67042,,,8009786.0,869715,,,,,,,13662301.0,,,0,164399,,,91641,,134510,,,,593705,,0.0,,15793,575650,861760,3176886,,241416,,,1060169,0,
2015-03-17,4,2014,179423.0,179423,2474523,68171.0,1919576,,,,,177135,,,,589598,,,64784,,,,146371,1223912,10474,184342,20398.0,,,163944.0,16544.0,163736,0.0,106693,,45265,,,,,,,,,,,,500.0,31633,4709418,,,,,28999,,0.0,,,,1797429,,153276,,204770,,,126440,,,,,,,,3587684,,,,305754,,,,163236.0,,,328968,,,19879.0,2510299,2014年12月31日,1178436,,,,,,,6359333,5747257,1200000,603283,6533925,10503152,,,40564,,137857,1282103.0,,113051.0,49.0,2257278,,,,,,,,,2510299,,,68171,,,7438113.0,1200010,,,,,,,13797446.0,,,0,154535,,,111743,,146532,,,628709.0,628709,,,,13251,612076,904188,3294294,,214483,,,1034015,0,
2015-05-07,1,2015,370170.0,370170,2530759,66582.0,1934741,,,,,182595,,,,674667,,,129138,,,,136242,1725511,18855,215738,11208.0,,,204530.0,17730.0,167060,630.0,144191,,77712,,,,,,,,,,,,3245.0,37999,4893022,,,,,28999,,,,,,1723051,,51931,,194999,,,110316,,,,,,,,3524164,,3257.0,,467484,,,,,,,313805,,,19471.0,2510299,2015年03月31日,1193601,,137453.0,82.0,,,,6354295,5752293,1200000,603283,6828587,10657368,163185.0,,41359,,137857,,1171492.0,,,2140486,,,,,,,,,2510299,,14050045.0,66582,23960.0,7695750.0,,1200010,,,,,,14050045.0,,,,3591,72445,,,95694,,160497,,,580449.0,580449,,,,10750,602002,867163,3392677,,180546,,,1336486,0,
2015-08-11,2,2015,377951.0,377951,2667022,,1679570,,,,,137641,,,,983960,,,155239,,,,79614,1599756,42261,187167,17210.0,,,169957.0,17731.0,161102,0.0,115136,,69373,,,,,,,,,,,,500.0,15527,5206314,,,,,28999,49966.0,,,,,1721758,,58586,,304928,,,104049,,,,,,,,3489386,,5345.0,,457328,,,,,,,311886,,,19106.0,2510299,2015年06月30日,880576,,70202.0,248.0,,,,6053612,5490460,1200000,661137,7116898,10976572,160602.0,,152067,,137857,,1213862.0,,,2197290,,,,,,,,,2560265,,14549938.0,69272,22571.0,8496326.0,,1200010,,,,,,14549938.0,,,,7097,52572,,,95466,,170508,,,1100289.0,1100289,,,,12505,563152,1379428,3573366,,209111,,,1179544,0,
