date,season,year,不動產、廠房及設備合計,以成本衡量之金融資產－非流動淨額,保留盈餘合計,備供出售金融資產－流動淨額,備供出售金融資產－非流動淨額,債券換股權利證書,其他應付款合計,其他應付款－其他,其他應收款淨額,其他權益合計,其他流動負債合計,其他流動負債－其他,其他流動資產合計,其他設備淨額,其他非流動負債合計,其他非流動資產合計,其他非流動資產－其他,其他非流動資產－其他合計,商品存貨,土地淨額,存入保證金,存貨合計,存貨－買賣業淨額,庫藏股票,待出售非流動資產（淨額）,待分配股票股利,待註銷股本股數,應付公司債合計,應付帳款,應付帳款合計,應收帳款淨額,應收票據,應收票據淨額,房屋及建築淨額,投資性不動產淨額,持有至到期日金融資產－非流動淨額,按攤銷後成本衡量之金融負債－非流動,按攤銷後成本衡量之金融資產－非流動淨額,採用權益法之投資淨額,普通股股本,會計項目,未分配盈餘（或待彌補虧損）合計,未完工程及待驗設備,本期所得稅負債,機器設備淨額,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,流動負債合計,流動資產合計,無形資產合計,無活絡市場之債券債務工具投資-流動淨額,無活絡市場之債券投資－流動淨額,無活絡市場之債券投資－非流動淨額,特別盈餘公積,特別股股本,現金及約當現金合計,現金及約當現金總額,生物資產－非流動合計,當期所得稅負債,短期借款合計,約當現金,股本合計,試驗設備淨額,負債及權益總計,負債準備－流動合計,負債準備－非流動合計,負債總計,負債總額,資本公積合計,資產總計,資產總額,辦公設備淨額,透過其他綜合損益按公允價值衡量之金融資產－非流動合計,透過損益按公允價值衡量之金融負債－非流動合計,透過損益按公允價值衡量之金融資產－流動合計,透過損益按公允價值衡量之金融資產－非流動合計,遊樂設備淨額,遞延所得稅負債合計,遞延所得稅資產,避險之衍生金融負債－非流動,避險之衍生金融資產－非流動,長期借款合計,長期預付租金,非控制權益,非流動負債合計,非流動資產合計,預付款項合計,預付租金,預付退休金－非流動,預收收入／遞延收入,預收款項合計,預收股本,預收股款（權益項下）之約當發行股數
2013-04-30,1,2013,65107,24.0,422453,29590.0,79940,,39244,,8085,86037,18065,4924,27633,,31769,171888,,4677,,,31769,18976,,0.0,,,,0.0,,4613,14286,,226.0,,821664,,0.0,,113143,1038659,2013年03月31日,171101,,,,1556267,1556267,0,193216,154735,464268,,,25747.0,,58136,,,339725.0,,6090.0,85000.0,,1038659,,,1723.0,0.0,,186504.0,9118,,1742771.0,,,0.0,0.0,,,0.0,26737,0.0,,0.0,167211,0.0,31769,1278503,,,0.0,13141,13141,,0
2013-08-09,2,2013,65005,24.0,412269,35993.0,79435,,61574,,4437,110579,19336,6206,27156,,32666,172217,,4836,,,32666,15407,15407.0,0.0,,,,0.0,,4324,11508,533.0,533.0,,821845,,0.0,,113323,1038659,2013年06月30日,155561,,,,1570625,1570625,0,198572,177393,504058,,,56000.0,,58136,,,353024.0,,5436.0,85000.0,,1038659,,,1723.0,0.0,,210059.0,9118,,1780684.0,,,,,,,0.0,24777,0.0,,0.0,167381,,32666,1276626,,,0.0,13130,13130,,0
2013-11-12,3,2013,65058,24.0,417824,0.0,127365,0.0,179036,,4375,118268,19058,7216,30821,2681.0,33836,167010,,4440,20702.0,12888.0,33836,20702,20702.0,,,0.0,,,,5701,8514,,7.0,47161.0,815856,0.0,,0.0,114249,900000,2013年09月30日,161116,0.0,,0.0,1446653,1447613,0,198572,295197,460521,0.0,,4810.0,0.0,58136,0.0,,391292.0,0.0,4679.0,85000.0,391292.0,900000,214.0,,1723.0,,,329033.0,11521,,1775686.0,2114.0,0.0,,,0.0,0.0,,25603,,0.0,,162570,-960.0,33836,1315165,,,0.0,11842,11842,0.0,0
2014-03-19,4,2013,64853,24.0,420278,0.0,124463,0.0,41311,,8117,125708,26856,2468,33786,2653.0,37288,166420,,4474,26181.0,12888.0,37288,26181,26181.0,,,0.0,,,,6556,11960,,,47139.0,815006,0.0,,0.0,115296,900000,2013年12月31日,163570,0.0,,0.0,1455165,1457507,0,198572,162467,342411,0.0,,4888.0,0.0,58136,0.0,,257479.0,0.0,2744.0,85000.0,257479.0,900000,195.0,,,,,199755.0,11521,,1654920.0,1978.0,0.0,,,0.0,0.0,0.0,26447,,0.0,,161946,-2342.0,37288,1312509,,,0.0,24388,24388,0.0,0
2014-04-29,1,2014,64413,25.0,426005,0.0,137585,0.0,40705,,6141,149796,22673,4234,36209,2467.0,39541,161398,657.0,657,26287.0,12888.0,39541,26287,26287.0,,,0.0,0.0,,5740.0,5740,12202,,,47083.0,813393,0.0,,0.0,117059,900000,2014年03月31日,169297,0.0,,0.0,1484229,1487322,0,198572,161147,365110,0.0,,4953.0,0.0,58136,0.0,279318.0,,0.0,7029.0,85000.0,279318.0,900000,176.0,,,,,200688.0,11521,,1684917.0,1799.0,0.0,,,0.0,0.0,0.0,25934,,0.0,,160741,-3093.0,39541,1319807,,,0.0,18439,18439,0.0,0
2014-08-08,2,2014,58222,24.0,368673,0.0,127564,,134510,134510.0,40480,125966,17400,2368,31965,,41873,154902,636.0,636,,,41873,19941,19941.0,0.0,174891.0,,0.0,0.0,,3686,11403,,,,629547,,0.0,,118399,900000,2014年06月30日,108850,,,,1402124,1406160,0,201687,277363,606847,,,4854.0,,58136,,323313.0,,,1767.0,120000.0,,900000,,,,0.0,,319236.0,11521,,1721360.0,,,,,,,0.0,25855,0.0,,0.0,154266,-4036.0,41873,1114513,,,0.0,15032,15032,,0
2014-10-21,3,2014,58104,25.0,864369,0.0,136061,,59798,,24590,147509,18521,3460,32471,,39906,154403,,590,12777.0,,39906,12777,12777.0,,,,0.0,,,4172,5220,,,,629090,,,,120047,900000,2014年09月30日,604546,,,,1920418,1923399,0,201687,84469,937026,,,393935.0,,58136,,468033.0,,,1978.0,0.0,468033.0,900000,,,,,,124375.0,11521,,2044793.0,,,,,,,,10037,,,,153813,-2981.0,39906,1107767,,,,15061,15061,,0
2015-02-16,4,2014,19237,0.0,889923,,136120,,318015,,9173,180965,20182,2689,35058,,42579,140223,,614,8826.0,,42579,8826,8826.0,,456176.0,,0.0,,,5617,2904,,,,236201,,,,188917,630000,2014年12月31日,630100,,,,1710116,1712409,0,201687,348962,1372320,,,277897.0,,58136,,582286.0,,,5148.0,0.0,582286.0,630000,,,,,,393058.0,11521,,2103174.0,,,,,,,1517.0,10156,,,,139609,-2293.0,44096,730854,,,0.0,17493,17493,,0
2015-02-26,4,2015,16919,,835854,,121702,,37606,,17757,146186,24422,4582,25557,,49203,125700,,624,13290.0,,49203,13290,13290.0,,0.0,,0.0,,,5666,1253,,,,520239,,,,181497,630000,2015年12月31日,518053,,38099.0,,1624272,1624272,0,258054,105793,810595,,417398.0,,,59747,,,335340.0,,,,335340.0,630000,,1779609.0,,,155337.0,,12232,1779609.0,,,,,,,,341.0,2957,,,,125076,0.0,49544,969014,,,,19840,19840,,0
2015-04-28,1,2015,18781,0.0,904763,,143205,,46954,,69557,176382,31094,9420,30545,,43352,134822,605.0,605,9691.0,,43352,9691,9691.0,,454919.0,,0.0,,2078.0,2078,4940,,,,162748,,,,190300,630000,2015年03月31日,644940,,3000.0,,1720001,1720263,0,201687,83126,1188156,,274548.0,,,58136,,,343956.0,,,0.0,343956.0,630000,,1847591.0,,,127590.0,,9118,1847591.0,,,0.0,,,0.0,,1112.0,9579,,,,134217,-262.0,44464,659435,,,,21674,21674,,0
2015-08-12,2,2015,17794,0.0,767551,,176030,,228216,228216.0,66264,200851,26471,9097,42278,,42754,130253,599.0,599,,,42754,10362,10362.0,,454129.0,,0.0,,,2778,2473,,,,158536,,,,193050,630000,2015年06月30日,451361,,51575.0,,1610634,1610634,0,258054,309040,1277930,,324764.0,,,58136,,,377660.0,,,0.0,,630000,,1963248.0,,,352614.0,,12232,1963248.0,,,,,,,,820.0,9655,,,,129654,0.0,43574,685318,,,,17374,17374,,0
2015-11-11,3,2015,17273,0.0,821506,,134810,,47931,,117131,183258,21841,5565,29149,,45129,131785,,560,13138.0,,45129,13138,13138.0,,371215.0,,0.0,,,5860,1187,,,,158856,,,,178677,630000,2015年09月30日,505316,,47044.0,,1646996,1646996,0,258054,122676,1184359,,354034.0,,,58136,,,298505.0,,,,298505.0,630000,,1815144.0,,,168148.0,,12232,1815144.0,,,,,,,,343.0,9384,,,,131225,0.0,45472,630785,,,,16276,16276,,0
