date,season,year,一年或一營業週期內到期或執行賣回權公司債,一年或一營業週期內到期長期借款,一年或一營業週期內到期長期負債合計,不動產、廠房及設備合計,以成本衡量之金融資產－非流動淨額,保留盈餘合計,備供出售金融資產未實現損益合計,備供出售金融資產－非流動淨額,備抵存貨跌價,其他應付款合計,其他應收款淨額,其他應收款－其他,其他應收款－關係人淨額,其他應收款－關係人－其他,其他權益合計,其他流動負債合計,其他流動負債－其他,其他流動資產合計,其他流動資產－其他,其他金融負債－流動,其他金融資產－流動,其他金融資產－非流動合計,其他非流動負債合計,其他非流動負債－其他,其他非流動資產合計,其他非流動資產－其他,其他非流動資產－其他合計,其他預收款,商品存貨,國外營運機構財務報表換算之兌換差額合計,在建房地,存入保證金,存貨合計,存貨（建設業適用）淨額,存貨－買賣業淨額,工程存出保證金,庫藏股票,待分配股票股利,待售房地,待註銷股本股數,應付公司債合計,應付帳款合計,應付建造合約款,應付短期票券合計,應付票據合計,應收帳款淨額,應計退休金負債（應付退休金費用）,投資性不動產淨額,採用權益法之投資淨額,普通股股本,會計項目,未分配盈餘（或待彌補虧損）合計,本期所得稅負債,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,流動負債合計,流動資產合計,淨確定福利負債-非流動,營建用地,特別盈餘公積,現金及約當現金合計,現金及約當現金總額,當期所得稅負債,短期借款合計,累積盈虧,股本合計,負債及權益總計,負債準備－流動合計,負債總計,負債總額,資本公積合計,資本公積－其他,資本公積－庫藏股票交易,資本公積－發行溢價合計,資本公積－轉換公司債轉換溢價,資產總計,資產總額,透過損益按公允價值衡量之金融資產－流動合計,遞延所得稅負債合計,遞延所得稅資產,長期借款合計,長期應收款－關係人,長期應收票據及款項－關係人淨額,非控制權益,非流動負債合計,非流動資產合計,預付投資款,預付款項合計,預付設備款,預收房地款,預收款項合計,預收股款（權益項下）之約當發行股數
2013-05-13,1,2013,625187.0,353049,978236,1992160,827839,1041556,5316,47029,1579017,1064584,21147,,626087,,-9248,2372499,22525,605854,304173,407946,116508,318396,336307,0,946625,42534,42534,115140,,-14564,1499217,134414,6709775,6709775,,185173,199898,,2651896,,0.0,793513,0.0,0.0,103284,215444,126888.0,2507682,453557,4100000,2013年03月31日,-16795,,6275909,5309872,26592416,1058351,7527329,9355445,,4137679,,,822030.0,,3129358,-16795,4100000,,64091,,9883029.0,377462,1183.0,4716.0,371563.0,371563.0,,16158938.0,107187,965,28601,2018428,579863,579863,966037,2355700,6803493,,247921,5832,848652,963792,0
2013-08-13,2,2013,0.0,378946,378946,1995408,829611,1156819,1975,41748,1550827,1015874,62086,,629587,,18909,1618767,64612,504056,173033,461145,145850,271412,311884,74781,877377,16012,16012,73706,,16934,1609668,141260,6169400,6169400,,185173,199739,0.0,1971688,,0.0,606747,0.0,0.0,121252,169912,95843.0,2483082,499296,4100000,2013年06月30日,41235,,6468660,5453509,26587416,1084960,6324297,8880883,,4138871,30624.0,,1087925.0,,2899556,41235,4100000,,62101,,9165496.0,377520,1183.0,4774.0,371563.0,371563.0,,15634156.0,73029,353,26751,2528962,583439,583439,1015151,2841199,6753273,,184888,6514,640358,714064,0
2013-11-13,3,2013,0.0,1033188,1033188,1987024,829473,1139080,4242,45807,1524429,1013004,45232,,620990,,60264,2398576,79248,555520,227856,476925,141997,241171,313596,74556,842697,13742,13742,89841,,56022,1817503,142801,6309388,6309388,,185667,199801,0.0,1877622,,0.0,603562,0.0,0.0,79639,182364,96239.0,2462733,483079,4100000,2013年09月30日,23496,,6485087,5477063,26553416,1084960,6793650,8976721,,4138692,30624.0,,984911.0,,2636581,23496,4100000,,62288,,9159126.0,377520,1183.0,4774.0,371563.0,371563.0,,15644213.0,96191,318,16679,2051562,574653,574653,1008024,2365476,6667492,,182125,13131,719374,809215,0
2014-03-28,4,2013,0.0,441085,441085,2027509,820871,1724647,4610,44987,1544552,1182684,61912,,9838,,67865,1693056,30822,559602,231076,382148,141879,224594,263580,15897,773007,27111,27111,75525,,63255,1978604,150660,6401390,6401390,,186647,265477,,1812025,,0.0,432360,0.0,0.0,342694,166214,97023.0,2431587,436531,4100000,2013年12月31日,609063,,7042577,6010905,32444416,1084960,6025563,9411472,,4155313,30624.0,,1957082.0,,2309953,609063,4100000,,64816,,8915783.0,383870,,,,,,15958360.0,73309,375,12396,2626265,449093,449093,1031672,2890220,6546888,67000.0,182125,5209,763476,839001,0
2014-05-05,1,2014,0.0,448234,448234,2011265,910871,1740893,9650,39044,1499092,1077608,40671,,9800,,59534,1781074,15608,619005,295080,381956,137078,230736,268761,15887,727997,26814,26814,133392,,49884,2030441,155602,6594506,6594506,,186847,199430,,1879513,,,350638,,,321015,192962,97272.0,2407174,455930,3970000,2014年03月31日,625309,,6980397,5950541,26053416,1084960,6001103,9180424,,4183644,30624.0,1504409.0,,,2405776,625309,3970000,,64992,,8764711.0,379544,,,,,,15745108.0,36946,385,12403,2494462,459370,459370,1029856,2763608,6564684,0.0,182125,11077,801884,935276,0
2014-08-08,2,2014,,379385,379385,1995400,909791,1570724,7878,36753,1359405,1191074,42903,,9622,,40828,1671248,16116,609283,261248,349586,160988,222338,264069,15379,710328,26190,26190,72527,,32950,1675474,154411,6804549,6804549,,187047,298314,,2268898,0.0,200000.0,322922,,,379821,163999,94279.0,2318099,477157,3970000,2014年06月30日,352790,,6682653,5662571,36117416,1145866,6049482,9265564,,4219582,72068.0,1345396.0,,52059.0,2367205,352790,3970000,,65153,,9042858.0,379333,,,,,,15725511.0,107687,370,12419,2528937,450233,450233,1020082,2993376,6459947,0.0,182125,11567,853634,926161,0
2014-11-12,3,2014,,432878,432878,1981166,909791,1876796,6993,35503,1347412,1197703,40367,,9868,,60384,1532958,18068,699279,273407,348414,238422,221045,270811,15867,716814,24354,24354,76451,,53391,1330721,160172,6418809,6418809,,187450,197022,,2114544,0.0,200000.0,328564,,,346933,155000,94772.0,2280986,501869,3870000,2014年09月30日,658862,,7072865,5992382,25201416,1145866,5741032,9237668,,4320956,72068.0,1644748.0,,47654.0,2221905,658862,3870000,,65315,,8603351.0,382224,,,,,,15676216.0,162017,370,12419,2391138,458532,458532,1080483,2862319,6438548,0.0,107580,12883,657147,733598,0
2015-03-26,4,2014,,378631,378631,1966501,906154,1972233,4668,32458,1422994,1134702,34615,,5092,,117041,1454907,24661,818934,158203,345675,472681,198825,239117,15857,710579,18701,18701,77614,72342.0,112373,1574113,158624,6252840,6180498,72342.0,188050,184526,,1707831,0.0,200000.0,418181,,,319640,153964,64636.0,2248278,540665,3870000,2014年12月31日,754299,,7259078,6150655,24381994,1145866,5676877,9139326,,4321548,72068.0,1645723.0,,33425.0,2251581,754299,3870000,,64441,,8294397.0,375907,,,,,,15553475.0,167487,517,9514,2177886,482248,482248,1108423,2617520,6414149,0.0,60671,10805,628326,705940,0
2015-05-13,1,2015,,462526,462526,1953897,906154,2085794,9959,39286,1415344,1064853,38346,,5068,,166033,1283881,16606,857035,163464,345590,502321,196181,231814,15847,698901,16882,16882,112349,116716.0,156074,1856936,150723,6222576,6105860,116716.0,191250,183522,,1479817,0.0,200000.0,412732,,,285890,143686,,2224521,546829,3870000,2015年03月31日,867860,35831.0,7433785,6313871,24280994,1145866,5665879,8944561,65244.0,4184451,72068.0,,1483336.0,,2518125,867860,3870000,15323654.0,64567,7889869.0,,375566,,,,,15323654.0,,165469,483,9505,1791693,476882,476882,1119914,2223990,6379093,,29045,8956,346810,459159,0
2015-08-10,2,2015,200000.0,329245,529245,1983748,906154,1947312,9015,38049,1407108,1247561,35980,,4999,,189606,1323048,19889,799863,158703,336277,449910,181824,192232,15837,660268,5615,5615,68485,64521.0,180591,1925909,113857,6261029,6196508,64521.0,191250,191055,,1445768,0.0,0.0,330851,,,257113,148371,,2201022,581443,3870000,2015年06月30日,747631,22584.0,7284518,6189740,25324994,1178412,5718894,8627177,62538.0,4231939,21269.0,,1239121.0,,2519586,747631,3870000,15006361.0,18151,7721843.0,,373877,,,,,15006361.0,,112278,467,8500,1810250,470177,470177,1094778,2002949,6379184,,25536,2652,369152,437637,0
