date,season,year,不動產、廠房及設備合計,以成本衡量之金融負債－流動,以成本衡量之金融負債－非流動,保留盈餘合計,備供出售金融資產未實現損益合計,備供出售金融資產－流動淨額,共同控制下前手權益,其他應付款合計,其他應付款項－關係人,其他權益合計,其他權益－其他合計,其他流動負債合計,其他流動負債－其他,其他流動資產合計,其他流動資產－其他,其他無形資產淨額,其他金融資產－非流動合計,其他非流動負債合計,其他非流動資產合計,其他非流動資產－其他合計,商譽,國外營運機構財務報表換算之兌換差額合計,存入保證金,存貨合計,存貨－製造業淨額,工程進度請款金額,待註銷股本股數,應付公司債合計,應付帳款合計,應付帳款－關係人合計,應付建造合約款,應付建造合約款－關係人,應付短期票券合計,應付票據合計,應付票據－關係人合計,應收帳款淨額,應收帳款－關係人淨額,應收票據淨額,應計退休金負債（應付退休金費用）,投資性不動產淨額,按攤銷後成本衡量之金融負債－流動,按攤銷後成本衡量之金融負債－非流動,普通股股本,會計項目,未分配盈餘（或待彌補虧損）合計,本期所得稅負債,本期所得稅資產合計,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,流動負債合計,流動資產合計,淨確定福利負債-非流動,無形資產合計,特別盈餘公積,現金及約當現金合計,現金及約當現金總額,當期所得稅負債,短期借款合計,股本合計,與待出售非流動資產直接相關之負債,負債及權益總計,負債準備－流動合計,負債準備－非流動合計,負債總計,負債總額,資本公積合計,資本公積－發行溢價合計,資本公積－限制員工權利股票,資產總計,資產總額,透過損益按公允價值衡量之金融負債－流動合計,透過損益按公允價值衡量之金融負債－非流動合計,透過損益按公允價值衡量之金融資產－流動合計,遞延所得稅負債合計,遞延所得稅資產,避險之衍生金融負債－流動,避險之衍生金融負債－非流動,長期借款合計,非流動負債合計,非流動資產合計,預收款項合計,預收股款（權益項下）之約當發行股數
2015-05-14,4,2013,980279,,,71233,0,60657,-42718,184677,0,50080,,1596851,2473,17504,,,,37950,188014,,,50080,24972,192197,,,,,28039,0,,,,0,,145506,22494,100,12978,116942,,,196992,2013年12月31日,69913,,,559237,601955,0,0,1851607,1082763,,16149,1320,,643171,42040,,196992,,,,,,1919407,283650,283650,,,2478644,,,1134,29850,94497,,,,67800,1395881,1594378,0
2015-05-14,4,2014,990283,,,268926,0,0,0,165930,,71862,,1660196,5161,31475,,,,40476,189338,,,71862,27985,244190,,,0,,38371,,,,,0,,152548,7496,229,12491,116942,,,515907,2014年12月31日,260342,,,792469,792469,0,7264,1882689,1374878,,15366,1320,937906,,18192,,515907,,,,,,1960686,-64226,-64226,,,2753155,,,1034,37521,66348,,,,77997,1378277,1655035,0
2015-08-07,2,2015,975901,,,281205,0,0,0,256891,,53704,,1561576,5026,50248,,,,39173,176391,,,53704,27146,222879,,,0,,26847,,,,,,,108360,10300,103,,116942,,,515907,2015年06月30日,246888,13670,,873311,873311,0,32997,1858984,1495857,12027,13632,1320,,1102836,,,515907,,2802819,,,1929508,,22495,22495,,2802819,,,,1131,31351,24096,,,,70524,1306962,1556550,0
2015-10-16,3,2015,990942,,,369857,0,0,0,178204,,82939,,1521273,6692,62930,,,,40385,172420,,,82939,28583,237127,,,0,,29995,,,,,,,157061,12602,511,,116942,,,515907,2015年09月30日,335540,22729,,991198,991198,0,32997,1752201,1503224,11802,13666,1320,,1031797,,,515907,,2818956,,,1827758,,22495,22495,,2818956,,,,1196,35172,21762,,,,75557,1315732,1514581,0
2016-03-17,4,2015,999457,,,453792,0,,0,193669,,55657,,1468326,6287,68621,,,,41045,348791,,,55657,27205,213607,,,0,,36759,,,,,,,156747,6110,258,,116942,,,584697,2015年12月31日,419475,40889,,1537084,1537084,0,32997,1739643,1856045,13840,12706,1320,,1409502,,,584697,,3357199,,,1820115,,442938,442938,,3357199,,,,1200,39427,23258,,,,80472,1501154,1462039,0
2016-05-09,1,2016,1514989,,,512033,,,,175004,,51605,,1445626,8197,65477,65477,,235150,40074,344573,109423,,,26343,262702,262702,,,,54615,,,,,465,,143683,11825,196,,116942,,,584697,2016年03月31日,477716,39266,,1591273,1591273,0,32997,1714976,1375637,13731,11712,1320,,891754,,,584697,,3389553,,,1798280,,442938,,,3389553,,,,0,43230,25700,,,,83304,2013916,1437429,0
2016-08-05,2,2016,1522995,0,0,281597,,,,478983,0,29987,,1468041,8334,41904,41904,21245,234738,39731,343894,109156,2935,,26199,280285,280285,0,,0,50022,0,0,0,0,499,0,196896,5506,71,,116942,0,0,584697,2016年06月30日,213089,47285,9150,1339219,1339219,0,67188,2044830,1424803,13532,24180,1320,,890991,,0,584697,0,3458547,0,0,2119328,,442938,,,3458547,,0,0,0,34767,25733,0,0,0,74498,2033744,1459707,0
2016-11-03,3,2016,1566178,,,349715,,,,197424,,-215530,-218988,1731960,8439,54609,54609,150941,231100,39407,343995,112895,134659,3458,26050,281992,281992,,,,38030,,,,,1064,,196172,3534,114,,116942,,,611147,2016年09月30日,281207,56074,9140,1383207,1383207,0,67188,2024552,1138519,13357,285600,1320,,592958,,,611147,,3475686,,,2092479,,637875,442938,194937,3475686,,,,0,28520,24452,,,,67927,2337167,1723521,0
