date,season,year,一年或一營業週期內到期長期負債合計,不動產、廠房及設備合計,以成本衡量之金融資產－非流動淨額,保留盈餘合計,備供出售金融資產未實現損益合計,備供出售金融資產－流動淨額,備供出售金融資產－非流動淨額,共同控制下前手權益,其他應付款合計,其他應收款淨額,其他權益合計,其他權益－其他合計,其他流動負債合計,其他流動負債－其他,其他流動資產合計,其他流動資產－其他,其他無形資產淨額,其他設備成本,其他設備淨額,其他金融資產－流動,其他金融資產－非流動合計,其他非流動負債合計,其他非流動資產合計,其他非流動資產－其他合計,原料,商品存貨,商標權,商標權淨額,商譽,國外營運機構淨投資避險中屬有效避險部分之避險工具利益（損失）合計,國外營運機構財務報表換算之兌換差額合計,土地成本,土地淨額,在建房地,存入保證金,存貨合計,存貨（建設業適用）淨額,存貨－製造業淨額,存貨－買賣業淨額,專利權,專利權淨額,庫存現金,庫藏股票,待註銷股本股數,應付帳款合計,應付短期票券合計,應付票據合計,應收帳款淨額,應收票據淨額,應計退休金負債（應付退休金費用）,房屋及建築成本,房屋及建築淨額,投資性不動產淨額,指定按公允價值衡量之金融負債信用風險變動影響數總額,採用權益法之投資淨額,普通股股本,會計項目,未分配盈餘（或待彌補虧損）合計,未完工程及待驗設備,本期所得稅負債,本期所得稅資產合計,機器設備成本,機器設備淨額,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,流動負債合計,流動資產合計,淨確定福利負債-非流動,無形資產合計,無活絡市場之債券債務工具投資-流動淨額,無活絡市場之債券投資－流動淨額,無活絡市場之債券投資－非流動淨額,無活絡市場之債務工具投資－非流動淨額,特別盈餘公積,現金及約當現金合計,現金及約當現金總額,現金流量避險中屬有效避險部分之避險工具利益（損失）合計,當期所得稅負債,當期所得稅資產合計,短期借款合計,確定福利計畫再衡量數總額,約當現金,累計折舊－其他設備,累計折舊－房屋及建築,累計折舊－機器設備,累計折舊－運輸設備,累計減損－土地,累計減損－專利權,累計減損－電腦軟體,股本合計,與待出售非流動資產直接相關之權益合計,製成品,負債及權益總計,負債準備－非流動合計,負債總計,負債總額,資本公積合計,資本公積－其他,資本公積－其他受贈資產,資本公積－受贈資產合計,資本公積－庫藏股票交易,資產總計,資產總額,透過其他綜合損益按公允價值衡量之權益工具投資利益（損失）合計,運輸設備成本,運輸設備淨額,遞延所得稅負債合計,遞延所得稅資產,銀行存款,長期借款合計,長期應收票據及款項淨額,長期遞延收入,長期預付租金,電腦軟體,電腦軟體淨額,非控制權益,非流動負債合計,非流動資產合計,預付款項合計,預收款項合計,預收股款（權益項下）之約當發行股數
2013-04-30,1,2013,24722.0,39003868,607048,41177442,,1002424,148616.0,,688945,8675.0,24693,,1641474,29007,10256,,0.0,,30059,,,3362288,6324,,3037570,3872.0,,84900.0,358752.0,,,,27413914,750860,120386,4173189,750860,3418457,3872,,9100.0,2675,0.0,,349920,,23741,2048611,336802,349884.0,,975233,7094713,,9946826,9800000,2013年03月31日,4995483,9581848,,,,980066,53234926,53234926,0,2568829,3443976,11366191,,497189,,0.0,16362.0,,33613130,,2802821.0,,609896.0,36466.0,130000,,2610964.0,,,,,,,,9800000,,380887,,2033084,,15748047.0,2232791,,44803.0,44803.0,2187988.0,,68982973.0,,,22748,6770115,295836,189182,138584.0,,2892018,,,44437.0,0.0,12304071,57616782,946947,1587745,0
2013-07-30,2,2013,20043.0,39293961,707048,38555882,,670010,140334.0,0.0,3338635,9392.0,51650,,1786609,35650,16227,,,,28247,,,3355706,8749,,2714313,4403.0,,84900.0,358487.0,,,,27414049,862945,124553,4255298,862945,3387950,4403,,8338.0,3197,0.0,,313259,,27050,1680292,273346,357593.0,,954244,7105128,,10089642,9800000,2013年06月30日,2042339,9933303,,,,934916,50640323,50640323,0,2902726,5825798,10630625,,493661,,25037.0,19600.0,,33610817,,2962261.0,,230245.0,88043.0,130000,,2771810.0,,,,,,,,9800000,,673637,,2033084,,18085864.0,2232791,,44803.0,44803.0,2187988.0,,68726187.0,,,29202,6734542,237439,187254,136734.0,,2873560,,,41936.0,0.0,12260066,58095562,650719,1730916,0
2013-10-25,3,2013,17856.0,39331186,707048,38787527,,720810,133892.0,,589466,8501.0,-237727,,1947210,39157,13366,,,,28889,,,3335677,7158,,2270026,7132.0,,84900.0,358487.0,,,,27412601,973759,119784,3584101,973759,2603210,7132,,7577.0,3075,,,515825,,10223,2262939,198348,360790.0,,948774,7131476,,9577027,9800000,2013年09月30日,2275094,10029007,,,,884269,50582591,50582591,0,2902726,3404793,8439357,,495257,,67440.0,36600.0,,33609707,,785449.0,,200069.0,88289.0,142000,,559287.0,,,,,,,,9800000,,333184,,2033084,,15574460.0,2232791,,44803.0,44803.0,2187988.0,,66157051.0,,,27646,6668657,298050,223087,132249.0,,2855103,,,44293.0,,12169667,57717694,710114,1890197,0
2014-03-28,4,2013,2555.0,38410112,622991,38820842,,351614,125150.0,,570764,356715.0,-80804,,2088045,23176,25722,,,,252254,,,3359209,1457324,29541.0,1555062,9293.0,,84900.0,358487.0,,,,27494187,1126977,138456,3342697,1126977,2206427,9293,,6815.0,3331,,,554605,,23716,2022035,287870,364801.0,,2343386,7129257,,9644925,9800000,2013年12月31日,2308409,2308669,,,,5981553,50774372,50774372,0,2902726,3470815,8300217,,496880,,64829.0,34600.0,,33609707,,1187396.0,,71685.0,94988.0,162000,,0.0,,,,,,,,9800000,,651365,,2228068,,15754228.0,2234334,,,,,,66528600.0,,,30063,6696136,307144,1184065,,,2855952,1427783.0,,46678.0,,12283413,58228383,566351,2062314,0
2014-04-29,1,2014,0.0,38434651,588481,38924346,,136035,115948.0,,508215,384637.0,83385,,2464655,26177,30772,,,,246094,,,3391496,1439506,29376.0,1462470,7280.0,,84900.0,358487.0,,,,27494187,1263328,179023,3220043,1263328,1949435,7280,,6053.0,3229,,0.0,444888,,93871,1755477,324232,371834.0,,2319943,7130452,,10328870,9800000,2014年03月31日,2411913,2482860,,,,5861080,51042065,51042065,0,2902726,3604292,8123464,,496960,,70184.0,34600.0,,33609707,617164.0,,,80663.0,94987.0,12000,,60000.0,,,,,,,,9800000,,486965,,2228068,,15955507.0,2234334,1543.0,,44803.0,2187988.0,,66997572.0,,,30487,6731651,304640,553935,0.0,,2840639,1410130.0,,47520.0,,12351215,58874108,1489933,2438478,0
2014-07-29,2,2014,0.0,38476007,576456,36978533,,124832,111807.0,,2600304,139917.0,-95802,,2383628,22319,34659,,,,241702,,,3366827,1421151,28674.0,1894172,8300.0,,84900.0,358487.0,,,,27494187,1343151,177933,3863118,1343151,2511667,8300,,5292.0,3400,,0.0,322946,,5260,1119930,260789,368132.0,,2299845,7148906,,10807720,9800000,2014年06月30日,235259,2667485,,,,5749072,48917065,48917065,0,3133567,5749383,7589425,,491258,,129723.0,30100.0,,33609707,558568.0,,,25245.0,95035.0,412000,,0.0,,,,,,,,9800000,,617495,,2228068,,18040846.0,2234334,,,,,,66957911.0,,,23716,6696568,305081,555168,0.0,,2820762,1392477.0,,42579.0,,12291463,59368486,1262854,2361309,0
2014-10-30,3,2014,140000.0,38524148,576456,37098259,,72673,87605.0,,681108,188916.0,49920,,2651729,26569,27422,,,236530.0,236530,,,3346559,1402088,27264.0,1516373,7870.0,,,,,,27494187.0,27494187,1468458,172435,3423060,1468458,1946732,7870,,,3458,0.0,0.0,281588,,7075,1573461,327612,373240.0,2304414.0,2304414,7170324,,11433901,9800000,2014年09月30日,354985,2813610,,,5653130.0,5653130,49182513,49182513,0,3133567,5969217,8123770,,486602,,22120.0,138100.0,,33609707,628923.0,,,35717.0,95053.0,2312000,,0.0,,,,,,,,9800000,,430359,,2228068,,19065275.0,2234334,1543.0,44803.0,44803.0,2187988.0,,68247788.0,,22277.0,22277,6731431,304794,625465,790000.0,,2800884,1374824.0,,,,13096058,60124018,1764530,2485160,0
2015-03-27,4,2014,140000.0,33573437,558456,39927485,,0,106285.0,,1212648,1205603.0,430796,,1875768,87815,19509,,,380951.0,311844,,,3370926,1762668,27246.0,1423710,6723.0,84900.0,84900.0,358487.0,,,22013942.0,22013942,1459774,170959,3663659,1459774,2197162,6723,29010.0,3768.0,4232,0.0,0.0,1004267,,11239,3513547,384125,418961.0,3890829.0,3067351,12816433,,10270530,9800000,2014年12月31日,3202974,690474,,,9444566.0,7467883,52392615,52392615,0,3133567,5881372,10533836,,484830,,22993.0,75800.0,,33590944,610560.0,,,67450.0,409086.0,1710000,,,69107.0,823478.0,1976683.0,47483.0,0.0,25242.0,74796.0,9800000,,773452,,910976,,18104322.0,2234334,1543.0,,44803.0,2187988.0,,70496937.0,,69426.0,21943,7151048,314662,606328,790000.0,378250.0,2781006,1357172.0,112471.0,37675.0,,12222950,59963101,704754,1647953,0
2015-04-24,1,2015,140000.0,33378372,558456,39974864,,0,101684.0,0.0,776696,146283.0,324068,,1945251,84700,11880,,,306163.0,306163,,,3343542,1704878,25741.0,1816900,6517.0,,,,,,21868507.0,21868507,1488783,159265,3763275,1488783,2267975,6517,,,4559,0.0,0.0,1231421,,2436,2125434,456797,,3042897.0,3042897,13073922,,10551890,9800000,2015年03月31日,3250353,780682,68730.0,375131.0,7356277.0,7356277,52333266,52333266,0,3133567,4834534,8387735,421799.0,480969,26462.0,,,71300.0,33590944,,849817.0,,,,810000,,0.0,,,,,,,,9800000,,451075,68624064.0,262018,16290798.0,,2234334,1543.0,44803.0,44803.0,2187988.0,68624064.0,,,23846.0,23846,7130704,314858,845258,720000.0,339618.0,2762478,1339519.0,,,0.0,11456264,60236329,632656,1720551,0
2015-07-28,2,2015,140000.0,32916857,495041,37952439,,689832,0.0,0.0,3018297,249610.0,188611,,1648678,57592,10432,,,,299289,,,3333185,1785881,25489.0,1239481,,,,,,,,21868507,1044886,164977,2844482,1044886,1793615,5981,,,3795,0.0,0.0,857051,,7461,1765969,432725,,,2689403,13260711,,10542988,9800000,2015年06月30日,921094,847770,82706.0,375176.0,,7189933,50175384,50175384,0,3440401,5624193,7468969,424675.0,476769,26091.0,,,65800.0,33590944,,788734.0,,,,10000,,,,,,,,,,9800000,,554134,67286281.0,327750,17110897.0,,2234334,1543.0,44803.0,44803.0,2187988.0,67286281.0,,,,21955,7105769,273265,784939,720000.0,438526.0,2743533,1321866.0,,,0.0,11486704,59817312,285918,1451086,0
