date,season,year,一年或一營業週期內到期或執行賣回權公司債,一年或一營業週期內到期長期借款,一年或一營業週期內到期長期負債合計,不動產、廠房及設備合計,以成本衡量之金融資產－非流動淨額,保留盈餘合計,備供出售金融資產未實現損益合計,備供出售金融資產－流動淨額,備供出售金融資產－非流動淨額,其他應付款合計,其他應付款項－關係人,其他應收款淨額,其他應收款－關係人淨額,其他權益合計,其他流動負債合計,其他流動負債－其他,其他流動資產合計,其他流動資產－其他,其他金融資產－流動,其他金融資產－非流動合計,其他非流動負債合計,其他非流動負債－其他,其他非流動資產合計,國外營運機構財務報表換算之兌換差額合計,存入保證金,存出保證金,存貨合計,存貨－製造業淨額,存貨－買賣業淨額,庫藏股票,待出售非流動資產,待出售非流動資產（淨額）,待註銷股本股數,應付公司債合計,應付帳款合計,應付帳款－關係人合計,應付票據合計,應付租賃款－非流動,應收帳款淨額,應收帳款－關係人淨額,應收票據淨額,投資性不動產淨額,採用權益法之投資淨額,普通股股本,會計項目,本期所得稅負債,本期所得稅資產合計,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,流動負債合計,流動資產合計,淨確定福利資產-非流動,無形資產合計,現金及約當現金合計,現金及約當現金總額,當期所得稅負債,當期所得稅資產合計,短期借款合計,股本合計,負債及權益總計,負債總計,負債總額,資本公積合計,資本公積－其他,資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,資本公積－普通股股票溢價,資本公積－發行溢價合計,資本公積－認股權,資產總計,資產總額,透過損益按公允價值衡量之金融資產－流動合計,遞延所得稅負債合計,遞延所得稅資產,長期借款合計,長期應付票據及款項合計,非控制權益,非流動負債合計,非流動資產合計,預付投資款,預付款項合計,預付設備款,預付退休金－非流動,預收款項合計,預收股款（權益項下）之約當發行股數
2013-05-14,1,2013,,,1468,53897,0,100941,-2145.0,17984.0,1966.0,543637,4839,8160.0,0.0,112782,28612,467,390940,0.0,390940.0,46682,1238,1238.0,78201,114927.0,,,337732,,337732.0,0.0,0.0,0.0,,452398.0,540736,18881,477,0.0,177113,788,16.0,109045,950867,3255323,2013年03月31日,,,4387408,4390622,0,1263745,2667905,,2067045,,1680770.0,0.0,4461.0,126563,3255323,,,1727439.0,921576,,205,855880,855880,65491.0,,6114847.0,8015.0,10058,185921,,0.0,-3214.0,463694,3446942,,41926,2094,29425.0,26677,0
2013-08-13,2,2013,,,738,52705,0,79914,-2308.0,0.0,1909.0,137797,3769,15430.0,24.0,127073,19975,425,1121653,,1121653.0,2500,1238,1238.0,77270,129381.0,,44795.0,378603,378603.0,,,,,,455803.0,518747,34026,249,0.0,225459,712,483.0,108799,305007,3255333,2013年06月30日,,,4379085,4383924,0,845596,2311010,,2648643,,514605.0,171.0,7814.0,130862,3255333,,,1312673.0,921604,,223,855890,855890,65491.0,,5691758.0,0.0,10036,186415,,0.0,-4839.0,467077,3380748,0.0,46227,540,29435.0,18812,0
2013-11-14,3,2013,,,0,54678,0,62169,-2096.0,0.0,1729.0,126698,2021,21769.0,24.0,73678,22319,433,1061554,,1061554.0,2500,1238,1238.0,79832,75774.0,,47671.0,424043,,,,,,,459243.0,773267,30278,88,0.0,188067,4115,260.0,108555,297583,3255333,2013年09月30日,,,4306657,4312841,0,987088,2425630,,2610283,,667083.0,0.0,4276.0,32417,3255333,,,1457606.0,921661,,280,855890,855890,65491.0,,5764263.0,0.0,10037,185973,,0.0,-6184.0,470518,3338633,,54439,216,29445.0,21886,0
2014-03-31,4,2013,,,462718,54438,0,79072,,0.0,1466.0,127608,1347,23375.0,0.0,112331,481738,241,872275,,872275.0,2500,1238,0.0,81038,,1238.0,46254.0,282816,,,,,,,0.0,585511,8655,0,0.0,206105,4079,0.0,108310,332578,3255333,2013年12月31日,,,4360744,4368397,0,1326043,2308434,,2630574,,868977.0,15099.0,2713.0,106085,3255333,,,1336840.0,921661,,280,855890,855890,65491.0,,5697584.0,0.0,9559,180746,,0.0,-7653.0,10797,3389150,,48094,372,31912.0,18779,0
2014-05-14,1,2014,,,466229,50094,500000,66947,,0.0,803.0,113889,944,,23152.0,182796,488434,467,876643,,,2500,1238,,81285,,1238.0,46501.0,259771,,,,,,0.0,0.0,576484,6529,37,,236388,4125,0.0,108065,303460,3255333,2014年03月31日,,,4426737,4426737,0,1486317,2013011,,2688800,506358.0,,0.0,53914.0,300000,3255333,,,1497114.0,921661,,280,855890,855890,65491.0,,5923851.0,0.0,9559,178333,,,0.0,10797,3910840,,52660,372,31912.0,21738,0
2014-08-13,2,2014,,,469775,43518,500000,22041,,,506.0,104510,1410,26643.0,0.0,104057,486816,523,860740,,860740.0,2500,1238,,80247,,1238.0,45409.0,244561,,,,,,0.0,0.0,428269,6795,431,,105514,771,0.0,107820,291651,3255333,2014年06月30日,,,4303092,4303092,0,1329175,1809560,,2635096,474283.0,,944.0,54454.0,300000,3255333,,,1339972.0,921661,,280,855890,855890,65491.0,,5643064.0,,9559,174666,,,0.0,10797,3833504,,42594,426,31912.0,16518,0
2014-11-13,3,2014,,,473357,39900,500000,64345,,,338.0,106078,1010,12810.0,0.0,183676,563546,975,879768,,879768.0,2500,1238,,78433,,1238.0,43649.0,242253,,,,,,0.0,0.0,491091,18904,0,,170237,1477,0.0,107575,317220,3255333,2014年09月30日,,,4424816,4424816,0,1532447,2068741,,2683833,697480.0,,944.0,13266.0,350874,3255333,,,1543244.0,921462,,81,855890,855890,65491.0,,5968060.0,,9559,172020,,,0.0,10797,3899319,,51450,372,31912.0,89214,0
2015-03-27,4,2014,,,0,35112,500000,192052,,,0.0,121476,1140,12355.0,,358249,26833,264,910064,,910064.0,2500,1238,,80399,,1238.0,45065.0,162042,,,,,,0.0,,650722,47106,1719,,112709,2180,,107330,371620,3255333,2014年12月31日,,,4727670,4727670,0,1717013,2494847,,2792103,1240316.0,,39595.0,2691.0,828422,3255333,,,1770631.0,922036,65491.0,655,855890,855890,0.0,,6498301.0,,52380,116890,,,0.0,53618,4003454,,52490,462,32372.0,26569,0
2015-05-13,1,2015,,,0,34515,500000,299966,,,0.0,112071,1146,13132.0,,309653,20901,478,903747,,903747.0,2500,1238,,84737,,1238.0,49712.0,135031,,,,,,,,473579,54589,0,,129265,1537,,107085,390076,3255333,2015年03月31日,58025.0,2670.0,4786988,4786988,0,1500311,2368857,30340.0,2761018,,1148447.0,,,780000,3255333,6363299.0,1576311.0,,922036,65491.0,655,855890,855890,0.0,6363299.0,,,74762,117011,,,0.0,76000,3994442,,35028,2185,,20423,0
2015-08-13,2,2015,0.0,4167.0,4167,33886,500000,236136,,,0.0,183232,2384,15376.0,,248953,24460,262,889626,,889626.0,2500,1238,,79425,,1238.0,45495.0,225685,,,,,,,,228888,65257,0,,160776,831,6465.0,106840,402666,3255333,2015年06月30日,59417.0,2495.0,4662458,4662458,0,1243638,2220325,30491.0,2721997,,878572.0,,,680000,3255333,6182088.0,1519630.0,,922036,65491.0,655,855890,855890,0.0,6182088.0,,,78921,116949,195833.0,,0.0,275992,3961763,,40499,939,,20031,0
2015-11-13,3,2015,,,44167,38465,500000,270040,,,0.0,104534,2374,8656.0,6799.0,514698,70927,271,930842,,930842.0,2500,1238,,78922,,1238.0,44559.0,198664,,,,,,,,262907,95860,2699,,163507,1961,1863.0,106595,433010,3255333,2015年09月30日,64661.0,2348.0,4961516,4961516,0,1016832,2344640,30642.0,2899163,,989667.0,,,412870,3255333,6517771.0,1556255.0,,921445,65491.0,64,855890,855890,0.0,6517771.0,,,82352,116976,455833.0,,0.0,539423,4173131,,40333,1221,,26489,0
2016-03-29,4,2015,,71667.0,71667,35950,500000,274122,,,,117416,2402,15839.0,,479725,93204,266,906251,,906251.0,2500,1238,,82688,,1238.0,48490.0,301503,,,,,,0.0,,338100,82877,2956,,154944,2301,1798.0,106350,436590,3255333,2015年12月31日,5556.0,2323.0,4931376,4931376,0,1022511,2285459,30777.0,2895155,,832110.0,,,380000,3255333,6474315.0,1542939.0,,922196,65491.0,815,855890,855890,,6474315.0,,,90857,132123,428333.0,,0.0,520428,4188856,,68390,921,,21271,0
2016-05-13,1,2016,,111667.0,111667,36435,500000,291362,,,,110266,2050,19256.0,,399455,133023,266,898958,,898958.0,2500,1238,,83776,,1238.0,49434.0,308925,,,,,,,,278257,66668,0,,152869,3668,4820.0,106105,458035,3255333,2016年03月31日,5556.0,2358.0,4868346,4868346,0,1015820,2209357,30921.0,2838690,,745741.0,,,420000,3255333,6364594.0,1496248.0,,922196,65491.0,815,855890,855890,,6364594.0,,,90857,132196,388333.0,,0.0,480428,4155237,,72762,921,,21090,0
2016-08-12,2,2016,,135000.0,135000,38108,500000,178792,,,,197446,2437,22346.0,,388337,157813,259,881614,,881614.0,2500,1238,,80234,,1238.0,45838.0,309964,,,,,,,,132409,50488,0,,171365,2635,9673.0,105860,425411,3255333,2016年06月30日,3477.0,34179.0,4744658,4744658,0,964070,2029512,31065.0,2846610,,545401.0,,,420000,3255333,6157973.0,1413315.0,,922196,65491.0,815,855890,855890,,6157973.0,,,87174,132238,360833.0,,,449245,4128461,,52335,831,,22554,0
2016-11-11,3,2016,,135000.0,135000,39852,500000,175201,,,,92014,3973,7637.0,0.0,257055,173652,263,856554,,856554.0,2500,1238,,82209,,1238.0,48235.0,218792,,,,,,,,316342,51545,0,,188148,108,10149.0,105614,424556,3255333,2016年09月30日,3477.0,25153.0,4611069,4611069,0,1200503,2170042,31210.0,2765909,,808665.0,,,559500,3255333,6193555.0,1582486.0,,923480,65491.0,2099,855890,855890,,6193555.0,,,59912,105373,320833.0,,,381983,4023513,,54836,264,,38389,0
