date,season,year,不動產、廠房及設備合計,以成本衡量之金融資產－流動淨額,以成本衡量之金融資產－非流動淨額,保留盈餘合計,備供出售金融資產未實現損益合計,備供出售金融資產－流動淨額,備供出售金融資產－非流動淨額,其他應付款合計,其他應收款淨額,其他應收款－關係人淨額,其他權益合計,其他流動負債合計,其他流動資產合計,其他非流動負債合計,其他非流動資產合計,其他非流動資產－其他合計,國外營運機構財務報表換算之兌換差額合計,存貨合計,待出售非流動資產（淨額）,待分配股票股利,待註銷股本股數,應付公司債合計,應付帳款合計,應付帳款－關係人合計,應付票據合計,應收帳款淨額,應收帳款－關係人淨額,應收票據淨額,投資性不動產淨額,採用權益法之投資淨額,普通股股本,會計項目,未分配盈餘（或待彌補虧損）合計,本期所得稅負債,本期所得稅資產合計,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,流動負債合計,流動資產合計,無形資產合計,無活絡市場之債券債務工具投資-流動淨額,特別盈餘公積,現金及約當現金合計,現金及約當現金總額,當期所得稅負債,當期所得稅資產合計,短期借款合計,股本合計,負債及權益總計,負債總計,負債總額,資本公積合計,資本公積－取得或處分子公司股權價格與帳面價值差額,資本公積－員工認股權,資本公積－實際取得或處分子公司股權價格與帳面價值差額,資本公積－庫藏股票交易,資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,資本公積－發行溢價合計,資本公積－認列對子公司所有權權益變動數,資本公積－認股權,資產總計,資產總額,透過損益按公允價值衡量之金融負債－流動合計,透過損益按公允價值衡量之金融資產－流動合計,遞延所得稅負債合計,遞延所得稅資產,長期借款合計,非控制權益,非流動負債合計,非流動資產合計,預付款項合計,預付設備款,預收股款（權益項下）之約當發行股數
2013-05-15,1,2013,19525923,,31429,8343130,837527,17984.0,1383294,4066559,260655,338432,935967,756675,387037,452088,2246282,,98440,10240053,0.0,,,452398.0,8502670,259446,21310,12148994,267289,5852,322266,3894264,4941659,2013年03月31日,5894662,,,26220894,22990551,0,1783262,27191725,30367325,2691205,,665206,,6498682.0,675014.0,5071.0,12891008,4941659,,,34524764.0,8769795,4016.0,0.0,,3065,55203,8707511,,0.0,,60745658.0,19043.0,8015,428999,283670,5999554,3230343,7333039,30378333,189261,,0
2013-08-14,2,2013,20244687,,34429,7344610,1144648,0.0,1708746,5208706,198879,344197,1458996,771647,402322,459712,1653346,,314348,8798822,,0.0,,455803.0,8467218,290154,6377,10983522,468058,12318,316696,3739090,4944439,2013年06月30日,4700742,,,25581784,22528040,0,1978662,25719819,27709497,2697494,,665206,,5988794.0,501524.0,51375.0,10445825,4944439,,,32803818.0,8779995,3191.0,0.0,,3065,55830,8717909,,0.0,,58385602.0,28368.0,0,495047,281617,5673437,3053744,7083999,30676105,461210,,0
2013-11-14,3,2013,20048831,,34429,7935735,1680406,0.0,2225931,5404330,197860,177912,1833907,820452,390538,442186,1845585,,153501,10583568,,,,459243.0,12153906,292345,40238,14666248,882376,15625,309136,3808798,4950347,2013年09月30日,5291866,,,26531405,23540186,0,1978663,31394613,33707838,2664977,,665206,,6072342.0,565375.0,13105.0,12117967,4950347,,,38381300.0,8820197,10196.0,0.0,,3065,68113,8738823,,,,64912705.0,0.0,43576,432909,267180,5652349,2991219,6986687,31204867,664688,,0
2014-03-31,4,2013,19856090,,33000,8624402,1565400,0.0,2160581,5615456,690377,182229,1997120,1039830,215760,1167995,2036258,,431720,9833600,,,,0.0,17060049,419439,726,18748352,871744,18075,305968,3631463,5020095,2013年12月31日,5980533,,,27747789,24690816,0,1978663,34791020,39258217,2683526,,665206,,7917337.0,735320.0,3931.0,9909862,5020095,,,42470511.0,9049199,10185.0,0.0,,3065,50218,8985731,,,,70218300.0,10338.0,0,861692,253197,5649804,3056973,7679491,30960083,776812,,0
2014-05-15,1,2014,19477263,,533000,8866527,1700702,0.0,2321580,3890712,551797,179818,2097955,1318141,201722,1142395,1802043,,397253,7759461,,,0.0,0.0,10167717,420076,6682,14510746,526214,121000,320883,3673956,5055557,2014年03月31日,6222658,,,28341887,25194315,0,1978663,26525530,31452558,2728334,,665206,6990144.0,,521390.0,55499.0,10200324,5055557,,,34215354.0,9174276,,0.0,10167.0,3065,49778,9111266,,,,62557241.0,488.0,0,865329,247624,5682100,3147572,7689824,31104683,556157,,0
2014-08-14,2,2014,19065894,,533000,7499451,2005185,0.0,2879015,5130591,532705,178041,2060565,1129114,197767,1149909,1993602,,55380,7059568,,,0.0,0.0,8002897,330633,6883,11661480,535508,93742,312883,3374775,5066237,2014年06月30日,4648082,,,26836803,23838804,0,2186163,24115293,27832973,2684912,,665206,6825401.0,,382434.0,55670.0,9132741,5066237,,,32070282.0,9212551,,,10167.0,3065,50245,9149074,,,,58907085.0,0.0,1000,1139017,230031,5666063,2997999,7954989,31074112,692091,,0
2014-11-14,3,2014,19672560,,533000,8023384,1971389,0.0,2934150,4682986,830726,192466,2485244,993618,231400,1165716,1984947,,513855,8736800,,,0.0,0.0,11807815,321707,7517,13446285,827754,108826,315163,3503571,5092087,2014年09月30日,5172015,,,27995433,24900266,0,2186163,27957344,32272965,2724196,,665206,7216328.0,,242908.0,14732.0,9900263,5092087,,,36177306.0,9299551,,248906.0,10161.0,3065,51688,8985731,,,,64172739.0,530.0,0,1355583,232187,5698663,3095167,8219962,31899774,667648,,0
2015-03-31,4,2014,20246065,,534626,8714503,1245345,,1994714,4752329,947185,710538,2368359,491664,222597,1220670,1744799,,1123014,7557453,,,0.0,,12523506,406419,4073,16291001,687736,62366,315059,3639732,5123269,2014年12月31日,5863134,,,29114221,25625633,0,2186163,28922134,34767634,2810977,,665206,7435487.0,,477364.0,3498.0,10266779,5123269,,,37173981.0,9419502,,344455.0,7124.0,3065,75846,8985731,3281.0,,,66288202.0,0.0,79,1329680,234596,5701497,3488588,8251847,31520568,849694,,0
2015-05-15,1,2015,20072215,,565926,8934458,1496731,,2257208,3805783,1051754,692269,2363559,6011614,254273,1254897,1752868,,866828,7083168,,,0.0,,7759519,335648,14915,11527778,433069,47633,322878,3681993,5123269,2015年03月31日,6083089,339423.0,3409.0,29409094,25839276,0,2186163,28196975,28741387,2798910,,665206,,6821833.0,,,9930063,5123269,60382103.0,30973009.0,,9417990,,352119.0,7124.0,3065,66670,8985731,3281.0,,60382103.0,,10.0,0,1381842,188718,139295,3569818,2776034,31640716,826201,,0
2015-08-14,2,2015,19792410,,565486,8054532,1370085,,2030767,5511707,703185,890936,1936550,537277,502971,1433580,2199001,,566465,8167434,,,0.0,,10521646,338727,14132,13245113,474409,46958,301709,4460281,5123269,2015年06月30日,5024584,503097.0,2534.0,28028036,24532341,0,2364742,27300285,31749771,2777905,,665206,,6171226.0,,,9873699,5123269,64051574.0,36023538.0,,9417990,,352119.0,7124.0,3065,66670,8985731,3281.0,,64051574.0,,0.0,0,1305543,174244,5984130,3495695,8723253,32301803,1545005,,0
2015-11-13,3,2015,22098431,,600363,9079041,1144847,,1845946,5991866,774476,667933,2520704,603217,412865,1495803,2590882,,1375857,14062896,,,0.0,,21662761,646808,46478,21749379,609007,20369,303890,4659148,5123269,2015年09月30日,6049093,412433.0,3137.0,29850422,26140615,0,2364742,41753738,46721383,2910784,,665206,,6415881.0,,,12390175,5123269,81909633.0,52059211.0,,9417601,,352119.0,7124.0,3065,66525,8985731,3037.0,,81909633.0,,0.0,0,1575937,178806,7233733,3709807,10305473,35188250,2005440,,0
2016-03-31,4,2015,22093979,,670846,9307679,1269210,,1922305,6654962,354825,687842,1988291,711235,234533,1643582,2606868,,719081,12009342,,,0.0,,16731718,646217,3307,16882181,775771,26163,297705,5537666,5123269,2015年12月31日,6277731,354771.0,7461.0,29441721,25827214,0,2364742,36240163,39766048,2832260,,665206,,7314136.0,,,11137953,5123269,75925131.0,46483410.0,,9407975,,352119.0,7124.0,3065,56702,8985731,3234.0,,75925131.0,,,0,1409451,197454,7190214,3614507,10243247,36159083,1473794,,0
2016-05-13,1,2016,21987328,,668171,9321028,780546,,1244356,5241453,258771,690325,1372216,1095394,227278,1711870,2217530,1361718.0,591670,11019204,,,0.0,,9870433,686634,864,12622916,962664,24977,286802,5824353,5123269,2016年03月31日,6291080,197153.0,21092.0,28777047,25222899,0,2364742,29771728,33390298,2790325,,665206,,6284451.0,,,12679797,5123269,68600879.0,39823832.0,,9406386,,352119.0,7124.0,3065,55113,8985731,3234.0,,68600879.0,,0.0,0,1207281,191716,7132953,3554148,10052104,35210581,1278620,855812.0,0
