date,season,year,一年或一營業週期內到期長期負債合計,不動產、廠房及設備合計,以成本衡量之金融資產－非流動淨額,保留盈餘合計,備供出售金融資產－流動淨額,其他應付款合計,其他應付款項－關係人,其他應付款－其他,其他應收款－關係人淨額,其他權益合計,其他流動負債合計,其他流動負債－其他,其他流動資產合計,其他流動資產－其他,其他無形資產淨額,其他金融資產－流動,其他金融資產－非流動合計,其他非流動負債合計,其他非流動負債－其他,其他非流動資產合計,其他非流動資產－其他合計,商譽,存入保證金,存出保證金,存貨合計,工程存出保證金,庫藏股票,待註銷股本股數,應付公司債合計,應付帳款合計,應付短期票券合計,應付票據合計,應付股利,應付設備款,應收帳款淨額,應收帳款－關係人淨額,應收票據淨額,應計退休金負債（應付退休金費用）,投資性不動產淨額,持有至到期日金融資產－流動淨額,持有至到期日金融資產－非流動淨額,採用權益法之投資淨額,普通股股本,會計項目,未分配盈餘（或待彌補虧損）合計,本期所得稅負債,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,流動負債合計,流動資產合計,淨確定福利負債-非流動,無形資產合計,無活絡市場之債券債務工具投資-流動淨額,無活絡市場之債券投資－流動淨額,特別盈餘公積,特許權淨額,現金及約當現金合計,現金及約當現金總額,當期所得稅負債,短期借款合計,股本合計,負債及權益總計,負債準備－流動合計,負債準備－非流動合計,負債總計,負債總額,資本公積合計,資產總計,資產總額,透過損益按公允價值衡量之金融資產－流動合計,遞延所得稅負債合計,遞延所得稅資產,避險之衍生金融負債－流動,避險之衍生金融資產－流動,長期借款合計,長期遞延收入,電腦軟體淨額,非控制權益,非流動負債合計,非流動資產合計,預付款項合計,預收款項合計,預收股款（權益項下）之約當發行股數
2013-04-26,1,2013,105901.0,48807646,26407,24932326,2402799,7743149,88810.0,4728125,19324.0,106111,3786701,912842,2194726,475602,717675,1719124,55788.0,1641766,64127,627126,16607,10881018,369512,554731.0,3177451,,0.0,,,4983262,249751,30582,,3015024.0,6442497,282014,50091,780046.0,505070,100000.0,99897.0,1096050,32585008,2013年03月31日,13169369,,76181526,75413494,0,11762957,20708894,30072939,,18112643,,1152208.0,,4201563,,13048051.0,2827500.0,861007,32585008,,97493,653718,,24017802.0,17790049,,100199328.0,215826.0,1013424,851550,40639,0,0,428081,2312387.0,768032,3308908,70126389,987952,2767958,0
2013-07-31,2,2013,106158.0,48914529,76407,18521457,2509541,20302612,,5373940,,122540,3622502,1011936,2978075,252178,700703,1725897,47880.0,1607228,66401,665593,16681,10881018,364925,601032.0,2704772,1000000.0,,,4990303.0,5190809,429595,18857,11501151.0,3427521.0,6938529,281341,46684,776370.0,508761,100000.0,99923.0,1097729,32585008,2013年06月30日,5698509,,67871484,67148394,0,12822948,32888621,38955373,,17892221,,746425.0,,4018886,,21474130.0,2520642.0,664326,32585008,,112553,670908,,41208332.0,15919389,,109079816.0,206982.0,1051272,869280,26725,3731,0,399532,2291614.0,723090,8319711,70124443,965163,2504408,0
2013-10-28,3,2013,98969.0,48160117,76407,21706689,1028822,8479496,,5572123,,-80141,3336352,917355,3869441,1136132,689200,2733309,,1604797,98390,653337,653337,10883789,362068,,2928271,,,,4990757.0,4319005,929384,21844,,2907373.0,6838410,363388,42454,772926.0,493111,99948.0,0.0,1104325,32585008,2013年09月30日,8883741,,70884328,70128160,0,12822948,25162717,35210315,,17742826,,710394.0,,3836209,,18064144.0,2368161.0,5589000,32585008,,119475,673373,,33516588.0,15916604,,104400916.0,76614.0,1084944,960478,0,10565,0,371413,2333628.0,756168,8353871,69190601,1177864,2320028,0
2014-02-18,4,2013,99869.0,48034681,76407,24396133,706310,8712839,,6095662,,-107032,3332814,956485,2018220,276096,677895,1742124,,1562497,96773,691202,691202,10826174,361568,,4018112,,,,19965600.0,5123707,519574,17118,,2617177.0,6894733,311507,51707,753742.0,467173,99962.0,0.0,1037880,32585008,2013年12月31日,11573185,,73568044,72793206,0,12822948,22632007,19345807,,48869963,,1320618.0,,34968533,,2821165.0,2997094.0,1804122,32585008,,124739,705863,,45948009.0,15919097,,119516053.0,0.0,1082042,992940,0,4442,0,350414,2397361.0,774838,23316002,100170246,1099031,2276460,0
2014-04-25,1,2014,93887.0,48105776,75022,28162749,738163,7743784,,5673925,,-110532,3415337,956369,1997628,251391,3041588,1746237,,1488118,57399,697103,697103,10826174,349872,,2765845,,,,19967538.0,4490232,669501,48935,,2069859.0,6451145,146931,56038,751593.0,1113494,99975.0,0.0,987690,32585008,2014年03月31日,14691084,,77379562,76556322,0,12822948,20705082,21793281,,48653619,,1667857.0,648717.0,34785857,6558327.0,,3682993.0,516081,32585008,,136724,705850,,45090908.0,15919097,,122470470.0,0.0,1224320,1044485,1495,0,1000000,329254,,823240,24385826,100677189,1311372,2365081,0
2014-07-30,2,2014,0.0,48747009,75022,21321935,643732,20759183,,6300014,,-150749,3173316,919805,2110563,262925,2988576,1847638,,1465641,54589,693504,693504,10826174,349367,,2539445,,,0.0,19969470.0,4637244,629554,45826,12317065.0,2142104.0,6900268,153924,65296,752311.0,1113494,99988.0,0.0,1287466,32585008,2014年06月30日,6587395,,68506915,67767140,0,13978791,33339451,33314729,,48383708,,1934781.0,755749.0,34568958,17547115.0,,3253257.0,697771,32585008,,143300,734223,,66056722.0,14010946,,134563637.0,0.0,1257937,948705,0,7740,9290000,309374,,739775,32717271,101248908,1311877,2253511,0
2014-10-28,3,2014,0.0,48973605,68308,24179231,711081,8573743,,6946776,,-146240,3041144,695319,2132982,279846,2947978,1853136,,1436390,54291,710341,710341,10826174,345602,,2555230,,,0.0,19971283.0,5543574,1579289,42917,,1626967.0,6886178,175888,78160,747003.0,1113494,0.0,0.0,1259205,32585008,2014年09月30日,9444691,,71427774,70626271,0,13978791,23989183,23816281,,48026514,,2141445.0,755749.0,34252362,7547387.0,,2854293.0,2188600,32585008,,158133,735445,,53523416.0,14008272,,124951190.0,0.0,1291115,983442,7490,0,6100000,289494,,801503,29534233,101134909,1587930,2345825,0
2015-02-13,4,2014,0.0,50938477,218308,26271759,756971,9686894,,7121819,,-139097,3448754,865952,2169963,241337,3001581,1928626,,1332320,62474,723325,723325,10826174,340206,,2846890,,,0.0,19973096.0,5187041,529648,21149,,2565075.0,7139202,245098,70289,690298.0,1159421,0.0,0.0,1183492,32585008,2014年12月31日,11537219,,73532082,72726731,0,13978791,22675815,20806012,,47703750,,2408681.0,755749.0,33875995,3853038.0,,3250972.0,357995,32585008,,178412,763223,,50176105.0,14009061,,123708187.0,0.0,1331651,975402,14950,0,4100000,239342,,805351,27500290,102902175,1315880,2582802,0
2015-04-28,1,2015,0.0,51854307,218308,29277463,708180,8995252,,6437360,,-110306,3149592,600615,2120048,182399,2988877,1937649,,1310441,62771,713626,713626,10826174,335403,,2942481,,,,19974909.0,4924348,259705,38610,,2557892.0,6884930,199150,51615,,1159421,0.0,,1113415,32585008,2015年03月31日,14542923,2722135.0,76588660,75761226,0,13978791,20961463,22984378,670270.0,47313994,2871621.0,,755749.0,33498943,,5791886.0,,678908,32585008,126349815.0,192913,769105,49761155.0,,14009061,126349815.0,,,1365237,992366,0,5625,5380000,241997,,827434,28799692,103365437,1408842,2548977,0
2015-07-30,2,2015,,52276402,218308,22115423,440556,21057346,,21057346,,-113698,3177998,679910,2459552,415727,2998244,2043825,,1290273,67699,703814,703814,10826174,325551,,2919526,,,,19976722.0,4603736,639695,16044,,,7051674,170106,75631,,1159421,0.0,,1180134,32585008,2015年06月30日,6163737,1789674.0,67448998,66696088,0,15127206,32105751,33229466,664972.0,46768670,2327962.0,,824480.0,32944252,,16518374.0,,624317,32585008,136401103.0,196741,779725,68952105.0,,12109355,136401103.0,,,1399634,864888,200,1230,13400000,232051,,752910,36846354,103171637,1264855,2498088,0
2015-10-28,3,2015,,51833089,218308,25319164,353066,8650342,,8650342,,-130271,3037772,570556,3262572,201642,2972479,3060930,,1295533,89647,1752602,1752602,10826174,320244,,2331078,,,,19978535.0,4503394,5819286,34354,,,6997899,152848,88157,,1159421,,,1067277,32585008,2015年09月30日,9367478,1477793.0,70576855,69832059,0,15127206,30401050,31473340,662845.0,46188214,1662662.0,,824480.0,32389561,,15247292.0,,6687503,32585008,134520709.0,190606,785484,63943854.0,,12058158,134520709.0,,,1433252,828458,0,13257,10050000,222797,,744796,33542804,103047369,1364509,2467216,0
2016-02-17,4,2015,1599112.0,52045655,218308,27388411,665295,9660725,,9660725,,-125212,4712531,668446,3264784,487315,3034226,2777469,,1389134,124172,1712672,1712672,10808901,318443,,4505195,,,,18381236.0,4526958,329708,13494,,,6795633,224184,60620,,1107586,0.0,,1051237,32585008,2015年12月31日,11436725,1718345.0,72658896,71906365,0,15127206,21683305,34299373,732152.0,45677996,1522052.0,,824480.0,31834869,,15994767.0,,506971,32585008,136881171.0,203557,811094,64222275.0,,12058158,136881171.0,,,1467505,768344,11016,6015,20490001,214367,,752531,42538970,102581798,1260828,2444973,0
2016-04-28,1,2016,1599339.0,51432604,218308,30388569,582010,8693385,,8693385,,-188685,4926988,886416,3102035,321354,3028457,2780681,,1379899,127291,714690,714690,10808901,314086,,3166500,,,,18382823.0,5355596,229698,32103,,,6723939,169232,48013,,1107586,,,1028881,32585008,2016年03月31日,14436883,2298052.0,75605776,74843050,0,15127206,25170079,32445611,729852.0,54247536,1009899.0,,824480.0,40410178,,16305367.0,,3424990,32585008,141953837.0,209267,816854,66348061.0,,12058158,141953837.0,,,1501225,758621,0,34976,19097181,208670,,762726,41177982,109508226,1303640,2441233,0
2016-07-28,2,2016,1599566.0,52053165,218308,23050954,602553,21869507,,21869507,,-181944,4969792,1056120,3338513,289885,3055238,3048628,,1384461,133757,737219,737219,10808901,319355,,2007147,,,,18384409.0,4837240,299671,59733,,,6856588,171166,59210,,1107586,,,1030833,32585008,2016年06月30日,6010169,2267702.0,66322306,65635280,0,16270878,34980383,34671487,728377.0,53621739,877776.0,,769907.0,39757600,,19407908.0,,443570,32585008,144247935.0,214013,843774,77925629.0,,10181262,144247935.0,,,1535590,807598,19155,5151,20797012,202972,,687026,42945246,109576448,1345475,2314106,0
2016-11-04,3,2016,1599793.0,51147764,218308,26257574,582782,9020658,,9020658,,-182029,5027335,977576,3450097,398428,3088779,3051669,,1372776,132918,690034,690034,10808901,315809,,2435114,,,,18385995.0,5718907,5499049,26179,,,7251993,218317,41614,,1060059,,,1062328,32585008,2016年09月30日,9216789,2182928.0,69539472,68841815,0,16270878,31416857,32773152,724590.0,53002701,861951.0,,769907.0,39105021,,16545602.0,,3691206,32585008,140831403.0,216536,847760,71291931.0,,10181262,140831403.0,,,1569208,877057,34059,6300,17699335,199459,,697657,39875074,108058251,1379382,2449966,0
