date,season,year,一年或一營業週期內到期長期借款,一年或一營業週期內到期長期負債合計,不動產、廠房及設備合計,保留盈餘合計,備供出售金融資產未實現損益合計,備供出售金融資產－非流動淨額,債券換股權利證書,共同控制下前手權益,其他應付款合計,其他應付款項－關係人,其他應收款淨額,其他權益合計,其他流動負債合計,其他流動負債－其他,其他流動資產合計,其他無形資產,其他無形資產淨額,其他非流動負債合計,其他非流動負債－其他,其他非流動資產合計,商標權淨額,商譽,國外營運機構財務報表換算之兌換差額合計,存貨合計,存貨－製造業淨額,專利權淨額,專門技術淨額,庫藏股票,待分配股票股利,待註銷股本股數,應付帳款合計,應付帳款－關係人合計,應付票據合計,應收帳款淨額,應收票據淨額,採用權益法之投資淨額,普通股股本,會計項目,未分配盈餘（或待彌補虧損）合計,本期所得稅負債,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,流動負債合計,流動資產合計,無形資產合計,無活絡市場之債券債務工具投資-流動淨額,特別股股本,特許權淨額,現金及約當現金合計,現金及約當現金總額,當期所得稅負債,發展中無形資產淨額,短期借款合計,股本合計,著作權淨額,負債及權益總計,負債準備－流動合計,負債總計,負債總額,資本公積合計,資產總計,資產總額,透過損益按公允價值衡量之金融負債－流動合計,透過損益按公允價值衡量之金融資產－流動合計,遞延所得稅負債合計,遞延所得稅資產,銀行借款,長期借款合計,長期遞延收入,電腦軟體淨額,非控制權益,非流動負債合計,非流動資產合計,預付款項合計,預收股本,預收股款（權益項下）之約當發行股數
2014-10-24,4,2013,,,632407,563910,6664,15945,,0,292942,71131,172568,55881,17023,,7037,,,6915,,48261,,,49217,401669,401669,,,,,,131012,18579,4230,178009,381,1285,327252,2013年12月31日,563910,,943900,947043,0,,880556,1141806,19197,,,,,343500,10731,,334908,327252,,,,,925948,0,,1869848,,4179,1788,10947,,36689,,,-3143,45392,728042,34463,,0
2015-02-24,4,2014,,,740867,280545,12352,22824,,,283465,0,128948,85169,107217,107217,5150,22929,22929,6459,6459,68427,,,72817,494394,,,,0,,0,132684,17095,5820,329195,526,15796,462000,2014年12月31日,280545,,1256876,1256876,0,,934796,1443010,22929,,,,422709,,36105,,352410,462000,,,,,1068467,429162,,2325343,,1260,3512,11490,,123700,,,0,133671,882333,60828,,0
2015-05-14,1,2015,,,738073,204735,14260,24493,0,0,317824,90243,125184,76583,23690,,5154,28010,28010,6168,,71857,0,0,62323,567189,567189,0,0,0,0,,134671,17252,3427,239966,456,15878,462000,2015年03月31日,176680,31295,1172480,1172480,0,28055,1069285,1476316,28010,,0,0,,481532,,0,450883,462000,0,2366764,,1194284,,429162,2366764,,,3121,5787,12137,,113044,6168,0,0,124999,890448,53714,0,0
2015-08-11,2,2015,,,756984,270627,,22370,0,0,330670,73702,141877,64136,19250,,3862,19891,19891,5879,,78287,,,,529264,529264,,,,0,,128166,15426,3052,319762,736,16313,462000,2015年06月30日,,20053,1225925,1225925,0,,1143446,1555543,19891,144547,0,,,358978,,,553127,462000,,2461049,,1235124,,429162,2461049,,0,3865,6570,11661,,79229,5879,,0,91678,905506,52652,0,0
2015-11-07,3,2015,,22563,825598,328559,6576,17783,,,,268053,145843,87038,22563,,3860,,,6028,,108732,,,80462,506861,,,,,,,113141,14550,1816,169761,1237,24300,462000,2015年09月30日,300504,16397,1306759,1306759,0,28055,1082678,1495390,20913,145126,,,,488767,,,488165,462000,,2504310,157993,1197551,,429162,2504310,,0,148,2835,11594,,106010,6028,,0,114873,1008920,33787,,0
2016-03-05,4,2015,,,849611,386308,1675,12737,,,284693,,157769,44144,74519,,4370,20320,20320,5777,,114584,,,42469,395703,395703,,,,,,84291,8546,5362,242300,806,36111,523600,2015年12月31日,358253,13853,1815574,1815574,0,28055,656486,1534393,20320,128958,,,,569535,,,182430,523600,,2575576,,760002,,861522,2575576,,2792,0,5154,7820,182430,92585,5777,,0,103516,1041183,34952,,0
2016-05-10,1,2016,51651,51651,841734,388579,-6920,4106,,,239324,,156019,694,71584,19933,5032,19279,19279,5557,,117120,,,7614,478302,,,,89259,,,86485,12171,4076,218138,383,43473,523600,2016年03月31日,360524,13764,1685136,1685136,1326000,28055,658641,1399028,19279,135797,,,,349718,,,229354,523600,,2434724,,749588,,861522,2434724,,1883,0,7913,9984,229354,77477,5557,,,90947,1035696,55639,,0
2016-07-29,2,2016,51658,51658,846026,316466,-7043,3874,0,0,361776,,151992,-54754,68581,16923,4689,18709,18709,5320,,132611,,,-47711,443420,443420,,,176698,0,,88154,15061,1925,187522,389,55890,523600,2016年06月30日,269519,8308,1470136,1470136,2826000,46947,949299,1428899,18709,135814,0,,,455288,,,402060,523600,,2497168,,1027032,,861522,2497168,,3434,0,7841,11159,,64572,5320,,0,77733,1068269,49785,0,0
2016-11-05,3,2016,50186,50186,866609,298928,-5562,5094,,,234746,,154639,-99506,69771,19585,3857,17799,17799,4941,,107140,,,-93944,383850,,,,89306,,,72517,11102,324,245176,562,65011,508600,2016年09月30日,251981,996,1455599,1455599,1326000,46947,771067,1218501,17799,131943,,,,249712,,,380042,508600,,2288524,,832925,,836883,2288524,,1569,0,6731,8370,,50186,4941,,0,61858,1070023,48762,,0
