date,season,year,一年或一營業週期內到期長期借款,一年或一營業週期內到期長期負債合計,不動產、廠房及設備合計,以成本衡量之金融資產－非流動淨額,保留盈餘合計,備供出售金融資產未實現損益合計,備供出售金融資產－非流動淨額,其他應付款合計,其他應付款－其他,其他應收款淨額,其他應收款－關係人淨額,其他權益合計,其他流動負債合計,其他流動負債－其他,其他流動資產合計,其他流動資產－其他,其他設備淨額,其他非流動負債合計,其他非流動負債－其他,其他非流動資產合計,其他非流動資產－其他,其他非流動資產－其他合計,原始認列時指定為透過損益按公允價值衡量之金融負債－流動,國外營運機構財務報表換算之兌換差額合計,土地淨額,存入保證金,存出保證金,存貨合計,存貨－製造業淨額,庫藏股票,待出售非流動資產,待出售非流動資產（淨額）,待註銷股本股數,應付帳款,應付帳款合計,應付帳款－關係人,應付帳款－關係人合計,應付短期票券,應付短期票券合計,應付票據,應付票據合計,應付設備款,應收帳款淨額,應收帳款－關係人,應收帳款－關係人淨額,應收票據淨額,應收票據－關係人淨額,應計退休金負債（應付退休金費用）,房屋及建築淨額,投資性不動產淨額,持有至到期日金融資產－流動淨額,採用權益法之投資淨額,普通股股本,會計項目,未分配盈餘（或待彌補虧損）合計,未完工程及待驗設備,本期所得稅負債,機器設備淨額,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,流動負債合計,流動資產合計,淨確定福利負債-非流動,無形資產合計,無活絡市場之債券債務工具投資-流動淨額,無活絡市場之債券投資－流動淨額,特別盈餘公積,現金及約當現金合計,現金及約當現金總額,當期所得稅負債,短期借款合計,租賃改良淨額,股本合計,負債及權益總計,負債總計,負債總額,資本公積合計,資本公積－合併溢額,資本公積－庫藏股票交易,資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,資本公積－普通股股票溢價,資本公積－發行溢價合計,資本公積－處分資產增益,資本公積－認列對子公司所有權權益變動數,資本公積－轉換公司債轉換溢價,資產總計,資產總額,透過損益按公允價值衡量之金融負債－流動合計,透過損益按公允價值衡量之金融資產－流動合計,遞延所得稅負債合計,遞延所得稅資產,銀行借款,銀行長期借款,長期借款合計,長期應付款,長期應付票據及款項合計,長期遞延收入,長期預付租金,電腦軟體淨額,非控制權益,非流動負債合計,非流動資產合計,預付款項合計,預付租金,預收股款（權益項下）之約當發行股數
2013-05-13,1,2013,2868688.0,2868688,7594066,148093,-585481,-248183,795806,1398551,1232617,156317,193977,-231068,2955949,87261,464329,464329.0,314033.0,499367,0.0,644856,145280.0,145280,,17115,402343.0,44053,43737,2958889,2958889,7986,,50864.0,,1219252.0,1219252,4398.0,4398.0,479728.0,479728,223103.0,223103,165934,3163653,4634.0,4634,120431,0.0,137577.0,3647247.0,138547,0.0,2624371,6900634,2013年03月31日,-1684056,232906.0,,2987209.0,14637435,13071306,1046000,0,7343513,12130377,,5020,,1603207.0,1098575,,3131500.0,4475.0,1058057,10328.0,6900634,,,9952524.0,6995207,1283657.0,9961.0,,4259112.0,5701589.0,0.0,,1442477.0,,24589959.0,,282576,31075,508823,1058057.0,2078569.0,2078569,4647.0,4647,313090.0,455839,5020,1566129,2609011,12459582,,,0
2013-08-12,2,2013,3327265.0,3327265,7257063,147995,765716,-170395,847851,1491652,1332244,164123,192490,33939,3404720,77455,477580,477580.0,273723.0,507500,0.0,653311,138952.0,138952,128.0,204334,389410.0,53016,59080,3017139,3017139,48187,,52613.0,,1387847.0,1387847,3986.0,3986.0,529886.0,529886,99842.0,99842,159408,3688311,8030.0,8030,123332,0.0,131584.0,3485356.0,138547,0.0,2670575,6900634,2013年06月30日,-332859,235464.0,,2862270.0,14838047,13244390,6246000,0,8372061,12558212,,6782,,1684127.0,1098575,,3112649.0,8775.0,1445225,10840.0,6900634,,,9953181.0,5592288,0.0,9961.0,,4139850.0,5582327.0,0.0,,1442477.0,,24791228.0,128.0,37818,31075,510892,1445225.0,1042545.0,1042545,4454.0,4454,318446.0,455279,6782,1593657,1581120,12233016,,,0
2013-11-12,3,2013,3573847.0,3573847,6796051,147985,716840,-159370,859221,1411286,1258163,122230,201700,-137299,3653365,79518,464738,464738.0,235132.0,506602,0.0,617857,119224.0,119224,,22071,382859.0,56287,60143,3025099,3025099,60366,,52018.0,,1337474.0,1337474,8354.0,8354.0,399791.0,399791,72222.0,72222,153123,3704327,13333.0,13333,124420,0.0,131036.0,3379242.0,138547,0.0,2581514,6900634,2013年09月30日,-381735,246384.0,,2536691.0,14597179,13012097,7846000,0,8699707,12517896,,6005,,1555308.0,1098575,,3226508.0,12612.0,1802760,15743.0,6900634,,,9574347.0,5592288,0.0,9961.0,,4139850.0,5582327.0,0.0,,1442477.0,,24171526.0,1843.0,18318,31075,506450,1802760.0,336963.0,336963,4434.0,4434,314845.0,438490,6005,1585082,874640,11653630,9897.0,9897.0,0
2014-03-18,4,2013,2715814.0,2715814,6534638,146345,602301,-98276,918601,1564109,1432243,134294,188649,166097,2776371,60557,1181720,1181720.0,225403.0,497709,0.0,603807,102597.0,102597,,264373,364981.0,44815,56967,2840375,2840375,60366,53000.0,53000.0,,1106593.0,1106593,9313.0,9313.0,439943.0,439943,104669.0,104669,131866,3726034,10400.0,10400,114784,0.0,127943.0,3419759.0,138547,0.0,2548673,6900634,2013年12月31日,-495240,255433.0,,2255386.0,14788276,13200954,7846000,0,8019501,12879565,,5690,,1792498.0,1097541,,2584076.0,15259.0,2003244,13676.0,6900634,,,9498285.0,5592288,0.0,9961.0,,4139850.0,5582327.0,0.0,,1442477.0,,24286561.0,,243653,31075,510695,2003244.0,950000.0,950000,4162.0,4162,320789.0,444243,5690,1587322,1478784,11406996,10082.0,10082.0,0
2014-05-12,1,2014,1784017.0,1784017,6306414,146438,577455,31229,1048833,1369514,1220586,181636,223678,306575,1889984,105967,965737,965737.0,219589.0,510005,0.0,601891,100329.0,100329,,275346,411119.0,49185,61397,2845810,2845810,132753,0.0,0.0,0.0,1293191.0,1293191,3296.0,3296.0,479828.0,479828,102509.0,102509,148928,3551747,7389.0,7389,119665,,136812.0,3244404.0,138547,,2527183,6900634,2014年03月31日,-520086,255052.0,,2164191.0,14849027,13244199,15846000,0,7558934,13120356,,5118,,1817608.0,1097541,2564430.0,,19104.0,2401508,12059.0,6900634,,,9550014.0,5592288,0.0,9961.0,,4139850.0,5582327.0,,,1442477.0,,24399041.0,,832609,31075,504261,2401508.0,1450000.0,1450000,4345.0,4345,319663.0,440165,5118,1604828,1991080,11278685,10047.0,10047.0,0
2014-08-12,2,2014,904080.0,904080,6019732,145217,1141329,124471,1109350,1563115,1362604,168082,214006,155746,994429,90349,1349155,1349155.0,193562.0,496837,0.0,587391,96691.0,96691,0.0,31275,407383.0,41040,60945,2824412,2824412,0,,0.0,0.0,1453628.0,1453628,7017.0,7017.0,479645.0,479645,77029.0,77029,200511,3912415,7112.0,7112,130277,,137595.0,3133692.0,138547,0.0,2572456,6900634,2014年06月30日,43788,332338.0,,1942021.0,14942458,13336322,0,0,7109886,13851184,,4622,,1580610.0,1097541,2405963.0,,4338.0,2530685,10736.0,6900634,,,9975298.0,5138613,,50794.0,119.0,3644610.0,5087087.0,,613.0,1442477.0,,24917756.0,0.0,1249286,31075,489257,2530685.0,2337500.0,2337500,4302.0,4302,313900.0,429755,4622,1606136,2865412,11066572,9866.0,9866.0,0
2014-11-11,3,2014,200531.0,200531,6048879,145099,1444280,25702,1036053,1909013,1534728,150384,216474,427288,320402,119871,375544,375544.0,211843.0,498182,0.0,624397,124243.0,124243,0.0,401586,389274.0,41104,60881,3060830,3060830,120362,,0.0,4304000.0,1804488.0,1804488,6949.0,6949.0,479732.0,479732,79181.0,79181,374285,4349819,8379.0,8379,153283,,130303.0,3083938.0,138547,242138.0,3076803,6900634,2014年09月30日,346739,418861.0,,1935611.0,15454417,13790551,6000000,0,6905859,14100672,,4134,,1920088.0,1097541,1835759.0,,9237.0,2296857,9352.0,6900634,,,10212779.0,5138711,,50794.0,119.0,3644610.0,5087087.0,,711.0,1442477.0,,25667196.0,0.0,1777831,31075,492612,2296857.0,2777663.0,2777663,4069.0,4069,322706.0,439273,4134,1663866,3306920,11566524,10143.0,10143.0,0
2015-02-17,4,2014,125000.0,125000,5951810,145017,1621973,71742,1091606,1990440,1689076,168532,91958,917122,213609,88609,272340,272340.0,252841.0,538706,0.0,622052,84912.0,84912,,845380,378557.0,70958,86933,3392475,3392475,71026,0.0,0.0,0.0,1589093.0,1589093,11218.0,11218.0,479647.0,479647,111273.0,111273,301364,4379217,7958.0,7958,142159,0.0,131179.0,3153834.0,138547,251202.0,3675833,6830634,2014年12月31日,524432,205002.0,,1953563.0,16153454,14433385,6000000,0,7102873,14516436,,3649,,1536452.0,1097541,1845907.0,,18866.0,2688727,8013.0,6830634,,,10486936.0,5134682,0.0,91576.0,5985.0,3607639.0,5035483.0,0.0,1638.0,1427844.0,,26640390.0,,2417780,31075,495440,2688727.0,2814282.0,2814282,3908.0,3908,332661.0,450207,3649,1720069,3384063,12123954,10456.0,10456.0,0
2015-04-28,1,2015,389948.0,389948,5782311,144971,1760721,75445,1072024,1779978,1502473,174976,16378,720669,471137,81189,246970,246970.0,250213.0,173670,0.0,296701,81259.0,81259,,645224,363522.0,42997,69011,3404904,3404904,48708,0.0,0.0,0.0,1410350.0,1410350,4521.0,4521.0,479655.0,479655,104585.0,104585,277505,4120735,6032.0,6032,134085,,,2971209.0,138547,250122.0,3648191,6830634,2015年03月31日,663180,275028.0,32714.0,1911404.0,16123351,14402236,3227000,0,6731486,14023169,126854.0,3165,1285078.0,,1097541,,2231604.0,,2448546,10935.0,6830634,25602296.0,9478945.0,,5138920,0.0,95814.0,5985.0,3607639.0,5035483.0,,1638.0,1427844.0,25602296.0,,,2148338,31075,493217,2448546.0,2542714.0,2542714,3819.0,3819,0.0,146431,3165,1721115,2747459,11579127,3947.0,3947.0,0
2015-07-29,2,2015,876526.0,876526,5703382,143271,1866993,-229967,789941,2157305,1822149,173010,9866,192668,960969,84443,220570,220570.0,,163585,,280458,,70075,,422635,,34720,67163,3241045,3241045,75037,,,0.0,1467530.0,1467530,57.0,57.0,469662.0,469662,73949.0,73949,335156,4240112,6650.0,6650,186384,,,,138547,247990.0,3717154,6830634,2015年06月30日,717009,,76880.0,,15658603,13954237,5000000,52443,7022073,13926818,125145.0,6421,1290812.0,,1097541,,2145600.0,,1815721,,6830634,25193815.0,9535212.0,,5138979,,,,,,,,,25193815.0,,,2160893,31075,487823,,2318479.0,2318479,3720.0,3720,0.0,143220,6421,1704366,2513139,11266997,3886.0,3886.0,0
2015-10-27,3,2015,,751796,5721411,142339,2288631,-250445,830545,3238621,2916804,175716,9221,667943,848609,96813,186739,,,174901,,247935,,67870,,918388,,35493,65656,3150082,3150082,92821,,,,,1593217,,0.0,,279946,,71610,321817,5063238,,5055,173151,,,,138547,0.0,3875296,5600000,2015年09月30日,1138647,,119681.0,,15343671,13604088,6070073,52443,7906939,14473348,135398.0,5900,1333525.0,,1097541,,2171381.0,,1755255,,5600000,25926586.0,10582915.0,,5140335,,,,,,,,,25926586.0,,,2202028,31075,491265,,,2470000,,4010,0.0,114409,5900,1739583,2675976,11453238,3212.0,3212.0,0
2016-02-26,4,2015,,451255,5551086,142336,2579213,-135866,888179,2192346,1847229,154353,7252,504668,504766,53511,181493,181493.0,,197356,,291075,75187.0,75187,,640534,,37283,104486,3135741,3135741,70270,0.0,0.0,,,1704880,,0.0,,309699,,85249,345117,4850776,5757.0,5757,211315,0.0,,,129443,0.0,3854119,5600000,2015年12月31日,1429229,,118421.0,,15464287,13757955,4670073,52443,7131589,14915873,156068.0,9913,1284350.0,,1097541,,2525493.0,,2216228,,5600000,26224307.0,10760020.0,,5144344,,,,,,,,,26224307.0,,,2556193,31075,442283,,,3400000,,4005,0.0,111402,9913,1706332,3628431,11308434,3150.0,3150.0,0
2016-04-27,1,2016,,193646,5672048,152295,2973596,-50363,1324326,2016780,1708102,159452,16275,408386,270111,76465,180552,180552.0,,202364,0.0,301300,,79365,,458749,,39667,112431,3256334,3256334,61376,0.0,0.0,,,1844603,,0.0,,664342,,56109,308678,4626486,5797.0,5797,161624,,,,129443,0.0,3865211,5600000,2016年03月31日,1823612,,144530.0,,15814516,14078517,3199185,52443,8321411,15229676,157757.0,11411,1362898.0,,1097541,,2627171.0,,3324936,,5600000,27120407.0,11305891.0,,5157911,,,,,,,,,27120407.0,,,2829969,32116,434697,,,2750000,,4940,,109504,11411,1735999,2984480,11890731,3118.0,3118.0,0
2016-07-28,2,2016,,108303,6018075,192686,3061966,13298,1361723,2779268,2230707,218613,21340,75360,183696,75393,204724,204724.0,,209477,0.0,286282,,46422,,62062,,35300,134296,3327222,3327222,35617,,,,,1950773,,0.0,,514761,,76655,548561,4998377,5759.0,5759,178843,,,,128479,0.0,3836591,5600000,2016年06月30日,1791415,,185347.0,,15655986,13878707,1600000,173010,9356962,15594168,168523.0,10679,1515921.0,,1097541,,2235843.0,,3666462,,5600000,27855608.0,12199622.0,,5176998,,,,,,,,,27855608.0,,,2884498,33183,426925,,,2600000,,5654,,105564,10679,1777279,2842660,12261440,3028.0,3028.0,0
