date,season,year,一年或一營業週期內到期長期借款,一年或一營業週期內到期長期負債合計,不動產、廠房及設備合計,以成本衡量之金融資產－非流動,以成本衡量之金融資產－非流動淨額,保留盈餘合計,備抵呆帳－應收帳款、分期帳款及租賃款,備抵呆帳－應收票據,備抵呆帳－應收關係人帳款、分期帳款及租賃款,備抵呆帳－應收關係人票據,其他應付款合計,其他權益合計,其他流動負債合計,其他流動負債－其他,其他流動資產合計,其他流動資產－其他,其他無形資產淨額,其他設備成本,其他設備淨額,其他金融資產－流動,其他金融資產－非流動合計,其他非流動負債合計,其他非流動負債－其他,其他非流動資產合計,其他非流動資產－其他合計,原料,商品存貨,國外營運機構財務報表換算之兌換差額合計,土地成本,土地改良物成本,土地改良物淨額,土地淨額,在建工程（營造業適用）合計,在建材料,在製品,存出保證金,存貨合計,存貨－製造業淨額,存貨－買賣業淨額,待出售非流動資產,待出售非流動資產（淨額）,待分配股票股利,待註銷股本股數,應付員工紅利,應付帳款,應付帳款合計,應付帳款－關係人,應付帳款－關係人合計,應付短期票券,應付短期票券合計,應付短期票券折價,應付票據,應付票據合計,應付票據－關係人,應付票據－關係人合計,應付股利,應付董監事酬勞,應收帳款,應收帳款淨額,應收帳款－關係人,應收帳款－關係人淨額,應收票據,應收票據淨額,應收票據－關係人,應收票據－關係人淨額,應計退休金負債（應付退休金費用）,房屋及建築成本,房屋及建築淨額,採用權益法之投資,採用權益法之投資淨額,普通股股本,會計項目,未分配盈餘（或待彌補虧損）合計,未完工程及待驗設備,本期所得稅負債,機器設備成本,機器設備淨額,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,流動負債合計,流動資產合計,淨確定福利負債-非流動,無形資產合計,無活絡市場之債券債務工具投資-流動淨額,特別盈餘公積,現金及約當現金合計,現金及約當現金總額,當期所得稅負債,短期借款合計,累積盈虧,累計折舊－其他設備,累計折舊－土地改良物,累計折舊－房屋及建築,累計折舊－機器設備,累計折舊－辦公設備,累計折舊－運輸設備,股本合計,製成品,負債及權益總計,負債總計,負債總額,資本公積合計,資本公積－合併溢額,資本公積－員工認股權,資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,資本公積－發行溢價合計,資產總計,資產總額,辦公設備成本,辦公設備淨額,透過損益按公允價值衡量之金融負債－流動合計,透過損益按公允價值衡量之金融資產－流動合計,運輸設備成本,運輸設備淨額,遞延所得稅負債合計,遞延所得稅資產,重估增值合計,銀行借款,銀行長期借款,長期借款合計,非控制權益,非流動負債合計,非流動資產合計,預收股款（權益項下）之約當發行股數
2013-08-09,2,2013,,,308094,25866,25866,343559,54526,259,124,,68316,-3518,88494,88494,45746,19235,8387,59572,12142,26511,2970,52801,32366,223565,218539,153466,37535,-10318,121810,151,42,121810,10878,10878,19859,2056,362913,314500,37535,0,0,31932,,8420,187801,187801,,,30000,29996,4,100077,100077,,,56287,3609,472936,418410,31440,31316,102406,102147,,,20435,225074,78364,,,532207,2013年06月30日,203270,,,388338,77965,1033507,910165,0,140289,696629,1487557,,8387,,,,527025,17704,204162,203270,47430,109,146710,310373,28803,33376,564139,141175,,,1028213,5985,891,,2029,3065,,2061720,32242,3439,79,,47708,14332,38783,8251,6800,204162,240000,240000,123342,331584,574163,0
2014-04-23,4,2013,16563,16563,295245,25809,25809,403856,61831,409,124,,10693,2922,125034,108471,59792,22997,1618,60275,11338,36795,6907,54010,32816,299759,287893,124431,20393,-3878,121963,151,39,121963,24263,24263,6906,4959,340389,295733,20393,,,,,7485,132800,132800,,,30000,29946,54,113445,113445,,,,3208,476290,414459,27781,27657,89913,89504,67769,67769,21194,225516,73849,,,566076,2013年12月31日,263567,,,388339,71974,1119601,980318,0,140289,597419,1428651,,1618,,,,429081,23569,161679,263567,48937,112,151667,316365,29447,34220,566076,164396,,,936059,7464,891,,2029,4544,,2055660,33285,3838,253,,46464,12244,31735,4578,6800,161679,252895,252895,139283,338640,627009,0
2014-08-13,2,2014,16619,16619,370318,25822,25822,339561,45837,330,84,,59448,-12592,114133,97514,85493,34040,1413,60283,10438,51453,3133,52427,32104,272533,264403,139246,20190,-19392,121963,151,36,121963,4946,4946,13135,4997,340393,315257,20190,0,0,47686,0,4494,129112,129112,,,50000,49933,67,106200,106200,,,50904,4050,439605,393768,16068,15984,143554,143224,,,20323,284696,129191,,,566076,2014年06月30日,186215,,,415942,93110,1082461,950750,0,149468,590908,1327179,,1413,,3878,348317,,12122,119478,186215,49845,115,155505,322832,24267,33335,613762,162876,,,920429,10019,891,,2029,7099,,2002890,27634,3367,482,,45548,12213,28805,5625,6800,119478,248289,248289,131711,329521,675711,0
2015-03-31,4,2014,14401,14401,366913,26340,26340,387696,46189,389,75,,9253,33064,174215,159814,98128,32233,1805,67205,9952,65895,5713,59774,33727,407690,399050,127426,21429,26264,121963,151,34,121963,37585,37585,17844,2927,364407,305393,21429,,,,0,6477,170793,170793,,,40000,39979,21,124428,124428,,,,2776,493209,447020,30170,30095,90669,90280,65089,65089,26047,289690,125935,,,613762,2014年12月31日,234350,,,423823,94894,1194022,1044541,0,149468,656828,1387024,,1805,,3878,292005,,11878,125800,234350,57253,117,163755,328929,24950,36703,613762,160123,,,999935,10019,891,,2029,7099,,2193957,28637,3687,482,,47151,10448,44935,4185,6800,125800,238398,238398,149481,343107,806933,0
2015-08-13,2,2015,14524,14524,364179,27148,27148,365807,47690,555,148,,104273,7371,148935,134411,65967,38263,1513,70210,12390,27704,850,59531,35158,439109,436095,131823,10506,571,121963,151,31,121963,31888,31888,31758,2164,346387,303993,10506,0,0,0,0,8747,157060,157060,,,20000,19968,32,105332,105332,,,91777,3749,429434,381744,29583,29435,122842,122287,,,,285938,118295,1992,1992,613762,2015年06月30日,201303,1813,14014,402849,88315,1119349,996427,0,157952,606600,1236784,24373,1513,,6552,,290779,,57018,201303,57820,120,167643,314534,25140,28908,613762,140412,2074635,955286,,9487,891,,1497,7099,2074635,,28367,3227,0,185,47053,18145,38050,3910,6800,57018,251105,251105,122922,348686,837851,0
2016-02-18,4,2015,43398,43398,690832,26681,26681,433128,32303,241,0,0,14564,19946,162671,119273,73816,55280,1265,73465,13839,18536,0,53585,19880,125012,121831,110498,18213,13146,121963,151,28,121963,0,0,26298,3181,290494,272281,18213,,,,0,9434,138568,138568,,,10000,9993,7,94447,94447,,,,5130,379913,347610,60881,60881,129954,129713,39790,39790,,534632,359934,1932,1932,613762,2015年12月31日,268624,,23130,471711,164202,1219087,1076323,0,157952,576124,1268287,33705,1265,15496,6552,,310171,,132751,268624,59626,123,174698,307509,25719,28517,613762,135485,2123463,904376,,9487,891,,1497,7099,2123463,,33666,7947,0,316,51436,22919,49667,9454,6800,132751,225000,225000,142764,328252,855176,0
2016-05-11,1,2016,39760,39760,682533,16651,16651,454270,35234,147,0,74,19845,8415,135002,95242,76306,63121,1136,73734,14242,13185,5884,74786,51489,130370,121472,106934,14524,1615,121963,151,26,121963,1228,1228,14405,3014,286124,270372,14524,,,,0,12311,117860,117860,,,50000,49883,117,81204,81204,,,,7534,337751,302517,14496,14496,77517,77370,54488,54414,,537187,358536,1793,1793,613762,2016年03月31日,289766,,28360,469949,159337,1233967,1085934,0,157952,488135,1227262,23297,1136,96000,6552,,320035,,55582,289766,59492,125,178651,310612,26283,29347,613762,149033,2069193,835226,,9487,891,,1497,7099,2069193,,33437,7154,399,0,50622,21275,47305,9448,6800,55582,225000,225000,148033,347091,841931,0
2016-08-10,2,2016,6113,6113,663130,7313,7313,375401,31100,182,0,7,130437,-8909,92440,86327,52480,44708,1033,73174,14072,7772,20149,72166,49332,143700,118942,133204,8462,-15709,121963,151,25,121963,409,409,25067,4609,313090,304219,8462,0,0,0,0,12884,131196,131196,0,0,0,0,0,122035,122035,122,122,110477,7076,326584,295484,27826,27826,103284,103102,23794,23787,,528842,346466,1656,1656,695602,2016年06月30日,198036,0,16262,449261,149996,1304064,1178198,0,170813,584533,1373273,22834,1033,106000,6552,,451504,,91878,198036,59102,126,182376,299265,25968,29424,695602,145948,2199520,895456,,116104,891,3225,1497,110491,2199520,,32565,6597,163,0,53435,24011,43757,9415,6800,91878,195000,195000,125866,310923,826247,0
2016-11-06,3,2016,82450,82450,639627,7313,7313,386716,31673,176,0,68,18955,-33784,172408,89958,55105,47505,916,74800,14392,7600,5002,70632,47795,122414,113365,125377,3967,-40584,121963,151,23,121963,7606,7606,24777,4047,307985,296412,3967,,,,0,14317,105594,105594,0,0,0,0,0,92816,92816,85,85,0,4638,335773,304100,18796,18796,69425,69249,39674,39606,,517260,331706,1525,1525,695602,2016年09月30日,209351,0,20249,430276,143748,1287620,1164638,0,170813,488739,1212987,22837,916,106000,6552,,312146,,77182,209351,60408,128,185554,286528,25911,28909,695602,146258,1994157,706537,,116104,891,3225,1497,110491,1994157,,31986,6075,1450,0,50629,21720,32166,9375,6800,77182,115000,115000,122982,217798,781170,0
