date,season,year,一年或一營業週期內到期長期借款,一年或一營業週期內到期長期應付票據及款項－非關係人,一年或一營業週期內到期長期負債合計,不動產、廠房及設備合計,以成本衡量之金融資產－非流動淨額,保留盈餘合計,備供出售金融資產未實現損益合計,備供出售金融資產－非流動淨額,備抵呆帳－其他應收款項,備抵呆帳－其他應收關係人款項,備抵呆帳－應收帳款、分期帳款及租賃款,債券換股權利證書,共同控制下前手權益,其他應付款合計,其他應付款項－關係人,其他應付款－其他,其他應收款淨額,其他應收款－其他,其他應收款－關係人淨額,其他應收款－關係人－其他,其他權益合計,其他流動負債合計,其他流動負債－其他,其他流動資產合計,其他流動資產－其他,其他金融資產－流動,其他金融資產－非流動合計,其他非流動負債合計,其他非流動負債－其他,其他非流動資產合計,其他非流動資產－其他合計,出租資產－機器設備成本,出租資產－機器設備淨額,商標權,商標權淨額,國外營運機構財務報表換算之兌換差額 －母公司,國外營運機構財務報表換算之兌換差額合計,土地成本,土地改良物淨額,土地淨額,土地－重估增（減）值,基金合計,存入保證金,存出保證金,存貨合計,庫藏股票,待分配股票股利,待註銷股本股數,應付帳款,應付帳款合計,應付帳款－關係人,應付帳款－關係人合計,應付票據,應付票據合計,應收帳款,應收帳款淨額,應收帳款－關係人,應收帳款－關係人淨額,應收票據,應收票據淨額,房屋及建築成本,房屋及建築淨額,投資性不動產淨額,投資性不動產－土地,投資性不動產－建築物,投資性不動產－租賃權益,投資性不動產－租賃權益－累計公允價值變動數,採用權益法之投資,採用權益法之投資淨額,普通股股本,會計項目,未分配盈餘（或待彌補虧損）合計,未完工程及待驗設備,本期所得稅負債,本期所得稅資產合計,本期損益,機器設備成本,機器設備淨額,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,流動負債合計,流動資產合計,無形資產合計,特別股股本,特別股轉換普通股權利證書,現金及約當現金合計,現金及約當現金總額,當期所得稅負債,當期所得稅資產合計,租賃改良成本,租賃改良淨額,累積盈虧,累計折舊－出租資產－機器設備,累計折舊－房屋及建築,累計折舊－投資性不動產－建築物,累計折舊－機器設備,累計折舊－租賃改良,累計折舊－試驗設備,累計折舊－辦公設備,累計折舊－運輸設備,累計減損－電腦軟體,股本合計,試驗設備成本,試驗設備淨額,負債及權益總計,負債總計,負債總額,資本公積合計,資產總計,資產總額,辦公設備成本,辦公設備淨額,追溯適用及追溯重編之影響數,透過損益按公允價值衡量之金融資產－流動合計,運輸設備成本,運輸設備淨額,遞延所得稅負債合計,遞延所得稅負債－土地增值稅,遞延所得稅資產,重估增值合計,長期借款合計,長期應收票據及款項－關係人淨額,電腦軟體,電腦軟體淨額,非控制權益,非流動負債合計,非流動資產合計,預付款項合計,預付設備款,預收股本,預收股款（權益項下）之約當發行股數
2013-08-13,2,2013,,,0,222384,33683,-2192967,,1531,,,,0,0,155068,23365,,13414,,82514,,-6727,14176,14176,6764,,,14518,695678,,15644,0,,,,,,,,,,,,,1126,74879,,0,,,50943,,48017,,3496,,106747,,0,,624,,,82949,,,,,,0,2078130,2013年06月30日,-2192967,,,,,,,-121564,-121564,0,295065,542453,1376,0,0,,208269,0,203,,,,,,,,,,,,,2078130,,,,,1021584,0,,900020,,,,277,,,30841,,,,0,0,,1376,0,726519,357567,48762,,0,0
2014-03-27,4,2013,,,0,216626,32950,-2209150,0,0,,,,,,139992,24517,139992,1153,,88024,,-26223,14931,14931,1733,1733,0,0,695678,695678,1126,,,,0,0,,-26223,58587,0,136981,78394,0,,1126,51786,0,,,46193,46193,34905,34905,2668,2668,118931,118931,0,0,1516,1516,128130,53682,82149,,,105097,-22948,0,0,2078130,2013年12月31日,-2209150,0,,,0,211918,15359,-157243,-157243,0,263206,498456,1173,,,,223232,0,221,10401,385,-2209150,,74448,,196559,10016,18470,17620,2802,0,2078130,20205,1735,,,989725,0,,832482,25621,8001,0,8274,3285,483,30841,30841,2,0,0,,1173,1173,0,726519,334026,3586,,,0
2014-03-27,4,2014,,27663,27663,175756,32210,-56196,0,0,82212,36723,36192,,,86725,125,86725,253,82465,91213,127936,-4523,31157,3494,2249,2249,0,0,249696,249696,1026,,40527,797,0,0,-4523,-4523,41932,0,120326,78394,0,,1026,23799,0,,0,20364,20364,0,0,5501,5501,90540,54348,0,0,1492,1492,111723,43255,0,0,0,,,0,0,237892,2014年12月31日,-56196,,,,0,23208,9501,177173,177173,0,143943,391863,798,,,218002,,71,71,10401,184,-56196,39730,68468,0,13707,10217,19505,7648,2927,0,237892,20595,1090,,,424480,0,,601653,7934,286,0,0,3244,317,30841,30841,0,0,0,,798,798,0,280537,209790,436,,,0
2014-08-12,2,2014,,,0,175543,32944,-137684,,0,,,,0,0,77989,44,,205,,81336,,-22782,8670,8670,6374,,,0,566958,,3001,0,,,,,,,,,,,,,2026,41594,,0,0,,26200,,17543,,6256,,76220,,0,,3779,,,0,,,,,,0,103907,2014年06月30日,-137684,,,,,,,-56559,-56559,0,136702,465483,969,0,0,253367,,0,223,,,,,,,,,,,,,103907,,,,,734501,0,,677942,,,,0,,,30841,,2,,0,0,,969,0,597799,212459,2385,975,0,0
2014-08-12,2,2015,27631,,27631,171228,32210,-114330,,0,,,,0,0,80415,0,,676,,88918,,-2726,29762,2131,16942,,,0,235148,235147,992,0,,,,,,,,,,,,1,992,22112,,0,0,,19740,,0,,6225,,36597,,0,,826,,,0,,,,,,0,237892,2015年06月30日,-114330,,0,41,,,,120836,120836,0,136142,317911,627,0,0,,150357,,,,,,,,,,,,,,,237892,,,522968,402132,,0,522968,,,,,0,,,30842,,0,,0,0,,627,0,265990,205057,1442,0,0,0
2015-03-29,4,2015,,27735,27735,168982,32210,-152966,0,0,83903,66333,45356,,,40944,0,40944,1926,85829,66373,132706,19193,32819,5084,10517,10517,0,0,221228,221227,992,,42066,0,0,0,19193,19193,41932,0,120326,78394,0,1,992,20097,0,,0,21739,21739,0,0,7388,7388,75142,29786,0,0,168,168,110097,41065,0,0,0,,,0,0,237892,2015年12月31日,-152966,,0,86,0,23998,7158,104119,104119,0,102890,255889,1005,,,,124617,,,0,0,-152966,42066,69032,0,16840,0,15679,5997,2498,0,237892,15960,281,459078,354959,,0,459078,,5997,0,0,0,2650,152,30841,30841,0,0,0,,1005,1005,0,252069,203189,2319,,,0
