date,season,year,一年或一營業週期內到期長期負債合計,不動產、廠房及設備合計,以成本衡量之金融資產－非流動淨額,保留盈餘合計,共同控制下前手權益,其他應付款合計,其他應收款淨額,其他權益合計,其他流動負債合計,其他流動負債－其他,其他流動資產合計,其他流動資產－其他,其他無形資產,其他無形資產淨額,其他金融資產－流動,其他非流動負債合計,其他非流動負債－其他,其他非流動資產合計,其他非流動資產－其他合計,商標權淨額,商譽,國外營運機構財務報表換算之兌換差額合計,存入保證金,存出保證金,存貨合計,專利權淨額,專門技術淨額,待出售非流動資產（淨額）,待分配股票股利,待註銷股本股數,應付帳款合計,應付帳款－關係人合計,應付票據合計,應收帳款淨額,應收帳款－關係人淨額,應收票據淨額,應計退休金負債（應付退休金費用）,採用權益法之投資淨額,普通股股本,會計項目,未分配盈餘（或待彌補虧損）合計,本期所得稅負債,本期所得稅資產合計,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,流動負債合計,流動資產合計,淨確定福利負債-非流動,無形資產合計,特許權淨額,現金及約當現金合計,現金及約當現金總額,當期所得稅負債,當期所得稅資產合計,發展中無形資產淨額,短期借款合計,股本合計,與待出售非流動資產直接相關之權益合計,著作權淨額,負債及權益總計,負債準備－流動合計,負債總計,負債總額,資本公積合計,資產總計,資產總額,透過損益按公允價值衡量之金融負債－流動合計,透過損益按公允價值衡量之金融資產－流動合計,遞延所得稅負債合計,遞延所得稅資產,長期借款合計,長期應付票據及款項合計,長期應收票據及款項淨額,電腦軟體淨額,非控制權益,非流動負債合計,非流動資產合計,預付投資款,預付款項合計,預付設備款,預收款項合計,預收股款（權益項下）之約當發行股數
2013-08-13,2,2013,52158,1129370,580.0,122138,,131460,33126,5380,84549,32391,33068,,,,,65642,,140702,294,,,,0.0,2232,396064,,,,0.0,,179595,58808.0,177688,368677,0.0,1457,20642.0,,681088,2013年06月30日,84186,,,870408,870408,0,37952,1077116,1189123,,21903,,,315051.0,1670.0,,,423000,681088,,,,20346,,1624077.0,61802,,2494485.0,0.0,4889,14971,12807,466348,45000.0,22500.0,,,546961,1305362,85000.0,36791,30676,,0
2014-04-28,4,2013,93738,1082784,580.0,139064,,226127,72838,2983,124976,31238,5815,,,214935.0,,48102,,87212,4898,,114245.0,,0.0,3362,629350,,,,,,585659,0.0,508523,955724,0.0,3699,18297.0,,681088,2013年12月31日,101112,,,884937,884937,0,37952,2058135,2154046,,329180,,,390299.0,9791.0,3714.0,,571630,681088,,,,31429,,2840928.0,61802,,3725865.0,0.0,5812,89295,72063,645396,29805.0,18055.0,,,782793,1571819,1230.0,86795,59667,,0
2014-08-12,2,2014,76430,1081397,580.0,194598,,171009,46145,-3264,110072,10752,49838,,,193260.0,,33266,,125956,853,,113054.0,,16.0,3809,583611,,,,,0.0,442748,0.0,305863,495084,,7535,18317.0,18327.0,681088,2014年06月30日,154285,,,934224,934224,0,40313,1507882,1578274,,306314,,316489.0,,9340.0,3714.0,,445000,681088,,,,23850,,2242738.0,61802,,3176962.0,,92,90055,66114,611535,14933.0,3159.0,,,734856,1598688,0.0,75766,118135,22890.0,0
2015-04-24,4,2014,86874,1316255,0.0,411974,,287221,53136,14288,112256,25382,16955,,,174065.0,,19142,,81107,5233,,114485.0,,70.0,4128,703093,,,,,0.0,475910,,786323,955723,,6928,19072.0,18374.0,681088,2014年12月31日,371661,,,1169152,1169152,0,40313,2124482,2227478,,288550,,378729.0,,39419.0,3714.0,,386650,681088,,,,36703,,2819698.0,61802,,3988850.0,,5442,90755,57086,585319,0.0,0.0,,,695216,1761372,0.0,103758,71746,,0
2015-08-12,2,2015,82491,1385468,0.0,208666,,330029,35946,-17043,133397,50906,422155,,,142221.0,,19235,2.0,127932,812,,108327.0,,192.0,6551,636124,,,,39054.0,,431688,,304519,386738,,1634,,16832.0,781088,2015年06月30日,140998,15973.0,3714.0,1303567,1303567,0,67668,1955011,2051984,19041.0,250548,,,497302.0,,,,698000,820142,,,3894613.0,34388,2591046.0,,291802,3894613.0,,7017.0,0,78521,61849,538279,0.0,0.0,,,636035,1842629,9946.0,68371,110623,,0
2016-03-25,4,2015,80885,1651142,,454874,,216801,33251,-14956,127393,46508,265439,,,130407.0,,21476,,19591,538,,105960.0,,95.0,6032,582602,,,,,,463373,,544326,926235,,1558,,20524.0,820142,2015年12月31日,387206,67592.0,1.0,1553862,1551862,0,67668,2284663,2438107,21381.0,236367,,,530632.0,,,,831532,820142,,,4430974.0,33646,2877112.0,,291802,4430974.0,,,16530,81471,65243,489502,,,,2000.0,592449,1992867,,81859,13021,,0
2016-05-13,1,2016,81115,1643225,,528583,0.0,154920,27903,-13711,128537,47422,155044,,,121454.0,,17034,,11620,482,,108109.0,,95.0,6461,569685,,,,,,470723,,326505,703697,,755,,19145.0,820142,2016年03月31日,460915,89014.0,0.0,1628791,1626816,0,67668,1895689,2123661,16939.0,229563,,,600355.0,,,,693000,820142,,,4092313.0,29562,2463522.0,,291802,4092313.0,,3428.0,0,82067,65099,468732,,,,1975.0,567833,1968652,,66222,4677,,0
2016-08-09,2,2016,83078,1734293,,436600,,281521,26524,-16711,126895,43817,626714,3570.0,,111093.0,623144.0,17089,0.0,11942,891,,107055.0,-16161.0,149.0,6544,563442,,,17867.0,0.0,,423176,,331402,522364,,2929,,0.0,820142,2016年06月30日,343562,68980.0,0.0,1533881,1531833,0,93038,2463614,2564259,16940.0,218148,,,745292.0,,,,1202000,820142,-550.0,,4597680.0,26983,3063799.0,,291802,4597680.0,,2657.0,0,83554,69038,499542,,,,2048.0,600185,2033421,0.0,59127,4507,,0
2016-11-11,3,2016,82904,1720561,,455802,,159100,30661,-44134,126849,43945,1118483,4230.0,97034.0,97034.0,1114253.0,17089,,13005,769,0.0,103193.0,,,6568,682116,0.0,0.0,17306.0,,,598223,,417557,707529,,2408,,0.0,929502,2016年09月30日,362764,40013.0,0.0,2054320,2052238,0,93038,2640265,3256369,,200227,0.0,,611347.0,,,0.0,1257100,929502,,0.0,5271348.0,27774,3217028.0,,711068,5271348.0,,13649.0,0,83665,81186,476009,,,0.0,2082.0,576763,2014979,0.0,86519,5668,,0
