date,season,year,一年或一營業週期內到期長期借款,一年或一營業週期內到期長期應付票據及款項－關係人,一年或一營業週期內到期長期應付票據及款項－非關係人,一年或一營業週期內到期長期負債合計,不動產、廠房及設備合計,以成本衡量之金融資產－流動淨額,以成本衡量之金融資產－非流動,以成本衡量之金融資產－非流動淨額,保留盈餘合計,倉儲設備淨額,備供出售金融資產未實現損益合計,備供出售金融資產－流動淨額,備供出售金融資產－非流動淨額,備抵呆帳－其他應收款項,備抵呆帳－應收帳款、分期帳款及租賃款,內部往來,共同控制下前手權益,其他應付款合計,其他應付款項－關係人,其他應付款－其他,其他應付票據,其他應付費用,其他應收款淨額,其他應收款－其他,其他應收款－關係人淨額,其他權益合計,其他流動負債合計,其他流動負債－其他,其他流動資產合計,其他流動資產－其他,其他無形資產淨額,其他短期借款,其他設備成本,其他設備淨額,其他設備－重估增（減）值,其他金融資產－非流動合計,其他長期投資（淨額）,其他非流動負債合計,其他非流動負債－其他,其他非流動資產合計,其他非流動資產－其他,其他非流動資產－其他合計,冷凍設備淨額,出租資產－其他淨額,出租資產－機器設備淨額,分期償付之借款,半成品,原始認列時指定為透過損益按公允價值衡量之金融負債－流動,原始認列時指定為透過損益按公允價值衡量之金融資產評價調整－流動,原始認列時指定為透過損益按公允價值衡量之金融資產－流動,原料,售氣及輸氣設備淨額,商品存貨,商標權淨額,商譽,國外營運機構淨投資避險中屬有效避險部分之避險工具利益（損失）合計,國外營運機構財務報表換算之兌換差額 －母公司,國外營運機構財務報表換算之兌換差額合計,土地成本,土地改良物淨額,土地淨額,土地－重估增（減）值,在建工程（營造業適用）合計,在製品,在途原物料,在途商品,在途現金,基金合計,天然資源淨額,存出保證金,存貨合計,存貨（建設業適用）淨額,存貨－其他行業淨額,存貨－製造業淨額,存貨－買賣業淨額,專利權淨額,專門技術淨額,庫存現金,庫藏股票,待出售非流動資產（淨額）,待分配予業主之非流動資產（或處分群組）淨額,待註銷股本股數,應付公司債合計,應付利息,應付員工紅利,應付土地房屋款,應付工程保留款,應付帳款,應付帳款合計,應付帳款－關係人合計,應付營業稅,應付短期票券合計,應付票據,應付票據合計,應付票據－關係人合計,應付租金,應付股利,應付董監事酬勞,應付薪資,應付設備款,應付退休金費用,應收帳款,應收帳款淨額,應收帳款－關係人淨額,應收所得稅退稅款,應收收益,應收票據,應收票據淨額,應收票據－關係人淨額,應收退稅款,房屋及建築成本,房屋及建築淨額,房屋及建築－重估增（減）值,投資性不動產淨額,投資性不動產－土地,投資性不動產－建築物,持有供交易之金融資產－流動,持有供交易金融負債評價調整－流動,持有供交易金融負債－流動,持有至到期日金融資產－流動淨額,持有至到期日金融資產－非流動淨額,按攤銷後成本衡量之金融資產－流動淨額,按攤銷後成本衡量之金融資產－非流動淨額,採用權益法之投資淨額,普通股股本,景觀園藝淨額,暫估應付費用,會計項目,有形探勘及評估資產淨額,未分配盈餘（或待彌補虧損）合計,未完工程及待驗設備,本期所得稅負債,本期所得稅資產合計,模具設備淨額,機具設備淨額,機器設備成本,機器設備淨額,機器設備－重估增（減）值,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,水電設備淨額,污染防治設備淨額,法定盈餘公積,流動負債合計,流動資產合計,漁船設備淨額,無形探勘及評估資產淨額,無形資產合計,無活絡市場之債券投資－流動淨額,無活絡市場之債券投資－非流動淨額,營業器具淨額（觀光飯店業適用）,物料,特別盈餘公積,特別股負債－流動,特許權淨額,現金及約當現金合計,現金及約當現金總額,現金流量避險中屬有效避險部分之避險工具利益（損失）合計,生物資產－流動淨額,生物資產－非流動合計,當期所得稅負債,當期所得稅資產合計,發展中無形資產淨額,短期借款合計,碼頭設備淨額,租賃改良淨額,租賃資產淨額,約當現金,累積盈虧,累計折舊－其他設備,累計折舊－房屋及建築,累計折舊－投資性不動產－建築物,累計折舊－機器設備,累計折舊－運輸設備,累計減損－以成本衡量之金融資產－非流動,累計減損－其他設備,累計減損－房屋及建築,累計減損－機器設備,累計減損－運輸設備,股本合計,與待出售非流動資產直接相關之權益合計,船舶設備淨額,著作權淨額,裝卸設備淨額,製成品,試驗設備淨額,負債及權益總計,負債準備－流動合計,負債準備－非流動合計,負債總計,負債總額,資本公積合計,資本公積－受贈資產合計,資本公積－員工認股權,資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,資本公積－普通股股票溢價,資本公積－發行溢價合計,資本公積－處分資產增益,資產總計,資產總額,辦公設備淨額,透過其他綜合損益按公允價值衡量之權益工具投資利益（損失）合計,透過其他綜合損益按公允價值衡量之金融資產－流動合計,透過其他綜合損益按公允價值衡量之金融資產－非流動合計,透過損益按公允價值衡量之金融負債－流動合計,透過損益按公允價值衡量之金融負債－非流動合計,透過損益按公允價值衡量之金融資產－流動合計,透過損益按公允價值衡量之金融資產－非流動合計,遊樂設備淨額,運輸設備成本,運輸設備淨額,運輸設備－重估增（減）值,遞延所得稅負債合計,遞延所得稅負債－其他,遞延所得稅負債－土地增值稅,遞延所得稅負債－所得稅,遞延所得稅資產,重估增值合計,銀行借款,銀行存款,銀行透支,銀行長期借款,銷項稅額,長期借款合計,長期應付票據及款項合計,長期應付票據及款項－關係人合計,長期應收票據及款項淨額,長期應收票據及款項－關係人淨額,長期預付租金,零用金／週轉金,電腦軟體淨額,電腦通訊設備淨額,非控制權益,非流動負債合計,非流動資產合計,預付所得稅,預付款項合計,預收款項合計,預收股款（權益項下）之約當發行股數,飛航設備淨額
2013-05-13,1,2013,339839.0,,,339839,1960225,0.0,9531.0,9531,1573709,0.0,0.0,0.0,0.0,,102496.0,,,431199,,17350.0,,116448.0,112518,88238.0,0.0,1097,438976,99137,169521,169521.0,0.0,,623652.0,289311.0,,0.0,0.0,33945,33945.0,163983,22443.0,22443,0.0,0.0,0.0,,,,,11403.0,504693.0,0.0,2784.0,0.0,1029,0.0,1097.0,1097,17778.0,0.0,52939.0,35161.0,0.0,379995.0,,,,0.0,0.0,15436.0,994237,0.0,0.0,991453.0,2784.0,0.0,0.0,1579.0,,0.0,0.0,,0.0,,33356.0,,,368626.0,368626,0.0,24729.0,0.0,189.0,189,0.0,,37826.0,16272.0,175085.0,10133.0,,1110830.0,1008334,0.0,,,15350.0,15350,0.0,24280.0,1035426.0,653925.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,819000,0.0,,2013年03月31日,0.0,1306024,202824.0,,,0.0,0.0,1301614.0,756726.0,,3162748,2951672,0,0.0,0.0,140799,2603087,3920182,0.0,0.0,1029,0.0,0.0,0.0,,126886,,0.0,,1607835.0,0.0,0.0,0.0,70752.0,984.0,0.0,1293345,0.0,0.0,0.0,,1306024.0,334341.0,381501.0,0.0,524339.0,5946.0,,,,20549.0,,819000,0.0,0.0,0.0,0.0,106765.0,0.0,,0.0,0.0,,2899214.0,557866,0.0,,60830.0,461212.0,461212.0,35824.0,,6061962.0,0.0,0.0,0.0,0.0,0,0.0,11403.0,0.0,0.0,10446.0,4500.0,,213208,,,213208.0,7012,0.0,1293345.0,1605789.0,,48974.0,,48974,0.0,0.0,0.0,0.0,126104,467.0,0.0,0.0,211076,296127,2141780,984.0,0.0,0.0,0,0.0
2013-08-12,2,2013,266049.0,,,266049,2017309,0.0,9750.0,9750,1476953,0.0,0.0,0.0,0.0,,95675.0,,0.0,692212,,8841.0,,84308.0,102393,74674.0,0.0,58541,370455,104406,197747,197747.0,0.0,,716619.0,300036.0,,0.0,0.0,32654,32654.0,170944,26789.0,26789,0.0,0.0,0.0,,,0.0,,10092.0,582943.0,0.0,9650.0,0.0,1038,0.0,58541.0,58541,17778.0,0.0,52939.0,35161.0,0.0,371593.0,,,,0.0,0.0,16728.0,1126852,0.0,0.0,1117202.0,9650.0,0.0,0.0,1369.0,0.0,0.0,0.0,,0.0,,40226.0,,,373088.0,373088,0.0,37051.0,0.0,253.0,253,0.0,,283976.0,19707.0,200062.0,18041.0,,1228603.0,1132928,0.0,,,17227.0,17227,0.0,27719.0,951793.0,645271.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,819000,0.0,,2013年06月30日,0.0,1164142,258395.0,,,0.0,0.0,1338026.0,756660.0,,3150923,2912360,0,0.0,0.0,185925,2919719,4167839,0.0,0.0,1038,0.0,0.0,0.0,,126886,,0.0,,1580600.0,0.0,0.0,0.0,50856.0,0.0,0.0,1432855,0.0,0.0,0.0,,1164142.0,416583.0,306522.0,0.0,560649.0,4894.0,,,,20717.0,,819000,0.0,0.0,0.0,0.0,162666.0,0.0,,0.0,0.0,,3226172.0,557866,0.0,,60830.0,461212.0,461212.0,35824.0,,6377095.0,0.0,0.0,0.0,0.0,0,0.0,10092.0,0.0,0.0,8902.0,4008.0,,240827,,,240827.0,10215,0.0,1432855.0,1578842.0,,32972.0,,32972,0.0,0.0,0.0,0.0,127427,389.0,0.0,0.0,238563,306453,2209256,0.0,0.0,0.0,0,0.0
2013-11-11,3,2013,190443.0,,,190443,2050451,0.0,9652.0,9652,1618141,0.0,0.0,0.0,0.0,,89941.0,,0.0,450145,,97383.0,,54529.0,113603,58943.0,0.0,27629,300505,110062,265754,265754.0,0.0,,738935.0,296306.0,,0.0,0.0,34684,34684.0,165568,25570.0,25570,0.0,0.0,0.0,,,0.0,,17409.0,606634.0,0.0,5871.0,0.0,1022,0.0,27629.0,27629,17778.0,0.0,52939.0,35161.0,0.0,298850.0,,,,0.0,0.0,14640.0,1064765,0.0,0.0,1058894.0,5871.0,0.0,0.0,1171.0,0.0,0.0,0.0,,0.0,,23843.0,,,443325.0,443325,0.0,4128.0,0.0,87.0,87,0.0,,9652.0,11921.0,237854.0,10835.0,,1351798.0,1261857,0.0,,,8543.0,8543,0.0,54660.0,942498.0,628526.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,819000,0.0,,2013年09月30日,0.0,1305330,338854.0,,,0.0,0.0,1334681.0,729902.0,,3268667,3022636,0,0.0,0.0,185925,2977799,4336925,0.0,0.0,1022,0.0,0.0,0.0,,126886,,0.0,,1604994.0,0.0,0.0,0.0,42263.0,0.0,0.0,1741474,0.0,0.0,0.0,,1305330.0,442629.0,313972.0,0.0,584372.0,4603.0,,,,20407.0,,819000,0.0,0.0,0.0,0.0,153410.0,0.0,,0.0,0.0,,3303821.0,557866,0.0,,60830.0,461212.0,461212.0,35824.0,,6572488.0,0.0,0.0,0.0,0.0,0,0.0,17409.0,0.0,0.0,8527.0,3924.0,,274905,,,274905.0,8870,0.0,1741474.0,1603456.0,,16433.0,,16433,0.0,0.0,0.0,0.0,125358,367.0,0.0,0.0,246031,326022,2235563,0.0,0.0,0.0,0,0.0
2014-03-20,4,2013,117084.0,,,117084,2261331,0.0,9825.0,9825,1705947,0.0,0.0,0.0,0.0,22697.0,83915.0,,,558525,,114798.0,,46847.0,125399,106837.0,0.0,78844,212460,95376,171513,171513.0,0.0,,610181.0,281506.0,,0.0,0.0,32990,32990.0,162004,19708.0,19708,0.0,0.0,0.0,,,,,25644.0,613665.0,0.0,2957.0,0.0,1032,0.0,78844.0,78844,17778.0,0.0,52939.0,35161.0,0.0,286259.0,,,,0.0,0.0,15500.0,1105725,0.0,0.0,1102768.0,2957.0,0.0,0.0,1184.0,0.0,0.0,0.0,,0.0,,26631.0,,,488597.0,488597,0.0,8416.0,0.0,122.0,122,0.0,,38190.0,14292.0,263018.0,46333.0,,1374810.0,1290895,0.0,,,5253.0,5253,0.0,41259.0,953953.0,628309.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,908200,0.0,,2013年12月31日,0.0,1393136,518560.0,,,0.0,0.0,1404642.0,775873.0,,4606455,4340959,0,0.0,0.0,185925,2027717,4498835,0.0,0.0,1032,0.0,0.0,0.0,,126886,,0.0,,1774406.0,0.0,0.0,0.0,95441.0,0.0,0.0,672572,0.0,0.0,0.0,,1393136.0,328675.0,325644.0,0.0,608169.0,4955.0,,,,20600.0,,908200,0.0,0.0,0.0,0.0,202844.0,0.0,,0.0,0.0,,2332959.0,1647968,0.0,,60830.0,1551314.0,1551314.0,35824.0,,6939414.0,0.0,0.0,0.0,0.0,0,0.0,25644.0,0.0,0.0,9099.0,4144.0,,272252,,,272252.0,6387,0.0,672572.0,1772851.0,,0.0,,0,0.0,0.0,0.0,0.0,126796,371.0,0.0,0.0,265496,305242,2440579,0.0,0.0,0.0,0,0.0
2014-05-12,1,2014,45228.0,,,45228,2284628,0.0,9919.0,9919,1767448,0.0,0.0,0.0,0.0,22721.0,90777.0,,0.0,386690,,17614.0,,37303.0,114540,107037.0,0.0,110552,135230,90002,167872,167872.0,0.0,,611072.0,284595.0,,0.0,0.0,34067,34067.0,163901,36720.0,36720,0.0,0.0,0.0,,,,,29448.0,609291.0,0.0,10800.0,0.0,1051,0.0,110552.0,110552,17778.0,0.0,52939.0,35161.0,0.0,333439.0,,,,0.0,0.0,0.0,1124676,0.0,0.0,1113876.0,10800.0,0.0,0.0,936.0,0.0,0.0,0.0,0.0,0.0,,31613.0,,,403464.0,403464,0.0,0.0,0.0,1258.0,1258,0.0,,39172.0,15952.0,184602.0,60434.0,,1200601.0,1109824,0.0,,,1220.0,1220,0.0,30224.0,968425.0,629297.0,,0.0,0.0,0.0,,27832.0,,0.0,0.0,0.0,0.0,0.0,908200,0.0,,2014年03月31日,0.0,1454637,475766.0,,,0.0,0.0,1503408.0,838034.0,,4701420,4434168,0,0.0,0.0,185925,1825262,4453001,0.0,0.0,1051,0.0,0.0,0.0,,126886,,0.0,1905421.0,,0.0,0.0,0.0,100701.0,0.0,0.0,770087,0.0,0.0,0.0,1555543.0,1454637.0,326477.0,339128.0,0.0,644389.0,4501.0,,,,20985.0,,908200,0.0,0.0,0.0,0.0,171146.0,0.0,,0.0,0.0,,2217804.0,1647968,0.0,1862.0,60830.0,1549452.0,1549452.0,35824.0,,6919224.0,0.0,0.0,0.0,0.0,27832,0.0,29448.0,0.0,0.0,8498.0,3997.0,,280980,,,280980.0,6724,0.0,770087.0,348546.0,,77495.0,,77495,0.0,0.0,0.0,0.0,127181,396.0,0.0,0.0,267252,392542,2466223,0.0,0.0,0.0,0,0.0
2014-08-12,2,2014,38220.0,,,38220,2343225,,19724.0,9724,1435256,,,,,22681.0,90665.0,,0.0,940793,,87647.0,,40592.0,253637,252555.0,,44554,139292,101072,105472,105472.0,,,574357.0,262036.0,,,,32455,32455.0,242728,118844.0,118844,,,,,25898.0,,,,566336.0,,2047.0,,1031,,44554.0,44554,17778.0,,52939.0,35161.0,,293106.0,42874.0,680.0,,,,,1076711,,,1073984.0,2727.0,,,1043.0,0.0,,,0.0,,79.0,36535.0,,,538457.0,538457,,26096.0,,1402.0,1402,,,492435.0,19244.0,221274.0,15368.0,1273.0,1524661.0,1433996,,,32.0,243.0,243,,23731.0,953127.0,608808.0,,,,,29144.0,3865.0,25290.0,,,,,,908200,,,2014年06月30日,,1069511,550024.0,,,,,1529960.0,862425.0,,4323320,4035978,0,,,238859,2518209,4619846,,,1031,,,,10126.0,126886,,,1720643.0,,,,,77358.0,,,791752,,,,1337782.0,1069511.0,312321.0,344319.0,,646959.0,4460.0,10000.0,,,20576.0,,908200,,,,,181381.0,,,,,,2901524.0,1647968,0.0,1862.0,60830.0,1549452.0,1549452.0,35824.0,,7224844.0,,,,,29155,,29144.0,,,11453.0,6993.0,,270613,,,270613.0,8290,,791752.0,381432.0,,80247.0,250.0,80247,,,,,123884,386.0,,,287342,383315,2604998,,,,0,
2014-11-03,3,2014,37969.0,0.0,0.0,37969,2437285,,19894.0,9894,1640465,,,,,22716.0,81294.0,0.0,0.0,548692,0.0,28868.0,0.0,49628.0,347289,327099.0,,110664,161508,123539,192712,192712.0,,0.0,603206.0,270768.0,0.0,,,30287,30287.0,270091,144861.0,144861,,,,0.0,20718.0,,0.0,,551153.0,,4279.0,,982,,110664.0,110664,17778.0,,52939.0,35161.0,,286762.0,84505.0,0.0,0.0,,,,1086094,,,1081815.0,4279.0,,,942.0,0.0,,,0.0,,109.0,20985.0,0.0,0.0,576387.0,576387,,19996.0,,75.0,75,,0.0,37730.0,10493.0,258976.0,120627.0,1279.0,1540852.0,1459558,,,526.0,0.0,0,,42380.0,976539.0,616132.0,0.0,,,,30170.0,,5607.0,,,,,,908200,,0.0,2014年09月30日,,1274720,623651.0,,,,,1563345.0,866729.0,0.0,4626338,4307297,0,,,238859,2404864,4680011,,,982,,,,9695.0,126886,0.0,,1564188.0,,,,,55773.0,,,1056822,,,,0.0,1274720.0,332438.0,360407.0,,675682.0,5034.0,10000.0,0.0,0.0,20934.0,0.0,908200,,,,,174697.0,,,,,,2778330.0,1647968,,1862.0,60830.0,1549452.0,1549452.0,35824.0,,7404668.0,,,,,5607,,30170.0,,,12100.0,7066.0,0.0,273198,0.0,0.0,273198.0,6405,,1056822.0,1562858.0,0.0,69981.0,1.0,69981,,,,,125230,388.0,,,319041,373466,2724657,,,,0,
2015-03-09,4,2014,34380.0,,,34380,2625486,0.0,10367.0,10367,1802844,0.0,0.0,0.0,0.0,16788.0,31064.0,,,634544,,70296.0,,69755.0,354906,335383.0,0.0,302296,176862,142482,84651,84651.0,0.0,,660712.0,314187.0,,0.0,0.0,34571,34571.0,289970,103006.0,103006,0.0,0.0,0.0,,,,,31336.0,618555.0,0.0,4753.0,0.0,1093,0.0,302296.0,302296,17778.0,0.0,52939.0,35161.0,0.0,352326.0,,,,0.0,0.0,56597.0,1170822,0.0,0.0,1166069.0,4753.0,0.0,0.0,461.0,0.0,0.0,0.0,0.0,0.0,,23753.0,,,489193.0,489193,0.0,9650.0,0.0,180.0,180,0.0,,9330.0,14877.0,324234.0,112649.0,,1548220.0,1517156,0.0,1907.0,,5555.0,5555,0.0,36311.0,1444380.0,1056076.0,,0.0,0.0,0.0,,,15332.0,0.0,0.0,0.0,0.0,0.0,908200,0.0,,2014年12月31日,0.0,1437099,137968.0,,,0.0,0.0,1799174.0,1057400.0,,4991080,4654716,0,0.0,0.0,238859,2560099,4987043,0.0,0.0,1093,0.0,0.0,0.0,,126886,,0.0,1820710.0,,0.0,0.0,0.0,84717.0,1907.0,0.0,1159271,0.0,0.0,0.0,,1437099.0,346525.0,388304.0,0.0,719958.0,6305.0,,,,21816.0,,908200,0.0,0.0,0.0,0.0,195188.0,0.0,,0.0,0.0,,2929359.0,1641376,0.0,1862.0,54238.0,1549452.0,1549452.0,35824.0,,7920439.0,0.0,0.0,0.0,0.0,15332,0.0,31336.0,0.0,0.0,13221.0,6916.0,,273915,,,273915.0,6480,0.0,1159271.0,1819852.0,,60774.0,,60774,0.0,0.0,0.0,0.0,130367,397.0,0.0,0.0,336364,369260,2933396,0.0,0.0,0.0,0,0.0
2015-05-08,1,2015,,,,46070,2643031,,,10225,1869813,,,,,,,,,382749,,,,,345164,,,243504,174866,128796,93000,,,,,,,,,27097,,336170,,174618,,,,,,,,,,,,,1082,,,243504,,,,,,,,,,,,33823.0,1127764,,,,,,,,,,,,,,,,,,447763,,,,,1366,,,,,,,,,1050728,,,,,7241,,,,,,,,,,,,,,,,,908200,,,2015年03月31日,,1504068,,85738.0,3216.0,,,,,,5010485,4662893,0,,,238859,2142717,4496630,,,1082,,,,,126886,,,,1838244.0,,,,,,,1044580,,,,,,,,,,,,,,,,908200,,,,,,,7493852.0,,,2483367.0,,1641376,,,,,,,7493852.0,,,,,,5655,,31273.0,,,,,,270405,,,,6714,,,,,,,43148,,,,,127729,,,,347592,340650,2997222,,,,0,
2015-08-13,2,2015,,,,42694,2809527,,,10164,1628399,,,,,,,,,847911,,,,,365604,,,215924,169667,126973,100905,,,,,,,,,24993,,241865,,88089,,,,,,,,,,,,,1071,,,215924,,,,,,,,,,,,27638.0,1141092,,,,,,,,,,,,,,,,,,490517,,,,,1274,,,,,,,,,1334390,,,,,0,,,,,,,,,,,,,,,,,908200,,,2015年06月30日,,1207554,,101896.0,3004.0,,,,,,4742652,4393899,0,,,293959,2828843,4834930,,,1071,,,,,126886,,,,1858749.0,,,,,,,1216686,,,,,,,,,,,,,,,,908200,,,,,,,7904304.0,,,3161652.0,,1641376,,,,,,,7904304.0,,,,,,892,,31186.0,,,,,,272097,,,,6747,,,,,,,35719,,,,,126138,,,,348753,332809,3069374,,,,0,
