date,season,year,一年或一營業週期內到期或執行賣回權公司債,一年或一營業週期內到期長期借款,一年或一營業週期內到期長期負債合計,不動產、廠房及設備合計,保留盈餘合計,備供出售金融資產－流動淨額,備供出售金融資產－非流動淨額,其他應付款合計,其他應付款－其他,其他應收款淨額,其他權益合計,其他流動負債合計,其他流動負債－其他,其他流動資產合計,其他流動資產－其他,其他無形資產淨額,其他金融資產－流動,其他金融資產－非流動合計,其他非流動負債合計,其他非流動負債－其他,其他非流動資產合計,其他非流動資產－其他合計,商譽,存貨合計,存貨（建設業適用）淨額,存貨－製造業淨額,庫藏股票,待註銷股本股數,應付公司債合計,應付帳款合計,應付短期票券合計,應付股利,應收帳款淨額,應計退休金負債（應付退休金費用）,持有至到期日金融資產－流動,持有至到期日金融資產－流動淨額,採用權益法之投資淨額,普通股股本,會計項目,未分配盈餘（或待彌補虧損）合計,本期所得稅負債,本期所得稅資產合計,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,流動負債合計,流動資產合計,淨確定福利負債-非流動,無形資產合計,無活絡市場之債券投資－流動淨額,無活絡市場之債券投資－非流動淨額,特別盈餘公積,現金及約當現金合計,現金及約當現金總額,當期所得稅負債,當期所得稅資產合計,短期借款合計,股本合計,負債及權益總計,負債總計,負債總額,資本公積合計,資產總計,資產總額,透過損益按公允價值衡量之金融負債－流動合計,透過損益按公允價值衡量之金融資產－流動合計,遞延所得稅負債合計,遞延所得稅資產,避險之衍生金融負債－流動,避險之衍生金融負債－非流動,避險之衍生金融資產－流動,長期借款合計,長期應付票據及款項合計,長期預付租金,非控制權益,非流動負債合計,非流動資產合計,預收房地款,預收款項合計,預收股本,預收股款（權益項下）之約當發行股數
2013-05-06,1,2013,,3140637,3140637,127213744,33169032,69795,1267569,15024214,,533168,-737381,4601761,1292232,3708677,3296968,1878819,411709,301015,5613175,553096,4761054,244225,10348406,31564369,17261877,14302492,1959107,,10907095,21832252,,,33431996,5060079.0,,,1148465,76021217,2013年03月31日,22403259,,,115681993,111928969,145883011,7411835,78320034,96607257,,12227225,89475.0,,3353938,,21275604.0,2863482.0,,33937385,76126523,,,131302378.0,5329902,,246984371.0,60940,5934173,2074673,3759057,0.0,0.0,,34387401,,4215814,3753024,52982344,150377114,168892.0,168892.0,105306,5503940
2013-08-09,2,2013,,2483560,2483560,130265390,29001470,74988,1223004,24633244,,437013,170951,3907934,1344783,3590130,3154266,1800810,435864,338903,5682877,653305,5395223,828521,10357912,32045146,17593489,14451657,1959107,,10984249,22402703,,,34914419,5029572.0,14567.0,14567.0,1101696,76075029,2013年06月30日,16616569,,,112720603,108905422,145883011,8720971,89323122,101471545,,12158722,0.0,,3663930,,25740189.0,2342993.0,169158.0,35913749,76124055,,,142504576.0,5568053,,255225179.0,122499,4483995,2328634,3609599,0.0,0.0,1940.0,34185694,,4227799,3815181,53181454,153753634,79591.0,79591.0,49026,2620400
2013-11-12,3,2013,719012.0,3926079,4645091,131235704,33431903,73321,1203481,14888624,,478458,-821704,6053615,1387521,4014135,3360801,1693642,653334,361562,5713999,626646,4796292,328156,10335239,35258841,17743428,17515413,1959107,,20354527,27002324,0.0,,38673421,5087353.0,,,1185008,76098162,2013年09月30日,21047002,,,120094174,116150483,145883011,8720971,94848285,122063689,,12028881,0.0,0.0,3663930,,40294503.0,2498021.0,110215.0,42617294,79853171,,,155942060.0,5646220,,276036234.0,1787993,3160795,2492041,3523179,414.0,0.0,,32533208,,4106574,3943691,61093775,153972545,21003.0,21003.0,3755009,148912140
2014-03-12,4,2013,731438.0,5276206,6007644,131497331,38993154,2376970,1140329,14758553,,422345,-102554,7612069,1585177,3329867,3051492,1605824,278375,354993,5986678,651171,5064437,637163,10347820,34870491,18589255,16281236,1959107,,20582567,28988976,,,43235573,4441357.0,,,1216201,77560040,2013年12月31日,26608253,,,127164959,123020621,145883011,8720971,100835276,132176482,,11953644,0.0,,3663930,,45026371.0,3000869.0,150596.0,44618195,78180258,,,159648947.0,7908870,,286813906.0,1853304,2764269,2663767,3765482,3310.0,0.0,,29580659,894150.0,4072281,4144338,58813671,154637424,19248.0,19248.0,620218,31822600
2014-05-08,1,2014,741695.0,5032977,5774672,130422379,42431026,1922038,1133960,15840371,,616417,1635793,7315058,1540386,3346354,3046023,1563584,300331,342843,5689550,617384,3729305,896884,10382862,36269169,20773954,15495215,1959107,0.0,20975751,25471468,,,37856827,4523706.0,,,1474698,77871596,2014年03月31日,30046125,,,133001016,128676811,145883011,8720971,88177682,127142178,,11946446,0.0,,3663930,43577488.0,,3282799.0,187271.0,33853530,78337123,,,146819985.0,8231976,,279821001.0,2413941,3366614,2968402,3972035,515.0,,,29008600,548460.0,2489578,4324205,58642303,152678823,,,465527,25816500
2014-08-11,2,2014,727520.0,5234193,5961713,135555456,37369386,475832,1051853,30526893,,642033,42633,7915859,1954146,3734306,3364912,1512705,369394,368062,5641719,609992,5121945,2207351,10350839,37427491,20777141,16650350,1959107,0.0,20780569,26702011,,,41115353,4494157.0,0.0,0.0,1521870,78104549,2014年06月30日,23725570,,,126876242,122555174,145883011,10289878,104118564,128407527,,11863544,,,3353938,41729867.0,,2663265.0,105653.0,33280595,78457775,,,160723489.0,8644487,,287599731.0,3029941,3176992,3245527,4077536,0.0,,0.0,26937110,537570.0,2546532,4321068,56604925,159192204,,,353226,17534400
2014-11-06,3,2014,0.0,3223327,3223327,148997645,44574096,54595,1015106,22366457,,1369443,1284244,5490869,2032013,4173486,3505562,1500061,667924,381322,5100084,634555,4160681,1283086,10380215,42264003,21833041,20430962,1959107,0.0,30194100,34881941,,,48495218,4465529.0,,,1459813,78242200,2014年09月30日,30930280,,,136110909,131488067,145883011,10289878,107149703,133226108,,11880276,,,3353938,32968043.0,,3300057.0,139320.0,38672277,78838310,,,168615766.0,8750524,,304726675.0,2438102,3762000,3348641,3987046,0.0,,,22823238,0.0,2496273,4622842,61466063,171500567,235529.0,235529.0,596110,28819800
2015-02-26,4,2014,0.0,2831007,2831007,151587115,52397278,1533265,941105,22364516,,537122,5067931,5446249,2134917,4065857,3427265,1467871,638592,367345,5028528,657392,3588659,635350,10445415,44149571,23986478,20163093,1959107,0.0,31270131,35411281,,,52920810,4371136.0,,,1492441,78525378,2014年12月31日,38753462,,,158436091,150216952,145883011,10289878,111199467,159955190,,11913286,,,3353938,51694410.0,,4150036.0,65312.0,41176033,78715179,,,175535369.0,15995671,,333971460.0,2651352,4988843,3932819,4493664,0.0,,,24104424,0.0,2585964,8219139,64335902,174016270,480325.0,480325.0,189801,9186700
2015-05-08,1,2015,0.0,1147234,1147234,150055369,56850439,979247,885778,19935228,,515914,3489285,4201161,2190160,3455784,2802354,1487676,653430,364520,5221094,807333,3826160,941817,10426821,47605096,24154597,23450499,7292513,0.0,31092655,31705893,,,43009481,,,,1589231,78604915,2015年03月31日,43206623,4552116.0,95998.0,156648071,148329330,265883011,10289878,100756588,149606247,4413761.0,11914497,,,3353938,,49414436.0,,,36660840,79187950,322489532.0,165841461.0,,16094169,322489532.0,,3701350,4530291,4021104,4612250,0.0,,,24750020,0.0,2519823,8318741,65084873,172883285,863767.0,863767.0,583035,28451050
2015-08-05,2,2015,0.0,1551488,1551488,152755237,44912048,872470,858188,36354531,,802299,2082151,5167055,2282794,3474895,3137240,1425522,337655,364387,5142111,807319,3779857,927273,10403615,46151959,24306852,21845107,7292513,,30867113,33955187,,,50733403,,,,1421708,78878816,2015年06月30日,28908965,3447976.0,235496.0,152688423,142601402,265883011,12649145,119938465,160262505,4334792.0,11829137,,,3353938,,54174574.0,,,37192955,79029060,335160995.0,182472572.0,,23870656,335160995.0,,3820761,3817409,4238153,4254363,0.0,,,22286730,0.0,2488197,10087021,62534107,174898490,1332773.0,1332773.0,150244,7304350
