date,season,year,一年或一營業週期內到期或執行賣回權公司債,一年或一營業週期內到期長期借款,一年或一營業週期內到期長期負債合計,不動產、廠房及設備合計,代付款,代收款,以成本衡量之金融資產－流動淨額,以成本衡量之金融資產－非流動淨額,保留盈餘合計,倉儲設備淨額,備供出售金融資產未實現損益合計,備供出售金融資產－流動淨額,備供出售金融資產－非流動淨額,備抵呆帳－其他應收款項,備抵呆帳－應收帳款、分期帳款及租賃款,備抵存貨跌價,共同控制下前手權益,其他應付款合計,其他應付款－其他,其他應付費用,其他應收款淨額,其他應收款－其他,其他應收款－關係人淨額,其他權益合計,其他權益－其他合計,其他流動負債合計,其他流動資產合計,其他無形資產,其他無形資產淨額,其他設備淨額,其他金融資產－其他－非流動,其他金融資產－流動,其他金融資產－非流動合計,其他長期投資（淨額）,其他非流動負債合計,其他非流動資產合計,其他非流動資產－其他,其他非流動資產－其他合計,其他預付費用,其他預收款,冷凍設備淨額,出租資產－其他淨額,出租資產－機器設備淨額,半成品,原始認列時指定為透過損益按公允價值衡量之金融負債－流動,原始認列時指定為透過損益按公允價值衡量之金融資產－流動,原料,員工福利負債準備－流動,售氣及輸氣設備淨額,商標權淨額,商譽,國外營運機構淨投資避險中屬有效避險部分之避險工具利益（損失）合計,國外營運機構財務報表換算之兌換差額合計,國外營運機構財務報表換算之兌換差額－採用權益法之子公司,土地成本,土地改良物淨額,土地淨額,土地－重估增（減）值,在建工程（營造業適用）合計,在製品,在途原物料,基金合計,天然資源淨額,存出保證金,存貨合計,存貨（建設業適用）淨額,存貨－其他行業淨額,存貨－製造業淨額,存貨－買賣業淨額,專利權,專利權淨額,專門技術淨額,庫藏股票,待出售非流動資產（淨額）,待分配予業主之非流動資產（或處分群組）淨額,待註銷股本股數,應付公司債,應付公司債合計,應付公司債溢（折）價,應付員工紅利,應付帳款,應付帳款合計,應付帳款－關係人合計,應付短期票券,應付短期票券合計,應付短期票券折價,應付票據,應付票據合計,應付票據－關係人合計,應付股利,應付董監事酬勞,應付薪資,應付設備款,應收帳款,應收帳款淨額,應收帳款－關係人淨額,應收收益,應收票據,應收票據淨額,應收票據－關係人淨額,應收退稅款,應計退休金負債（應付退休金費用）,房屋及建築成本,房屋及建築淨額,投資性不動產淨額,持有供交易之金融資產－流動,持有至到期日金融資產－流動淨額,持有至到期日金融資產－非流動淨額,指定按公允價值衡量之金融負債信用風險變動影響數總額,按攤銷後成本衡量之金融資產－流動淨額,按攤銷後成本衡量之金融資產－非流動淨額,採用權益法之投資淨額,普通股股本,景觀園藝淨額,暫付款,暫估應付帳款,暫收款,會計項目,有形探勘及評估資產淨額,未分配盈餘（或待彌補虧損）合計,未完工程及待驗設備,本期所得稅負債,本期所得稅資產合計,本期損益,模具設備淨額,機具設備淨額,機器設備成本,機器設備淨額,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,水電設備淨額,污染防治設備淨額,法定盈餘公積,流動負債合計,流動資產合計,淨確定福利負債-非流動,漁船設備淨額,無形探勘及評估資產淨額,無形資產合計,無活絡市場之債券債務工具投資-流動淨額,無活絡市場之債券投資－流動淨額,無活絡市場之債券投資－非流動淨額,無活絡市場之債務工具投資－非流動淨額,營業器具淨額（觀光飯店業適用）,物料,特別盈餘公積,特許權淨額,現金及約當現金合計,現金及約當現金總額,現金流量避險中屬有效避險部分之避險工具利益（損失）合計,生物資產－流動淨額,生物資產－非流動合計,當期所得稅負債,當期所得稅資產合計,發展中無形資產淨額,短期借款合計,確定福利計畫再衡量數總額,碼頭設備淨額,礦產資源淨額,租賃改良成本,租賃改良淨額,租賃資產淨額,約當現金,累積盈虧,累計折舊－房屋及建築,累計折舊－機器設備,累計折舊－租賃改良,累計折舊－辦公設備,股本合計,與待出售非流動資產直接相關之權益合計,船舶設備淨額,著作權淨額,裝卸設備淨額,製成品,試驗設備淨額,負債及權益總計,負債準備－流動合計,負債準備－非流動合計,負債總計,負債總額,資本公積合計,資本公積－受贈資產合計,資本公積－庫藏股票交易,資本公積－普通股股票溢價,資本公積－發行溢價合計,資本公積－認股權,資產總計,資產總額,辦公設備成本,辦公設備淨額,透過其他綜合損益按公允價值衡量之權益工具投資利益（損失）合計,透過其他綜合損益按公允價值衡量之金融資產－流動合計,透過其他綜合損益按公允價值衡量之金融資產－非流動合計,透過損益按公允價值衡量之金融負債－流動合計,透過損益按公允價值衡量之金融負債－非流動合計,透過損益按公允價值衡量之金融資產－流動合計,透過損益按公允價值衡量之金融資產－非流動合計,遊樂設備淨額,運輸設備淨額,遞延所得稅負債合計,遞延所得稅負債－土地增值稅,遞延所得稅負債－所得稅,遞延所得稅資產,重估增值合計,銀行借款,銀行存款,銀行長期借款,長期借款合計,長期應付票據及款項合計,長期應付票據及款項－關係人合計,長期應收票據及款項淨額,長期應收票據及款項－關係人淨額,零用金／週轉金,電腦軟體,電腦軟體淨額,電腦通訊設備淨額,非控制權益,非流動負債合計,非流動資產合計,預付保險費,預付款項合計,預付租金,預付設備款,預付貨款,預收款項合計,預收股本,預收股款（權益項下）之約當發行股數,預收貨款,飛航設備淨額
2013-04-30,1,2013,,,0.0,4741754,339,1785,0.0,0.0,2700653,0.0,0.0,0.0,0.0,,16875,40240.0,,553035,27865.0,344475.0,45801,45801,0.0,-90422,,12345,36410,22380,22380,0.0,,35186,0.0,0.0,145653,45270,1803,1803,23719,1109.0,0.0,0.0,0.0,162244,2431.0,472204,261248,,0.0,0.0,51936,0.0,-90422,-90422,141238,0.0,396173,254935,0.0,223642,0.0,0.0,0.0,13921,771743,0.0,0.0,771743,0.0,13168,13168,0.0,0,0.0,0.0,,,0.0,,112188.0,396160,396160,0.0,19999,19999,,4166,4166,0.0,,14012.0,,54495,864068,847193,0.0,,0,0,0.0,,145653.0,889667,715187,0.0,,0.0,0.0,,0.0,0.0,0.0,1629071,0.0,885,,9451,2013年03月31日,0.0,2177009,206109,,,325203,0.0,0.0,5040879,3190092,9098253,9098253,0,0.0,0.0,489944,1506298,5969513,,0.0,0.0,94655,,0.0,0.0,,0.0,106972,33700,0.0,,3772443.0,0.0,0.0,0.0,179250.0,0.0,0.0,338912,,0.0,,180717,134655,0.0,0.0,1851806,174480,1850787,46062,138360,1629071,0.0,0.0,0.0,0.0,57877,0.0,,0.0,0.0,,1803650.0,4858951,0.0,,4858951,4858951,,,10901903.0,237898,99538,0.0,0.0,0.0,2431.0,0.0,472204,0.0,0.0,0.0,86699,80951,5748,50711,0.0,338912,3770730,65000,65000,0.0,0.0,0.0,0.0,1713,7171,7171,0.0,0.0,297352,4932390,,23719,,29546.0,,1109,0.0,0,,0.0
2013-07-31,2,2013,,,0.0,4810834,7,1543,0.0,0.0,2217391,0.0,0.0,0.0,0.0,,21545,36308.0,0.0,1423022,29878.0,380956.0,34163,34163,0.0,-81351,,12353,35819,20888,20888,0.0,,35392,0.0,0.0,142260,46921,1741,1741,14248,1256.0,0.0,0.0,0.0,151886,0.0,488684,281256,,0.0,0.0,51936,0.0,-81351,-81351,141238,0.0,396173,254935,0.0,226642,0.0,0.0,0.0,14726,796171,0.0,0.0,796171,0.0,12074,12074,0.0,0,0.0,0.0,,,0.0,,140974.0,425819,426004,0.0,19991,19991,,4694,4694,0.0,814535.0,19826.0,,36853,1067221,1045676,0.0,,1185,1185,0.0,,142260.0,900889,713568,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1629071,0.0,420,185.0,9554,2013年06月30日,0.0,1562650,209732,,,656476,0.0,0.0,5286100,3268834,8624062,8624062,0,0.0,0.0,621041,2403551,6427661,,0.0,0.0,91180,,0.0,0.0,,0.0,115518,33700,0.0,,4011715.0,0.0,0.0,0.0,164819.0,0.0,0.0,352668,,0.0,,181711,128446,0.0,0.0,906174,187321,2017266,53265,147744,1629071,0.0,0.0,0.0,0.0,57177,0.0,,0.0,0.0,,2801609.0,4858951,0.0,,4858951,4858951,,,11425671.0,241825,94081,0.0,0.0,0.0,0.0,0.0,488684,0.0,0.0,0.0,86699,80951,5748,49075,0.0,352668,4010075,169099,169099,0.0,0.0,0.0,0.0,1640,6282,6282,0.0,0.0,398058,4998010,,14248,,30454.0,,1256,0.0,0,,0.0
2013-10-31,3,2013,,,,4853073,0,2666,,,2731723,0.0,,,,,23519,,,658002,309885.0,,54597,3469,,-102522,,16651,36354,19396,19396,0.0,,35018,,,138805,45198,1646,1646,16385,,0.0,0.0,0.0,103063,,11165,278568,,0.0,,51936,,-102522,-102522,141238,0.0,396173,254935,,237041,,,,21098,807449,,,807449,,10979,10979,,0,,,,,,,96592.0,484347,484347,,20000,19994,6.0,3143,3143,,,19869.0,162516.0,69140,1185674,1162155,,1247.0,21,21,,49881.0,138805.0,987054,789779,,,,,,,,,1629071,0.0,1336,0.0,13115,2013年09月30日,,2076982,204056,,,1170808,0.0,0.0,5425184,3228666,9117223,9117223,0,0.0,0.0,621041,1777278,6248627,,0.0,,96111,,,,,0.0,123032,33700,,,4154091.0,,,,147961.0,,,447180,,0.0,,202365,141619,0.0,,906174,197275,2196518,60746,156655,1629071,,0.0,,0.0,65745,0.0,,,,,2179521.0,4858951,,,4858951,4858951,,,11296744.0,249435,92780,,,,,,11165,,0.0,0.0,86699,80950,5749,53735,,447180,4152480,176739,176739,,,,,1611,13800,13800,0.0,,402243,5048117,1496.0,22795,449.0,22454.0,4465.0,870,0.0,0,870.0,0.0
2014-02-26,4,2013,,,0.0,4839506,0,2165,0.0,0.0,3121972,0.0,0.0,0.0,0.0,,23382,,0.0,676049,452529.0,,38212,8112,0.0,-91752,,15228,736643,17904,17904,0.0,,735296,0.0,0.0,187354,46844,1589,1589,14585,,0.0,0.0,0.0,117011,2083.0,317685,313079,,0.0,0.0,51936,0.0,-91752,-91752,141238,0.0,396173,254935,0.0,214566,,0.0,0.0,20107,844673,0.0,0.0,844673,0.0,9885,9885,0.0,0,0.0,0.0,,,0.0,,99500.0,451447,451453,0.0,20000,19994,6.0,6033,6033,0.0,,8000.0,58263.0,57757,1034945,1011563,0.0,1795.0,1232,1232,0.0,28305.0,187354.0,997885,788577,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1629071,0.0,1347,6.0,11005,2013年12月31日,0.0,2467231,196440,,,1583473,0.0,0.0,5560690,3232334,9518242,9518242,0,0.0,0.0,621041,1888444,6806069,,0.0,0.0,101451,,0.0,0.0,,0.0,107478,33700,0.0,,3839723.0,0.0,0.0,0.0,229149.0,0.0,0.0,488455,,0.0,,203906,135903,0.0,0.0,883758,209308,2328356,68003,166681,1629071,0.0,0.0,0.0,0.0,92539,0.0,,0.0,0.0,,2362495.0,4858951,0.0,,4858951,4858951,,,11880737.0,256760,90079,0.0,0.0,0.0,2083.0,0.0,317685,0.0,0.0,0.0,92415,80950,11465,86867,0.0,488455,3838039,194282,194282,0.0,0.0,0.0,0.0,1684,21726,21726,0.0,0.0,474051,5074668,990.0,16338,240.0,25148.0,523.0,2058,0.0,0,2058.0,0.0
2014-05-08,1,2014,,,0.0,4732487,0,1994,0.0,0.0,3435469,0.0,0.0,0.0,0.0,,25584,,0.0,600218,112543.0,247475.0,45412,3368,0.0,-61361,,19196,737654,16412,16412,0.0,,736221,0.0,0.0,185938,71108,1554,1554,10179,0.0,0.0,0.0,0.0,97498,698.0,318547,309828,,0.0,0.0,51936,0.0,-61361,-61361,141238,0.0,396173,254935,0.0,229055,,0.0,0.0,21673,824870,0.0,0.0,824870,0.0,8791,8791,0.0,0,0.0,0.0,,,0.0,,126853.0,428504,428504,0.0,0,0,0.0,3085,3085,0.0,,13373.0,52194.0,47780,1068201,1042617,0.0,1405.0,1192,1192,0.0,40639.0,185938.0,1009631,784761,0.0,,0.0,0.0,,0.0,0.0,0.0,1629071,0.0,1433,0.0,13079,2014年03月31日,0.0,2780728,81621,,,313497,0.0,0.0,5799909,3255349,9862130,9862130,0,0.0,0.0,621041,1716936,7172479,,0.0,0.0,96569,,0.0,0.0,,0.0,111835,33700,0.0,4191017.0,,0.0,0.0,0.0,285553.0,0.0,0.0,379682,,0.0,,205185,128991,0.0,0.0,2467231,224870,2544560,76194,181160,1629071,0.0,0.0,0.0,0.0,76654,0.0,,0.0,0.0,,2290224.0,4858951,0.0,,4858951,4858951,,,12152354.0,266752,85592,0.0,0.0,0.0,698.0,0.0,318547,0.0,0.0,0.0,92415,80950,11465,79711,0.0,379682,4189687,294935,294935,0.0,0.0,0.0,0.0,1330,19430,19430,0.0,0.0,573288,4979875,670.0,11170,27.0,47881.0,294.0,4123,,0,4123.0,0.0
2014-08-13,2,2014,,,0.0,4586180,0,2416,0.0,0.0,2661241,0.0,0.0,0.0,0.0,,31340,,0.0,1856837,434484.0,,33354,3648,0.0,-87707,,26516,736554,14920,14920,0.0,,735502,0.0,0.0,184534,182425,1453,1453,13285,0.0,0.0,0.0,0.0,92989,0.0,614256,289117,,0.0,0.0,51936,0.0,-87707,-87707,141238,0.0,396173,254935,0.0,240759,,0.0,0.0,22004,787347,0.0,0.0,787347,0.0,7697,7697,0.0,0,0.0,0.0,0.0,2000000.0,1940464.0,-59536.0,156825.0,437486,437486,0.0,20000,19992,8.0,3263,3263,0.0,1140349.0,19382.0,58053.0,47744,1294157,1262817,0.0,1725.0,3982,3982,0.0,27981.0,184534.0,1001637,765732,0.0,,0.0,0.0,,0.0,0.0,0.0,1629071,0.0,1052,0.0,18431,2014年06月30日,0.0,1790100,115592,,,679618,0.0,0.0,5823044,3094770,9128956,9128956,0,0.0,0.0,779389,3007304,9700819,,0.0,0.0,92364,,0.0,0.0,,0.0,98874,91752,0.0,6246215.0,,0.0,0.0,0.0,187104.0,0.0,0.0,476106,,0.0,,206422,122069,0.0,0.0,1110482,235905,2728274,84353,190224,1629071,0.0,0.0,0.0,0.0,65608,0.0,,0.0,0.0,,5519058.0,4926351,0.0,51647.0,4807304,4807304,67400.0,,14648014.0,282068,91844,0.0,0.0,0.0,0.0,0.0,614256,0.0,0.0,0.0,92415,80950,11465,86226,0.0,476106,6244919,294341,294341,0.0,0.0,0.0,0.0,1296,17811,17811,0.0,0.0,2511754,4947195,110.0,16294,638.0,158968.0,2261.0,5669,,0,5669.0,0.0
2014-10-31,3,2014,,,0.0,4667057,53,2613,0.0,0.0,3156456,0.0,0.0,0.0,0.0,,37872,,0.0,850961,525457.0,,59589,2535,0.0,-64281,,16917,736831,13428,13428,0.0,,736299,0.0,0.0,182468,23969,1715,1715,14397,0.0,0.0,0.0,0.0,121233,8384.0,612479,313284,,0.0,0.0,51936,0.0,-64281,-64281,141238,0.0,396173,254935,0.0,293097,,0.0,0.0,22254,900905,0.0,0.0,900905,0.0,6603,6603,0.0,0,0.0,0.0,0.0,2000000.0,1945685.0,-54315.0,198187.0,527689,528044,0.0,20000,19995,5.0,5145,5145,0.0,,20289.0,58877.0,48151,1354991,1317119,0.0,2903.0,1288,1288,0.0,54151.0,182468.0,1010421,760824,0.0,,0.0,0.0,,0.0,0.0,0.0,1629071,0.0,479,355.0,12954,2014年09月30日,0.0,2285315,241780,,,1174833,0.0,0.0,6006561,3065574,9647597,9647597,0,0.0,0.0,779389,2064930,10568599,,0.0,0.0,87946,,0.0,0.0,,0.0,113754,91752,0.0,6923462.0,,0.0,0.0,0.0,150574.0,0.0,0.0,484910,,0.0,,206683,114059,0.0,0.0,1110482,249597,2940987,92624,206002,1629071,0.0,0.0,0.0,0.0,59537,0.0,,0.0,0.0,,5780223.0,4926351,0.0,51647.0,4807304,4807304,67400.0,,15427820.0,294649,88647,0.0,0.0,0.0,8384.0,0.0,612479,0.0,0.0,0.0,92415,80950,11465,80249,0.0,484910,6922178,1494725,1494725,0.0,0.0,0.0,0.0,1284,15979,15979,0.0,0.0,3715293,4859221,1497.0,16926,442.0,0.0,590.0,1350,,0,1350.0,0.0
2015-02-26,4,2014,,,0.0,4857507,22,2388,0.0,0.0,3485888,0.0,0.0,0.0,0.0,,28508,,0.0,776976,505389.0,,31826,2108,0.0,-14183,,15349,39011,11936,11936,0.0,,37767,0.0,0.0,190269,26713,2159,2159,14650,0.0,0.0,0.0,0.0,193339,2824.0,813617,339748,,0.0,0.0,51936,0.0,-14183,-14183,149131,0.0,404066,254935,0.0,197522,,0.0,0.0,24554,920073,0.0,0.0,920073,0.0,5509,5509,0.0,0,0.0,0.0,0.0,2000000.0,1950920.0,-49080.0,106500.0,360641,360641,0.0,20000,19994,6.0,14658,14658,0.0,,8000.0,75348.0,81739,1094275,1065767,0.0,2389.0,1203,1203,0.0,27329.0,190269.0,1149286,856345,0.0,,0.0,0.0,,0.0,0.0,0.0,1629071,0.0,1222,0.0,11969,2014年12月31日,0.0,2614747,320332,,,1510642,0.0,0.0,6138813,3099405,10027127,10027127,0,0.0,0.0,779389,1824163,10505563,,0.0,0.0,85692,,0.0,0.0,,0.0,115797,91752,0.0,7614055.0,,0.0,0.0,0.0,230759.0,0.0,0.0,402962,,0.0,,139244,81126,0.0,0.0,1104105,292941,3039408,58118,222584,1629071,0.0,0.0,0.0,0.0,73667,0.0,,0.0,0.0,,5565860.0,4926351,0.0,51647.0,4807304,4807304,67400.0,,15592987.0,318817,96233,0.0,0.0,0.0,2824.0,0.0,813617,0.0,0.0,0.0,108154,80950,27204,117512,0.0,402962,7612913,1492354,1492354,0.0,0.0,0.0,0.0,1142,16311,16311,0.0,0.0,3741697,5087424,1035.0,20011,243.0,0.0,4083.0,992,,0,992.0,0.0
2015-05-15,1,2015,,,0.0,4842956,55,1727,0.0,0.0,3695030,0.0,0.0,0.0,0.0,,16521,,0.0,653192,133666.0,258351.0,43771,1428,0.0,-27585,0.0,15874,39077,10444,10444,0.0,,37491,0.0,0.0,188495,25740,2112,2112,12977,,0.0,0.0,0.0,147901,0.0,968765,313630,,0.0,0.0,51936,0.0,-27585,-27585,149131,0.0,404066,254935,0.0,229742,,0.0,,23628,846540,0.0,0.0,846540,0.0,4414,4414,0.0,0,0.0,0.0,0.0,2000000.0,1956169.0,-43831.0,127885.0,335445,335445,0.0,20000,19996,4.0,10986,10986,0.0,,11497.0,57334.0,64459,1077489,1060968,0.0,3802.0,2549,2549,0.0,38541.0,,1144788,837164,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1629071,0.0,1531,,12913,2015年03月31日,0.0,2823889,449436,264280.0,0.0,209142,0.0,0.0,6227470,2988435,10222867,10222867,0,0.0,0.0,779389,1742203,10635454,188495.0,0.0,0.0,82493,0.0,,,0.0,0.0,104574,91752,0.0,,7652409.0,0.0,0.0,0.0,,,0.0,442430,0.0,0.0,0.0,139168,75509,0.0,,2614747,307624,3239035,63659,231173,1629071,0.0,0.0,0.0,0.0,50693,0.0,15704155.0,0.0,0.0,5481288.0,,4926351,0.0,51647.0,4807304,4807304,67400.0,15704155.0,,319519,88346,0.0,0.0,0.0,0.0,0.0,968765,0.0,0.0,0.0,104385,80950,23435,117512,0.0,442430,7651261,1490036,1490036,0.0,0.0,0.0,0.0,1148,15699,15699,0.0,0.0,3739085,5068701,712.0,21375,26.0,0.0,7660.0,1234,,0,1234.0,0.0
2015-08-13,2,2015,,287947.0,287947.0,5252280,0,2165,0.0,0.0,2902199,0.0,0.0,0.0,0.0,,17345,,0.0,1713445,464701.0,,34793,2146,0.0,-44307,0.0,305088,38051,8952,8952,0.0,5000.0,36964,5000.0,0.0,186147,30783,2059,2059,16390,,0.0,0.0,0.0,148660,4851.0,1165762,291237,,0.0,0.0,51936,0.0,-44307,-44307,149131,0.0,404066,254935,0.0,254440,,0.0,,23724,836130,0.0,0.0,836130,0.0,3320,3320,0.0,0,0.0,0.0,0.0,2000000.0,1961431.0,-38569.0,149642.0,437743,437743,0.0,20000,19999,1.0,5011,5011,0.0,977442.0,15171.0,65681.0,40808,1391794,1374449,0.0,4511.0,3072,3072,0.0,28136.0,,1134610,816335,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1629071,0.0,1087,,12664,2015年06月30日,0.0,1938046,982674,218683.0,0.0,393753,0.0,0.0,6347733,2898082,9413314,9413314,0,0.0,0.0,930453,3050651,10293039,186147.0,0.0,0.0,77327,0.0,,,0.0,0.0,95534,33700,0.0,,6816934.0,0.0,0.0,0.0,,,0.0,345831,0.0,0.0,0.0,139564,70369,0.0,,1544293,318275,3449651,69195,239141,1629071,0.0,0.0,0.0,0.0,46259,0.0,15771684.0,0.0,0.0,6358370.0,,4926351,0.0,51647.0,4807304,4807304,67400.0,15771684.0,,319895,80754,0.0,0.0,0.0,4851.0,0.0,1165762,0.0,0.0,0.0,100390,80950,19440,118255,0.0,345831,6815962,1059751,1059751,0.0,0.0,0.0,0.0,972,13119,13119,0.0,0.0,3307719,5478645,137.0,23848,672.0,0.0,6649.0,2312,,0,2312.0,0.0
