date,season,year,一年或一營業週期內到期長期借款,一年或一營業週期內到期長期負債合計,不動產、廠房及設備合計,保留盈餘合計,備抵呆帳－應收帳款、分期帳款及租賃款,備抵銷售退回及折讓,共同控制下前手權益,其他應付款合計,其他應付款－其他,其他應收款淨額,其他應收款－其他,其他權益合計,其他流動負債合計,其他流動負債－其他,其他流動資產合計,其他流動資產－其他,其他無形資產,其他無形資產淨額,其他設備成本,其他設備淨額,其他金融資產－流動,其他非流動負債合計,其他非流動資產合計,其他非流動資產－其他,其他非流動資產－其他合計,其他預付款,其他預付費用,半成品,原始認列時指定為透過損益按公允價值衡量之金融資產－流動,原料,國外營運機構財務報表換算之兌換差額 －母公司,國外營運機構財務報表換算之兌換差額合計,在製品,存入保證金,存出保證金,存貨合計,存貨－製造業淨額,庫存現金,庫藏股票,待分配股票股利,待註銷股本股數,應付帳款,應付帳款合計,應付帳款－關係人,應付帳款－關係人合計,應付股利,應付董監事酬勞,應付薪資,應付設備款,應付退休金費用,應收帳款,應收帳款淨額,應收票據,應收票據淨額,房屋及建築成本,房屋及建築淨額,投資性不動產淨額,持有供交易之金融資產－流動,普通股股本,暫估應付費用,會計項目,未分配盈餘（或待彌補虧損）合計,未完工程及待驗設備,本期所得稅負債,本期所得稅資產合計,機器設備成本,機器設備淨額,機器設備－重估增（減）值,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,流動負債合計,流動資產合計,消耗性生物資產－流動,消耗性生物資產－非流動,無形資產合計,無活絡市場之債券債務工具投資-流動,無活絡市場之債券債務工具投資-流動淨額,無活絡市場之債券投資－流動,無活絡市場之債券投資－流動淨額,現金及約當現金合計,現金及約當現金總額,生物資產－流動淨額,生物資產－非流動合計,生產性生物資產－流動,留抵稅額,當期所得稅負債,短期借款合計,租賃改良成本,租賃改良淨額,約當現金,累積盈虧,累計折舊－其他設備,累計折舊－房屋及建築,累計折舊－機器設備,累計折舊－租賃改良,累計折舊－運輸設備,累計減損－機器設備,股本合計,製成品,負債及權益總計,負債總計,負債總額,資本公積合計,資本公積－普通股股票溢價,資本公積－發行溢價合計,資產總計,資產總額,農產品,透過損益按公允價值衡量之金融資產－流動合計,運輸設備成本,運輸設備淨額,遞延所得稅負債合計,遞延所得稅負債－其他,遞延所得稅負債－所得稅,遞延所得稅資產,銀行借款,銀行存款,銀行長期借款,長期借款合計,長期遞延收入,長期預付租金,非控制權益,非流動負債合計,非流動資產合計,預付款項合計,預付租金,預付設備款,預付貨款,預收款項合計,預收股款（權益項下）之約當發行股數,預收貨款
2013-05-13,1,2013,,,227637,236515,0.0,741.0,,78670,71056,629,,15164,6632,0,8832,147,2684.0,2684.0,33437.0,25678.0,8685,8061,21444,0.0,0,,,1451.0,,49223.0,15164.0,15164,,8061,275,76852,76852.0,391.0,0.0,,,113532.0,113532,,,,,,7614,,94146.0,93405,,,177081.0,156886.0,,,176400,,2013年03月31日,221561,2992.0,,,48819.0,37708.0,-11111.0,490150,488188,0,14954,298896,546811,4128.0,0.0,2684,,,,24015.0,,293355.0,4128,0.0,,,25088.0,74974,,,,,7759.0,20195.0,,,2848.0,,176400,26178.0,,,313872.0,60109,60109.0,60109,,804022.0,0.0,,7221.0,4373.0,6915,6915.0,,5446,74974.0,292964.0,0.0,0.0,,20276,1962,14976,257211,45595,,893,45595.0,6632,0,6632.0
2013-08-09,2,2013,0.0,0.0,249259,261956,754.0,,0.0,139158,130894,919,919.0,24266,11701,48,17586,154,2456.0,2456.0,42814.0,33083.0,17432,11495,27345,6408.0,6408,,,,,53120.0,24266.0,24266,2025.0,11495,415,81485,81485.0,308.0,,,,173023.0,173023,,,,,,8264,,128687.0,127933,11465.0,11465.0,180215.0,156632.0,0.0,,176400,,2013年06月30日,237700,15603.0,,,51860.0,38897.0,,524812,522731,0,24256,387805,646018,,,2456,,,24440.0,24440.0,,326141.0,4037,,4037.0,,19221.0,44702,,,73500.0,237700.0,9731.0,23583.0,,,3366.0,12963.0,176400,26340.0,,,405161.0,60109,60109.0,60109,,929973.0,,,8410.0,5044.0,5861,,5861.0,4895,44702.0,252333.0,0.0,0.0,,20522,2081,17356,283955,52012,,0,52012.0,11653,0,11653.0
2013-11-08,3,2013,,,267820,333613,1515.0,,,126268,18408,1383,1383.0,18001,9594,1,15069,222,2411.0,2411.0,52089.0,40191.0,14847,15878,67799,7107.0,7107,0.0,14284.0,,,53514.0,18001.0,18001,1745.0,15878,411,88930,88930.0,263.0,,,,200415.0,200415,,,,6080.0,33946.0,1058,21583.0,120944.0,119429,21749.0,21749.0,178187.0,151874.0,,,176400,45193.0,2013年09月30日,309357,31815.0,,,53932.0,39467.0,,590401,588123,0,24256,443676,721053,,,2411,,,,,,423590.0,4086,,4086.0,0.0,27425.0,79974,,,97188.0,309357.0,11898.0,26313.0,14465.0,,3842.0,,176400,33671.0,,,474053.0,60109,60109.0,60109,,1064454.0,,,8315.0,4473.0,14499,,14499.0,5371,79974.0,326139.0,0.0,0.0,,20180,2278,30377,343401,46817,,40101,32533.0,9593,0,9593.0
2014-03-14,4,2013,,,284158,371979,1421.0,,0.0,140281,24048,1391,1391.0,29133,11733,0,18367,182,2440.0,2440.0,60576.0,45691.0,18185,18114,59297,7003.0,7003,0.0,16784.0,,148477.0,57954.0,29133.0,29133,2769.0,18114,405,90162,90162.0,242.0,0.0,,,108485.0,108485,,,,2910.0,37038.0,1197,23309.0,91936.0,90515,10598.0,10598.0,181357.0,151525.0,,,176400,51779.0,2013年12月31日,347723,37625.0,,,61577.0,45044.0,,639858,637621,0,24256,365768,689457,,,2440,,,,,,278068.0,4349,,4349.0,,15539.0,89730,,,36515.0,347723.0,14885.0,29832.0,16533.0,,4409.0,,176400,29439.0,,,398639.0,60109,60109.0,60109,,1038497.0,,148477.0,8682.0,4273.0,14757,,14757.0,3145,89730.0,241311.0,0.0,0.0,,20425,2237,32871,349040,47530,454.0,31464,30292.0,11733,0,11733.0
2014-05-06,1,2014,,,299934,428570,0.0,,,111704,110244,1486,,25820,10029,1105,16409,273,,2610.0,72124.0,54064.0,16136,20328,65666,,8091,157.0,13663.0,,,67789.0,25820.0,25820,3615.0,20328,404,104878,104878.0,262.0,,,,,115055,,,,,,1460,,102698.0,102698,7595.0,7595.0,180657.0,147903.0,,,176400,,2014年03月31日,404314,46937.0,,,65105.0,47060.0,,693262,690899,0,24256,384308,735451,,,2610,,,,0.0,315631.0,,4437,,,,19786.0,127734,,,12168.0,,18060.0,32754.0,18045.0,,4896.0,,176400,33474.0,,,411379.0,60109,60109.0,60109,,1104641.0,,149724.0,8866.0,3970.0,6743,,6743.0,980,,303201.0,,,,20233,2363,27071,369190,32593,452.0,36938,18321.0,8924,0,
2014-08-08,2,2014,,,319766,344902,0.0,,,214019,212192,3160,3160.0,12842,15006,4648,19361,292,2548.0,2548.0,91482.0,69859.0,19069,26017,91125,,9803,,,,197621.0,65153.0,12842.0,12842,3497.0,26017,6642,108479,108479.0,139.0,,70560.0,0.0,161649.0,161649,,,,,,1827,,143149.0,143149,7457.0,7457.0,184534.0,149313.0,,,176400,,2014年06月30日,299001,23792.0,,,92528.0,72460.0,,667355,664813,0,45901,547433,843318,,,2548,,,0.0,0.0,311262.0,,4283,,4283.0,,31643.0,125116,,,0.0,299001.0,21623.0,35221.0,20068.0,,5309.0,,246960,39829.0,,,590112.0,60109,60109.0,60109,,1257467.0,,197621.0,9651.0,4342.0,16662,16662.0,,710,125116.0,311123.0,,,,19755,2542,42679,414149,48546,444.0,54925,48102.0,10358,0,10358.0
2014-11-07,3,2014,,,361836,424208,1870.0,,,155272,154058,1985,1985.0,30933,6250,391,13723,338,2833.0,2833.0,109456.0,82764.0,13385,28831,73176,7588.0,7588,56859.0,,,204403.0,69748.0,30933.0,30933,3187.0,28831,8509,128495,128495.0,174.0,,,0.0,147479.0,147479,,,,,,1214,,154528.0,152658,0.0,0.0,202388.0,162351.0,,,246960,,2014年09月30日,378307,29955.0,,,105245.0,81741.0,,764918,762210,0,45901,527382,908965,,,2833,,,,,345973.0,,4414,,4414.0,,29853.0,188528,,,90736.0,378307.0,26692.0,40037.0,23504.0,,5986.0,,246960,55560.0,,,583087.0,60109,60109.0,60109,,1348005.0,,204403.0,11011.0,5025.0,26874,26874.0,,1195,188528.0,255063.0,,,,20146,2708,55705,439040,57314,455.0,36933,,5859,0,5859.0
2015-03-02,4,2014,,,367273,456456,1560.0,,,183657,177440,3201,3201.0,55804,11160,619,16377,653,2802.0,2802.0,111016.0,80114.0,15724,30818,135807,7315.0,7315,3011.0,20674.0,,213500.0,88665.0,55804.0,55804,4505.0,30818,56582,141149,141149.0,612.0,,,0.0,120243.0,120243,,,,,,6217,,116690.0,115130,0.0,0.0,214338.0,168589.0,,,246960,,2014年12月31日,410555,23064.0,,,116661.0,90934.0,,822132,819329,0,45901,522613,898716,,,2802,,,30552.0,30552.0,319280.0,,4704,,4704.0,,11913.0,195640,,,0.0,410555.0,30902.0,45749.0,25727.0,,6791.0,,246960,47979.0,,,586128.0,60109,60109.0,60109,,1408260.0,,213500.0,11363.0,4572.0,32697,32697.0,,3662,195640.0,318668.0,,,,28301,2803,63515,509544,54823,470.0,43609,30668.0,10541,0,10541.0
2015-05-08,1,2015,,,369518,503724,1546.0,,,142735,140481,3577,3577.0,48038,8981,0,24118,392,2669.0,2669.0,118943.0,81536.0,23726,32916,175070,6918.0,6918,5206.0,18200.0,,113031.0,94107.0,48038.0,48038,5017.0,32916,18201,148644,148644.0,636.0,,,0.0,118144.0,118144,,,,,,2254,,131630.0,130084,1614.0,1614.0,227505.0,177730.0,,,246960,,2015年03月31日,457823,8834.0,15592.0,,125150.0,96165.0,,861850,858831,0,45901,580010,961044,,,2669,30264.0,30264.0,,,,454368.0,4656,,4656.0,,,294558,,,0.0,457823.0,37407.0,49775.0,28985.0,,7265.0,,246960,49520.0,1512894.0,651044.0,,60109,60109.0,60109,1512894.0,,,113031.0,12518.0,5253.0,38118,38118.0,,4593,294558.0,453732.0,,,,96907,3019,71034,551850,50688,2033.0,53044,25249.0,8981,0,8981.0
2015-08-07,2,2015,,,399641,425359,1524.0,,,290476,151073,5573,,35673,15888,4471,56445,400,,,148220.0,104443.0,56045,35988,193178,,6326,9690.0,23744.0,,,113028.0,,35673,5417.0,35988,2101,184956,184956.0,423.0,,24696.0,0.0,,181076,,,135828.0,,,3575,,192233.0,190709,,845.0,224303.0,170321.0,,142466.0,246960,,2015年06月30日,355134,11762.0,30429.0,2113.0,139950.0,107853.0,,811626,792797,0,70225,791995,1086492,,,2221,89514.0,89514.0,,,,335528.0,4497,,4497.0,,,274126,,,,,43777.0,53982.0,32097.0,,7101.0,,271656,66511.0,1685173.0,873547.0,,60109,60109.0,60109,1685173.0,,,142466.0,12363.0,5262.0,45564,,,3641,274126.0,335105.0,,,,152688,18829,81552,598681,73846,3183.0,32063,37229.0,11417,0,
