date,season,year,一年或一營業週期內到期長期借款,一年或一營業週期內到期長期負債合計,不動產、廠房及設備合計,保留盈餘合計,備抵呆帳－應收帳款、分期帳款及租賃款,其他應付款合計,其他應付款－其他,其他應付費用,其他應收款淨額,其他應收款－其他,其他權益合計,其他流動負債合計,其他流動負債－其他,其他流動資產合計,其他流動資產－其他,其他設備淨額,其他金融資產－其他－非流動,其他金融資產－流動,其他金融資產－非流動合計,其他非流動負債合計,其他非流動負債－其他,其他非流動資產合計,其他非流動資產－其他,其他非流動資產－其他合計,其他預付款,原料,國外營運機構財務報表換算之兌換差額合計,在製品,存入保證金,存出保證金,存貨合計,存貨－製造業淨額,專利權淨額,庫存現金,庫藏股票,待註銷股本股數,應付利息,應付員工紅利,應付帳款,應付帳款合計,應付營業稅,應付租賃款－流動,應付股利,應付董監事酬勞,應付薪資,應付設備款,應付退休金費用,應收帳款,應收帳款淨額,應收帳款－關係人,應收帳款－關係人淨額,應收所得稅退稅款,應收收益,應收退稅款,應計退休金負債（應付退休金費用）,房屋及建築淨額,採用權益法之投資,採用權益法之投資淨額,普通股股本,會計項目,未分配盈餘（或待彌補虧損）合計,本期所得稅負債,本期所得稅資產合計,機器設備淨額,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,流動負債合計,流動資產合計,淨確定福利負債-非流動,無形資產合計,無活絡市場之債券債務工具投資-流動,無活絡市場之債券債務工具投資-流動淨額,特別股股本,現金及約當現金合計,現金及約當現金總額,當期所得稅負債,當期所得稅資產合計,短期借款合計,租賃改良淨額,租賃資產淨額,約當現金,股本合計,製成品,負債及權益總計,負債準備－流動合計,負債總計,負債總額,資本公積合計,資產總計,資產總額,辦公設備淨額,運輸設備淨額,遞延所得稅負債合計,遞延所得稅負債－所得稅,遞延所得稅資產,銀行存款,銀行長期借款,銷貨退回及折讓之短期負債準備,長期借款合計,長期遞延收入,長期預付租金,零用金／週轉金,電腦軟體淨額,非流動負債合計,非流動資產合計,預付款項合計,預付設備款,預收款項合計,預收股款（權益項下）之約當發行股數
2015-09-16,4,2014,,20548,769714,472857,6635,523677,224057,35767,143753,126457,74648,28661,8113,46703,4,23803,,46699,,4761,,236685,,179433,27073,55020,74648,31681,826,,121417,121417,607,,0,0,223,,,207508,35595,0,,,144814,74726,8495,394744,388109,9199,9199,31,0,17296,3935,242879,47778,47778,413,2014年12月31日,,,,488892,1623796,1623796,0,,798461,1426628,,2104,,,2403,690343,,31521,31,0,9312,0,,2816,34716,,7094,,859601,1073475,,2483397,3899,929,238,238,488,689916,56141,7094,56141,,57252,427,1497,61140,1056769,27073,,,0
2016-03-14,4,2015,,21111,807281,1015094,8122,382296,116956,49644,92064,85009,74833,40762,19651,35341,0,27402,,35341,,28609,22025,104455,49846,49846,44592,58082,74833,55113,809,,132296,132296,0,,0,,21,43508,,265054,14824,,,17403,81312,48476,10152,490060,481938,7687,7687,19,665,6390,,219582,46698,46698,941027,2015年12月31日,,81873,19,545474,2177894,2177894,0,,778643,2035798,5775,1619,,196950,0,,1044911,,,,7482,0,98475,941027,19101,2995976,8658,818082,,146940,2995976,,6624,717,274,,125,945956,,8658,10556,,54609,480,1619,39439,960178,44592,,,0
2016-05-03,1,2016,0,0,778451,1150130,8067,320060,,,72625,71905,54868,21617,759,22,22,25157,2337,0,2337,26110,19591,121312,4425,4425,44955,61421,54868,51286,708,4897,123296,123296,0,471,,,,,266110,266110,,,,,,,,488795,480728,5874,5874,,720,0,,211999,47469,47469,941027,2016年03月31日,,98654,12,526492,2292965,2292965,0,,711409,2079661,5811,1372,,289665,0,,1062484,,,,7082,,0,941027,10589,3030484,4968,737519,,146940,3030484,,6210,1511,0,,2219,1062013,0,4968,0,,53482,,1372,26110,950823,44955,56171,20858,0
2016-08-10,2,2016,0,0,703292,934995,7879,696786,125220,72609,49157,48011,-456,18252,18252,0,,22901,,0,,23699,,182622,5253,5253,,,-456,,695,4803,97440,97440,0,,,,,,,269370,19790,,351947,,66917,50152,10151,513738,505859,4525,4525,,1146,0,,202860,,44995,1066507,2016年06月30日,880587,58831,9,462425,2625582,2625582,0,54408,1054320,2769162,5847,1127,290474,290474,,,1775095,,,,6681,,535765,1066507,,3703601,11081,1078019,,624536,3703601,,6179,2246,0,,2403,1238833,0,11081,0,17157,51933,497,1127,23699,934439,46603,120633,,0
2016-11-07,3,2016,,0,731177,1049405,,441966,,,111990,,-57123,16457,16457,0,,,,0,,21281,15397,234544,,178996,,,,,,,128155,,,,,,,,,355973,,,,,,,,,520621,,6167,,,,,,,48499,1066507,2016年09月30日,994997,50324,11,,2683325,2683325,0,54408,869414,2555533,5884,1374,,282240,,,1427699,,,,,,,1066507,,3574020,4694,890695,,624536,3574020,,,,0,,2893,,,,0,,55548,,,21281,1018487,78650,,,0
