date,season,year,一年或一營業週期內到期長期負債合計,不動產、廠房及設備合計,保留盈餘合計,備供出售金融資產－非流動淨額,其他應付款合計,其他應付款－其他,其他應收款淨額,其他權益合計,其他流動負債合計,其他流動負債－其他,其他流動資產合計,其他流動資產－其他,其他金融資產－流動,其他非流動負債合計,其他非流動資產合計,其他非流動資產－其他合計,商譽,存入保證金,存出保證金,存貨合計,庫藏股票,待分配股票股利,待註銷股本股數,應付帳款合計,應付短期票券合計,應付票據合計,應付租賃款－非流動,應付股利,應收帳款淨額,應收帳款－關係人淨額,應收票據淨額,應收票據－關係人淨額,應計退休金負債（應付退休金費用）,普通股股本,會計項目,未分配盈餘（或待彌補虧損）合計,本期所得稅負債,本期所得稅資產合計,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,流動負債合計,流動資產合計,淨確定福利負債-非流動,無形資產合計,特別盈餘公積,現金及約當現金合計,現金及約當現金總額,當期所得稅負債,當期所得稅資產合計,短期借款合計,股本合計,負債及權益總計,負債總計,負債總額,資本公積合計,資產總計,資產總額,透過損益按公允價值衡量之金融負債－流動合計,透過損益按公允價值衡量之金融資產－流動合計,遞延所得稅負債合計,遞延所得稅資產,長期借款合計,長期應付票據及款項合計,長期預付租金,電腦軟體淨額,非控制權益,非流動負債合計,非流動資產合計,預付款項合計,預付設備款,預收股款（權益項下）之約當發行股數
2013-05-03,1,2013,351800,5035450,3233225,123194,558426,558426,46571,-12415,417515,65715,125919,95644,30275.0,383038,124794,9530,35759,7945,24246,2076537,0.0,,,788264,29963.0,1692.0,,,1069168,506150,68387,66560,375093.0,3534562,2013年03月31日,1532769,,,6893238,6893238,0,809744,2791922,6576563,,43774,890712,,2508490.0,96937.0,,899125,3534562,,,5137097.0,137866,,12030335.0,0.0,0.0,678137,126560,1284000,,91018,8015,0.0,2345175,5453772,108781,,0
2013-08-14,2,2013,343500,5134117,2776345,122463,1064496,1064496,14064,19061,431247,87747,152272,122272,30000.0,377662,134061,18633,35759,3142,24493,2086097,0.0,106037.0,,673812,0.0,9508.0,,,974810,420447,80219,88203,374520.0,3534562,2013年06月30日,1390749,,,6573871,6573871,0,880484,3057222,6362196,,44363,505112,,2425460.0,57610.0,,820000,3640599,,,5322354.0,137866,,11896225.0,549.0,0.0,706470,99025,1181000,,90935,8604,,2265132,5534029,120624,,0
2013-11-11,3,2013,395583,5215344,2964853,109796,565477,565477,5353,-54870,458108,62525,153475,123905,29570.0,377988,157961,4669,35759,3378,25306,2070079,,,,788248,89931.0,564.0,,,1107927,484344,58996,34718,374610.0,3640599,2013年09月30日,1579257,,,6688448,6688448,0,880484,2932969,6534351,,43219,505112,,2518333.0,70641.0,,960000,3640599,,,5474577.0,137866,,12163025.0,,0.0,727703,102354,1435917,,89024,7460,,2541608,5628674,101126,38962.0,0
2014-03-06,4,2013,420333,5377892,3224579,99918,669138,669138,2276,-22639,455598,35265,133102,103297,29805.0,348382,172612,4597,35759,3625,25413,2068272,,,,737519,0.0,,,,1005722,391032,84658,38804,344757.0,3640599,2013年12月31日,1839305,,,6980405,6980405,0,880484,2822781,6696032,,42436,504790,,2865988.0,110526.0,,850000,3640599,,,5493517.0,137866,,12473922.0,,0.0,723027,85032,1599327,,89106,6677,,2670736,5777890,106178,53496.0,0
2014-05-09,1,2014,480508,5481224,3489329,97271,619439,619439,3738,84152,547053,66545,166011,135541,30470.0,317310,204753,4415,35759,3386,25820,2091215,,,0.0,779154,0.0,1876.0,1821.0,,1264597,509430,73727,51454,312103.0,3640599,2014年03月31日,2104055,,,7351946,7351946,0,880484,2871733,7016282,,41585,504790,2738547.0,,113701.0,,810000,3640599,,,5574686.0,137866,,12926632.0,510.0,,764670,85517,1620973,1821.0,90481,5826,,2702953,5910350,117563,84037.0,0
2014-08-08,2,2014,430508,5548660,3105450,83165,1190626,680942,4287,-39022,483315,52807,207154,105252,101902.0,317306,199952,4181,35759,3382,25372,2022833,,109218.0,0.0,745119,119972.0,1251.0,1821.0,509684.0,1052201,469092,62879,34728,312103.0,3640599,2014年06月30日,1640293,,,6954111,6954111,0,960367,3395017,7105990,,40689,504790,3167177.0,,44581.0,,810000,3749817,,,6110763.0,137866,,13064874.0,153.0,,812727,86418,1585713,1821.0,88071,4930,,2715746,5958884,85639,82328.0,0
2014-11-11,3,2014,478327,5691251,3328433,76796,714693,714693,4615,66842,524079,45752,210156,136378,73778.0,317207,210011,4116,35759,3388,25814,1971505,,,0.0,767948,0.0,1242.0,1841.0,,1202509,526809,84345,39905,311978.0,3749817,2014年09月30日,1863276,,,7282958,7282958,0,960367,2976823,6985778,,40716,504790,2771250.0,,38861.0,43903.0,930000,3749817,,,5798907.0,137866,,13081865.0,,,847343,77313,1657534,1841.0,89083,4957,,2822084,6096087,130781,90998.0,0
2015-03-10,4,2014,352470,5739233,3598681,84929,682653,682653,2651,321115,413079,60609,104523,104523,0.0,292618,236790,4086,35759,3396,26251,1761559,,,0.0,640931,,,,,1068867,406923,76473,36515,289222.0,3749817,2014年12月31日,2133524,,,7807479,7807479,0,960367,2836747,7356546,,40355,504790,3798181.0,,60084.0,,1040000,3749817,,,5721816.0,137866,,13529295.0,,,824121,71442,1768330,,92034,4596,,2885069,6172749,100854,114419.0,0
2015-05-12,1,2015,399467,5743882,3883088,81761,753063,753063,2649,244512,467195,67728,47061,47061,0.0,251823,242705,3870,35759,7887,26033,1881183,,,,723973,89942.0,1876.0,0.0,,1347871,509057,72576,19819,,3749817,2015年03月31日,2417931,68679.0,,8015283,8015283,0,960367,3044728,7630382,243936.0,39951,504790,,3641446.0,,,940000,3749817,13801297.0,5786014.0,,137866,13801297.0,,0.0,,859330,62616,1630133,0.0,94467,4192,,2741286,6170915,108720,118335.0,0
2015-08-07,2,2015,461677,5725785,3390480,73345,1389866,789895,2773,152791,530540,68863,75505,75505,0.0,251754,234116,3646,35759,7818,25686,1761824,,112495.0,,592958,59926.0,2591.0,0.0,599971.0,980099,368171,93507,24691,,3749817,2015年06月30日,1828347,62214.0,,7543449,7543449,0,1057343,3378667,7568841,243936.0,39610,504790,,4200509.0,,,740000,3862312,13704289.0,6160840.0,,137866,13704289.0,,572.0,,895776,62592,1634643,0.0,92476,3851,,2782173,6135448,61762,112308.0,0
