date,season,year,不動產及設備－淨額,保留盈餘合計,備供出售金融資產未實現評價利益（損失）,備供出售金融資產－淨額,共同控制下前手權益,其他借款合計,其他權益合計,其他負債合計,其他資產－淨額,其他金融負債合計,其他金融資產－淨額,再保險合約資產－淨額,國外營運機構財務報表換算之兌換差額,央行及同業融資,央行及金融同業存款,存放央行及拆借金融同業,存款及匯款,庫藏股,待出售資產－淨額,待分配股票股利,待註銷股本股數,應付債券,應付商業本票－淨額,應付款項合計,應收款項－淨額,投資性不動產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,普通股股本,會計項目,未分配盈餘（或待彌補虧損）,本期所得稅負債,本期所得稅資產合計,權益總計,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,無形資產－淨額,特別盈餘公積,現金及約當現金,當期所得稅負債,當期所得稅資產合計,股本合計,負債及權益總計,負債準備合計,負債總計,負債總額,貼現及放款－淨額,資本公積,資產總計,資產總額,透過損益按公允價值衡量之金融負債,透過損益按公允價值衡量之金融資產,遞延所得稅負債合計,遞延所得稅資產,附買回票券及債券負債,附賣回票券及債券投資,非控制權益,預收股款（股東權益項下）之約當發行股數（單位：股）
2013-05-28,1,2013,19299519,58283459,1520942.0,234128871,,6554000,1579965,9503831,10035445,12514435,26785687,3182753,59023.0,9643436,358460730,222587222,1751919907,0,,,,57961883,7193143,61659386,109399732,5220935,161620690,2965546,114498240,2013年03月31日,35647450,,,,218091849.0,217786934,0,20066890,263487,2569119,200522958,7468451.0,810333.0,114498240,,22839107,,2502657512.0,1525727058,43425270,,2720749361.0,15621479,188863992,1654066,3654680,179663658,5680453,304915,0
2013-08-27,2,2013,22214762,51414424,-2882.0,260134518,,5935135,-460680,9041334,8137905,10821043,28035197,3436521,-457798.0,26900005,345562502,176040777,1790830585,0,64.0,0.0,,55874079,6258203,72689166,137550048,2209536,166295479,2736614,114498240,2013年06月30日,26625101,,,,209163732.0,208877254,0,22220204,256367,2569119,209314476,7221337.0,968475.0,114498240,,22000177,,2577147191.0,1563463363,43425270,,2786310923.0,15510988,195342744,1693505,3248716,206809132,6925361,286478,0
2013-11-26,3,2013,22141493,57704607,,223848359,,5279290,-298544,9656559,7644420,12334790,25568272,3529180,,33711599,355134566,180052123,1798250535,0,,0.0,,55886343,6738134,86793110,168395902,2182115,180063429,2643639,114498240,2013年09月30日,32915284,,,,215617985.0,215329573,0,22220204,241836,2569119,204536461,5337099.0,813679.0,114498240,,21758688,,2606511053.0,1612028001,43425270,,2822129038.0,16127636,180164254,1926720,3511448,197575984,4764427,288412,0
2014-03-26,4,2013,22150245,61534835,,272943633,,5509213,100838,8544561,8810740,10094610,23430204,3293937,,32330245,490935730,183257144,1933722541,0,2576.0,,,55898677,4393653,66105983,184587941,2059428,184411233,2697551,124498240,2013年12月31日,36766912,,,,241592076.0,241405536,0,22220204,318046,2547719,367990287,5522518.0,921969.0,124498240,,22414786,,2872031737.0,1654577193,55271623,,3113623813.0,14856685,195800759,2051201,3785582,219651334,2585345,186540,0
2014-05-27,1,2014,22073126,69577414,,279259657,,7240301,1331214,7521400,5474997,10908961,23874201,3406909,,39520263,454796269,200624590,1951001552,0,2636.0,,0.0,54800000,6402777,66942173,192484042,2316858,182148942,2738229,124498240,2014年03月31日,44809491,,,,250873352.0,250678491,0,22220204,290650,2547719,335470200,6165448.0,1054167.0,124498240,,22861881,,2857126809.0,1676473655,55271623,,3108000161.0,13392511,171631541,2068215,3675863,213505058,4999898,194861,0
2014-08-26,2,2014,22041310,63850970,,276349200,,10930120,2418558,7849328,4128228,11946570,20699864,3481496,,39510383,376096025,289669101,1915959215,0,2582.0,,0.0,61900000,7187117,76253441,203644226,2310530,178963013,2679628,124498240,2014年06月30日,36834124,,,,246224810.0,246042047,0,24469127,302060,2547719,174195646,8295619.0,1301418.0,124498240,,21988779,,2787637946.0,1668969079,55274279,,3033862756.0,14326707,175725721,2193326,3758271,233201316,5641383,182763,0
2014-11-25,3,2014,21977782,71541793,,282929807,,8332362,1599458,11077484,4247253,11719718,20676741,3529465,,39889775,687673510,558400151,1897641583,0,2634.0,,0.0,56900000,12995942,76804714,200991025,1981055,164043799,2663819,124498240,2014年09月30日,44524947,,,,253070304.0,252913770,0,24469127,298903,2547719,176168949,8298536.0,1466526.0,124498240,,21811367,,3082676055.0,1708199151,55274279,,3335746359.0,13664157,176664485,2160410,4021790,233706497,7483024,156534,0
2015-03-24,4,2014,22125875,77890173,,280703020,,5926763,3362257,11640531,6320035,10778269,20626729,3217685,,53906541,474623325,462986081,2036403864,0,2739.0,,0.0,56200000,15363080,60564578,201540361,1976764,163708076,2761637,124498240,2014年12月31日,50873327,,,,261182801.0,261020868,0,24469127,307693,2547719,171560274,9123049.0,1534999.0,124498240,,21305487,,3009397065.0,1733994271,55270198,,3270579866.0,29582637,181366843,2169411,3972457,221809530,11874327,161933,0
2015-05-26,1,2015,22075500,85812530,,297085455,0.0,5471289,1981944,12611173,10337501,10688208,20166684,3168805,,53752120,617966995,620338366,2075754233,0,2707.0,,,56200000,15859005,61180640,209407293,1299806,165158933,2814101,124498240,2015年03月31日,58795684,10061589.0,1647631.0,267724876.0,,267561381,0,24469127,296467,2547719,149780733,,,124498240,3420381986.0,21613585,3152657110.0,,1731452090,55268667,3420381986.0,,25095630,174363489,2292746,4071594,184109897,6914831,163495,0
2015-08-25,2,2015,22044493,75695955,,312595878,,5036174,364414,9790301,3723210,11206604,20815372,3244023,,46629161,315592318,346317354,2157860049,0,2673.0,,,50200000,11901583,77420147,221799243,1294268,174097983,2948185,124498240,2015年06月30日,45653243,10633759.0,889093.0,255985097.0,,255827276,0,27494993,281347,2547719,132296074,,,124498240,3176842501.0,21332599,2920857404.0,,1751864248,55268667,3176842501.0,,20521169,173344558,2183026,4127813,180550514,5156686,157821,0
2015-11-24,3,2015,21991329,81927259,,321486529,,3985000,-95637,10262801,3992650,11117512,17736010,3230039,,53627112,410527605,429118160,2170369519,0,2851.0,,0.0,54267069,12566610,80534010,221593199,1291958,190420534,2916978,124498240,2015年09月30日,51884547,8744277.0,891967.0,261739373.0,,261598529,0,27494993,302465,2547719,93217798,,,124498240,3298610836.0,21526770,3036871463.0,,1795688707,55268667,3298610836.0,,23409233,182103378,2113126,4302148,173820819,8324136,140844,0
2016-03-29,4,2015,21834486,88373007,,346461364,,2280000,838599,11057625,6520471,10720861,17189576,3308814,,45459095,428405839,499296918,2230143429,0,0.0,,0.0,41878505,19945870,63623826,175747221,1368553,201233939,2976409,135998240,2015年12月31日,58332856,10517577.0,2307563.0,293455308.0,,293404079,0,27494993,299644,2545158,152871868,,,135998240,3398518306.0,22917606,3105062998.0,,1773269054,68194233,3398518306.0,,22980692,182036664,2195423,4716552,192936650,7079210,51229,0
2016-05-19,1,2016,21767107,96026325,,369227474,0.0,3860984,1460579,7507049,5651638,11971620,17007986,3959084,,48795769,431855452,584625324,2217150791,0,0.0,,,41889867,16696222,66840649,129902582,1542262,231570339,3190482,135998240,2016年03月31日,65986174,11234184.0,2395391.0,301732301.0,,301679377,0,27494993,304436,2545158,108360322,,,135998240,3411144987.0,24384808,3109412686.0,,1728414778,68194233,3411144987.0,,22815947,185326374,2429859,4834218,201979485,13065190,52924,0
