date,season,year,一年或一營業週期內到期長期負債合計,不動產、廠房及設備合計,保留盈餘合計,共同控制下前手權益,其他應付款合計,其他應付款項－關係人,其他應收款淨額,其他權益合計,其他流動負債合計,其他流動負債－其他,其他流動資產合計,其他非流動負債合計,其他非流動資產合計,國外營運機構財務報表換算之兌換差額合計,存入保證金,存出保證金,存貨合計,存貨－買賣業淨額,待註銷股本股數,應付公司債合計,應付帳款合計,應付票據合計,應收帳款,應收帳款淨額,應收帳款－關係人淨額,投資性不動產淨額,按攤銷後成本衡量之金融負債－非流動,普通股股本,會計項目,未分配盈餘（或待彌補虧損）合計,本期所得稅負債,本期所得稅資產合計,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,流動負債合計,流動資產合計,無活絡市場之債券債務工具投資-流動淨額,無活絡市場之債券投資－流動淨額,特別盈餘公積,現金及約當現金合計,現金及約當現金總額,當期所得稅負債,當期所得稅資產合計,短期借款合計,股本合計,負債及權益總計,負債準備－非流動合計,負債總計,負債總額,資本公積合計,資產總計,資產總額,透過損益按公允價值衡量之金融負債－流動合計,透過損益按公允價值衡量之金融資產－流動合計,遞延所得稅負債合計,遞延所得稅資產,避險之衍生金融負債－非流動,重估增值合計,銀行存款,長期借款合計,長期預付租金,非控制權益,非流動負債合計,非流動資產合計,預付款項合計,預付設備款,預收款項合計,預收股款（權益項下）之約當發行股數
2015-03-17,4,2013,10407,267890,38440,,43063,43681,49,52356,36884,,283,0,36654,,,4427,117801,,,0,13171,,,86579,16595,6594,0,264171,2013年12月31日,38440,,,410434,410434,0,,231828,330989,,0,,,47912,2552,0,92477,264171,,0,,231828,55467,,642262,,0,0,135,0,,,0,22804,,0,311273,61770,9423,26477,0
2015-03-17,4,2014,0,282309,57428,,53062,0,31897,148426,13156,,66976,,28620,83280,,0,134849,,0,,7204,76380,,97692,80015,87120,,400000,2014年12月31日,55084,,,726095,726095,0,,278509,617557,,15276,2344,152942,,24479,0,101840,400000,,,,289651,120241,,1015746,2388,0,11142,140,,65146,,,22598,,11142,398189,37910,6022,13156,0
2015-08-06,2,2015,,272808,176283,,50059,,14857,130258,7291,,37429,,22571,65112,,,163897,,,,7440,191047,,129294,47657,85084,,410000,2015年06月30日,168196,19611,,846782,846782,0,5743,325178,802694,130652,,2344,,252277,,,49730,410000,1183191,,336409,,130241,1183191,,0,2331,11231,34,,65146,,,21613,,11231,380497,24300,958,7291,0
2016-03-28,4,2015,,261386,322209,0,82349,,12206,132170,19245,14949,51640,,23473,67024,,,219873,219873,,,8171,338278,201629,201629,87808,85461,,464800,2015年12月31日,314122,12614,,1381180,1381180,0,5743,466095,1486210,271073,,2344,,622893,,,0,464800,1858204,,477024,,462001,1858204,,5438,,10929,1674,,65146,622893,,21251,,10929,371994,19088,2222,4296,0
2016-05-09,1,2016,,256117,383744,,75141,,7424,126262,8468,18,26637,3978,29330,61116,3978,,155440,,,,6891,256388,,183232,43093,85067,,464800,2016年03月31日,375657,9452,,1436807,1436807,0,5743,356709,1436849,212398,,2344,,786179,,,0,464800,1808373,,371566,,462001,1808373,,369,0,10879,1010,,65146,,,20916,,14857,371524,22446,8414,8450,0
2016-08-10,2,2016,,253565,231206,,316476,,4880,96085,14129,19,8614,1938,30162,30939,1938,,171682,,,,8648,2214,,155094,42767,82894,,464800,2016年06月30日,196641,11823,6684,1254092,1254092,0,32221,353672,1252620,42631,,2344,,757775,,,0,464800,1620303,,366211,,462001,1620303,,382,0,10601,1062,,65146,,,20144,,12539,367683,62493,10018,14110,0
2016-11-09,3,2016,,262755,287281,,76646,,2847,57473,7061,19,3264,939,166433,-7673,939,,210118,,,,6112,6106,,146635,43401,80294,,464800,2016年09月30日,252716,9255,,1318585,1271555,0,32221,105180,925146,41781,,2344,,466475,,,0,464800,1434973,,116388,,462001,1434973,,0,,10269,345,,65146,,,66116,47030,11208,509827,10625,100317,7042,0
