date,season,year,一年或一營業週期內到期長期借款,一年或一營業週期內到期長期負債合計,不動產、廠房及設備合計,以成本衡量之金融資產－非流動,以成本衡量之金融資產－非流動淨額,保留盈餘合計,共同控制下前手權益,其他應付款合計,其他權益合計,其他流動負債合計,其他流動負債－其他,其他流動資產合計,其他流動資產－其他,其他無形資產淨額,其他金融資產－流動,其他非流動負債合計,其他非流動資產合計,存出保證金,待註銷股本股數,應付帳款,應付帳款合計,應付建造合約款,應付短期票券,應付短期票券合計,應付票據,應付票據合計,應收帳款淨額,應收建造合約款,應計退休金負債（應付退休金費用）,採用權益法之投資,採用權益法之投資淨額,普通股股本,會計項目,未分配盈餘（或待彌補虧損）合計,本期所得稅負債,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,流動負債合計,流動資產合計,淨確定福利負債-非流動,淨確定福利資產-非流動,無形資產合計,現金及約當現金合計,現金及約當現金總額,當期所得稅負債,短期借款合計,股本合計,負債及權益總計,負債總計,負債總額,資本公積合計,資產總計,資產總額,透過損益按公允價值衡量之金融資產－流動合計,遞延所得稅負債合計,遞延所得稅資產,銀行借款,長期借款合計,長期應收款,長期應收票據及款項淨額,非控制權益,非流動負債合計,非流動資產合計,預付款項合計,預付設備款,預付退休金－非流動,預收款項合計,預收股款（權益項下）之約當發行股數
2015-03-16,4,2015,314047,314047,8737,15000,15000,401302,0,89449,0,379288,5730,399705,48082,752618,351623,3074,5803488,3643,0,175517,175517,74016,100000,100000,73831,73831,424825,504527,,0,0,1191873,2015年12月31日,344656,12006,5540373,4705851,0,56646,904107,2853391,3074,0,752618,,1148401,,,1191873,9433234,3892861,,3112676,9433234,,251004,171728,0,,2813952,5799845,5799845,834522,2988754,6579843,124929,0,,59511,0
2015-03-20,4,2014,251047,251047,6440,15000,15000,324961,0,68057,0,342906,875,396112,49121,717645,346991,5552,5636585,1857,0,165066,165066,17842,0,0,95552,95552,462648,550418,5552,0,0,1131873,2014年12月31日,298128,,5282982,4456526,0,26833,689423,2845850,,,717645,1336513,,0,0,1131873,,,3944520,2999692,,9227502,100159,123162,5982,0,3126383,5630545,5630545,826456,3255097,6381652,,4183,0,90984,0
2015-08-12,2,2015,314047,314047,7300,15000,15000,255245,0,531850,0,442344,952,427407,115435,,311972,5528,5598747,1162,0,170302,170302,10282,0,0,47947,47947,487578,692143,,,,1131873,2015年06月30日,198599,11425,5041962,4247590,0,56646,1214150,2993504,5528,,734474,,1285972,,0,1131873,9355007,4313045,,2860472,9355007,,100404,123162,5982,0,2970205,5595232,5595232,794372,3098895,6361503,,2353,,127345,0
2016-05-11,1,2016,314047,314047,8482,15000,15000,535005,0,76149,0,437879,5601,513708,42032,773624,471676,3074,5784307,3741,0,203022,203022,60074,0,0,73724,73724,445271,643327,,0,0,1191873,2016年03月31日,478359,16112,5700749,4839554,0,56646,866960,2881412,3074,0,773624,,817068,,0,1191873,9462825,3762076,,3112676,9462825,,351204,171728,0,0,2720314,5780566,5780566,861195,2895116,6581413,110834,0,,118231,0
2016-08-10,2,2016,314047,314047,8109,15000,15000,338539,0,561829,0,468827,5847,566152,40304,786328,525848,3074,5759073,3492,0,177636,177636,54160,0,0,63766,63766,456575,692760,,0,0,1191873,2016年06月30日,247500,6222,5366784,4595056,0,91039,1332440,2963215,3074,,786328,,763133,,0,1191873,9531725,4164941,,3064644,9531725,,351532,171728,0,0,2657699,5755581,5755581,771728,2832501,6568510,133063,0,,148933,0
2016-11-10,3,2016,336547,336547,10392,15000,15000,446500,0,114450,0,494850,6373,353565,59034,827378,294531,3074,5771041,28916,0,174595,174595,31844,0,0,60001,60001,481241,788560,,0,0,1322123,2016年09月30日,355461,6949,6215666,5417152,0,91039,882689,3290906,3074,,827378,,1380045,,0,1322123,9914717,3699051,,3648529,9914717,,151364,171728,0,0,2641560,5742125,5742125,798514,2816362,6623811,136131,0,,151930,0
