date,season,year,不動產及設備－淨額,交割代價,人壽保險現金解約價值,以成本衡量之金融資產－淨額,保留盈餘合計,保證責任準備,備供出售金融資產未實現評價利益（損失）,備供出售金融資產未實現評價損益,備供出售金融資產－淨額,共同控制下前手權益,其他什項金融負債,其他什項金融資產－淨額,其他借款合計,其他應付款,其他應收款,其他權益合計,其他準備合計,其他準備－其他,其他負債合計,其他負債－其他,其他資產－其他,其他資產－淨額,其他金融負債合計,其他金融資產－淨額,員工福利負債準備,國外營運機構財務報表換算之兌換差額,增資準備,央行及金融同業存款,存入保證金,存入借券保證金,存出保證金,存出借券保證金,存放央行及拆借金融同業,存款及匯款,客戶保證金專戶,庫藏股,待分配股票股利,待註銷股本股數,應付交割帳款,應付代收款,應付債券,應付利息,應付商業本票－淨額,應付承購帳款,應付款項合計,應付股（官）息紅利,應付融券擔保價款,應付費用,應收交割帳款,應收信用卡款項,應收承兌票款,應收承購帳款－無追索權,應收款項－淨額,應收證券融資款,承兌匯票,承受擔保品－淨額,投資性不動產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,撥入放款基金,普通股股本,暫付及待結轉帳項,暫收及待結轉帳項,會計項目,期貨交易人權益,未分配盈餘（或待彌補虧損）,本期所得稅負債,本期所得稅資產合計,權益總計,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,無形資產－淨額,無活絡市場之債務商品投資－淨額,無活絡市場之債務工具投資－淨額,營業保證金及交割結算基金,特別盈餘公積,特別股負債,現金及約當現金,現金流量避險中屬有效避險部分之避險工具利益（損失）,當期所得稅負債,當期所得稅資產合計,短期借款,結構型商品所收本金,股本合計,融券保證金,融券存入保證價款,負債及權益總計,負債準備合計,負債總計,負債總額,貼現及放款－淨額,資本公積,資產總計,資產總額,透過損益按公允價值衡量之金融負債,透過損益按公允價值衡量之金融資產,遞延所得稅負債合計,遞延所得稅資產,遞延收入,避險之衍生金融負債,避險之衍生金融資產,長期借款,附買回票券及債券負債,附賣回票券及債券投資,除役、復原及修復成本之負債準備,非控制權益,預收股款（股東權益項下）之約當發行股數（單位：股）
2013-05-24,1,2013,14155114,,1252292,3925211,23506381,242576,1085254.0,,57341937,,149389,13382093,18555871,9402980,54927937,521896,102032,,6171391,1114743,5955465,11393416,15827669,27943441,2744260,-549054,0.0,60913355,1604767,2353011,2567401,2413175,78273157,1061406984,9383845,0.0,,,8940768,,42996968,1931038,15323222,7475340,34740011,,1830085,1764320,5773553,16513390,1883736,15166772,107510717,13245329,1883736,210464.0,1753174,235447312,79748,65036,75682739,246911.0,947381,2013年03月31日,9353339,12150816,,,,101512769.0,101512769,0,10871747,3096265,,,,483818,81124,25805012,-14304.0,902666.0,623429.0,11054279,6259905,75682739,1511744.0,,,3088868,,1292983976.0,770134695,1801753,,1394496745.0,12029044,55316022,1310373,2672147,151489.0,17234,9985.0,7501592,19619196,2941174,102032,0,0
2013-08-23,2,2013,14074321,,1272697,3867754,17914868,237286,815523.0,,86403662,,602414,12787879,15315357,9434742,71893050,307690,102614,,7016781,1227724,6173171,12947346,16507792,28006579,2714792,-498265,0.0,86858426,1635598,2908252,3889949,2561940,72069146,1064052512,10078249,0.0,6054619.0,,11605450,,42992670,1828908,18379657,4337344,36964058,2534475.0,1408186,2517683,6534319,17771652,2164514,17122920,129863772,14377317,2164514,85580.0,1750395,207131890,75669,52613,76022739,236706.0,1075555,2013年06月30日,10047830,5604959,,,,101824355.0,101824355,0,11826091,3097909,,,,483818,18437,22909993,-9568.0,839098.0,430217.0,7680690,5804935,82077358,1132756.0,,,3054692,,1324017027.0,787810485,1524439,,1425841382.0,15246609,55271019,1219338,2684931,169652.0,11528,4893.0,7634667,15540072,1309155,102614,0,0
2013-11-22,3,2013,14043538,196887.0,1263651,3740550,20377279,236048,2023511.0,,57907796,,741794,17009594,17098708,5422495,76510343,1354353,103347,,9072950,2885162,6849765,12387300,18263490,32717092,2691200,-663318,0.0,70467478,1674451,2770504,2310728,1204761,79466214,1077617186,10703297,0.0,,,10488874,1136128.0,43088577,1695081,18200438,3540473,31749631,,2521983,3107489,8216609,16891656,1678267,16902626,134452319,14252818,1678267,84305.0,1747616,219006338,77223,56506,82077358,1937741.0,1575474,2013年09月30日,10673417,8067370,,,,105393430.0,105333429,0,11826091,3067843,,,,483818,18437,28073818,-5840.0,662258.0,480219.0,8653558,6791773,82077358,1961954.0,,,3030595,,1322943851.0,783058704,1524439,,1428337281.0,12794255,56303680,1265472,2537797,167359.0,7036,0.0,8445150,19607340,3009784,103347,60001,0
2014-03-21,4,2013,13999490,465616.0,1285669,3625286,22775362,232503,2596046.0,,63585375,,898590,26009020,20342470,3825772,94534046,2069841,104485,,7497900,1900474,6104582,9830188,18125304,42099521,2839507,-523060,0.0,87589163,2153007,2354849,2021970,948160,61147642,1086645403,10534830,0.0,,,11188979,,45087336,1783751,18300839,5992485,34183173,,3044041,3774714,10183975,17115895,1713472,11769326,151101164,15784450,1713472,85104.0,1745539,214417922,82919,43845,82077358,670372.0,1089570,2013年12月31日,10504927,10465453,,,,108506899.0,108447000,0,11826091,3040540,644716.0,,,483818,18437,36440618,-3145.0,1055619.0,410105.0,10197819,6677942,82077358,2394343.0,,,3176495,,1357438051.0,808203611,1524439,,1465944950.0,14071567,54465034,1239503,2717761,,6095,0.0,10144651,20098747,2657521,104485,59899,0
2014-05-23,1,2014,13957508,1548627.0,1319475,3604315,25730705,346806,2299808.0,,64781038,,1220440,54135572,18501256,5401300,107677268,1997547,104223,,12062067,2174166,5550411,17229181,21659134,72030880,2746478,-302261,,92681005,1812902,1254625,11071492,307260,91081891,1136662264,10823927,,,0.0,13179478,,43487847,2018985,28737646,4217356,31864517,,1771082,2055997,8577339,16099429,1648336,8837237,164378586,19990350,1648336,86693.0,1742743,190029975,508204,21240,82077358,213325.0,6820374,2014年03月31日,10794024,13420796,,,,111389871.0,111330049,0,11826091,3028347,2147591.0,,,483818,18437,42037081,0.0,2082258.0,222193.0,9472569,9623430,82077358,1571983.0,,,3197507,,1435347054.0,798423486,1524439,,1546736925.0,23410162,74671097,1323748,2592040,,11713,0.0,9028687,19647493,10022675,104223,59822,0
2014-08-22,2,2014,13908708,,1267510,3557022,20594322,350768,2426089.0,,57335216,0.0,2718897,47643816,18941213,7603333,116350438,1829894,109059,,7359291,2600400,5835802,20049367,26037466,65644539,2745453,-596195,,78894816,1506270,1464009,13167884,180103,90801548,1113228085,10727100,,6631851.0,0.0,13293798,,45987346,2059482,29317579,4622623,38036666,2749592.0,1603248,3194238,9552539,17861523,1519997,9092566,175399941,21022878,1519997,84997.0,1739946,172755164,482712,20426,82077358,780581.0,1511385,2014年06月30日,10697174,7205316,,,,112717603.0,112657864,0,12905188,2991310,2449091.0,,,483818,18437,22536409,0.0,1778732.0,253317.0,11068174,12600969,88709209,1390355.0,,,3205280,,1409831437.0,789934009,1524439,,1522549040.0,21602672,79414930,1295799,2719911,277227.0,24012,0.0,7873039,24104043,26582013,109059,59739,0
2014-11-21,3,2014,13817248,,1299162,3313766,24684264,364045,2020264.0,,67663937,,3981923,30630781,16160412,7285478,123824949,1697909,109605,,8762008,4650615,6656300,14246276,28014863,49012874,2746989,-322355,,69999060,1485274,1176594,5076164,464572,85638761,1087519447,11172927,0.0,,0.0,12641612,829343.0,48566625,2047961,29914554,3859274,39590365,2749591.0,2307414,3978263,6289163,16951944,1994176,9299398,179790349,21430719,1994176,0.0,1737149,179542954,477457,19612,88709209,2049240.0,1449525,2014年09月30日,11143001,11295258,,,,116675470.0,116615821,0,12905188,3012596,2596238.0,,,483818,18437,19803968,0.0,1822151.0,242777.0,8033895,12870327,88709209,1897253.0,,,3220639,,1392166868.0,790012277,1524439,,1508842338.0,21107237,79337140,1289727,3016930,,14763,,8126517,36166580,21489645,109605,59649,0
2015-03-20,4,2014,13807482,,1363768,3285508,26403036,354111,1823076.0,,210731779,,3170798,23413464,20955605,6415321,121257227,2209702,112968,,7233259,2591749,6972819,14793593,27298537,41870795,2696863,386626,,69606337,1566269,1699320,6937261,491088,90158380,1115170251,11178754,0.0,,0.0,11551457,,48565756,2076911,27877220,3929771,35417648,,2827465,4180186,5698077,17327213,2099031,10296684,176436847,19758615,2099031,0.0,1735411,46114048,472255,18855,94709209,392425.0,1375921,2014年12月31日,11148805,13014030,,,,125608507.0,125548956,0,12905188,2837131,2629301.0,,,483818,18437,45525205,0.0,1416960.0,223665.0,11081581,12960079,94709209,2337506.0,,,3163942,,1424097648.0,790968841,2227009,,1549706155.0,24135076,89579463,1444509,3227630,,32887,,9874024,41761224,21223630,112968,59551,0
2015-05-28,1,2015,13736266,,1359773,3278351,29898455,332791,,1513040.0,201790220,,4025308,22203040,28832120,8599610,116973875,1686350,115661,,9308116,4198872,7854886,16182481,30032617,42608504,2750497,173310,,72179020,1537982,2317089,5502553,838709,101482571,1118897222,13014757,,,,13349933,,43566735,2042984,32659535,3370683,33150082,,1098936,2391670,8012003,16313471,1368037,8661715,180721342,29392241,1368037,0.0,1772442,51206167,453580,17759,94709209,1986333.0,1254173,2015年03月31日,12984809,16509449,1750920.0,205617.0,128580454.0,,128521023,0,12905188,2795666,,2752583.0,,483818,18437,33837067,0.0,,,19255104,13004741,94709209,,928229.0,1562424983.0,3198949,1433844529.0,,798598852,2227009,1562424983.0,,20938473,93369580,1418236,3012820,,52314,,9577016,37841753,20651808,115661,59431,0
2015-08-21,2,2015,13520779,,1355047,3476823,21106931,336724,,1199994.0,195921679,,2342167,26028553,23122452,8224988,93880618,1155498,114839,,7823254,2109912,9158026,14428957,27629569,46144306,2724781,-44496,,73396211,1435595,2891135,2755698,2198249,105325898,1121503830,11883798,,6970598.0,,15123452,,41367621,1893997,31268689,3119297,39990228,4735460.0,1406375,2843157,8507523,18724981,1449379,7179608,149442852,19700743,1449379,0.0,1769063,64137930,439630,17407,94709209,316984.0,1386612,2015年06月30日,11853826,6418964,961882.0,267998.0,126228702.0,,126169245,0,14204149,2742735,,3400085.0,,483818,18437,29699627,0.0,,,13251018,13416169,101679807,,1194123.0,1548815796.0,3176344,1422587094.0,,818134492,2227009,1548815796.0,,15509927,92151147,1451007,2986884,,36155,,9871434,35331488,11701819,114839,59457,0
2015-11-20,3,2015,13504753,,1455127,3429000,23576025,344923,,1005413.0,216170481,,2497993,24857431,23695522,12749180,86183206,2352980,119499,,7120018,1688512,8709051,16505095,31441621,49996020,2708091,1347567,,85905039,1439193,2410690,5948083,1273496,93214787,1141165636,16338470,0.0,,,13186226,2009988.0,42577987,1882478,25302967,2969267,42051493,0.0,2412640,3186024,6063714,17418328,1150552,7643078,133527656,15068778,1150552,0.0,1765684,68123626,467218,15149,101679807,574465.0,1581623,2015年09月30日,16308499,8888058,368627.0,278664.0,129895746.0,,129835821,0,14204149,2772539,,3915992.0,,483818,18437,29748086,0.0,,,15740722,12619980,101679807,,2505138.0,1597374878.0,3172513,1467479132.0,,854279812,2227009,1597374878.0,,28596233,104728115,1771078,3002048,,64989,,7954800,34226972,9290294,119499,59925,0
2016-03-28,4,2015,12960235,,1462574,3254499,25256910,339863,,1256353.0,198608674,,2163950,19330427,21306475,5828960,61824027,2491658,126637,,7916877,2245085,8290869,17436717,30376080,46102980,2875724,1235305,,61329958,1665789,3047958,4962035,2562386,92897887,1148614361,16570235,0.0,,,10454640,,43428046,1895745,31704540,2510886,30997414,,2563511,3852675,4444952,16535329,1595036,7454474,108175419,16321601,1595036,0.0,2383510,69118675,449707,12891,101679807,1621427.0,958045,2015年12月31日,16570235,10568943,356048.0,260197.0,131714827.0,,131655384,0,14204149,2702649,,5485245.0,,483818,18437,28056696,0.0,,,13820035,11629004,101679807,,2295961.0,1587604651.0,3342224,1455889824.0,,879165818,2227009,1587604651.0,,30188309,115223185,1716199,2940812,,42569,,7486440,44552287,11121490,126637,59443,0
2016-05-20,1,2016,12891997,,1437844,3291473,27981752,350461,,1176693.0,207519577,,1425105,18902771,20145209,6666506,36294244,1884204,119682,,5143942,695829,7275253,12240515,31358685,46429014,2792375,707511,,70843200,1562776,1975287,3059486,1667244,115447989,1151543034,17986403,,,,12020932,,45958042,1973638,38017198,2620838,30814239,,1291128,2079334,7927091,15931280,2950683,5856857,85113805,16153650,2950683,,2351549,73682920,448071,10633,101679807,238532.0,910050,2016年03月31日,17986403,13293785,660908.0,318223.0,133831742.0,,133772772,0,14204149,2733917,,4810523.0,,483818,18437,20730602,,,,11467523,11936544,101679807,,1211180.0,1600891144.0,3262518,1467059402.0,,887476234,2227009,1600891144.0,,23650845,114955782,1634453,2891477,,70952,,8677686,43937740,15659472,119682,58970,0
2016-08-26,2,2016,12854402,,1448105,3196642,20763535,347314,,1530221.0,225064415,,1426258,20281912,23671286,6394525,24103314,2172448,121259,0.0,5069963,665890,11025362,15806326,29511001,46814836,2762984,642227,,43418390,1498981,1875549,2469438,2311526,127016955,1193967083,17380014,0.0,5083990.0,,15639323,,40358277,1738160,35678943,2707672,38652702,4392568.0,1489961,2734005,9678535,18296304,2238482,5642407,76986276,17027234,2238482,,2364136,71235657,437743,8375,101679807,,1029543,2016年06月30日,17380014,4989913,818553.0,349204.0,131985356.0,,131926789,0,15289804,2992728,,4508163.0,,483818,18437,25647151,,,,15748398,10696354,106763797,,1318006.0,1607284236.0,3231557,1475298880.0,,864642955,2227009,1607284236.0,,17065305,107192632,1639723,2999421,,78394,0.0,7922888,42119266,24879399,121259,58567,0
2016-11-25,3,2016,12816017,2509702.0,1416515,3069392,22771427,333111,,1782952.0,236853713,,943232,16281815,23689380,5722951,20709512,1748693,125408,,5834819,629931,10216923,15888510,28368604,46087801,2745287,-34259,,39597583,1382059,2509971,1383130,2573974,136587344,1207100900,17018352,,,,16628974,1107064.0,40359161,1565683,46921299,2546506,39285497,,2291789,3268263,10288550,16226306,1694606,6885163,76067711,20263574,1694606,,2370025,67945107,408740,6281,106763797,262371.0,1119028,2016年09月30日,17018352,6997805,650125.0,369362.0,133568767.0,,133510926,0,15289804,3312357,,8301727.0,1452112.0,483818,18437,23774495,,,,12739582,10400739,106763797,,1949959.0,1631644273.0,3203806,1498075506.0,,872572695,2227009,1631644273.0,,14720000,102096912,1577126,3010985,193830.0,45302,,10949798,46703467,31482499,125408,57841,0
