date,season,year,一年或一營業週期內到期長期負債合計,不動產、廠房及設備合計,以成本衡量之金融資產－非流動淨額,保留盈餘合計,備供出售金融資產－流動淨額,備供出售金融資產－非流動淨額,共同控制下前手權益,其他應付款合計,其他應付款－其他,其他應收款淨額,其他權益合計,其他流動負債合計,其他流動負債－其他,其他流動資產合計,其他流動資產－其他,其他無形資產淨額,其他金融資產－流動,其他非流動負債合計,其他非流動負債－其他,其他非流動資產合計,其他非流動資產－其他合計,其他預付款,商譽,在建工程（營造業適用）合計,存入保證金,存出保證金,存貨合計,存貨－其他行業淨額,存貨－買賣業淨額,庫藏股票,待分配予業主之非流動資產（或處分群組）淨額,待分配股票股利,待註銷股本股數,應付帳款合計,應付短期票券,應付短期票券合計,應付票據合計,應付股利,應收帳款淨額,應收票據淨額,應計退休金負債（應付退休金費用）,持有供交易金融負債－流動,採用權益法之投資淨額,普通股股本,會計項目,未分配盈餘（或待彌補虧損）合計,未實現售後租回利益,本期所得稅負債,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,流動負債合計,流動資產合計,淨確定福利負債-非流動,無形資產合計,無活絡市場之債券債務工具投資-流動淨額,無活絡市場之債券投資－流動淨額,無活絡市場之債券投資－非流動淨額,無活絡市場之債務工具投資－非流動淨額,特別盈餘公積,特別股負債－流動,現金及約當現金合計,現金及約當現金總額,當期所得稅負債,短期借款合計,股本合計,負債及權益總計,負債總計,負債總額,資本公積合計,資產總計,資產總額,透過損益按公允價值衡量之金融負債－流動合計,透過損益按公允價值衡量之金融資產－流動合計,遞延所得稅負債合計,遞延所得稅資產,長期借款合計,非控制權益,非流動負債合計,非流動資產合計,預付投資款,預付款項合計,預付貨款,預收款項合計,預收股款（權益項下）之約當發行股數
2013-05-03,1,2013,400000,6185200,74000,1713747,0.0,0.0,,2260367,,688022,-2734,1442391,286016,148292,147882,188467,410,614457,120136,1700089,929123,,2210882,,179815,770966,4446658,,,729124,0.0,,,4563523,,0,89686,,2662500,32856,127006.0,,0.0,5219555,2013年03月31日,760439,187500,,6923065,6895920,34868000,805210,10319835,10786782,,2399349,,,50000.0,,148098,0.0,,1796837.0,206386.0,1757457,5219555,,,15371442.0,694476,,22294507.0,25,377698,,1099087,4437150,27145,5051607,11507725,,633919,,756375,0
2013-08-06,2,2013,200000,6294626,74153,1272260,0.0,0.0,,2341498,1815443.0,568282,-17850,1311677,323189,121438,119653,177623,1785,554791,63156,1701898,739174,697065.0,2197675,,183535,962724,4243596,,,729124,0.0,0.0,,4628850,,40000,106248,526055.0,2861324,3256,133100.0,,0.0,5219555,2013年06月30日,249998,175000,,6468561,6439317,34868000,874164,10280807,10468818,,2375298,,185622.0,50000.0,,148098,0.0,,1519519.0,149434.0,1697081,5219555,,,15613282.0,694476,,22081843.0,6019,268716,,1117050,4777684,29244,5332475,11613025,0.0,697065,,788488,0
2013-11-11,3,2013,200000,6189255,73887,1402453,0.0,0.0,,1935078,1935078.0,795160,-22341,1320990,314680,64255,63960,179428,295,539554,58603,1945878,965695,583804.0,2203692,,196062,980183,4370658,,,729124,0.0,0.0,,5020566,,49973,4354,0.0,3019329,2122,122388.0,,0.0,5219555,2013年09月30日,380191,162501,,6594084,6565019,34868000,874164,10311488,10826199,,2383120,,162626.0,50000.0,,148098,0.0,,1550891.0,61123.0,1919245,5219555,,,16006631.0,694476,,22600715.0,159,277354,,1132376,5155589,29065,5695143,11774516,0.0,583804,,806310,0
2014-03-25,4,2013,300000,6208064,71823,1580149,0.0,0.0,,1831223,1831223.0,455619,-2390,1134224,230843,141814,141552,214036,262,546977,75593,1522522,588874,563633.0,2205300,,197999,933648,5154266,,,729124,0.0,0.0,,5365575,9997.0,9997,101403,0.0,2754264,5176,123385.0,,0.0,5219555,2013年12月31日,557887,150000,,6793160,6762666,34868000,874164,10804486,12011301,,2419336,,166123.0,50000.0,,148098,0.0,,2418439.0,105401.0,2256663,5219555,,,16579078.0,694476,,23372238.0,0,351967,,1089192,5227615,30494,5774592,11360937,0.0,563633,,603381,0
2014-08-11,2,2014,400000,6056993,71798,1450261,,,,1852400,1350312.0,576250,-7406,1591368,272102,56514,56154,251874,360,517280,59975,1829524,883338,,2228800,,209713,946186,4748503,,4748503.0,415459,,,0.0,5542612,,49984,7369,502088.0,3075764,54563,122592.0,,,5219555,2014年06月30日,372210,125000,,6988762,6958771,19868000,929953,11248770,12470604,,2480674,,197244.0,50000.0,,148098,,2745975.0,,109767.0,2089150,5219555,,,17123363.0,711820,,24112125.0,6120,473357,,1152532,5357313,29991,5874593,11641521,,542434,542434.0,919266,0
2014-11-07,3,2014,400000,6071798,71060,1600651,0.0,0.0,0.0,1524831,1524831.0,491737,19723,1369356,250931,34945,33229,243924,1716,509043,61319,1849298,903127,548348.0,2229528,,213664,946171,4760671,,,415459,0.0,0.0,0.0,5742166,,79982,4984,0.0,3419630,125383,121560.0,,0.0,5219555,2014年09月30日,522600,112500,,7164704,7136290,19868000,929953,11306562,12860517,,2473452,,152230.0,50000.0,,148098,0.0,2939935.0,,56815.0,2528428,5219555,,,17364216.0,711820,,24528920.0,0,387638,,1152795,5548611,28414,6057654,11668403,0.0,548348,,718425,0
2015-03-25,4,2014,500000,6048084,71085,1733427,0.0,0.0,,1382290,1382290.0,411106,29813,1172494,207748,62632,60925,241740,1707,529794,79258,1902531,883268,385433.0,2231278,,225464,974859,5696015,,,248171,0.0,0.0,0.0,5860687,79957.0,79957,35216,0.0,3031812,78835,125072.0,,0.0,5139555,2014年12月31日,655376,100000,,7360975,7333453,11868000,929953,11367673,13194183,,2473018,,158668.0,50000.0,,148098,0.0,2316128.0,,87247.0,2749782,5139555,,,17559971.0,678829,,24920946.0,0,1053554,,1182045,5662504,27522,6192298,11726763,,385433,,464746,0
2015-05-11,1,2015,400000,6116208,70558,2009610,0.0,0.0,,1235271,1235271.0,246256,-32365,1177319,332524,34922,33269,348288,1653,507523,63036,1832876,819627,416053.0,2319459,,231908,1013249,5941019,,,248171,0.0,0.0,,5906617,79966.0,79966,12302,0.0,2872366,62039,,,0.0,5139555,2015年03月31日,931559,87500,151762.0,7552610,7547458,11868000,929953,11774400,13259537,125079.0,2667747,134213.0,,,50000.0,148098,0.0,,2382261.0,,3211163,5139555,25176324.0,17623714.0,,678829,25176324.0,,0,1170408,,1179398,5341791,5152,5849314,11916787,,416053,,444795,0
2015-08-07,2,2015,1192100,6131963,70357,1541672,0.0,0.0,,1695786,1118385.0,240962,-27814,1996359,270536,27841,26149,276843,1692,519243,86236,1820750,873237,370670.0,2322589,,233266,947513,5772895,,5772895.0,85066,0.0,,0.0,5492395,79977.0,79977,7987,577401.0,2572581,41924,,,0.0,5139555,2015年06月30日,398083,75000,180897.0,7251559,7247176,4068000,995491,11583564,12736080,124741.0,2599432,207405.0,,,50000.0,148098,,,2738838.0,,2130163,5139555,24616735.0,17365176.0,,678829,24616735.0,,0,762964,,1208153,5262369,4383,5781612,11880655,,370670,0.0,533723,0
2015-11-11,3,2015,1787480,6428638,71601,1654274,0.0,0.0,0.0,1498777,1498777.0,341682,16624,2403645,77255,40943,9026,285362,31917,529484,100777,1630753,688319,385224.0,2330814,61425.0,239222,942434,6109413,3938316.0,2109672.0,0,0.0,0.0,0.0,5786508,79997.0,79997,8650,0.0,3070317,83048,,,0.0,5098875,2015年09月30日,510685,62500,146595.0,7446763,7443229,0,995491,12761436,14005564,126985.0,2616176,288782.0,,,50000.0,148098,0.0,,2213807.0,,2837264,5098875,26049259.0,18602496.0,,673456,26049259.0,,0,1472348,,1246527,5311576,3534,5841060,12043695,,385224,,538910,0
