date,season,year,不動產、廠房及設備合計,以成本衡量之金融資產－非流動淨額,保留盈餘合計,共同控制下前手權益,其他應付款合計,其他應付款項－關係人,其他應收款淨額,其他應收款－關係人淨額,其他權益合計,其他流動負債合計,其他流動負債－其他,其他流動資產合計,其他金融資產－流動,其他金融資產－非流動合計,其他非流動負債合計,其他非流動資產合計,其他非流動資產－其他合計,國外營運機構財務報表換算之兌換差額合計,存出保證金,存貨合計,庫藏股票,待註銷股本股數,應付帳款合計,應付票據合計,應收帳款淨額,普通股股本,會計項目,未分配盈餘（或待彌補虧損）合計,本期所得稅負債,本期所得稅資產合計,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,流動負債合計,流動資產合計,無活絡市場之債券債務工具投資-流動淨額,現金及約當現金合計,現金及約當現金總額,當期所得稅負債,短期借款合計,股本合計,負債及權益總計,負債總計,負債總額,資本公積合計,資本公積－員工認股權,資本公積－庫藏股票交易,資本公積－發行溢價合計,資產總計,資產總額,遞延所得稅負債合計,遞延所得稅資產,長期借款合計,長期遞延收入,長期預付租金,非控制權益,非流動負債合計,非流動資產合計,預付款項合計,預付設備款,預收股款（權益項下）之約當發行股數
2014-10-07,4,2013,1565781,0,1607592,,148172,,,1454,113941,30,30,12593,12593,,137804,247091,,113941,,217313,,,176942,12593,591677,550000,2013年12月31日,1456014,,,2271533,2271533,0,151578,507083,1107307,,,281803,70966,98380,550000,,,653256,,,,,,2924789,8369,4610,,137804,99521,,146173,1817482,2467,147570,0
2015-01-29,4,2014,1581856,,424329,,249213,,,4156,160780,30,30,0,0,,134603,190519,,160780,,257619,,0,121727,0,715457,550000,2014年12月31日,424329,,,3143835,3143835,0,0,451762,1959074,,979030,,80792,0,550000,,,594701,2008726,,,,,3738536,8336,7087,,134603,100467,,142939,1779462,2812,90052,0
2015-05-13,1,2015,1540862,,628840,0,193458,2403,5039,,104204,8,8,,,,131342,188673,,104204,582,234745,,0,192318,,608919,650000,2015年03月31日,628840,66134,,5154474,5154474,0,,454321,4012299,756600,,2404131,,0,650000,5748313,593839,,3771430,,,,5748313,,8176,6479,,131342,98888,,139518,1736014,2865,89203,0
2015-08-13,2,2015,1559517,,496312,0,684797,,10818,,34896,0,0,,,,127528,483013,,34896,574,257427,196632,,145322,,708095,650000,2015年06月30日,453879,69118,,4593506,4593506,1105000,42433,899237,3579681,1044330,,1556056,,0,650000,5628252,1034746,,3608930,,,,5628252,,7981,6041,,127528,96872,,135509,2048571,2955,385567,0
2015-11-10,3,2015,1695905,,753621,0,700607,,5766,,230072,55,55,,,,130689,523509,,230072,598,295128,208201,,215263,,744039,650000,2015年09月30日,711188,81233,,5037786,5037786,1172000,42433,997158,3948222,1086960,,1813330,,,650000,6173857,1136071,,3612294,3364,,3608930,6173857,,8224,6221,,130689,100177,,138913,2225635,2999,422734,0
2016-02-24,4,2015,1875129,,1097112,0,223494,,12268,,47592,30,30,,,,124145,367863,,47592,577,267297,,,172386,,730329,650000,2015年12月31日,1054679,0,46945,5414892,5414892,0,42433,395910,3691247,1048950,,1582241,,,650000,5942931,528039,,3620188,,11258,3608930,5942931,,7984,8692,,124145,96048,,132129,2251684,3217,271238,0
2016-05-06,1,2016,1605666,,1319609,,187023,0,8026,,19227,8,8,,,,121609,893270,,19227,586,291574,,,175182,,567421,650000,2016年03月31日,1277176,0,82936,5609024,5609024,0,42433,362213,3593307,1044120,,1596340,,,650000,6100745,491721,,3620188,,11258,3608930,6100745,,7899,8502,,121609,94982,,129508,2507438,2890,797702,0
2016-08-10,2,2016,1534687,,938683,,786428,,9923,,-120536,0,0,,,,116589,1067467,,-120536,757,253161,0,,205306,,628785,650000,2016年06月30日,793222,0,78447,5088312,5088335,0,145461,991734,3594067,726750,,1891297,,,650000,6204285,1115973,,3620188,,11258,3608930,6204285,,7650,8064,,116589,91949,-23,124239,2610218,5704,974761,0
2016-11-11,3,2016,1889630,,1155518,,797827,54,8443,,-283047,0,0,25071,25071,344728,111076,1228813,174570,-283047,553,223689,0,,195494,,646240,650000,2016年09月30日,1010057,0,31908,5141745,5142659,0,145461,1243255,3690402,1407900,,1321814,,249880,650000,6816465,1674720,,3620188,0,11258,3608930,6816465,,7366,7620,313023,111076,88475,-914,431465,3126063,25337,620487,0
