date,season,year,一年或一營業週期內到期長期借款,一年或一營業週期內到期長期負債合計,不動產、廠房及設備合計,以成本衡量之金融負債－流動,以成本衡量之金融資產－非流動淨額,保固之短期負債準備,保留盈餘合計,備供出售金融資產未實現損益合計,備供出售金融資產未實現損益－採用權益法之子公司,備供出售金融資產未實現損益－採用權益法之關聯企業及合資,備供出售金融資產未實現損益－母公司,備供出售金融資產－流動淨額,共同控制下前手權益,其他應付款合計,其他應付款項－關係人,其他應付款－其他,其他應付費用,其他應收款淨額,其他應收款－關係人淨額,其他權益合計,其他權益－其他,其他權益－其他合計,其他流動負債合計,其他流動負債－其他,其他流動資產合計,其他流動資產－其他,其他金融資產－流動,其他金融資產－非流動合計,其他非流動負債合計,其他非流動負債－其他,其他非流動資產合計,其他非流動資產－其他合計,商譽,國外營運機構財務報表換算之兌換差額 －母公司,國外營運機構財務報表換算之兌換差額合計,國外營運機構財務報表換算之兌換差額－採用權益法之子公司,國外營運機構財務報表換算之兌換差額－採用權益法之關聯企業及合資,存出保證金,存貨合計,存貨－製造業淨額,工程進度請款金額,庫藏股票,待出售非流動資產（淨額）,待註銷股本,待註銷股本股數,應付利息,應付帳款合計,應付帳款－關係人合計,應付建造合約款,應付建造合約款－關係人,應付短期票券合計,應付票據合計,應付票據－關係人合計,應付股利,應付薪資,應收帳款淨額,應收票據淨額,投資性不動產淨額,按攤銷後成本衡量之金融負債－流動,採用權益法之投資淨額,採用權益法之投資貸餘,普通股股本,暫估應付費用,會計項目,未分配盈餘（或待彌補虧損）合計,本期所得稅負債,本期損益,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,流動負債合計,流動資產合計,無形資產合計,無活絡市場之債券投資－流動淨額,無活絡市場之債券投資－非流動淨額,特別盈餘公積,現金及約當現金合計,現金及約當現金總額,當期所得稅負債,短期借款合計,股本合計,與待出售非流動資產直接相關之負債,負債及權益總計,負債準備－流動合計,負債準備－非流動合計,負債總計,負債總額,資本公積合計,資本公積－其他,資本公積－取得或處分子公司股權價格與帳面價值差額,資本公積－受贈資產合計,資本公積－合併溢額,資本公積－實際取得或處分子公司股權價格與帳面價值差額,資本公積－庫藏股票交易,資本公積－普通股股票溢價,資本公積－特別股股票溢價,資本公積－發行溢價合計,資本公積－認股權,資本公積－轉換公司債轉換溢價,資本公積－限制員工權利股票,資產總計,資產總額,追溯適用及追溯重編之影響數,透過損益按公允價值衡量之金融負債－流動合計,透過損益按公允價值衡量之金融負債－非流動合計,透過損益按公允價值衡量之金融資產－流動合計,遞延所得稅負債合計,遞延所得稅資產,避險之衍生金融負債－流動,長期借款合計,長期預付租金,電腦軟體淨額,非控制權益,非流動負債合計,非流動資產合計,預付設備款,預收股款（權益項下）之約當發行股數
2013-04-30,1,2013,,2598512.0,51870505,,178720,,-3034088,167596.0,,,,356323,,4407959,,4407959.0,,191679,,-33018,,,2894228,295716.0,3587423,,,,,,2073167,24722.0,36890.0,,-200614.0,,,74434.0,10981921,10981921.0,,0.0,,,,,8045687,,,,0.0,19273.0,,,,8274511,5915.0,68760,,,,18477784,,2013年03月31日,-3034088.0,,,34033993,33893514,0,0.0,36722449,29642389,85007.0,81725.0,,,,6064556.0,158525.0,21100338,18477784,,,26936,,,51134166.0,18482836,318.0,1235.0,,48478.0,,172402.0,,,18260403.0,,,,,85168159.0,,69503,,98336,4300.0,1249611.0,,14407417.0,1156653.0,48117.0,140479,14411717,55525770,817358.0,0
2013-08-06,2,2013,,2607027.0,51146783,,178895,,-1884671,135010.0,,,,343435,,4370114,,4370114.0,,618113,,376653,,,2882210,275183.0,3226120,,,,,,2276796,58880.0,37107.0,,241643.0,,,72361.0,9812225,9812225.0,,0.0,,,,,6502978,,,,39988.0,15727.0,,,,8835949,6730.0,68695,,,,18477784,,2013年06月30日,-1884671.0,,,32719104,32574163,0,0.0,36049040,28183892,81008.0,169360.0,,,,5029568.0,9711.0,22138809,18477784,,,22474,,,50389474.0,15604397,318.0,1235.0,,48478.0,,172402.0,,,15381964.0,,,,,83108578.0,,67029,,142392,5950.0,1172509.0,,14334484.0,1168789.0,43901.0,144941,14340434,54924686,976766.0,0
2013-10-29,3,2013,,8847840.0,49282784,,178465,,-4279070,134206.0,,,,337754,,5010173,,5010173.0,,808639,,58306,,,9159384,311544.0,3173444,,,,,,2602765,58984.0,36575.0,,-75900.0,,,71305.0,11163338,11163338.0,,0.0,,,,,7280033,,,,39996.0,12924.0,,,,8389668,1907.0,67249,,,,18477784,,2013年09月30日,-4279070.0,,,30020422,29861417,0,0.0,44428122,29105397,94338.0,225858.0,,,,4962718.0,0.0,22813138,18477784,,,21365,,,52526773.0,15604397,318.0,1235.0,,48478.0,,172402.0,,,15381964.0,,,,,82547195.0,,91109,,42071,13717.0,1216197.0,,8084934.0,1149766.0,57763.0,159005,8098651,53441798,1322710.0,0
2014-03-04,4,2013,,9226179.0,46039575,,148895,,-8706924,370440.0,,,,553836,,5612541,,5612541.0,,987511,,655134,,,9578634,352455.0,2052478,,,,12883.0,12883.0,2293270,51654.0,36866.0,,284694.0,,,75243.0,9260172,9260172.0,,0.0,,,,,11705765,,,,39999.0,205814.0,,,,11629191,10868.0,67318,,,,18477784,,2013年12月31日,-8706924.0,,,26183605,26030391,0,0.0,48851698,32010178,89550.0,312375.0,149025.0,,,7068795.0,61218.0,21617807,18477784,,,17188,,,55893840.0,15604397,318.0,1235.0,,48478.0,,172402.0,,,15381964.0,,,,,82077445.0,,12732,,134952,17388.0,1279634.0,,7011871.0,1159431.0,52684.0,153214,7042142,50067267,1006942.0,0
2014-05-08,1,2014,,9817935.0,45577320,,148895,,-10211133,293192.0,227810.0,,65382.0,411484,0.0,4163290,,4163290.0,,338122,,1022618,0.0,0.0,10301567,483632.0,1539794,,,,475.0,475.0,2304408,51549.0,37688.0,,729426.0,729426.0,,69924.0,10101199,10101199.0,,0.0,,0.0,0.0,,10027000,,,,0.0,90284.0,,,,10024379,8016.0,68344,,,,18477784,,2014年03月31日,-10211133.0,,-10211133.0,25057974,24893666,0,0.0,44827566,27321469,96679.0,176026.0,152350.0,,4637526.0,,5082.0,20195864,18477784,,,13424,,,51886327.0,15604397,318.0,,0.0,48478.0,1235.0,172402.0,15381964.0,,15381964.0,0.0,0.0,0.0,,76944301.0,0.0,31055,,84923,9091.0,1274836.0,,7049195.0,1171537.0,58991.0,164308,7058761,49622832,1011398.0,0
2014-08-13,2,2014,,9840794.0,44145726,,148895,,-3058926,248379.0,166892.0,,81487.0,379024,,4448937,,4448937.0,,233856,,445256,,,10260631,419837.0,1555379,,,,9298.0,9298.0,2236608,47547.0,36940.0,,196877.0,196877.0,,69358.0,10166948,10166948.0,,0.0,,,0.0,,12040917,,,,0.0,32229.0,,,,10261565,6762.0,226080,,,,20477784,,2014年06月30日,-3058926.0,,,24849438,24671730,0,,45995552,28335374,96850.0,260803.0,149325.0,,5443997.0,,4854.0,19054643,20477784,,,10646,,,51732866.0,6807616,318.0,,,48478.0,1235.0,0.0,6757585.0,,6757585.0,,0.0,,,76582304.0,,142695,,27040,48933.0,1243446.0,,5679083.0,1141936.0,59910.0,177708,5737314,48246930,977767.0,0
2014-11-14,3,2014,,4369698.0,37308962,,58271,,-18670714,206126.0,136949.0,0.0,69177.0,357256,,6033437,,6033437.0,,103061,,758193,,,4884011,514313.0,1844503,,,,11093.0,11093.0,2025299,86605.0,0.0,0.0,552067.0,552067.0,0.0,83719.0,7354320,7354320.0,,,,,0.0,,14718220,,,,0.0,322212.0,,,,9731461,5423.0,230282,,,,20477784,,2014年09月30日,-18670714.0,,,9509383,9372879,0,,43999534,23326974,53910.0,92979.0,6084.0,,3696640.0,,269227.0,17743052,20477784,,,8190,0.0,,53502466.0,6807616,318.0,,,48478.0,1235.0,0.0,6757585.0,0.0,6757585.0,,0.0,,,63011849.0,,21185,0.0,141331,0.0,2067.0,,9491839.0,1155047.0,53910.0,136504,9502932,39684875,699928.0,0
2016-03-18,4,2014,8262127.0,8262127.0,8588290,,51100,17000.0,-44142642,193860.0,,,,322218,,3306540,267794.0,,,12325,,643365,,,8633787,371660.0,101040,61040.0,40000.0,365144.0,3337.0,3337.0,891315,214131.0,,,449505.0,,,35255.0,148450,148450.0,,,,,0.0,,11027473,7067593.0,,,0.0,19267.0,,,,3680697,227.0,237516,,229973.0,,20477784,,2014年12月31日,-44142642.0,,,-16282179,-16213878,0,,33130655,6853619,0.0,,,0.0,2571340.0,,143188.0,2642510,20477784,,,17000,0.0,,33133992.0,6807615,,,,,,,,,6807615.0,,,,,16851813.0,,5503,,17322,0.0,0.0,,0.0,276785.0,,-68301,3337,9998194,0.0,0
2016-05-04,1,2015,8207798.0,8207798.0,8208368,,30087,17000.0,-44303872,222495.0,,,,349579,,3408453,267327.0,,,4815,,638528,,,8650817,443019.0,143533,40533.0,103000.0,395875.0,1693.0,1693.0,861430,151816.0,,,416033.0,,,33430.0,21792,21792.0,,,,,0.0,,10675394,6976606.0,,,0.0,10092.0,,,,1419778,40.0,234890,,162148.0,,20477784,,2015年03月31日,-44303872.0,27732.0,,-16451833,-16381180,0,,32649118,6702055,0.0,,,,,4747371.0,,2609815,20477784,,16198978.0,17000,,32650811.0,,6806380,,,,,,,,,6806380.0,,,,16198978.0,,,5882,,15147,0.0,0.0,,0.0,270053.0,,-70653,1693,9496923,10256.0,0
2016-05-12,2,2015,7928798.0,7928798.0,7867839,,30087,17000.0,-44810646,227505.0,,,,352987,,3470976,267675.0,3470976.0,0.0,9901,110615.0,624945,,,8224904,296106.0,260978,31334.0,229644.0,14802.0,33266.0,1436.0,521906,215453.0,,,397440.0,,,16957.0,1104,1104.0,,,,,0.0,0.0,10646689,6884412.0,,,0.0,6465.0,,0.0,0.0,1076108,40.0,231588,,159798.0,31830.0,20477784,0.0,2015年06月30日,-44810646.0,27505.0,,-16901537,-16901537,0,,32113344,6433855,0.0,,,,,4622122.0,,2567718,20477784,,15245073.0,17000,,32146610.0,,6806380,,,,,,,,,6806380.0,,,,15245073.0,,,0,,0,0.0,0.0,,0.0,264582.0,,0,33266,8811218,10112.0,0
