date,season,year,不動產及設備－淨額,中華郵政轉存款,交割代價,交通及運輸設備,保留盈餘合計,保證責任準備,備供出售金融資產未實現評價損益,備供出售金融資產－淨額,其他應付款,其他權益合計,其他權益－其他,其他營業準備,其他負債合計,其他資本公積,其他資產－淨額,其他金融負債合計,其他金融資產－淨額,原始認列時指定透過損益按公允價值衡量之金融資產,受贈公積,員工福利負債準備,商譽,國外營運機構財務報表換算之兌換差額,土地,增資準備,央行及銀行同業存款合計,央行存款,存放央行,存放央行及拆借銀行同業合計,存放銀行同業,存款及匯款合計,庫存現金,庫藏股票合計,待交換票據,待註銷股本股數,意外損失準備,應付交割帳款,應付代收款,應付公司債,應付公司債合計,應付其他稅款,應付利息,應付商業本票,應付帳款,應付所得稅款,應付款項合計,應付票據,應付股（官）息紅利,應付費用,應付金融債券,應付金融債券合計,應收所得稅退稅款,應收款項－淨額,房屋及建築,承兌匯票,投資性不動產,投資性不動產投資－淨額,持有供交易之金融負債,持有供交易之金融資產,持有至到期日金融資產－淨額,採用權益法之投資－淨額,撥入放款基金,普通股股本,會計項目,未分配盈餘（或待彌補虧損）合計,本期所得稅負債合計,本期所得稅資產合計,本期損益,機械及電腦設備,權益總計,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,無形資產－淨額,特別盈餘公積,特別股股本,現金及約當現金合計,現金及約當現金總額,當期所得稅負債合計,當期所得稅資產合計,租賃權益改良,累積盈餘,結構型商品所收本金,股本合計,股本溢價,負債及權益總計,負債準備合計,負債總計,負債總額,貼現及放款－淨額,資本公積合計,資本公積－庫藏股票交易,資本公積－採權益法認列關聯企業及合資股權淨值之變動數,資產總計,資產總額,轉存央行存款,透支銀行同業,透過損益按公允價值衡量之金融負債合計,透過損益按公允價值衡量之金融資產合計,遞延所得稅負債合計,遞延所得稅資產,遞延所得稅資產合計,銀行同業拆放,附買回票券及債券負債合計,附賣回票券及債券投資,附賣回票券及債券投資淨額,電腦軟體,非控制權益,非控制權益合計,預付設備款,預收股款（權益項下）之約當發行股數（單位：股）
2013-05-08,1,2013,7720825,4817779.0,,28407.0,5268024,,,9097953,961533.0,352111,352111.0,,2248377,,6533030,1280249,54155457,,,,2084091.0,,3436297.0,,6323913,182892.0,73501977.0,73501977,1215707.0,343407692,4526006.0,,3625562.0,,,,211989.0,,,25634.0,710493.0,,929318.0,55492.0,6994308,3625562.0,,391998.0,5200000.0,5200000,124303.0,13957298,4064478.0,137781.0,2788483.0,2788483,84700.0,,1008124,54304,,20060202,2013年03月31日,3250868,,,3250868.0,112882.0,,26158836.0,25916944,0,900963,2084091,1116193,204194.0,,9367275.0,55492.0,124303.0,72209.0,,,20264396,,,796212,,391821522.0,212324019,32413,32413,,,417980358.0,,34638.0,84700,10534114,488552,3302045.0,3302045,1288604.0,24942027,11427060.0,11427060,,241892.0,241892,6552.0,0
2013-08-23,2,2013,7683408,4817779.0,105813.0,27621.0,3989325,,,8962220,711085.0,427232,427232.0,,2313600,,6573519,1476791,57455539,,,,1985307.0,,3421707.0,1902730.0,6162175,23546.0,65617692.0,65617692,1058420.0,349278244,4453436.0,0.0,3818875.0,,,184973.0,147226.0,,,48675.0,605828.0,,69610.0,46207.0,6423665,3818875.0,181042.0,445470.0,5200000.0,5200000,143411.0,13839581,4040767.0,105068.0,2784856.0,2784856,67489.0,,807958,54308,,20060202,2013年06月30日,1389849,,,,115209.0,,26861067.0,26616096,0,1685037,2079793,914439,204194.0,,9330731.0,46207.0,143411.0,68214.0,1389849.0,,22167126,,,751704,,398308591.0,222549591,32413,32413,,,425169658.0,,13143.0,67489,9074173,524315,3187876.0,3187876,1307707.0,26064401,15025002.0,15025002,94486.0,244971.0,244971,9890.0,0
2013-11-06,3,2013,7655632,4817779.0,,26978.0,4665264,,,8004718,933869.0,445488,445488.0,,2333730,,6514149,3847769,57130970,,,,1985307.0,,3421707.0,,5332034,55197.0,67420653.0,67420653,1101532.0,360297952,4634633.0,,1293413.0,,,157184.0,1008822.0,,,,673967.0,,374126.0,41441.0,5139108,1293413.0,,562753.0,5200000.0,5200000,190572.0,14339830,4014037.0,134974.0,2781229.0,2781229,64619.0,,415748,54251,,22165251,2013年09月30日,2065788,,,,114201.0,,27559691.0,27310291,0,1685037,2079761,914439,0.0,,7029578.0,41441.0,190572.0,67013.0,2065788.0,,22165251,,,753004,,408340574.0,231331630,34288,34288,,,435900265.0,,20722.0,64619,9761056,527282,3078741.0,3078741,438336.0,24803635,18111747.0,18111747,94454.0,249400.0,249400,11696.0,0
2014-03-19,4,2013,7644442,4817779.0,,27324.0,5391915,85000.0,,8711283,,831878,831878.0,,2264761,,6419023,2180986,57559287,1927480.0,,684416.0,1985307.0,,3421707.0,,5315113,46828.0,16774052.0,70874052,1487184.0,364084582,5078828.0,,1661151.0,,0.0,,,,,,,1979128.0,,,4267543,,,,7400000.0,7400000,,13917483,3989591.0,,,2777603,,8187836.0,440233,54294,35019.0,22165251,2013年12月31日,2792439,,,,119254.0,,28680374.0,28423332,0,1685037,2049795,914439,0.0,,8227163.0,18954.0,160672.0,76619.0,2792439.0,166839.0,22165251,,,769416,,411474598.0,227974804,34288,34288,,,440154972.0,54100000.0,60004.0,16006,10115316,574580,2992503.0,2992503,390502.0,24582657,20237019.0,20237019,64488.0,257042.0,257042,9947.0,0
2014-05-07,1,2014,7702383,4817779.0,,31772.0,6110869,85000.0,,9420016,,1048954,1048954.0,,2304922,,6409671,1996072,54188511,1901860.0,,684479.0,1985307.0,,3421707.0,,9502468,58943.0,14711947.0,72611947,3123875.0,372384674,5146627.0,,1201138.0,0.0,0.0,,,,,,,1839112.0,,,3676718,,,,7400000.0,7400000,,13510866,3965880.0,,,2773976,,16799871.0,243232,182035,22800.0,22165251,2014年03月31日,3511393,,,,120687.0,,29625413.0,29359362,0,1685037,2046905,914439,0.0,,9471640.0,30849.0,183004.0,85186.0,3511393.0,134160.0,22165251,,,769479,,428561425.0,239995001,34288,34288,,,458186838.0,57900000.0,47989.0,41484,18701731,560394,2816282.0,2816282,4577757.0,29894365,17929638.0,17929638,61598.0,266051.0,266051,77151.0,0
2014-08-20,2,2014,7703498,4817779.0,88959.0,30986.0,4631819,,,11471936,819222.0,985953,985953.0,,2332255,,6364908,2082769,55256996,,,,1985307.0,,3421707.0,2342773.0,8349679,67851.0,70063670.0,70063670,1155872.0,375452609,4839850.0,0.0,1200651.0,0.0,,276551.0,227866.0,,,54815.0,597628.0,,20733.0,24758.0,3944243,1200651.0,8962.0,531997.0,7400000.0,7400000,202955.0,14094643,3944943.0,116859.0,2770349.0,2770349,15669.0,,283562,180555,,22165251,2014年06月30日,1550209,,,,124824.0,,30422891.0,30160084,0,2522768,2048375,558842,0.0,,7196373.0,24758.0,202955.0,84972.0,1550209.0,,24508024,,,855981,,433061132.0,246402616,34288,34288,,,463484023.0,,73727.0,15669,19740150,544997,2667579.0,2667579,3390322.0,32058172,17035858.0,17035858,63068.0,262807.0,262807,96066.0,0
2014-11-12,3,2014,7724072,4494839.0,105079.0,31830.0,5436890,,,10915252,906908.0,1003834,1003834.0,,2434784,,6474520,2679372,51034850,,,,1985307.0,,3421707.0,0.0,5876196,73648.0,71951318.0,71951318,1835675.0,382962083,5095052.0,0.0,1021336.0,0.0,,182352.0,848644.0,,,55628.0,722137.0,,120652.0,16867.0,4755996,1021336.0,0.0,650383.0,7400000.0,7400000,225990.0,14403329,3921252.0,142877.0,3741937.0,3741937,179077.0,,315093,177354,,24509306,2014年09月30日,2355280,,,,127707.0,,31250718.0,30983036,0,2522768,2048329,558842,0.0,,7952063.0,16867.0,225990.0,114236.0,2355280.0,,24509306,,,881073,,442688500.0,252927861,33006,33006,,,473939218.0,,153762.0,179077,20615042,558794,2494614.0,2494614,1153947.0,34944258,20937594.0,20937594,63022.0,267682.0,267682,107340.0,0
2015-03-18,4,2014,7732876,4054959.0,,32749.0,6126910,170000.0,,13974008,,1368900,1368900.0,24850.0,2409132,,6463385,2517176,56835380,1822816.0,,765091.0,1985307.0,,3421707.0,,6748799,68647.0,17160453.0,67260453,1466412.0,395852404,5238284.0,,2885352.0,0.0,0.0,,,,,,,2498248.0,,,5567108,,,,7400000.0,7400000,,14781594,3899531.0,,,3691781,,16791204.0,534200,54183,15969.0,24509306,2014年12月31日,3045300,,,,140548.0,,32307073.0,32038122,0,2522768,2050999,558842,0.0,,9590048.0,9849.0,332275.0,110954.0,3045300.0,2959.0,24509306,,,959941,,454174500.0,255787180,33006,33006,,,486481573.0,50100000.0,41138.0,211084,18614020,707731,2407704.0,2407704,2584055.0,31791276,26371487.0,26371487,65692.0,268951.0,268951,127387.0,0
2015-05-13,1,2015,7750832,2677940.0,,33597.0,6853503,180000.0,,14977548,,1502914,1502914.0,24850.0,2411543,,6852636,2472999,57865118,1808406.0,,762373.0,1985307.0,,3421707.0,,5472844,64597.0,14531436.0,63531436,1697034.0,402780663,5373973.0,,1071040.0,0.0,0.0,,,574631.0,574631.0,,,2459150.0,,,3940990,,,,7400000.0,7400000,,14161097,3877547.0,,,3674285,,17040705.0,1030610,54027,13849.0,24509306,2015年03月31日,3771893,17990.0,332359.0,,142080.0,33171527.0,,32898729,0,2522768,2049277,558842,,8142047.0,,,,116471.0,3771893.0,0.0,24509306,,491951476.0,967223,458779949.0,,271379325,33006,33006,,491951476.0,,49000000.0,58666.0,256152,18849111,699500,2318938.0,2318938,2671641.0,31785414,18982830.0,18982830,63970.0,272798.0,272798,159430.0,0
2015-08-26,2,2015,7738019,,,,5377790,,,16768273,,1438092,1438092.0,,2526128,,7079873,2704692,59101544,,,,1985307.0,,,1540068.0,9395437,,,65312825,,409625311,,,,,,,,,559132.0,,,,,,4253149,,,,,9600000,,15163297,,,,3643655,,,1780015,53987,,24509306,2015年06月30日,1368041,19619.0,305494.0,,,33147558.0,,32898262,0,3450907,2154895,558842,,8489762.0,,,,,1368041.0,,26049374,,506344492.0,980000,473196934.0,,268098306,33006,33006,,506344492.0,,,,78521,23602623,677315,,2186127,,32777630,,24865797,169588.0,,249296,,0
