date,season,year,一年或一營業週期內到期長期借款,一年或一營業週期內到期長期負債合計,不動產、廠房及設備合計,保留盈餘合計,備供出售金融資產未實現損益合計,備供出售金融資產－流動淨額,備供出售金融資產－非流動淨額,其他應付款合計,其他應收款淨額,其他權益合計,其他流動負債合計,其他流動負債－其他,其他流動資產合計,其他流動資產－其他,其他金融資產－流動,其他非流動負債合計,其他非流動資產合計,其他非流動資產－其他合計,商譽,國外營運機構財務報表換算之兌換差額合計,存入保證金,存出保證金,存貨合計,存貨－製造業淨額,庫藏股票,待註銷股本股數,應付帳款合計,應付帳款－關係人合計,應付短期票券合計,應付票據合計,應付租賃款－流動,應付租賃款－非流動,應收帳款淨額,應收帳款－關係人淨額,應收票據淨額,普通股股本,會計項目,未分配盈餘（或待彌補虧損）合計,本期所得稅負債,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,流動負債合計,流動資產合計,淨確定福利負債-非流動,無形資產合計,特別盈餘公積,現金及約當現金總額,短期借款合計,股本合計,負債及權益總計,負債總計,資本公積合計,資本公積－員工認股權,資本公積－發行溢價合計,資產總計,透過損益按公允價值衡量之金融負債－流動合計,透過損益按公允價值衡量之金融資產－流動合計,遞延所得稅資產,銀行長期借款,長期借款合計,長期應付款－關係人,長期應付票據及款項合計,長期應付票據及款項－關係人合計,非控制權益,非流動負債合計,非流動資產合計,預付設備款,預收股款（權益項下）之約當發行股數
2015-08-10,2,2015,58236,58236,2519503,827921,-4017.0,0.0,55212,342702,13209,-4017,95199,5195,25676,,,501504,303546,18980,325754,,994,13397,323938,323938.0,,0.0,163996,6128,,199928,31768,453992,497130,22017,26212,759259,2015年06月30日,670832,44476,2891833,2775053,0,156838,976955,1502290,5989,325754,251,589727,123139,759259,4723625,1831792,1191890,4422.0,1187468.0,4723625,1387.0,4381,17320,353333,353333,40529.0,453992,40529.0,116780,854837,3221335,271169,0
2015-11-09,3,2015,110834,110834,2489349,943424,,0.0,87291,238518,10235,31989,118701,7867,116199,,,7071,373732,49576,346971,,1082,13400,351344,,64964.0,,174134,3292,50000.0,187396,0,0,510256,18305,21437,759259,2015年09月30日,786335,29781,3048606,2861598,1187000,156838,942942,1613071,5989,346971,251,567243,141120,759259,4925527,1876921,1191890,4422.0,1187468.0,4925527,,18052,15113,926908,926908,,0,,187008,933979,3312456,310756,0
2016-03-21,4,2015,118426,118426,2954921,1000123,25860.0,0.0,113460,182677,40382,34112,129960,11534,61413,,,7080,330819,56282,346549,8252.0,0,585,309423,,0.0,,183220,7950,50000.0,156038,0,0,531555,12906,10373,741389,2015年12月31日,843034,55536,3154968,2941629,0,156838,953887,1571951,7080,346549,251,594925,188506,741389,5336342,2181374,1166005,,,5336342,,10974,18642,1220407,1220407,,0,,213339,1227487,3764391,273952,0
2016-05-09,1,2016,84886,84886,2906936,1052492,25402.0,0.0,113002,154465,78212,26259,100091,15205,69237,45446.0,23791.0,7591,483201,53668,339740,857.0,511,585,291336,,,,146797,4361,30000.0,140059,0,0,472836,14632,36399,741389,2016年03月31日,895403,71748,3210899,2985095,0,156838,892991,1508198,7080,339740,251,538192,215030,741389,5379608,2168709,1164955,,,5379608,30440.0,7354,28531,1268127,1268127,,0,,225804,1275718,3871410,428948,0
2016-08-08,2,2016,92391,92391,3210940,957704,16710.0,,104310,364742,135040,7770,112771,20380,91047,67685.0,23362.0,7572,483004,158578,340690,-8940.0,492,585,297603,,,,140635,5998,65000.0,190638,0,0,418918,12187,60297,741389,2016年06月30日,766250,44846,3124096,2873277,0,191203,1281638,1650993,7080,340690,251,628333,350457,741389,5818264,2694168,1166414,,,5818264,6551.0,7568,28327,1404958,1404958,0.0,0,0.0,250819,1412530,4167271,323841,0
2016-11-03,3,2016,110876,110876,3220134,976728,23115.0,,110715,149382,115174,-9386,135546,24670,99296,74431.0,24865.0,7554,473234,152591,331032,-32501.0,474,585,319145,,0.0,,198018,8053,100000.0,177664,0,0,473013,9095,16777,741389,2016年09月30日,785274,16308,3117226,2875145,0,191203,1458141,1775447,7080,331032,251,735877,659238,741389,5942454,2825228,1166414,,,5942454,13932.0,7070,31892,1359533,1359533,0.0,0,0.0,242081,1367087,4167007,320058,0
