date,season,year,不動產、廠房及設備合計,以成本衡量之金融資產－非流動淨額,保留盈餘合計,備供出售金融資產未實現損益合計,備供出售金融資產－流動淨額,備供出售金融資產－非流動淨額,其他應付款合計,其他應收款淨額,其他應收款－關係人淨額,其他權益合計,其他流動負債合計,其他流動資產合計,其他流動資產－其他,其他金融資產－流動,其他非流動負債合計,其他非流動負債－其他,其他非流動資產合計,其他非流動資產－其他合計,國外營運機構財務報表換算之兌換差額合計,存入保證金,存出保證金,存貨合計,庫藏股票,待出售非流動資產（淨額）,待註銷股本股數,應付帳款合計,應收帳款淨額,投資性不動產淨額,持有至到期日金融資產－流動淨額,持有至到期日金融資產－非流動淨額,採用權益法之投資淨額,普通股股本,會計項目,未分配盈餘（或待彌補虧損）合計,本期所得稅負債,本期所得稅資產合計,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,流動負債合計,流動資產合計,淨確定福利資產-非流動,無形資產合計,無活絡市場之債券債務工具投資-流動,無活絡市場之債券債務工具投資-流動淨額,無活絡市場之債券投資－流動淨額,無活絡市場之債務工具投資－非流動淨額,特別盈餘公積,現金及約當現金合計,現金及約當現金總額,現金流量避險中屬有效避險部分之避險工具利益（損失）合計,當期所得稅負債,當期所得稅資產合計,短期借款合計,股本合計,負債及權益總計,負債準備－流動合計,負債總計,負債總額,資本公積合計,資本公積－合併溢額,資本公積－庫藏股票交易,資本公積－發行溢價合計,資本公積－認股權,資產總計,資產總額,透過損益按公允價值衡量之金融負債－流動合計,透過損益按公允價值衡量之金融資產－流動合計,遞延所得稅負債合計,遞延所得稅資產,避險之衍生金融負債－流動,避險之衍生金融資產－流動,長期應收票據及款項淨額,非控制權益,非流動負債合計,非流動資產合計,預付款項合計,預付退休金－非流動,預收股款（權益項下）之約當發行股數
2013-05-10,1,2013,25840345,4444000,70187157,-2088.0,0.0,173,35168299,1436943,6788707.0,-304817,2185362,4234034,54280,4179754,53136,,15250427,10463896,-302729.0,53136,181926,38103851,14065490,,,75253626,28542304,,101036.0,0.0,5316819,8520521,2013年03月31日,53715903,,,80938928,80938928,20825045,16471254,122795507,133045634,,11677252,,,,,0.0,,47452141.0,0.0,2538455.0,319482.0,,8520521,,7649765,,123213690.0,16601557,24423.0,1730458.0,14809608.0,37068.0,,204152618.0,0.0,228702,365047,8577968,,0.0,4479375,0.0,418183,71106984,5838434,125230.0,0
2013-07-30,2,2013,25908958,4547521,69774213,,0.0,152,44723615,1845947,0.0,228899,1633504,4174113,33547,4140566,183014,,16131581,11307739,,183014,175723,28052138,14065490,,,65760801,48203254,,100612.0,0.0,5551231,8520521,2013年06月30日,50770725,,,81059700,81059700,20825045,18149350,128003939,137470814,,11304591,,,,,854138.0,,48115859.0,,347900.0,360743.0,9936630.0,8520521,,5601489,,128857591.0,16601557,,,,,,209917291.0,,48502,670638,9002443,0.0,0.0,4516650,0.0,853652,72446477,6569646,131469.0,0
2013-11-05,3,2013,25551795,4520429,66800477,,0.0,214,42473734,2167035,0.0,-298498,1933535,2939451,133524,2805927,261320,,17696335,11738813,,261320,174859,26022627,13329182,,,54374041,30933802,,100185.0,0.0,5477519,8501395,2013年09月30日,47796989,,,77149543,77149543,22012413,18149350,105388685,112024704,,9381477,,,,,854138.0,,43119840.0,,138292.0,391628.0,,8501395,,6449212,,106333096.0,15475351,,,,,,183482639.0,19871.0,0,683091,8830166,0.0,0.0,5645128,0.0,944411,71457935,6350136,137535.0,0
2014-02-28,4,2013,25561399,4603061,66286308,,0.0,239,38032999,2137653,0.0,557698,956127,2895831,124808,2771023,256415,,13400402,11739400,,256415,352894,23599558,12920158,,,46275851,23371172,,0.0,0.0,227504,8423505,2013年12月31日,47282820,,,77707660,77707660,18912413,18149350,94513990,111507281,,8664066,,,,,854138.0,,53298941.0,,1040128.0,238085.0,0.0,8423505,,8208885,,94921527.0,15360307,,,,,,172629187.0,,162297,151122,8665235,0.0,0.0,1182393,0.0,407537,61121906,5803744,125715.0,0
2014-05-06,1,2014,24910603,5062511,63498359,,,208,34929759,2107931,0.0,1152333,952823,2727754,126076,2601678,264494,,14182499,12571093,,264494,275570,25122403,11326818,,0.0,43211781,22936333,,0.0,,224645,8403521,2014年03月31日,44494871,,,76469702,76469702,16914000,18149350,88583364,103908285,,8459667,,,,,854138.0,43930278.0,,,659692.0,213059.0,2518268.0,8403521,,6311041,,89006651.0,14742307,,,,,,165476353.0,,97386,158793,8727935,,,1206060,,423287,61568068,6773141,129776.0,0
2014-07-31,2,2014,24232069,2786544,65755776,,,206,39984859,2242387,,552736,1181390,2606276,77862,2528414,264111,,12824378,11181076,,264111,268636,25904240,11326818,,0.0,50031814,36313574,,0.0,,221675,8403521,2014年06月30日,47606426,,,78176192,78176192,16914000,18149350,100149114,122386250,,7956346,,,,,0.0,48437642.0,,,236817.0,138498.0,0.0,8403521,,8650366,,100562827.0,14790977,,,,,,178739019.0,62185.0,84055,149602,8331551,1683.0,6525.0,1240724,,413713,56352769,6653053,133942.0,0
2014-10-31,3,2014,23727490,2808821,66396459,,,183,34565203,773967,,466498,1525493,51648,50982,666,40091,,11696566,10018132,,40091,264723,23209305,11326818,,0.0,43421932,25234361,,0.0,,219320,8403521,2014年09月30日,48247109,,,78779841,78779841,16914000,18149350,86353336,110883207,,7603306,,,,,0.0,54672202.0,,,277357.0,247383.0,,8403521,,6550061,,86588946.0,14840181,,,,,,165368787.0,13290.0,275725,195519,8429894,,29445.0,1275703,,235610,54485580,6389171,138008.0,0
2015-02-06,4,2014,23435556,2586478,59531103,,,93,32237945,584936,0.0,1062118,1143134,434223,99269,334954,43230,,11632538,9917847,,43230,262740,17213060,3750056,,0.0,43803343,29140284,,,,234661,8349521,2014年12月31日,41381753,,,80333373,80333373,6914000,18149350,83258739,110286950,,7209291,,,7918.0,,0.0,55743558.0,,,210714.0,274321.0,,8349521,,5841179,,83504901.0,15140687,,,,,,163838274.0,22424.0,262544,202932,8452707,,,1342813,,246162,53551324,6626106,109138.0,0
2015-04-28,1,2015,22838389,2629422,56330251,,,76,28100046,411476,,-27077,1746102,675422,89945,585477,37305,,10584802,8864346,,37305,268340,21700178,0,,0.0,48056405,32896611,,,,231956,8280381,2015年03月31日,38180901,163762.0,255625.0,79694245,79694245,0,18149350,85535268,114095272,113484.0,6736526,7849.0,7849.0,,,0.0,,51715168.0,,,,0.0,8280381,165474920.0,7419070,85780675.0,,15110690,,,,,165474920.0,,49883.0,75490,208102,8358477,,5604.0,1338632,,245407,51379648,6351849,,0
2015-07-24,2,2015,21634590,2608395,47981370,,,44,29548950,272434,,-5276,2903144,333566,97682,235884,806655,776600.0,9314368,6342528,,30055,1506693,23543560,0,,0.0,41180747,28476127,,,,228308,8279889,2015年06月30日,29683715,159973.0,186676.0,71458175,71458175,0,18297655,81564717,105700998,118293.0,6212101,7766.0,7766.0,,,,,47232931.0,,,,,8279889,154023314.0,7679275,82565139.0,,15202192,,,,,154023314.0,,92628.0,147194,193767,8324510,0.0,4442.0,1346854,,1000422,48322316,5496302,,0
