date,season,year,一年或一營業週期內到期長期借款,一年或一營業週期內到期長期負債合計,不動產、廠房及設備合計,以成本衡量之金融資產－非流動淨額,保留盈餘合計,備供出售金融資產－流動淨額,備供出售金融資產－非流動淨額,債券換股權利證書,共同控制下前手權益,其他應付款合計,其他應付款項－關係人,其他應收款淨額,其他應收款－關係人淨額,其他權益合計,其他流動負債合計,其他流動負債－其他,其他流動資產合計,其他非流動負債合計,其他非流動負債－其他,其他非流動資產合計,存貨合計,存貨－製造業淨額,庫藏股票,待出售非流動資產（淨額）,待分配股票股利,待註銷股本股數,應付員工紅利,應付帳款合計,應付帳款－關係人合計,應付短期票券合計,應付租賃款－流動,應付租賃款－非流動,應付股利,應付設備款,應收帳款淨額,應收帳款－關係人淨額,應計退休金負債（應付退休金費用）,持有供交易之金融資產－流動,持有至到期日金融資產－流動淨額,持有至到期日金融資產－非流動淨額,採用權益法之投資淨額,普通股股本,會計項目,未分配盈餘（或待彌補虧損）合計,本期所得稅負債,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,流動負債合計,流動資產合計,淨確定福利負債-非流動,無形資產合計,無活絡市場之債券投資－非流動淨額,無活絡市場之債務工具投資－非流動淨額,特別盈餘公積,特別股股本,特別股轉換普通股權利證書,現金及約當現金合計,現金及約當現金總額,當期所得稅負債,短期借款合計,股本合計,負債及權益總計,負債準備－流動合計,負債總計,負債總額,資本公積合計,資產總計,資產總額,透過損益按公允價值衡量之金融負債－流動合計,透過損益按公允價值衡量之金融資產－流動合計,遞延所得稅負債合計,遞延所得稅資產,長期借款合計,長期應付款,長期應付票據,長期應付票據及款項合計,非控制權益,非流動負債合計,非流動資產合計,預付款項合計,預收股本,預收股款（權益項下）之約當發行股數
2013-04-30,1,2013,,1963125,34747421,8683,24965775,0.0,351492,0.0,,1680130,17157,169228,4757,-7868,5293389,3330264,212777,205481,26278,714955,1957358,1957358,691501,,0.0,,650344,2485884,0,0,,,,1029786,3307717,3162908,179203.0,,,,2152621,7791466,2013年03月31日,20698370,,43460005,36457536,15000000,4267405,11032069,29440060,,1625616,72000.0,,,0.0,0.0,,20071929.0,638288.0,890179,7791466,,9950,,25852287.0,4399664,,69312292.0,17092,464768,1924,199444,14612813,,,,7002469,14820218,39872232,88618,0.0,0
2013-08-09,2,2013,250000.0,250000,34710364,8846,24907005,0.0,521479,0.0,0.0,5248793,24716,82044,62215,193823,4066747,3816747,179420,203451,27742,524845,2071562,2071562,691501,,0.0,,776753,2938202,0,0,,,2292440.0,2179600,3521648,3228608,175709.0,,201100.0,202427.0,2155512,7791466,2013年06月30日,20115727,,41794035,35086783,15000000,4628537,13650259,32198886,,1524325,78224.0,,162741.0,0.0,0.0,,22549701.0,144339.0,1204800,7791466,,12932,,30259004.0,2885990,,72053039.0,9730,223339,856,128131,16404438,,,,6707252,16608745,39854153,79249,0.0,0
2013-11-08,3,2013,0.0,0,36083004,8846,25296578,,285007,,,4113676,14129,318884,54419,-45602,3813935,3813935,275830,194413,22254,362834,2501343,2501343,691501,,,,521015,3431819,0,0,,,,3592661,3686803,3249527,172159.0,,200757.0,202090.0,2202511,7791466,2013年09月30日,20505300,,42173409,35251707,15000000,4628537,12358772,31903676,,1428066,75224.0,,162741.0,,,,21254904.0,120754.0,851395,7791466,,12004,,30478886.0,2900766,,72652295.0,1060,262421,534,101037,17925167,,,,6921702,18120114,40748619,98788,,0
2014-03-13,4,2014,0.0,0,37660879,8846,22768770,,378464,,0.0,2617011,57687,131343,988,76662,3533104,3523587,274005,2588884,22568,183351,2582102,2582102,542921,,,0.0,629008,2949274,341,0,9517.0,13536.0,,1988003,4201911,3409336,184341.0,,200409.0,402862.0,799069,7791466,2014年12月31日,18140233,,39541966,31517902,11777000,4628537,10632016,28592427,,1330726,69000.0,,0.0,,,17560164.0,,301918.0,1139241,7791466,,24599,,29911183.0,1423925,,69453149.0,8841,128589,5133,27525,16685150,2368439.0,0.0,2381975.0,8024064,19279167,40860722,103580,,0
2014-03-14,4,2013,288417.0,288417,35873672,8846,19542364,,363833,,0.0,2552299,14589,131480,47823,14599,6671091,6382674,181705,3254378,26946,270954,2457933,2457933,691501,,,,261703,3129051,127138,0,,,,2290596,4556102,3140683,186632.0,,200414.0,201753.0,2206230,7791466,2013年12月31日,14751086,,37061276,29571452,15000000,4628537,13823919,31484275,,1401549,75224.0,,162741.0,,,,20574782.0,215095.0,1074214,7791466,,16289,,34882747.0,2914524,,71944023.0,24153,105982,13054,57687,17791396,,,3040800.0,7489824,21058828,40459748,87371,,0
2014-05-09,1,2014,,1791505,35334671,8846,20139802,0.0,445006,0.0,0.0,2341009,11528,276165,17812,88223,6634344,4842839,204835,3065787,26910,263908,2412148,2412148,691501,,0.0,0.0,395622,2620384,0,0,,,,1945387,4126108,3685095,178564.0,,200078.0,403627.0,2278140,7791466,2014年03月31日,15348524,,38015898,30256522,15000000,4628537,12836298,30339668,,1375246,75224.0,,162741.0,0.0,0.0,19199783.0,,294553.0,915300,7791466,,16289,,32569255.0,2928532,,70585153.0,2891,117641,3862,60817,16663308,,,2860313.0,7759376,19732957,40245485,100003,0.0,0
2014-08-08,2,2014,474750.0,474750,36123963,8846,21038318,0.0,443762,0.0,0.0,5316166,13937,211724,121,60044,5808087,5333337,254285,2815188,22568,175424,2562737,2562737,691501,1581331.0,0.0,0.0,570115,3218566,12,0,,,2177856.0,2568195,4904352,3618573,175057.0,,201088.0,201985.0,727967,7791466,2014年06月30日,16409781,,37042157,29606403,15000000,4628537,14823580,32391198,,1355497,69000.0,,0.0,0.0,0.0,18807805.0,,155252.0,296633,7791466,,14925,,34508498.0,1408076,,71550655.0,2,150203,7427,53013,16862303,,,2617563.0,7435754,19684918,39159457,98979,0.0,0
2014-11-05,3,2014,294666.0,294666,38312024,8846,21996726,,380222,,,4456280,15116,168782,11055,33633,4185988,3891322,446820,2394927,22568,181588,2595804,2595804,691501,,,0.0,758234,3053204,545,0,,,649563.0,3048483,4900597,3501785,171538.0,,200748.0,403212.0,763382,7791466,2014年09月30日,17368189,,38303195,30546325,15000000,4628537,13220677,29047783,,1358288,69000.0,,0.0,,,16953531.0,,232299.0,1248263,7791466,,15481,,32264583.0,1416001,,70567778.0,13501,181225,17344,43433,16631635,,,2200821.0,7756870,19043906,41519995,87436,,0
2015-03-08,4,2015,0.0,0,35168436,8846,24419993,,393862,,0.0,2422584,15718,125100,13131,162131,4335190,4327045,346675,1788572,24568,140011,2736500,2736500,0,,,0.0,645366,3327134,0,0,8145.0,5678.0,,1777218,4922896,4303817,,,200657.0,703138.0,882387,7791466,2015年12月31日,19467504,800999.0,41956054,33830784,0,4952489,11291105,32538444,229023.0,1225706,,569460.0,0.0,,,,19729637.0,,330660,7791466,71702692.0,54403,29746638.0,,1457194,71702692.0,,4417,26235,1543,72402,16665418,1529303.0,0.0,1534981.0,8125270,18455533,39164248,133796,,0
2015-05-05,1,2015,,0,36753073,8846,23540129,0.0,378879,0.0,0.0,2157872,10655,279589,18572,64448,3058184,3048843,257512,2257947,24568,125909,2565389,2565389,459526,,0.0,0.0,772047,2684604,0,0,9341.0,11645.0,,1385825,4004484,3134907,,,200077.0,603428.0,832984,7791466,2015年03月31日,18911592,429112.0,40657606,32375602,9968000,4628537,9744886,28096795,180669.0,1304250,,540738.0,0.0,0.0,0.0,,17418377.0,,1379900,7791466,68678255.0,24414,28020649.0,,1439085,68678255.0,,145,144767,369,33353,16017447,2041065.0,,2052710.0,8282004,18275763,40581460,73121,0.0,0
2015-08-07,2,2015,0.0,0,36096562,8846,22148371,,449991,,0.0,5668173,11673,112414,7473,113207,3520202,3511315,253398,2036180,24568,124038,2519386,2519386,292644,0.0,,,928506,2817646,0,0,8887.0,9426.0,3227784.0,1511883,4746035,3825773,,,0.0,603009.0,819296,7791466,2015年06月30日,17195882,317376.0,38838814,31206278,6348000,4952489,14688316,31087952,176823.0,1276356,,536901.0,,,,,19361628.0,,2327623,7791466,71104002.0,23824,32265188.0,,1445878,71104002.0,,1799,167043,281,101051,15540411,1825363.0,,1834789.0,7632536,17576872,40016050,94802,,0
2015-10-30,3,2015,202125.0,202125,35723948,8846,23244242,,360078,,,2180535,7502,173180,42084,141121,4017344,3806355,277328,1944873,24568,142425,2549304,2549304,292644,,,,717390,2880379,0,0,8864.0,8060.0,0.0,1463145,4903545,3972773,,,200881.0,401705.0,848508,7791466,2015年09月30日,18291753,503220.0,40228000,32336436,6348000,4952489,11487289,30428934,173025.0,1248524,,569147.0,0.0,,,,18233091.0,,1855299,7791466,69764391.0,35009,29536391.0,,1452251,69764391.0,,8001,38,6035,32276,16098194,1739220.0,,1747280.0,7891564,18049102,39335457,76710,,0
2016-05-05,1,2016,,0,35400309,8846,25360024,0.0,286278,,0.0,2746653,8766,323987,2798,45261,3810614,3802644,398610,1545126,24568,144900,2853326,2853326,0,,,0.0,807535,2940131,0,0,7970.0,4002.0,,1939118,4624591,3368680,,,200437.0,702809.0,914128,7791466,2016年03月31日,20407535,989261.0,43056430,34653945,0,4952489,10947486,31140876,225276.0,1199623,,569662.0,0.0,,,,19196496.0,,419474,7791466,70446410.0,32587,27389980.0,,1457194,70446410.0,,0,58572,1281,78979,14896087,1291280.0,,1295282.0,8402485,16442494,39305534,113379,,0
2016-08-05,2,2016,0.0,0,38718142,0,24541086,,275555,,0.0,7963044,6422,213862,1868,52768,3721919,3714588,309728,1338167,24568,143101,3000340,3000340,0,0.0,,,985050,3152344,0,0,7331.0,2498.0,3506488.0,3471506,5589134,3520888,,67462.0,200215.0,702476.0,938102,7791466,2016年06月30日,19187016,630674.0,40963743,33063367,0,5354070,17110773,32015538,221448.0,1174156,,564250.0,,,,,18947966.0,,1597569,7791466,74649821.0,38720,33686078.0,,678047,74649821.0,,81,67462,158,118501,15236980,1089653.0,,1092151.0,7900376,16575305,42634283,164075,,0
