date,season,year,不動產及設備－淨額,不動產重估增值,交割代價,人壽保險現金解約價值,代收承銷股款,代收權證履約款,以成本衡量之金融負債,以成本衡量之金融資產－淨額,保留盈餘合計,保證責任準備,保險業負債,信用交易,借券保證金,借券擔保價款,備供出售金融資產未實現評價利益（損失）,備供出售金融資產未實現評價損益,備供出售金融資產－淨額,債券換股權利證書,償債基金,共同投資機關（基金）撥入資金,共同控制下前手權益,其他什項金融負債,其他什項金融資產－淨額,其他借款合計,其他基金,其他待出售資產,其他待整理負債,其他待整理資產－淨額,其他應付款,其他應收款,其他按攤銷後成本衡量之金融負債,其他權益合計,其他權益－其他,其他準備合計,其他準備－其他,其他負債合計,其他負債－其他,其他資產－其他,其他資產－淨額,其他遞延資產,其他金融負債合計,其他金融資產－淨額,其他非營業資產－淨額,其他預付款,其他預收款,再保險合約資產－淨額,出售不良債權未認列之損失,出租資產－淨額,分離帳戶保險商品,分離帳戶保險商品負債,受限制資產－淨額,員工福利負債準備,商品存貨,國外營運機構淨投資避險中屬有效避險部分之避險工具利益（損失）,國外營運機構財務報表換算之兌換差額,在建工程,報失資產,增資準備,大陸地區及國外負債淨額,大陸地區及國外資產淨額,央行及同業融資,央行及金融同業存款,存入保證金,存入借券保證金,存入典金,存入再保責任準備金,存出保證品,存出保證金,存出借券保證金,存出典金（典入權益）,存出再保責任準備金,存放央行及拆借金融同業,存款及匯款,存貨,客戶保證金專戶,專案計劃基金,庫藏股,待出售資產－淨額,待分配予業主之資產,待分配股票股利,待抵銷報失資產,待抵銷大陸地區及國外負債,待抵銷大陸地區及國外資產,待註銷股本,待註銷股本股數,應付交割帳款,應付代售印花稅票,應付代收保險費,應付代收款,應付佣金,應付保管款,應付保險賠款與給付,應付債券,應付其他稅款,應付再保往來款項,應付再保賠款與給付,應付利息,應付即期外匯款,應付商業本票－淨額,應付帳款,應付承購帳款,應付承銷有價證券款,應付款項合計,應付票據,應付租賃款,應付股（官）息紅利,應付融券擔保價款,應付託售證券價款,應付費用,應收交割帳款,應收代買證券價款,應收保費,應收信用卡款項,應收其他退稅款,應收利息,應收即期外匯款,應收帳款,應收所得稅退稅款,應收承兌票款,應收承購帳款－無追索權,應收收益,應收期貨交易保證金,應收款項－淨額,應收票據,應收股利,應收衍生性商品違約交割款,應收證券融資款,應收轉融通擔保價款,承兌匯票,承受擔保品－淨額,投資性不動產,投資性不動產－淨額,抵繳存出保證品,抵繳存出保證金,抵繳營業保證金及交割結算基金,持有至到期日金融資產－淨額,指定為透過損益按公允價值衡量之金融負債其變動金額來自信用風險,採用權益法之投資－淨額,撥入備放款,撥入放款基金,改良及擴充基金,普通股股本,暫付及待結轉帳項,暫收及待結轉帳項,會計項目,服務負債,服務資產,期貨交易人權益,未分配盈餘（或待彌補虧損）,本期所得稅負債,本期所得稅資產合計,權益總計,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,無形資產－淨額,無活絡市場之債務商品投資－淨額,無活絡市場之債務工具投資－淨額,營業保證金及交割結算基金,特別盈餘公積,特別股股本,特別股負債,特殊用途基金,現金及約當現金,現金流量避險中屬有效避險部分之避險工具利益（損失）,用品盤存,留抵稅額,當期所得稅負債,當期所得稅資產合計,短期借款,短期墊款－淨額,確定福利計畫之再衡量數,累計公允價值變動數－投資性不動產,累計折舊－投資性不動產,累計減損－其他待出售資產,累計減損－待分配予業主之資產,累計減損－投資性不動產,結構型商品所收本金,經紀人往來,經紀人／代理人往來,股本合計,背書責任準備,與待出售資產直接相關之權益,與待出售資產直接相關之負債,融券保證金,融券存入保證價款,負債及權益總計,負債準備合計,負債總計,負債總額,買入匯款－淨額,貼現及放款－淨額,資本公積,資產總計,資產總額,轉融通保證價款,轉融通借入款,追索權負債,透過損益按公允價值衡量之金融負債,透過損益按公允價值衡量之金融資產,進項稅額,違約證券,遞延所得稅負債合計,遞延所得稅負債－其他,遞延所得稅負債－土地增值稅,遞延所得稅負債－所得稅,遞延所得稅資產,遞延收入,避險之衍生金融負債,避險之衍生金融資產,重估增值－投資性不動產,銷項稅額,長期信託投資,長期借款,長期應收款,長期應收款折價,長期應收票據,長期應收票據折價,附買回票券及債券負債,附賣回票券及債券投資,除役、復原及修復成本之負債準備,非控制權益,非放款轉列之催收款項－淨額,預付借券費,預付其他稅款,預付利息,預付所得稅稅款,預付投資款,預付股（官）息紅利,預付費用,預付退休金,預收保費,預收借券收入,預收利息,預收收入,預收租金,預收股本,預收股款（股東權益項下）之約當發行股數（單位：股）,預收訂金
2013-05-13,1,2013,17309318,,314469.0,,,,,1464481,12380970,116178,,970.0,,,994202.0,,74669823,,,,,143931,338286,0,,,,,11939497,380425,,928791,,24256,,1102233,,16269,2430449,,2316657,7500443,,11724,596062,,,,,,,302703,,,-65411.0,,,,,,,56920541,,,,,,1432213,,,,59045240,1049793249,,448324,,0.0,,,,,,,,,1494566,,,252561,,,,53300000,103427,,,2239580,,1480437,1425537,1233447,,22781151,,,,401815,,1489036,1162447,,,32977840,,1975145,,676586,558269,1798455,4636215,831.0,,47874347,,,,3951934,,1852884,34828,,1690179,,,708201.0,9651651,,,50958.0,,,50107000,,74713,2013年03月31日,,,447744,9019905,,,,77837092.0,77837092,0,2809899,4142011,5249352.0,,,551166,,,,23236283,,,,1190262.0,558269.0,0.0,,,,,,,,1674024,,,50107000,,,,348801.0,,,443137,,1209668463.0,,760651963,14420331,,1287505555.0,,,,15182466,278203814,2662.0,,852461,,92706,759755,530361,286745,,0.0,,2797.0,,,,,,,4305869,11404.0,24256,0.0,,,138.0,0.0,,,,224414,,,,34553,106393,,,0,
2013-08-23,2,2013,18649152,,15129.0,,,,,1425844,7962326,150878,,0.0,,,642605.0,,87095067,,,,,148415,308038,0,,,,,13529273,599273,,599239,,24314,,1377988,,29317,2603199,,2101404,6690359,,12743,763209,,,,,,,302495,,,-43366.0,,,5136000.0,,,,78179198,,,,,,1625113,,,,58660736,1064047744,,439467,,,,,,,,,,,1297448,,,290284,,,,55600000,146896,,,1789859,,1998520,1728082,1815916,,25302565,,,,314673,,1936152,1432388,,,38374459,,2503563,,543583,557011,2132121,8993634,72.0,,58693954,,,,4099732,,2168126,34828,,718883,,,,9364298,,,39793.0,,,50107000,,107899,2013年06月30日,,,438704,3891519,,,,78301955.0,78301955,0,3515723,4177544,4517010.0,,708202.0,555084,,,,25920547,,,,592186.0,557011.0,0.0,,,,,,,,1474492,,,55243000,,,,285856.0,,,477687,,1251122258.0,,790002451,14497390,,1329424213.0,,,,15168020,265869240,0.0,,787454,,91641,695813,421772,297475,,0.0,,0.0,,,,,,,5489492,0.0,24314,,,,0.0,0.0,,,,192996,,,,89696,119709,,,0,
2013-11-14,3,2013,19111601,,,,668701.0,0.0,0.0,1771683,10165203,145149,0.0,,,,619426.0,,72362809,,0.0,0.0,,0,7167607,0,0.0,0.0,0.0,0.0,5597881,581566,0.0,460310,0.0,24406,,2309132,7577.0,706750,3136657,8284.0,2010432,14131198,0.0,13745,899681,0.0,0.0,0.0,,0.0,0.0,302253,0.0,,-159116.0,0.0,0.0,0.0,0.0,0.0,0.0,61309099,153626.0,0.0,0.0,0.0,15946771.0,1435913,0.0,0.0,0.0,57851664,1091479553,0.0,480911,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,1345172,0.0,,4426498,,0.0,,52300000,105605,,,1942895,16853.0,1663399,1203103,1638232,0.0,21857291,10597.0,0.0,147.0,498903,15961.0,1870290,1300132,10370.0,,34417192,332.0,2236069,22590.0,344841,560178,2666239,9030779,147.0,0.0,54965149,0.0,3854.0,,4288426,1960.0,2741193,14463,,566711,-15946771.0,0.0,0.0,8798083,,0.0,31267.0,0.0,0.0,55243000,3149.0,27122,2013年09月30日,0.0,0.0,480436,6094396,,,,81086134.0,80365903,0,3515723,5498567,4707809.0,,708201.0,555084,0.0,0.0,0.0,16818977,0.0,0.0,0.0,362556.0,565426.0,0.0,0.0,,,,0.0,0.0,,1498729,0.0,0.0,55243000,,0.0,0.0,443961.0,,,471808,,1252895602.0,3188.0,812342514,14497390,,1333981736.0,2276.0,,0.0,14205756,267390880,3516.0,,792135,0.0,91641,700494,441500,328765,0.0,,,3705.0,0.0,0.0,,,0.0,0.0,4134441,0.0,24406,720231.0,0.0,0.0,0.0,0.0,5248.0,,0.0,238902,,0.0,0.0,71660,148295,0.0,0.0,0,0.0
2014-03-05,4,2013,19373142,,,,132125.0,0.0,,1782653,12093934,150323,,,,,910684.0,,72049774,,,0.0,0.0,149308,10563331,268092,,0.0,0.0,0.0,5991660,538360,0.0,816635,,24493,,1586425,301233.0,137444,2444147,7234.0,2392644,17578354,,20136,635260,0.0,0.0,,,0.0,0.0,225449,,,-94049.0,0.0,0.0,,0.0,0.0,,47645621,,,,,16517200.0,1439543,0.0,0.0,0.0,57907807,1150790905,0.0,475000,,0.0,0.0,0.0,,0.0,0.0,0.0,,,1811123,0.0,,690194,,,,53800000,159514,,,1848907,29687.0,1981970,1277591,1586390,0.0,19045582,11130.0,0.0,147.0,631685,6480.0,2361607,1682199,12974.0,0.0,35408468,467.0,2170496,16188.0,874529,556567,2059441,15300451,224.0,0.0,62895383,0.0,0.0,,4582106,32876.0,2093861,8223,,544587,-16517200.0,0.0,0.0,8593699,,0.0,20115.0,0.0,,55243000,3415.0,17868,2013年12月31日,,0.0,474622,8023127,,,,83355323.0,82650959,0,3515723,5513344,4757310.0,,692096.0,555084,,,,21344052,,,0.0,505654.0,563776.0,0.0,,,,,0.0,0.0,,1748599,0.0,0.0,55243000,0.0,,,545606.0,,,400265,,1297681276.0,60.0,828238170,14497390,,1381036599.0,33147.0,0.0,,12264067,283646429,0.0,,745760,,91585,654175,343935,350555,0.0,0.0,,0.0,0.0,268092.0,,,0.0,0.0,6254291,0.0,24493,704364.0,0.0,0.0,0.0,0.0,7209.0,,0.0,136056,,,0.0,138937,5359,0.0,,0,0.0
2014-05-02,1,2014,19717476,,329506.0,,0.0,,,1859090,14952392,150817,,,,,,,78531653,,,,,158472,39962233,365724,,,,,4693609,505532,,937516,,24667,,1448646,0.0,29770,3703052,6701.0,3767400,46694911,,21308,751043,,,,,,,225183,,,,,,,,,,69926199,,,,,26082650.0,2630243,,,,59550503,1187067511,,553352,,,,,,,,,,0.0,1952396,,,846363,,,,56300000,112800,,,2404959,10326.0,3331686,4109651,1684422,,20437161,11129.0,,147.0,395314,7924.0,1708692,1708554,,,33407460,,2327710,,1160080,556567,2108152,15030622,,,61686742,,,,5109126,,2141748,8223,484149.0,446579,-26082650.0,,,8341983,,,0.0,,,57633794,1138.0,24942,2014年03月31日,,,553007,10881585,,,,89748794.0,89033682,0,3515723,5548230,4318220.0,,705872.0,555084,,,,20372848,,,,1050288.0,566194.0,,,,,-36855.0,,,-715.0,3055921,,,57633794,,,,357681.0,,,400667,,1369325479.0,2016.0,849111003,15509980,,1459074273.0,,,,14986333,304559565,2604.0,,773847,,91585,682262,243534,365653,,,,2636.0,,365724.0,,,,,9470017,0.0,24667,715112.0,,,0.0,,9627.0,,,296799,,,,168879,135493,,,0,
2014-08-29,2,2014,19974082,,0.0,,0.0,,,2067684,10085834,154852,,,,,1102485.0,,96280166,,,,,354749,51927822,358188,,,,,5494838,608871,,969283,,24673,,1708728,71.0,11392,3646797,8058.0,3069253,56370751,,22227,872135,,,,,,,224919,,,-133202.0,,,5896206.0,,,,84314429,,,,,27533470.0,2643111,,,,54910784,1212953878,,582348,,,,,,,,,,0.0,2298157,,,945138,,,,52600000,178337,,,1787921,14159.0,3069234,1625061,1605790,,20691383,11060.0,,1786795.0,374018,,2027521,2381910,,,40760688,550.0,3338176,14430.0,1068513,543513,2160057,17428807,222.0,,73290338,,,,5528114,,2199463,8223,471388.0,433040,-27533470.0,,,8232883,,,0.0,,,64633794,1629.0,27318,2014年06月30日,,,581868,5564478,,,,101660495.0,100960814,0,4357121,5479381,1790940.0,,730818.0,164235,,,,24254687,,,,1045277.0,547740.0,,,,,-37633.0,,,-715.0,2132636,,,70530000,,,,343125.0,,,404444,,1410202843.0,1957.0,884728900,19375697,,1511863338.0,,,,11710518,283439001,,,774355,,91585,682770,274788,364662,,,,,,358188.0,,,,,17503156,,24673,699681.0,,,,,4227.0,,,217727,,,,307825,136717,,,0,
2014-11-14,3,2014,20228381,,299939.0,,620963.0,,,2202713,12949135,155434,,292.0,,,1219930.0,,86762908,,,,,549342,49260845,365460,,,,,5951871,532295,,1329641,,24781,,2277571,0.0,733501,3816381,7377.0,2749469,53399786,,41585,786137,,,,,,,224609,,,109711.0,,,,,,,68209822,,,,,27027990.0,2009823,,,,59372537,1227860487,,655614,,,,,,,,,0.0,0.0,1937574,,,4524839,,,,52100000,224788,,,2227013,15366.0,3329040,3442931,1304368,,24620050,22796.0,,160.0,496215,32929.0,2252483,1678678,10421.0,,36509617,499.0,3534197,23460.0,1226411,543513,1703091,21774522,99.0,,73219190,,934.0,,5919612,4245.0,1733667,8223,460771.0,417450,-27027990.0,,,7096395,,,0.0,,,70530000,1926.0,20152,2014年09月30日,,,654659,8427779,,,,104927579.0,104184473,0,4357121,5479495,1279110.0,,730984.0,164235,,,,20716271,,,,1293084.0,550291.0,,,,,-37990.0,,,-5331.0,1545468,,,70530000,,,,453050.0,,,404824,,1422441757.0,1504.0,909473762,19375697,,1527369336.0,1170.0,,,22057615,286435002,2971.0,,689454,,91585,597869,381273,371827,,,,3676.0,,365460.0,,,,,16484881,20214.0,24781,743106.0,,,,,6778.0,,,279991,,,,314509,160015,,,0,
2015-03-20,4,2014,21106105,,,,0.0,0.0,,2184319,15139336,152262,,,,,1237183.0,,86030495,,,0.0,0.0,378282,49046940,380040,,0.0,0.0,0.0,7826608,443919,0.0,1831360,,24862,,1529273,0.0,26311,3631499,6631.0,2583420,52810267,,26847,730956,0.0,0.0,,,0.0,0.0,159945,,,594177.0,0.0,0.0,,0.0,0.0,,58199621,,,,,27461570.0,2631923,0.0,0.0,0.0,60090348,1280691771,0.0,623719,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1388622,0.0,,664453,,,,49600000,319541,,,2083706,63640.0,2828518,1352331,1801559,0.0,21740276,46878.0,0.0,160.0,755964,15852.0,2805626,1465822,18931.0,0.0,36939231,561.0,3523211,54808.0,682399,335260,1887992,22177578,224.0,0.0,73087654,0.0,0.0,,5862862,14557.0,1904700,0,,421270,-27461570.0,0.0,0.0,5915792,,0.0,0.0,0.0,,70530000,6855.0,12395,2014年12月31日,,0.0,623242,10617980,,,,107661346.0,106876393,0,4357121,5683483,950100.0,,731031.0,164235,,,,29547360,,,0.0,853016.0,335260.0,0.0,,,,,0.0,0.0,,1581896,0.0,0.0,70530000,0.0,,,687874.0,,,337069,,1458758512.0,5189.0,934613524,19375697,,1566419858.0,15559.0,0.0,,26081873,292870111,0.0,,816112,,91495,724617,123932,388069,0.0,0.0,,0.0,0.0,380040.0,,,0.0,0.0,13117523,152758.0,24862,784953.0,0.0,0.0,0.0,0.0,0.0,,0.0,201901,,,0.0,254961,141278,0.0,,0,0.0
2015-04-24,1,2015,21197054,0.0,,,664204.0,,,2258766,18354515,149630,,,,,,1247700.0,95971795,,,,0.0,244518,34377494,408504,,,,,5403961,558652,,1441311,-117179.0,26092,,2240000,3.0,787680,5225803,8359.0,1629754,38221376,,28108,687031,,,,,,,195201,,0.0,310790.0,,,,,,,57351641,,,,,25861689.0,3315457,,,,58817449,1307317028,,640310,,,,,,,,,,0.0,2061974,,,718769,,,,47300000,209885,,,2563133,39900.0,4835583,7086409,1655356,,24485859,43507.0,,160.0,325278,286051.0,1940952,2186995,9758.0,,36528461,659.0,3249311,10648.0,1548042,298072,1863310,24188816,86.0,,77318570,,,,6982786,2937.0,1854079,0,667840.0,627077,-25861689.0,,,5729651,,,0.0,,,73016504,2297.0,12763,2015年03月31日,,,639734,13833159,1305001.0,301123.0,113972895.0,,113183618,0,4357121,5653982,,938760.0,740986.0,164235,,,,25929079,0.0,,,,,33000.0,,,0.0,-40362.0,,,-401.0,745502,,,73016504,,0.0,,,296445.0,1597110284.0,370923,1483137389.0,,6046.0,939796116,20371288,1597110284.0,,1907.0,,,25570445,321726674,6837.0,,792721,,91495,701226,224184,394013,,0.0,0.0,3761.0,,375504.0,,,,,9529930,370351.0,26092,789277.0,,,0.0,,3051.0,,,335129,,,,329482,148743,,,0,
2015-08-21,2,2015,24830476,,417941.0,,0.0,,,2330872,12329673,148106,,,310.0,342.0,,1003106.0,120946389,,,,,235774,54065348,825521,,,,,5826044,631494,,1232031,,25025,,1807277,0.0,36700,2656302,7567.0,2204585,58239975,,29259,930138,,,,,,,194912,,,217878.0,,,6500496.0,,,,67564202,,,,,25240639.0,1704605,,,,62538183,1390800078,,603412,,,,,,,,,,0.0,1505546,,,761736,,,,47300000,331824,,,1909837,84548.0,3750571,4167007,1890340,,24943484,39957.0,,3174010.0,452998,4011.0,2004747,2123212,5679.0,0.0,49209969,525.0,3378371,72699.0,2116801,269438,1884607,21924366,186.0,,87944359,,3386.0,,6593013,51.0,1959502,0,667840.0,625672,-25240639.0,,,4931711,11047.0,,,,,73016504,377.0,9132,2015年06月30日,,,602761,6755462,1161316.0,269438.0,114367174.0,,113579868,0,5409976,5629567,,1236520.0,641131.0,164235,,,,23219866,,,,,,454565.0,,,,-41924.0,,,-244.0,1366050,,,79517000,,,,,413436.0,1687794655.0,368043,1573427481.0,,3171.0,986149409,20501164,1687794655.0,,0.0,,,24821109,308894547,,,713818,,91495,622323,163201,407039,,0.0,,,,370956.0,,,,,7167477,755560.0,25025,787306.0,,,,,0.0,,,236663,,,,309065,151867,,,0,
2015-11-13,3,2015,26388062,,,,0.0,0.0,,2357701,16045894,170006,,5575.0,,,,1055444.0,101722501,,,,0.0,295261,42718370,1124072,,,,,12587627,986871,,2189612,,25076,,1804633,-26.0,23026,7102457,9926.0,1779319,47030216,,29955,988928,,,,,,,194591,,,1299019.0,,,,,,,70261043,,,,,25994620.0,6000295,,,,72685113,1407849612,,630438,,,,,,,,,,,1566905,,,5122195,,,,51050000,229648,,,2417799,94548.0,1628335,1655724,1709533,,31304383,41000.0,,168.0,679462,9032.0,2517781,1530305,7569.0,,49493225,632.0,3425457,18420.0,2843181,0,1853186,19182030,87.0,,84394879,300.0,3800.0,,4852735,38092.0,1890484,0,,651969,-25994620.0,,,5106521,-164851.0,,,,,79517000,18099.0,13565,2015年09月30日,,,629411,10471683,798577.0,3718.0,119122567.0,,118253670,0,5409976,5750011,,1318560.0,641077.0,164235,,,,35129820,,,,,,398864.0,,,,,,,,854647,,,79517000,0.0,,,,782477.0,1729570345.0,389673,1610447778.0,,2596.0,1001086355,20501164,1729570345.0,,38491.0,,,33161890,341225413,3813.0,,1310188,,91495,1218693,181443,412883,,,,4354.0,,725208.0,,,,,7986053,1111867.0,25076,868897.0,2551.0,,,,3718.0,,0.0,376266,,,,218112,161242,,,0,
