date,season,year,一年或一營業週期內到期長期負債合計,不動產、廠房及設備合計,以成本衡量之金融資產－非流動淨額,保留盈餘合計,其他應付款合計,其他應付款項－關係人,其他應付款－其他,其他應收款淨額,其他應收款－關係人淨額,其他權益合計,其他流動負債合計,其他流動負債－其他,其他流動資產合計,其他非流動負債合計,其他非流動資產合計,國外營運機構財務報表換算之兌換差額合計,存入保證金,存貨合計,存貨－製造業淨額,待分配股票股利,待註銷股本股數,應付帳款合計,應付帳款－關係人合計,應付票據合計,應付股利,應收帳款淨額,應收帳款－關係人淨額,應收票據淨額,應計退休金負債（應付退休金費用）,投資性不動產淨額,普通股股本,會計項目,未分配盈餘（或待彌補虧損）合計,本期所得稅負債,本期所得稅資產合計,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,流動負債合計,流動資產合計,淨確定福利負債-非流動,無形資產合計,特別股負債－流動,現金及約當現金合計,現金及約當現金總額,當期所得稅負債,當期所得稅資產合計,短期借款合計,股本合計,負債及權益總計,負債準備－流動合計,負債總計,負債總額,資本公積合計,資產總計,資產總額,透過損益按公允價值衡量之金融負債－流動合計,透過損益按公允價值衡量之金融資產－流動合計,遞延所得稅負債合計,遞延所得稅資產,長期借款合計,非控制權益,非流動負債合計,非流動資產合計,預付款項合計,預收股款（權益項下）之約當發行股數
2014-09-26,2,2014,1517985,3754140,,-1011660,934047,0,,591886,54,204533,1812373,294388,119757,32107,1300934,204533,841,2445387,,,0,750956,27,2729,,1344228,0,16615,31266,32733,2571875,2014年06月30日,-1011660,,,1885937,1816072,0,,4000912,6040242,,44008,0,1182717,,476194,21960,0,2571875,,18753,,9420685,51324,,11306622,5833,6793,985090,134565,4402576,69865,5419773,5266380,310845,0
2015-03-16,4,2014,524651,4011891,0,369719,1082197,0,,391510,7,639554,827225,302574,97919,39576,1241249,639554,854,2682247,2682247,,0,817482,55,3144,,1526912,0,16802,38722,32569,2271875,2014年12月31日,369719,,,3358689,3282532,0,,3904024,7550407,,39991,0,2539212,,289897,14347,860834,2271875,,23190,,9707858,1384,,13066547,,7875,1123303,190440,4640955,76157,5803834,5516140,273576,0
2015-08-05,2,2015,257985,4014220,0,1173310,1154154,,,109481,,477403,622298,364313,46422,41226,1278453,477403,614,2579324,2579324,332747,0,671671,,2716,,1570355,,13524,,32405,2271875,2015年06月30日,1136338,284494,10257,4337882,4256719,0,36972,2903111,7331799,40612,33591,,,2726028,,,167778,2604622,12900660,,8562778,,1384,12900660,,0,8024,1134420,210192,4484021,81163,5659667,5568861,268384,0
2015-11-11,3,2015,0,4187429,0,1910104,1365241,,,103469,,859342,395722,395722,69321,42850,1320813,859342,1309,2759226,2759226,,0,805359,,3016,,1941296,,23307,,32324,2604622,2015年09月30日,1873132,306554,29799,5466628,5375452,0,36972,2920615,8510573,41541,32611,,,3246261,,,44723,2604622,14307610,,8840982,,1384,14307610,,0,6867,1222800,223860,4654717,91176,5920367,5797037,331027,0
2016-03-23,4,2015,15385,4796188,0,2666857,1470051,,,118086,,707588,358502,343117,61033,56823,1271395,707588,1328,2738949,2738949,,,807353,,0,,2023614,,13635,,32243,2930202,2015年12月31日,2629885,453814,11963,10980321,10877177,0,36972,3089720,11240249,55495,31549,,,5989276,,,0,2930202,17639151,,6658830,,4572530,17639151,,,7521,1212686,267527,2299601,103144,3569110,6398902,276172,0
2016-05-05,1,2016,0,4779975,0,3300536,1457184,,,98134,,523009,456895,456895,42254,57719,1329928,523009,1323,2746149,2746149,,,713909,,2052,,1749617,,10189,,32161,2930202,2016年03月31日,3263564,516463,46282,11440552,11326277,0,36972,3146503,9380686,56396,30567,,,4377855,,,0,2930202,15837557,,4397005,,4572530,15837557,,,7707,1192783,284240,0,114275,1250502,6456871,302499,0
2016-08-05,2,2016,0,4705923,0,1959984,3925953,,1546592,93327,,346886,421845,421845,40299,58912,1355395,346886,1525,2663403,2663403,0,0,762007,,3593,2379361,1885415,,13331,,32080,2930202,2016年06月30日,1660024,376895,9397,9925789,9808941,0,299960,5490293,10288577,57387,28782,,,5217444,,,0,2930202,16696753,,6770964,,4571869,16696753,,,6979,1221759,285996,0,116848,1280671,6408176,358982,0
2016-11-08,3,2016,0,4615883,0,2980259,1479072,,,83036,,70450,446953,446953,42051,59197,1318470,70450,851,2666394,2666394,,,760271,,,,2070529,,,,31998,2930202,2016年09月30日,2680299,294036,11590,10683011,10552918,0,299960,2980332,8666559,58346,27003,,,3397782,,,0,2930202,14932940,,4249929,,4572007,14932940,,,0,1210400,273027,0,130093,1269597,6266381,395177,0
