date,season,year,一年或一營業週期內到期或執行賣回權公司債,一年或一營業週期內到期長期借款,一年或一營業週期內到期長期負債合計,不動產、廠房及設備合計,以成本衡量之金融資產－非流動,以成本衡量之金融資產－非流動淨額,保留盈餘合計,備供出售金融資產未實現損益合計,備供出售金融資產未實現損益－採用權益法之子公司,備供出售金融資產評價調整－流動,備供出售金融資產－流動,備供出售金融資產－流動淨額,備抵呆帳－應收帳款、分期帳款及租賃款,其他應付款合計,其他應付款項－關係人,其他應付款－其他,其他應付費用,其他權益合計,其他流動負債合計,其他流動負債－其他,其他流動資產合計,其他流動資產－其他,其他設備成本,其他設備淨額,其他金融資產－其他－非流動,其他金融資產－流動,其他金融資產－非流動合計,其他非流動負債合計,其他非流動負債－其他,其他非流動資產合計,其他非流動資產－其他,其他非流動資產－其他合計,原始認列時指定為透過損益按公允價值衡量之金融資產評價調整－流動,原始認列時指定為透過損益按公允價值衡量之金融資產－流動,員工福利負債準備－流動,國外營運機構財務報表換算之兌換差額合計,國外營運機構財務報表換算之兌換差額－採用權益法之子公司,土地成本,土地淨額,土地－重估增（減）值,存出保證金,存貨合計,存貨－其他行業淨額,庫存現金,庫藏股票,待出售非流動資產,待出售非流動資產（淨額）,待註銷股本股數,應付公司債,應付公司債合計,應付員工紅利,應付帳款,應付帳款合計,應付短期票券,應付短期票券合計,應付短期票券折價,應付票據,應付票據合計,應付股利,應付董監事酬勞,應收帳款,應收帳款淨額,應收帳款－關係人,應收帳款－關係人淨額,應收票據,應收票據淨額,應計退休金負債（應付退休金費用）,房屋及建築成本,房屋及建築淨額,投資性不動產淨額,投資性不動產－土地,投資性不動產－土地－重估增值,投資性不動產－建築物,持有供交易之金融資產評價調整－流動,持有供交易之金融資產評價調整－非流動,持有供交易之金融資產－流動,持有供交易之金融資產－非流動,持有至到期日金融資產－流動,持有至到期日金融資產－流動淨額,採用權益法之投資,採用權益法之投資淨額,普通股股本,會計項目,未分配盈餘（或待彌補虧損）合計,未完工程及待驗設備,本期所得稅負債,本期損益,機器設備成本,機器設備淨額,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,流動負債合計,流動資產合計,淨確定福利負債-非流動,無形資產合計,物料,特別盈餘公積,現金及約當現金合計,現金及約當現金總額,當期所得稅負債,短期借款合計,約當現金,累積盈虧,累計折舊－其他設備,累計折舊－房屋及建築,累計折舊－投資性不動產－建築物,累計折舊－機器設備,累計折舊－辦公設備,累計折舊－運輸設備,累計減損－運輸設備,股本合計,負債及權益總計,負債準備－流動合計,負債總計,負債總額,資本公積合計,資本公積－取得或處分子公司股權價格與帳面價值差額,資本公積－實際取得或處分子公司股權價格與帳面價值差額,資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,資產總計,資產總額,辦公設備成本,辦公設備淨額,透過損益按公允價值衡量之金融資產－流動合計,透過損益按公允價值衡量之金融資產－非流動合計,運輸設備成本,運輸設備淨額,遞延所得稅負債合計,遞延所得稅負債－所得稅,遞延所得稅資產,銀行借款,銀行存款,銀行長期借款,長期借款合計,長期遞延收入,附買回債券負債,零用金／週轉金,電腦軟體,電腦軟體淨額,非控制權益,非流動負債合計,非流動資產合計,預付款項合計,預付設備款,預付貨款,預收收入／遞延收入,預收款項合計,預收股款（權益項下）之約當發行股數
2013-05-13,1,2013,1000000,633231,1633231,13254308,,,8075542,-7814,-7814,,,,1792,182502,0.0,,178141.0,-614824,1810615,36967,45296,16213,,,191507,29083,191507,168588,1433,210172,9908,9908,723,30064,0.0,-607010,-607010,284580,1758525,1473945,8757,17211,17211,1285.0,0,0.0,0.0,,4800000,4800000,2177,47218,47218,,,,40448,40448,7.0,2177,142305,140513,104849,104849,10566,10566,145402.0,152970,92883,146281,2378,16716,144752,-5647,,7469,100000,120080.0,120080.0,,2818301,2564736,2013年03月31日,6229984,1913236,,121580,262309.0,118326.0,10067957,10067957,0,1486071,2246776,7153866,,14594,17211,359487,,6646269.0,135993.0,30000,1935290,6108404,,60087,17565,143983.0,85458.0,1679074,941130,2564736,,0.0,,13656780.0,42503,42503.0,,,,23724737.0,160640.0,75182.0,32609,100000,11916360,9296156,618048,618048,27215,30000,4709694,5823368,5823368,21753.0,,,14594,14594,0,11410004,16570871,36473.0,,36473.0,140417,140417,0
2013-08-09,2,2013,1000000,697104,1697104,13207272,,,7890342,-9933,-9933,,,,1792,421245,,158718.0,,-564502,1836105,8327,245473,10330,213934.0,126845.0,182475,235143,182475,146145,1328,212608,6686,6686,495,30240,0.0,-554569,-554569,284580,1758525,1473945,9059,15854,15854,,0,0.0,0.0,,4800000,4800000,3027,49227,49227,,,,37329,37329,256473.0,3027,144843,143051,115693,115693,11811,11811,144817.0,105906,40628,146296,2378,16716,145590,-5797,,7504,100000,122200.0,122200.0,2752931.0,2752931,2564736,2013年06月30日,5547155,0,,192853,263688.0,117593.0,9933079,9933079,0,1543352,2394411,7110561,,14103,15854,799835,,6350936.0,20505.0,30000,4888837,5354302,87089.0,65278,18388,146095.0,,1832023,946652,2564736,,0.0,,13637987.0,42503,42503.0,,,,23571066.0,,,32442,100000,13942356,11163681,626973,626973,27295,30000,1460785,5670458,5670458,0.0,,1314.0,14103,14103,0,11243576,16460505,73101.0,14388.0,73101.0,130674,130674,0
2013-11-12,3,2013,0,687112,687112,13173296,,,8027650,-2318,-2318,,,,1792,146166,,140698,,-690048,801194,23054,184562,15988,456061,248724,223264,168574,223264,146113,1065,237047,6759,6759,514,29806,0,-687730,-687730,284580,1758525,1473945,6948,15162,15162,,0,0,0,,4800000,4800000,2734,45816,45816,,,,39877,39877,,2734,151006,149214,96613,96613,8639,8639,145048,105668,42912,107044,2378,16716,100573,-5781,,7418,100000,120825,120825,2717992,2717992,2564736,2013年09月30日,5684463,276185,,330161,,,9944841,9944841,0,1543352,1097331,5636311,,13137,15162,799835,,4967369,24278,40000,3637702,5354302,207337,62756,12623,,,1978822,933081,2564736,,0,,12067281,42503,42503,,,,22012122,,,31957,100000,13758853,10846950,604685,604685,27295,40000,1325302,5419152,5419152,0,,4365,13137,13137,0,10969950,16375811,61970,76,61970,91028,91028,0
2014-03-25,4,2013,2000000,692573,2692573,13104201,12500.0,12500.0,8096290,-2145,-2145,,,,1799,180971,,169427.0,,-579599,2782496,12920,37433,5370,468799.0,257024.0,188976,32063,188976,145284,828,211553,16905,16905,453,30043,0.0,-577454,-577454,284580,1758525,1473945,5672,15202,15202,,0,0.0,0.0,,2800000,2800000,5772,76788,76788,,,,44002,44002,,5772,160683,158884,137763,137763,6724,6724,144456.0,103757,41919,89808,2378,16716,81045,-6065,,7465,100000,122975.0,122975.0,2718312.0,2718312,2564736,2013年12月31日,5753103,278378,,396648,,,10123930,10123930,0,1543352,3147371,5807461,,12301,15202,799835,,5246802.0,13114.0,50000,3989086,5356455,211775.0,61838,10331,,,2153289,940497,2564736,,0.0,,11959820.0,42503,42503.0,,,,22083750.0,,,31896,100000,13862141,10768355,579852,579852,27614,50000,1251947,5287313,5287313,0.0,,5769.0,12301,12301,0,8812449,16276289,49782.0,0.0,49782.0,77003,77003,0
2014-05-09,1,2014,2000000,688220,2688220,13367085,25000.0,25000.0,8161700,-6224,-6224,,,,1799,162143,0.0,,149149.0,-344990,2748990,17713,43223,9199,471282.0,261280.0,215589,34024,215589,144750,621,225498,4234,4234,294,30714,0.0,-338766,-338766,284580,1758525,1473945,5675,15278,15278,10872.0,0,,,0.0,2800000,2800000,6497,65804,65804,,,,38710,38710,,6497,186846,185047,119483,119483,8490,8490,144129.0,138338,72700,39693,2378,16716,26198,-5947,,7596,100000,147696.0,147696.0,2429914.0,2429914,2564736,2014年03月31日,5818513,426580,,65410,,0.0,10423949,10423949,0,1543352,3087821,6060142,,11316,15278,799835,5465215.0,,22174.0,50000,4046845,5753103,210002.0,65638,5599,,,2355450,961463,2564736,,0.0,,11860481.0,42503,,42503.0,,,22284430.0,,,32657,100000,14164913,10848000,578027,578027,25782,50000,1407498,5249883,5249883,0.0,,,11316,11316,0,8772660,16224288,43053.0,,43053.0,43057,43057,0
2014-08-13,2,2014,2000000,794935,2794935,13170921,25000.0,25000.0,7838674,-2397,-2397,5450.0,1038318.0,1043768.0,1799,594071,,195528.0,,-558003,2845006,22759,104981,9154,473891.0,257827.0,223692,95827,223692,144889,619,233232,2807,2807,230,30104,,-555606,-555606,284580,1758525,1473945,5673,16541,16541,,0,,,0.0,2800000,2800000,6916,62293,62293,200000.0,199779.0,221.0,46791,46791,384711.0,6916,184409,182610,123195,123195,9099,9099,144270.0,137825,70469,39103,2378,16716,25752,-5891,,7119,100000,0.0,0.0,2222531.0,2222531,2564736,2014年06月30日,5676059,557281,,127095,0.0,0.0,9887910,9887910,0,1583016,3888538,6322462,,10338,16541,579599,4742159.0,,40598.0,100000,3257113,5548964,216064.0,67356,5743,0.0,,2475485,942390,2564736,,,,12261459.0,42503,,42503.0,,,22149369.0,,,31562,100000,13944694,10526819,578027,578027,25782,100000,1483800,4850005,4850005,0.0,,1246.0,10338,10338,0,8372921,15826907,68547.0,1060.0,68547.0,27312,27312,0
2014-11-12,3,2014,2000000,789936,2789936,13239609,25000.0,25000.0,7939188,-7397,-7397,82.0,494353.0,494435.0,1799,132738,,124238.0,,-366093,2833483,14880,89327,5862,475933.0,254376.0,253370,83465,253370,144992,619,263814,2117,2117,119,30664,,-358696,-358696,284580,1758525,1473945,5755,17850,17850,,0,,,0.0,2800000,2800000,4250,74415,74415,,,,38522,38522,,4250,177871,176072,121844,121844,7504,7504,144373.0,139027,69998,39237,2378,16716,26159,-5965,,7229,100000,133276.0,133276.0,2197620.0,2197620,2564736,2014年09月30日,5776573,567638,,227609,,,10191242,10191242,0,1583016,3408674,6007499,,9365,17850,579599,4879029.0,,49516.0,280000,3603919,5548964,221557.0,69029,6016,,,2666278,959903,2564736,,,,11716684.0,53411,,53411.0,,,21907926.0,,,32047,100000,14215253,10589072,578027,578027,25782,280000,1273852,4784991,4784991,0.0,,1258.0,9365,9365,0,8308010,15900427,56115.0,2572.0,56115.0,28667,28667,0
2015-03-18,4,2014,0,789976,789976,13702504,25000.0,25000.0,8039626,-7556,-7556,0.0,0.0,0.0,1827,153872,,143480.0,,69774,846030,16780,262972,4621,480376.0,255218.0,15002,258351,15002,152392,677,34707,8049,8049,6,31903,,77330,77330,284580,1758525,1473945,5389,16493,16493,,0,,,0.0,2800000,2800000,5196,93604,93604,730000.0,729600.0,400.0,42590,42590,,5196,159714,157887,138712,138712,8036,8036,151715.0,140962,70240,39773,2378,16716,27065,-6180,,7472,100000,0.0,0.0,2169793.0,2169793,2564736,2014年12月31日,5877011,738792,,332714,,,10727547,10727547,0,1583016,2295772,5272102,,9302,16493,579599,4610003.0,,50076.0,380000,3359070,5544297,225158.0,70722,6386,,,2902752,998716,2564736,,,,10654094.0,53411,,42503.0,10908.0,,21381641.0,,,33201,100000,14781197,10879729,581295,581295,28460,380000,1244158,4824635,4824635,,,6775.0,9302,9302,0,8358322,16109539,44798.0,6267.0,44798.0,39274,39274,0
2015-05-12,1,2015,0,781246,781246,13437221,25000.0,25000.0,8182979,-8492,-8492,0.0,0.0,0.0,1827,122954,,110410.0,,-59547,826134,13263,318305,55102,474400.0,252896.0,15541,263203,15541,151949,674,22665,1836,1836,-72,31550,,-51055,-51055,284580,1758525,1473945,5212,0,0,,0,,,0.0,2800000,2800000,6272,71424,71424,630000.0,629282.0,718.0,38750,38750,,6272,160745,158918,98389,98389,8765,8765,,141961,69873,39342,2378,16716,26807,-5799,30221.0,6733,100000,0.0,0.0,2039488.0,2039488,2564736,2015年03月31日,6020364,731723,65341.0,143353,,,10741579,10741579,0,1583016,2113885,5265119,151275.0,12835,0,579599,,4606125.0,,360000,3138148,5877011,221504.0,72088,6559,,,3039903,987672,2564736,21000351.0,,10258772.0,,53411,,42503.0,10908.0,21000351.0,,,,32412,130221,14651779,10624204,581295,581295,28460,360000,1466587,4611643,4611643,,,1390.0,12835,12835,0,8144887,15735232,42205.0,76.0,42205.0,31625,31625,0
2015-08-11,2,2015,0,764908,764908,13140542,25000.0,25000.0,7835966,-10507,-10507,0.0,0.0,0.0,1827,452781,,106638.0,,-219068,810514,16930,240716,11917,476484.0,247464.0,14941,228799,14941,151992,672,23969,2388,2388,-78,31107,,-208561,-208561,284580,1758525,1473945,5235,16525,16525,,0,,,0.0,2800000,2800000,6364,58018,58018,520000.0,519696.0,304.0,41187,41187,333415.0,6364,153493,151666,97920,97920,7802,7802,,141571,67896,38862,2378,16716,26483,-5310,-16828.0,6109,100000,0.0,0.0,1886243.0,1886243,2564736,2015年06月30日,5860191,724485,47950.0,129755,,,10235045,10235045,0,1616288,2310146,5087007,151320.0,11905,16525,359487,,4478557.0,,380000,2934438,5730436,229020.0,73675,6715,,,3167457,973787,2564736,20325160.0,,10090115.0,,53411,,42503.0,10908.0,20325160.0,,,,31828,83172,14483416,10342172,581295,581295,28460,380000,1542838,4246682,4246682,0.0,,1281.0,11905,11905,0,7779969,15238153,61993.0,1405.0,61993.0,28676,28676,0
