date,season,year,一年或一營業週期內到期長期借款,一年或一營業週期內到期長期負債合計,不動產、廠房及設備合計,保留盈餘合計,備供出售金融資產未實現損益合計,備供出售金融資產－流動,備供出售金融資產－流動淨額,備供出售金融資產－非流動,備供出售金融資產－非流動淨額,其他應付款合計,其他應付款－其他,其他權益合計,其他權益－其他合計,其他流動負債合計,其他流動負債－其他,其他流動資產合計,其他流動資產－其他,其他設備成本,其他設備淨額,其他金融資產－其他－非流動,其他金融資產－非流動合計,其他非流動負債合計,其他非流動資產合計,其他預付費用,半成品,原始認列時指定為透過損益按公允價值衡量之金融負債－流動,原料,國外營運機構財務報表換算之兌換差額合計,國外營運機構財務報表換算之兌換差額－採用權益法之子公司,土地成本,土地淨額,在製品,在途原物料,存入保證金,存出保證金,存貨合計,存貨－製造業淨額,庫存現金,庫藏股票,待註銷股本股數,應付公司債合計,應付帳款,應付帳款合計,應付票據,應付票據合計,應收帳款,應收帳款淨額,應收所得稅退稅款,應收票據,應收票據淨額,房屋及建築成本,房屋及建築淨額,投資性不動產淨額,投資性不動產－土地,投資性不動產－建築物,普通股股本,暫付款,會計項目,未分配盈餘（或待彌補虧損）合計,本期所得稅負債,本期所得稅資產合計,本期損益,機器設備成本,機器設備淨額,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,流動負債合計,流動資產合計,淨確定福利資產-非流動,無活絡市場之債券債務工具投資-流動,無活絡市場之債券債務工具投資-流動淨額,無活絡市場之債券投資－流動,無活絡市場之債券投資－流動淨額,無活絡市場之債券投資－非流動,無活絡市場之債券投資－非流動淨額,無活絡市場之債務工具投資－非流動淨額,特別盈餘公積,現金及約當現金合計,現金及約當現金總額,留抵稅額,當期所得稅負債,當期所得稅資產合計,短期借款合計,約當現金,累積盈虧,股本合計,製成品,負債及權益總計,負債總計,負債總額,資本公積合計,資本公積－其他,資本公積－合併溢額,資本公積－員工認股權,資本公積－普通股股票溢價,資本公積－發行溢價合計,資本公積－處分資產增益,資本公積－認股權,資本公積－轉換公司債轉換溢價,資本公積－限制員工權利股票,資產總計,資產總額,透過損益按公允價值衡量之金融負債－流動合計,透過損益按公允價值衡量之金融資產－流動合計,遞延所得稅負債合計,遞延所得稅資產,銀行借款,銀行存款,銀行長期借款,長期借款合計,長期預付租金,非控制權益,非流動負債合計,非流動資產合計,預付款項合計,預付設備款,預付退休金－非流動,預收股款（權益項下）之約當發行股數
2013-05-07,1,2013,477200.0,477200.0,3781058,669270,-123.0,208669.0,208669,18487.0,18487,293532,293532.0,247136,,493439,16239,46620,29403.0,310833.0,310833.0,383443.0,383443.0,6704,753010,65520.0,66163.0,982.0,296247.0,247259.0,247259.0,296629.0,296629.0,220380.0,16366.0,6704,7740,904965,904965.0,18685.0,0.0,,,1881529.0,1881529,12895.0,12895.0,2477060.0,2477060,0.0,4796.0,4796.0,1420266.0,1420266.0,331750,227663.0,104087.0,3320431,17217.0,2013年03月31日,295332,,,19169.0,1753330.0,1753330.0,6317020,6317020,0,373938,3019383,5126772,,,,90395.0,90395.0,5650.0,5650.0,,0.0,,1303908.0,24839.0,35216.0,0.0,301790,0.0,276163.0,3320431,305809.0,,,3741887.0,2080183,,46597.0,149021.0,1884398.0,1884398.0,167.0,,,,,10058907.0,982.0,,,42180,301790.0,1285223.0,715800.0,715800.0,173440,0.0,722504,4932135,90359.0,182327,6060.0,0
2013-08-06,2,2013,,960000.0,3745968,641960,,,241856,,18487,565075,,324134,324134.0,978844,18844,170917,,,,385693.0,385693.0,7201,782509,,,,,,,,,,,7201,26427,887202,,,0.0,,,,2050104,,11422.0,,2612787,,,1698.0,,,330860,,,3320431,,2013年06月30日,257616,,,,,,6366708,6366708,0,384344,3916222,5358858,,,,,,,5650.0,,0.0,,1444398.0,,70011.0,,239999,,,3320431,,,,3923423.0,2080183,,46597.0,149021.0,,1884398.0,167.0,,,,,10290131.0,767.0,,,47799,,,,0.0,175746,,7201,4931273,,188262,6381.0,0
2013-11-06,3,2013,,946240.0,3635361,715656,,,206686,,18487,402923,,271048,271048.0,967556,21316,153779,,,,296705.0,296705.0,7137,691218,,,,,,,,,,,7137,26724,958493,,,0.0,,,,2325146,,7899.0,,2676741,,,,,,329969,,,3320431,,2013年09月30日,331312,,,,,,6387318,6387318,0,384344,4182395,5848800,,,,,149101.0,,5650.0,,0.0,,1699483.0,,90636.0,,388235,,,3320431,,,,4189532.0,2080183,,46597.0,149021.0,532789.0,1884398.0,167.0,,1351609.0,,,10576850.0,0.0,4517.0,,47365,,,,0.0,172847,,7137,4728050,,188264,6678.0,0
2014-03-25,4,2013,715320.0,715320.0,3534180,855728,,,208568,,18487,411317,,323624,323624.0,727776,12456,256013,,,,299062.0,299062.0,9010,734798,,,,,,,,,,,9010,26728,829046,,,0.0,,,,2377925,,4881.0,,3417677,,,,,,329079,,,3320431,,2013年12月31日,471384,,,,,,6579966,6579966,0,384344,4059705,6011988,,,,,,,5650.0,,0.0,,1263314.0,,28740.0,16651.0,509066,,,3320431,,,,4068715.0,2080183,,46597.0,149021.0,532789.0,1884398.0,167.0,,1351609.0,,,10648681.0,0.0,20719.0,,14499,,,0.0,0.0,174415,,9010,4636693,,223467,11126.0,0
2014-04-29,1,2014,,731280.0,3602109,1061704,,,248763,,18487,369562,,405275,405275.0,790047,58767,168287,,,,305735.0,305735.0,9117,661172,,,,,,,,,,,9117,12171,757264,,,,,,,2319794,,9797.0,,3419535,,,,,,328176,,,3320431,,2014年03月31日,677360,,,,,,6867593,6867593,0,384344,4723414,6972862,,,,305886.0,305886.0,,5650.0,,,2062822.0,,,61861.0,10305.0,1156539,,,3320431,,,,4732531.0,2080183,1351609.0,46597.0,149021.0,,532789.0,167.0,,,,,11600124.0,15814.0,0.0,,11668,,,,0.0,178488,,9117,4627262,,153539,11239.0,0
2014-08-07,2,2014,,0.0,3383306,1288907,,,169399,,18487,602381,,194365,194365.0,13658,13658,148835,,,,0.0,0.0,10613,304341,,,,,,,,,,,10613,12646,675497,,,,0.0,,,2382795,,8593.0,,3825494,,,,,,327354,,,3320431,,2014年06月30日,867815,,,,,,6883886,6883886,0,421092,4578301,7361006,,,,233379.0,233379.0,,2000.0,,,2293325.0,,,119054.0,9892.0,1451820,,,3320431,,,,4588914.0,2080183,1351609.0,46597.0,149021.0,,532789.0,167.0,,,,,11472800.0,0.0,5185.0,,76306,,,,,170664,,10613,4111794,,109722,11309.0,0
2014-11-10,3,2014,,0.0,3346106,1525191,,,806389,,18487,425620,,44807,44807.0,12460,12460,175408,,,,0.0,0.0,10761,339337,,,,,,,,,,,10761,13102,668482,,,,0.0,1875159.0,,2431552,,8601.0,,3801700,,,,,,326523,,,3400431,,2014年09月30日,1104099,,,,,,7451222,7451222,0,421092,3733865,8935607,,,,,500273.0,,2000.0,,,2964832.0,,,164894.0,9138.0,690738,,,3400431,,,,5619785.0,2480793,,,,,,,,,,,13071007.0,,9385.0,,102947,,,,,172564,,1885920,4135400,,142303,11368.0,0
2015-03-12,4,2014,,0.0,3349106,1729032,,,658985,,18487,565991,,333937,333937.0,28955,28955,268459,,,,0.0,0.0,11353,337625,,,,,,,,,,,11353,17176,738056,,,,0.0,1885547.0,,2264263,,9334.0,,3792531,,,,,,325578,,,3407031,,2014年12月31日,1307940,,,,,,7964227,7964227,0,421092,3720085,9459002,,,,,1462960.0,,2000.0,,,2525422.0,,,128514.0,3590.0,723028,,,3407031,,,,5621117.0,2494227,,46597.0,149021.0,532789.0,1884398.0,167.0,124891.0,1351609.0,289153.0,,13585344.0,,8999.0,4132.0,93546,,,,,179184,,1901032,4126342,,127009,14256.0,0
2015-05-11,1,2015,,0.0,3233871,1647057,,,626382,,18487,425987,,265355,265355.0,24857,24857,205831,,,,0.0,0.0,11524,302511,,,,,,,,,,,11524,14884,699860,,,,,1895993.0,,1820528,,5275.0,,2849859,,,,,,324751,,,3419931,,2015年03月31日,1225965,152938.0,14081.0,,,,7853890,7853890,0,421092,3696733,9468226,12529.0,2006590.0,2006590.0,,,,,2000.0,,,3046483.0,,,,1267148,,,3419931,,13458140.0,5604250.0,,2521547,,46597.0,149021.0,532789.0,1884398.0,167.0,124891.0,1351609.0,316473.0,13458140.0,,0.0,19140.0,0.0,108294,,,,,175213,,1907517,3989914,,99885,,0
2015-08-12,2,2015,,,3097483,1016615,,,191019,,87,1089160,,251885,251885.0,7473,7473,339196,,,,,,11192,367100,,,,,,,,,,,11192,14991,643340,,,159620.0,,1906497.0,,1651092,,5120.0,,2593853,,,,,,323924,,,3419331,,2015年06月30日,488556,139512.0,6372.0,,,,7049240,7049240,6548000,528059,4160490,9197656,12758.0,2664914.0,2664914.0,,,,,2000.0,,,2731843.0,,,,1268133,,,3419331,,13127419.0,6078179.0,,2521029,124891.0,46597.0,149021.0,,1884398.0,167.0,315955.0,,,13127419.0,,,27119.0,0.0,139169,,,,,172250,,1917689,3929763,,167101,,0
