date,season,year,一年或一營業週期內到期長期借款,一年或一營業週期內到期長期負債合計,不動產、廠房及設備合計,保留盈餘合計,其他應付款合計,其他應付款－其他,其他應收款淨額,其他權益合計,其他流動負債合計,其他流動負債－其他,其他流動資產合計,其他流動資產－其他,其他設備淨額,其他金融資產－流動,其他金融資產－非流動合計,其他非流動負債合計,其他非流動資產合計,其他非流動資產－其他合計,土地淨額,存入保證金,存貨合計,存貨－製造業淨額,庫藏股票,待分配股票股利,應付公司債合計,應付帳款合計,應付短期票券合計,應付票據合計,應付股利,應收帳款淨額,應收票據淨額,房屋及建築淨額,投資性不動產淨額,普通股股本,會計項目,未完工程及待驗設備,本期所得稅負債,機器設備淨額,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,流動負債合計,流動資產合計,淨確定福利負債-非流動,無形資產合計,現金及約當現金總額,短期借款合計,股本合計,負債及權益總計,負債總計,資本公積合計,資產總計,透過損益按公允價值衡量之金融負債－流動合計,遞延所得稅負債合計,遞延所得稅資產,長期借款合計,長期預付租金,電腦軟體淨額,非流動負債合計,非流動資產合計,預付款項合計,預付設備款,預收款項合計,預收股款（權益項下）之約當發行股數,預收貨款
2015-08-12,2,2015,0,0,2079141,235946,211606,125366,40114,11784,151223,16836,242780,14922,24729,227858,10287,26827,70440,1035,363816,5897,1409133,1409133,42460,,,136749,80000,57876,86240,739595,115157,436117,363384,1100000,2015年06月30日,35457,15300,1219022,2239328,2239328,2200,2280573,2819455,20930,2614,160922,1627819,1100000,5351092,3111764,934058,5351092,,9647,16058,794717,27771,2614,831191,2531637,111754,31347,134387,0,134387
2015-11-06,3,2015,0,0,2137480,235105,209672,123432,23045,64088,82168,17086,264993,12331,25898,252662,9590,27186,69519,801,363816,6064,1338543,1338543,42460,21560,,181568,160000,6136,86240,718176,151962,443419,363368,1100000,2015年09月30日,32635,8705,1271712,2312351,2312351,2200,2235739,2806656,21122,2616,108192,1587490,1121560,5395758,3083407,934058,5395758,,25403,16119,795079,28661,2616,847668,2589102,201745,30467,65082,0,65082
2016-03-10,4,2015,31808,31808,2062208,242928,150477,150477,93091,17629,101129,1574,90524,10390,26973,80134,10187,6138,50989,444,363816,3228,1054326,1054326,42460,0,,84710,159801,4523,0,581318,187671,425678,363352,1121560,2015年12月31日,30263,9541,1215478,2273715,2273715,2200000,1729679,2292961,2910,2434,136512,1219498,1121560,4793308,2519593,934058,4793308,,20392,21364,763384,27542,2434,789914,2500347,149519,12816,67747,0,67747
2016-05-11,1,2016,63644,63644,2021794,252614,146873,146873,170159,12040,124261,1635,149395,7942,26989,141453,10283,6521,139828,1076,363816,3228,976906,976906,42460,,,222649,0,3117,,552346,153014,415949,363342,1243100,2016年03月31日,30154,18418,1184886,2487507,2487507,2200000,1709331,2405397,3293,2328,196878,1194013,1243100,4959609,2472102,1022213,4959609,,24340,26920,731910,27256,2328,762771,2554212,206699,101213,58982,0,58982
2016-08-09,2,2016,95510,95510,1988541,246557,223502,150236,99072,-27517,152261,803,181335,11625,25478,169710,10025,7091,130454,914,363816,3712,1228974,1228974,42460,,,42133,160000,102587,73266,583352,73608,470028,363342,1243100,2016年06月30日,0,7202,1129219,2441893,2441893,2200000,1853114,2508410,3379,2170,212868,1165429,1243100,5019021,2577128,1022213,5019021,,16516,26104,700407,26330,2170,724014,2510611,129201,93185,55948,0,55948
2016-11-10,3,2016,127405,127405,1974169,329293,135361,135361,29636,-70265,228041,37673,424309,9300,23918,415009,101552,6697,487493,1384,363816,3228,1429344,1429344,42460,0,382896,253401,160000,105645,0,640859,71447,506001,363342,1243100,2016年09月30日,7936,6167,1072498,2492102,2492102,2200000,2885849,3000300,3469,1990,214330,1995444,1243100,5852240,3360138,1032434,5852240,1790,15822,24946,68874,293117,1990,474289,2851940,190375,91440,62963,0,62963
