date,season,year,一年或一營業週期內到期長期借款,一年或一營業週期內到期長期負債合計,不動產、廠房及設備合計,以成本衡量之金融資產－非流動淨額,保留盈餘合計,催收款項,其他應付款合計,其他應付款項－關係人,其他應收款淨額,其他權益合計,其他流動負債合計,其他流動負債－其他,其他流動資產合計,其他流動資產－其他,其他金融資產－流動,其他非流動負債合計,其他非流動負債－其他,其他非流動資產合計,其他非流動資產－其他合計,國外營運機構財務報表換算之兌換差額合計,存入保證金,存出保證金,存貨合計,庫藏股票,待註銷股本股數,應付公司債合計,應付帳款合計,應付票據合計,應收帳款淨額,應收票據淨額,應計退休金負債（應付退休金費用）,投資性不動產淨額,採用權益法之投資淨額,普通股股本,會計項目,未分配盈餘（或待彌補虧損）合計,本期所得稅負債,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,流動負債合計,流動資產合計,淨確定福利負債-非流動,無形資產合計,現金及約當現金合計,現金及約當現金總額,當期所得稅負債,短期借款合計,股本合計,負債及權益總計,負債總計,負債總額,資本公積合計,資本公積－受贈資產合計,資本公積－員工認股權,資本公積－實際取得或處分子公司股權價格與帳面價值差額,資本公積－發行溢價合計,資本公積－處分資產增益,資本公積－認股權,資產總計,資產總額,透過損益按公允價值衡量之金融負債－流動合計,透過損益按公允價值衡量之金融資產－流動合計,遞延所得稅負債合計,遞延所得稅資產,長期借款合計,長期應收票據及款項淨額,長期應收票據及款項－關係人淨額,長期預付租金,非控制權益,非流動負債合計,非流動資產合計,預收股款（權益項下）之約當發行股數
2013-05-06,1,2013,28951.0,28951.0,1210686,20736,-152923,0.0,110463.0,,53561,11729,75472,46521,41020,,,197008,0.0,62473,30890,11729,1603,13749,501410,0.0,,,123307,0,306736,23944,195405.0,146221.0,0,1222516,2013年03月31日,-152923,,1459698,1286443,0,630658,1014619,,1342,,87434.0,267.0,320994,1222516,,,1026213.0,205121,0.0,,,205121,0.0,,,2485911.0,155.0,514,141110,29834,57437.0,0.0,2000.0,15834,173255,395555,1471292,0
2013-08-05,2,2013,28864.0,28864.0,1183805,20736,-31341,0.0,148850.0,,62632,8135,36858,7994,43503,,,190195,0.0,65150,39707,8135,3,7749,511357,,,,156123,0,323749,59962,190192.0,0.0,0,1222516,2013年06月30日,-31341,,1412790,1271802,0,675414,1167814,,1090,,166106.0,1221.0,332302,1222516,,,1051649.0,72492,0.0,,,72492,0.0,,,2464439.0,60.0,505,135783,25844,50257.0,0.0,2000.0,15694,140988,376235,1296625,0
2013-11-04,3,2013,28795.0,28795.0,1162796,9554,-38771,0.0,141586.0,,70780,-13491,40314,11519,36532,,,185028,0.0,63836,39114,-13491,3,7629,493978,,,,169431,0,319652,31463,185025.0,0.0,0,1222516,2013年09月30日,-38771,,1375999,1242746,0,656744,1128955,,831,,175916.0,1340.0,304073,1222516,,,1028329.0,72492,0.0,,,72492,0.0,,,2404328.0,,634,143479,38356,43078.0,0.0,2000.0,15093,133253,371585,1275373,0
2014-03-19,4,2013,28784.0,28784.0,1173558,9554,-61963,0.0,115196.0,,41957,-6863,37451,8667,45523,,,153554,0.0,59421,42117,-6863,3,139,448269,,,,164221,0,342855,3277,153551.0,0.0,0,1222516,2013年12月31日,-61963,,1349992,1226182,0,619843,1023896,,1796,,141530.0,0.0,302870,1222516,,,949805.0,72492,0.0,,,72492,0.0,,,2299797.0,105.0,485,140510,31572,35898.0,0.0,2000.0,15165,123810,329962,1275901,0
2014-05-07,1,2014,28718.0,28718.0,1166082,9554,-69791,0.0,107907.0,,60609,2084,36333,7615,50219,,,148849,,60294,42228,2084,3,773,454668,,0.0,,123562,2063,305737,24454,148846.0,0.0,0,1222516,2014年03月31日,-69791,,1353279,1227301,0,589194,994981,,1398,98797.0,,0.0,319329,1222516,,,908168.0,72492,,,,72492,,,,2261447.0,0.0,497,141406,29138,28719.0,0.0,2000.0,15293,125978,318974,1266466,0
2014-08-13,2,2014,28718.0,28718.0,1132815,9554,-65187,0.0,124191.0,,49553,-3679,34374,5656,45759,,,144134,,53675,39708,-3679,3,773,467408,,0.0,,197245,1805,347754,78012,144131.0,0.0,0,1222516,2014年06月30日,-65187,,1351638,1226142,0,639442,1070918,,1136,82432.0,,0.0,281827,1222516,,,944970.0,72492,,,,72492,,,,2296608.0,0.0,0,139855,28510,21539.0,0.0,0.0,13194,125496,305528,1225690,0
2014-11-13,3,2014,28718.0,28718.0,1131510,9554,-51214,0.0,127506.0,,41150,2827,40591,11873,65100,,,139335,,41454,34177,2827,3,944,501135,,0.0,,221465,1547,375211,46583,139332.0,0.0,0,1222516,2014年09月30日,-51214,,1369291,1246621,0,738379,1190097,,1718,160918.0,,0.0,347016,1222516,,,1032435.0,72492,,,,72492,,,,2401726.0,254.0,0,140362,27393,14359.0,0.0,0.0,6333,122670,294056,1211629,0
2015-03-23,4,2014,28718.0,28718.0,1132787,39900,-60716,0.0,134728.0,,20241,4180,46844,18126,79090,61763.0,17327.0,148448,,53999,36523,4180,3,10974,508334,,0.0,,200304,1289,379069,39712,148445.0,,0,1222516,2014年12月31日,-60716,,1356386,1238472,0,719805,1110004,,1357,83558.0,,4181.0,332155,1222516,,,1015057.0,72492,,,,72492,,,,2371443.0,304.0,0,139624,33396,7180.0,0.0,0.0,6502,117914,295252,1261439,0
2015-05-08,1,2015,0.0,0.0,1101818,39900,-54394,0.0,105389.0,,21573,-24686,21675,21675,66007,66007.0,0.0,143552,,59722,42385,-24686,3,10973,519650,,,645591.0,222027,2783,332021,110336,,,0,1222516,2015年03月31日,-54394,4953.0,1366193,1261197,0,380775,1429515,143549.0,2104,,358380.0,,23948,1222516,2671336.0,1305143.0,,117761,,,,72492,,45269.0,2671336.0,,0.0,21548,135225,38277,0.0,0.0,0.0,6364,104996,924368,1241821,0
2015-08-12,2,2015,0.0,0.0,1106045,30346,-50108,,,121231.0,21631,-39253,22639,22639,79036,76036.0,3000.0,138656,,56820,39508,-39253,3,11064,528190,,,650134.0,237848,933,379613,79978,,,0,1222557,2015年06月30日,-50108,2283.0,1352331,1251008,0,444195,1482269,138653.0,2246,,364944.0,,59261,1222557,2719246.0,1366915.0,,117812,,,,72549,,45263.0,2719246.0,,0.0,28877,133930,41520,0.0,,,6248,101323,922720,1236977,0
