date,season,year,不動產、廠房及設備合計,以成本衡量之金融負債－非流動,以成本衡量之金融資產－非流動淨額,保留盈餘合計,共同控制下前手權益,其他應付款合計,其他應付款－其他,其他權益合計,其他流動負債合計,其他流動資產合計,其他流動資產－其他,其他無形資產淨額,其他金融資產－流動,其他非流動負債合計,其他非流動資產合計,其他非流動資產－其他合計,其他預付款,存出保證金,存貨合計,庫藏股票,待註銷股本股數,應付公司債合計,應付帳款合計,應付股利,應收帳款淨額,按攤銷後成本衡量之金融負債－流動,按攤銷後成本衡量之金融負債－非流動,採用權益法之投資淨額,普通股股本,會計項目,未分配盈餘（或待彌補虧損）合計,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,流動負債合計,流動資產合計,無形資產合計,特別盈餘公積,特別股股本,現金及約當現金合計,現金及約當現金總額,股本合計,負債準備－非流動合計,負債總額,資本公積合計,資本公積－其他,資本公積－員工認股權,資本公積－庫藏股票交易,資本公積－普通股股票溢價,資本公積－特別股股票溢價,資本公積－發行溢價合計,資本公積－轉換公司債轉換溢價,資產總額,透過損益按公允價值衡量之金融負債－非流動合計,遞延所得稅負債合計,遞延所得稅資產,避險之衍生金融負債－非流動,長期借款合計,非控制權益,非流動負債合計,非流動資產合計,預付款項合計,預收股款（權益項下）之約當發行股數
2013-08-06,2,2013,67695,0,,691390,0,752442,,46263,19236,2383813,,,,0,5613,,,,1532950,0,,0,277915,,22832,0,0,,464184,2013年06月30日,,3987058,3987058,0,,1049593,4992952,29634,,0,,997517,464184,0,1143643,2785221,10782,121245,236,2652958,0,2652958,0,5130701,0,94050,34807,0,0,0,94050,137749,55840,0
2013-11-08,3,2013,87411,0,88710,979219,0,675240,,-10550,70894,3176221,101318,37284,3074903,0,5761,0,44748,5761,1211135,0,,0,81733,,37853,0,0,,464405,2013年09月30日,978936,4251081,4251081,0,283,827867,4936474,37284,0,0,,466517,464405,0,931078,2818007,10782,152908,236,2654081,0,2654081,0,5182159,0,103211,26519,0,0,0,103211,245685,44748,0
2014-03-06,4,2013,88463,0,90195,1270181,0,662489,,47683,95084,5517753,45249,36716,5472504,0,7862,0,5470,7862,799478,0,,0,130196,,18752,0,0,,550899,2013年12月31日,1269898,6406580,6406580,0,283,887769,7167902,36716,0,0,,826449,550899,0,1004026,4537817,10782,138748,236,4388051,0,4388051,0,7410606,0,116257,19468,0,0,0,116257,242704,5470,0
2014-05-12,1,2014,99181,0,91410,1571448,0,595742,,187720,59429,5711606,37963,32279,5673643,0,8047,0,5006,8047,646722,0,0,0,221625,,24845,0,0,72440,555065,2014年03月31日,1571165,6891755,6891755,0,283,876796,7578530,32279,0,0,1190351,,555065,0,1006224,4577522,10782,137818,236,4428686,0,4428686,0,7897979,0,129428,16092,0,0,0,129428,319449,5006,0
2014-08-01,2,2014,100662,0,89595,1327227,0,1270198,712914,48822,30454,5773156,36105,26520,5737051,0,19360,19360,7686,,646090,0,0,0,258443,557284,33139,0,0,60909,561674,2014年06月30日,1200209,6541345,6541345,0,127018,1559095,7927829,26520,0,0,1467758,,561674,0,1697237,4603622,10782,113783,236,4478821,0,4478821,0,8238582,0,138142,13707,0,0,0,138142,310753,7686,0
