date,season,year,一年或一營業週期內到期或執行賣回權公司債,一年或一營業週期內到期長期借款,一年或一營業週期內到期長期負債合計,不動產、廠房及設備合計,保留盈餘合計,備供出售金融資產－流動淨額,備供出售金融資產－非流動淨額,其他應付款合計,其他應收款淨額,其他權益合計,其他流動負債合計,其他流動負債－其他,其他流動資產合計,其他流動資產－其他,其他金融資產－流動,其他金融資產－非流動合計,其他長期借款,其他非流動負債合計,其他非流動負債－其他,其他非流動資產合計,其他非流動資產－其他,其他非流動資產－其他合計,在建房地,存出保證金,存貨合計,存貨（建設業適用）淨額,存貨－製造業淨額,庫藏股票,待註銷股本股數,應付公司債合計,應付帳款合計,應付帳款－關係人合計,應付建造合約款,應付短期票券合計,應付票據合計,應付票據－關係人合計,應收帳款淨額,應收帳款－關係人淨額,應收建造合約款,應收票據淨額,應收票據－關係人淨額,應計退休金負債（應付退休金費用）,投資性不動產淨額,持有至到期日金融資產－流動淨額,持有至到期日金融資產－非流動淨額,採用權益法之投資淨額,普通股股本,會計項目,未分配盈餘（或待彌補虧損）合計,本期所得稅負債,本期所得稅資產合計,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,流動負債合計,流動資產合計,淨確定福利負債-非流動,無形資產合計,無活絡市場之債券投資－流動淨額,無活絡市場之債券投資－非流動淨額,無活絡市場之債務工具投資－非流動淨額,特別盈餘公積,特別股股本,現金及約當現金合計,現金及約當現金總額,當期所得稅負債,當期所得稅資產合計,短期借款合計,股本合計,負債及權益總計,負債準備－流動合計,負債準備－非流動合計,負債總計,負債總額,資本公積合計,資產總計,資產總額,透過損益按公允價值衡量之金融負債－流動合計,透過損益按公允價值衡量之金融負債－非流動合計,透過損益按公允價值衡量之金融資產－流動合計,透過損益按公允價值衡量之金融資產－非流動合計,遞延所得稅負債合計,遞延所得稅資產,避險之衍生金融負債－流動,避險之衍生金融負債－非流動,避險之衍生金融資產－流動,避險之衍生金融資產－非流動,銀行長期借款,長期借款合計,非控制權益,非流動負債合計,非流動資產合計,預收股款（權益項下）之約當發行股數
2013-05-13,1,2013,11273157,19294771,30567928,439862609,93985566,4142501,20755803,19515019,2327236,6534912,33095108,2527180,19494523,4510390,14984133,391564,25180376,8401777,1007278,6735208,5890157.0,5890157,,453487,74734540,,74734540.0,8582187,,46913747,10735540,,4634097,45810367,666365,,11466743,,8398416,1324846,,7394499.0,8640684,0.0,204539,10896459,152724765,2013年03月31日,9959782,,,310059002,281667279,309808000,54778577,162917498,143120038,,1499155,,3343212.0,,29247207,382680,,16091435.0,2919737.0,147881.0,41876646,153107445,,3424255,,,332922696.0,36621543,,642981698.0,9871,1610.0,4939400,3225.0,13071324,7892247,230493,32601,52517,28519,76403763,101584139,28391723,170005198,499861660,0
2013-08-09,2,2013,11273771,20304884,31578655,450664164,92692583,3928187,21368814,29772351,1603167,6088342,34054169,2475514,20713816,4913644,15800172,348012,26717205,8366038,983595,8412253,7596169.0,7596169,,468072,82768750,,82768750.0,8581510,,46761388,9818128,,5697642,40884282,605426,,11618366,,7724752,1481402,,7382443.0,8633236,0.0,211364,11643282,152724765,2013年06月30日,10411352,,,306518330,279971512,309761000,55359726,175491128,148013269,,1473620,9320.0,3198689.0,,26921505,382680,,12967395.0,2949752.0,28147.0,48453090,153107445,,3067526,,,354768899.0,36664652,,661287229.0,4132,2118.0,5107681,0.0,13094046,7632226,184630,15754,62286,36312,84321222,111038427,26546818,179277771,513273960,0
2013-11-08,3,2013,11274386,19734292,31008678,459771061,94938611,4951922,22895699,25017446,1971143,6522123,34061551,3052873,19276323,4461480,14814843,405188,26265602,7920435,532877,8503304,7618661.0,7618661,,479455,82347234,,82347234.0,8581501,,66518950,11833201,,4817794,42772167,758767,,10215138,,7628009,1382568,,7387558.0,8610922,0.0,208551,12798334,154255840,2013年09月30日,12658014,,,311521072,284443721,312858000,55359726,160550821,148328985,,1435262,9186.0,3184031.0,,26920871,382680,,16391213.0,2876245.0,166596.0,34400896,154638520,,3966787,,,360787837.0,36925968,,672308909.0,6697,2165.0,3970263,0.0,12978438,6519267,39270,13213,19390,53493,86538213,112803815,27077351,200237016,523979924,0
2014-03-21,4,2013,3499318,19426467,22925785,462742294,98628837,5290437,28100611,23925757,1943126,7955853,26232453,3306668,19203404,5673611,13529793,2361443,34882033,7773963,536795,11607795,8733172.0,8733172,450665.0,513180,83040277,450665.0,82589612.0,8496974,,62994437,11700751,,5818449,30786300,1016173,,10769662,,7309470,1805283,,7237168.0,8337249,0.0,209991,10990162,154255840,2013年12月31日,16348240,,,319369715,289687054,308545000,55359726,134854840,148237385,,2680365,9259.0,2973651.0,,26920871,382680,,13700839.0,3700145.0,120617.0,28652599,154638520,,2968838,1067087.0,,362629658.0,36960818,,681999373.0,9094,0.0,5014510,0.0,12976988,6077668,44281,18043,30501,42202,108062267,142944300,29682661,227774818,533761988,0
2014-05-09,1,2014,3499489,19663990,23163479,462538830,102255758,6494744,29914972,21442866,2007182,8562010,26798559,3635080,20299692,5654471,14645221,2381111,27617342,7626406,507808,11121470,8176875.0,8176875,451967.0,563484,80621899,451967.0,80169932.0,8498235,0.0,85842369,12076735,263891.0,5793217,35050921,420114,0.0,12034720,834676.0,7351529,1137224,485801.0,7118598.0,8353152,,214676,11312621,154255840,2014年03月31日,19975451,,,324505648,293923509,308595000,55359726,137235854,154374840,,2655545,0.0,3104777.0,,26920581,382680,16822994.0,,4447807.0,282704.0,27125087,154638520,,3786732,1071224.0,,365108492.0,36965456,,689614140.0,8592,0.0,5930983,0.0,13031192,5976061,21333,13755,70692,47196,92670350,120287692,30582139,227872638,535239300,0
2014-08-13,2,2014,3499659,19197204,22696863,459432242,96564775,7009270,32340520,35579434,1553619,8960665,25484708,2787845,20046855,6143883,13902972,2373089,26016711,7630884,534850,11216905,8358362.0,8358362,,485454,77681481,,77681481.0,8544473,0.0,97834023,12373297,744960.0,5502559,26611577,845992,0.0,10916350,1028657.0,7364411,954931,287313.0,7096034.0,8330317,,210413,11466297,154255840,2014年06月30日,12520183,,,317106833,288584642,310442000,56957880,148959544,159407805,,2600140,0.0,3096299.0,,27086712,382680,24522952.0,,3043294.0,302091.0,35058628,154638520,,3685612,1020254.0,,376938994.0,36965155,,694045827.0,4478,0.0,7705029,,12753325,5921009,25005,7000,34846,23880,82717253,108733964,28522191,227979450,534638022,0
2014-11-12,3,2014,3499830,18895194,22395024,460903831,100092541,6400164,31917891,23102425,1424360,8391652,25534970,3139946,19755631,6276265,13479366,2382491,17021530,7773267,708343,12324002,9462407.0,9462407,,479104,76672934,,76672934.0,8587461,0.0,97838651,10277590,835269.0,5543453,36744015,1121334,0.0,10972405,1155331.0,7029746,1202810,371765.0,7064924.0,8351672,,214324,11361682,157348610,2014年09月30日,16048221,,,324161291,294831622,318369000,56957880,144814012,147602964,,2539444,0.0,2935038.0,,27086440,382680,16946040.0,,3920375.0,205235.0,33204386,157731290,,4477965,1024737.0,,360199251.0,37203600,,684360542.0,6893,0.0,5440566,,12774147,6156791,45337,1211,25977,52903,78951696,95973226,29329669,215385239,536757578,0
2015-03-27,4,2014,8148376,20939065,29087441,459313969,108169678,6651624,31102392,23131466,1484045,10162015,32361328,3273887,19471620,5757202,13714418,2376787,20019412,6530129,1072632,10393042,7579422.0,7579422,,436833,81203168,,81203168.0,8587461,0.0,89695089,8903520,689623.0,5403038,20112096,1384782,88.0,10818647,734991.0,7313482,1243767,162202.0,5457497.0,8436098,,222989,13419402,157348610,2014年12月31日,24125515,,,334687871,304693398,318369000,56957880,131505517,148366811,,2493804,0.0,2806597.0,,27086283,382680,13632013.0,,4868683.0,169509.0,30801717,157731290,,3795700,1031812.0,,348049365.0,37217876,,682737236.0,7149,,5418751,31842.0,12678217,6062321,46327,10060,62992,87969,86579129,106598541,29994473,216543848,534370425,0
2015-05-08,1,2015,8148837,20226426,28375263,455895764,113677149,6339750,30938718,21904626,1413869,9760597,31478119,3102856,18467199,5935429,12531770,2387177,17082744,6566228,1066196,10629254,7802026.0,7802026,,440051,84007314,,84007314.0,8577748,,89698946,9686110,187573.0,4591379,25080391,849207,1997.0,9265429,817154.0,8213986,1303317,348064.0,,8408320,,250788,13513710,157348610,2015年03月31日,29632986,5905241.0,155771.0,338596752,309814383,318016000,56957880,139489894,151251071,5500032.0,2450820,,,2809644.0,27086283,382680,,15507186.0,,,35886151,157731290,682475444.0,3801091,1028990.0,343878692.0,,37223095,682475444.0,,2780,,5360203,0.0,12587696,6267690,115229,48291,51829,59665,77375903,94458647,28782369,204388798,531224373,0
2015-08-12,2,2015,8149299,22449627,30598926,452554621,100738108,6382636,30036698,42281255,1895585,8250785,33172536,2573610,17224870,4890016,12334854,2515930,17081714,6736948,1224704,11139752,8166732.0,8166732,,457090,79385403,,79385403.0,8577124,,99693733,8271852,391098.0,3821748,33545534,489672,0.0,10057859,667649.0,8885424,1285475,269849.0,,9739424,,247262,13698189,157348610,2015年06月30日,14430887,2894021.0,164327.0,321645858,295389916,317993000,59173907,157071674,151861952,5512244.0,2478735,,,1887804.0,27133314,382680,,19682666.0,,,29552315,157731290,679204538.0,2572603,830320.0,357558680.0,,37246857,679204538.0,,4312,,5906816,0.0,12492878,5539377,74728,46442,53393,20724,63604971,80686685,26255942,200487006,527342586,0
