date,season,year,一年或一營業週期內到期或執行賣回權公司債,一年或一營業週期內到期長期負債合計,不動產、廠房及設備合計,以成本衡量之金融資產－非流動淨額,保固之短期負債準備,保留盈餘合計,備供出售金融資產未實現損益合計,備供出售金融資產－流動淨額,其他應付款合計,其他應付費用,其他權益合計,其他權益－其他合計,其他權益－員工未賺得酬勞,其他流動負債合計,其他流動負債－其他,其他流動資產合計,其他流動資產－其他,其他金融負債－流動,其他金融資產－流動,其他非流動負債合計,其他非流動負債－其他,其他非流動資產合計,其他非流動資產－其他,其他非流動資產－其他合計,國外營運機構財務報表換算之兌換差額合計,存出保證金,存貨合計,待分配股票股利,待註銷股本股數,應付公司債合計,應付帳款合計,應付帳款－關係人合計,應付股利,應付薪資,應收帳款淨額,應收帳款－關係人淨額,應收票據淨額,應計退休金負債（應付退休金費用）,投資性不動產淨額,採用權益法之投資淨額,普通股股本,會計項目,未分配盈餘（或待彌補虧損）合計,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,流動負債合計,流動資產合計,淨確定福利負債-非流動,無形資產合計,特別盈餘公積,現金及約當現金合計,現金及約當現金總額,短期借款合計,股本合計,負債及權益總計,負債準備－流動合計,負債總計,負債總額,資本公積合計,資本公積－合併溢額,資本公積－員工認股權,資本公積－庫藏股票交易,資本公積－普通股股票溢價,資本公積－發行溢價合計,資本公積－認股權,資本公積－轉換公司債轉換溢價,資本公積－限制員工權利股票,資產總計,資產總額,透過損益按公允價值衡量之金融負債－流動合計,透過損益按公允價值衡量之金融資產－流動合計,遞延所得稅負債合計,遞延所得稅資產,銷貨退回及折讓之短期負債準備,非流動負債合計,非流動資產合計,預收股本,預收股款（權益項下）之約當發行股數
2013-05-09,1,2013,,,4753267,79932,66050.0,4701360,7898,1490385,1251156,542619,15627,,,406447,,335129,148390,406447.0,186739,17500,,147564,,138719,7729,8845,3184052,,,1467518.0,4752324,67795,,708537,5421599,166685,281909,,279987.0,118492,3040366,2013年03月31日,3600333,9820493,9820493,0,992904,9313642,15385315,,44525,108123,,4505556.0,2730195,3046878,,105487,,11122641.0,2056628,36653.0,74160.0,100454.0,,1845361.0,,,,,20943134.0,238.0,0.0,323981,134052,39437.0,1808999,5557819,6512.0,176
2013-08-07,2,2013,1474185.0,1474185.0,4702440,79932,,4316989,8836,2285858,2154816,615872,57203,,,1847709,373524.0,188641,157660,,30981,16060,,137822,,129219,48367,8603,3376523,91264.0,,0.0,5396858,88060,669268.0,869676,5533291,226076,147257,16060.0,278043.0,123013,3042126,2013年06月30日,3103136,9572884,9572884,0,1105730,12233976,16660572,,60761,108123,,4901593.0,2643889,3137312,,102644,,12603763.0,2061380,36653.0,74160.0,100454.0,,1850113.0,,,,,22176647.0,0.0,1333.0,353727,134064,,369787,5516075,3922.0,106
2013-11-06,3,2013,1480881.0,1480881.0,4605894,79932,,4871470,12080,2423437,1485229,606053,39405,,,2049509,568628.0,231447,178276,,53171,14614,,136627,,127778,27325,8849,3704880,,,0.0,6555875,105725,,879176,6298682,229930,154897,,276253.0,125008,3134450,2013年09月30日,3657617,10135111,10135111,0,1105730,12856765,17920097,,56633,108123,,4876824.0,2548561,3159994,,111602,,13199374.0,2064242,36653.0,,100454.0,,1852975.0,74160.0,,,,23334485.0,264.0,0.0,327995,134041,,342609,5414388,25544.0,718
2014-03-19,4,2013,1487608.0,1487608.0,4669660,79932,,5173321,12760,2460802,1712963,686235,-88612,-191794.0,-191794.0,2100226,612618.0,260011,219736,,40275,21285,,126435,,115357,90422,11078,3138831,,,0.0,5055984,105496,,1026728,5236690,168674,124297,,274478.0,129626,3212730,2013年12月31日,3959468,10522605,10522605,0,1105730,11338995,16797438,,56858,108123,,5408133.0,2251328,3225014,,112524,,11747625.0,2212882,36653.0,,100454.0,,1871339.0,74160.0,,130276.0,,22270230.0,474.0,0.0,387345,135803,,408630,5472792,12284.0,362
2014-05-07,1,2014,1494365.0,1494365.0,4858944,124968,,5419603,13249,2333988,1220800,569001,-141390,-232078.0,-232078.0,2107198,612833.0,198987,152315,,46672,19261,,224255,,212595,77439,11660,2790993,,0.0,0.0,4655226,77214,,651799,5272846,140434,63588,19261.0,0.0,131828,3216350,2014年03月31日,4205750,10786008,10786008,0,1105730,10930030,16576223,,67899,108123,5775211.0,,2749060,3220792,,120532,,11333977.0,2287003,36653.0,0.0,100454.0,,1880003.0,74160.0,,195733.0,,22119985.0,0.0,176.0,384686,135868,,403947,5543762,4442.0,133000
2014-08-06,2,2014,0.0,0.0,4767368,124968,,4783375,7609,1378691,2365376,592594,-101806,-125915.0,-125915.0,497470,497470.0,219273,171240,,48033,17835,,241991,,229150,16500,12841,2869706,64354.0,0.0,,5983709,70916,965304.0,807478,6846621,174284,71688,17835.0,0.0,125830,3217680,2014年06月30日,3417689,10199258,10199258,0,1257563,11223290,16351979,,65118,108123,4791716.0,,2184380,3284072,,121439,,11613329.0,2233617,36653.0,,100454.0,,1883115.0,74160.0,,139235.0,,21812587.0,0.0,0.0,372204,135333,,390039,5460608,2038.0,61000
2014-11-05,3,2014,0.0,0.0,5013118,124968,,5121878,5238,1154478,1506576,725113,19601,-95440.0,-95440.0,485140,485140.0,266228,208494,,57734,16426,,288580,,275787,109803,12793,3807061,,0.0,,7162180,93899,,781463,7388939,192752,105911,16426.0,0.0,132744,3285644,2014年09月30日,3756192,10666574,10666574,0,1257563,11529751,16839090,,69473,108123,3923721.0,,2157460,3290987,,123111,,11937491.0,2234108,36653.0,,100454.0,,1884542.0,74160.0,,138299.0,,22604065.0,1385.0,,391314,136092,,407740,5764975,5343.0,169000
2015-03-18,4,2014,0.0,0.0,5232640,171064,,5515923,4611,1219611,1794108,794281,62291,-190077.0,-190077.0,606200,606200.0,393267,335598,,57669,21127,,242493,,230424,247757,12069,4467936,,0.0,,7471538,97468,,999827,7185356,153111,172180,21127.0,0.0,138828,3287634,2014年12月31日,4150237,11235498,11235498,0,1257563,12115123,17821608,,59682,108123,4230147.0,,2024739,3287634,,120200,,12593937.0,2369650,36653.0,,100454.0,,2005029.0,74160.0,,153354.0,,23829435.0,870.0,,457687,163120,,478814,6007827,0.0,0
2015-05-08,1,2015,0.0,0.0,5253418,171064,,5977421,4128,960898,1670564,847581,41945,-161983.0,-161983.0,546791,546791.0,394222,350720,,43502,19116,,356108,344444.0,344444,199800,11664,5442765,,0.0,,7814017,93176,,822983,7215824,142477,160774,,,139593,3287634,2015年03月31日,4611735,11676650,11676650,0,1257563,12467443,18477874,19116.0,51564,108123,,4160434.0,2197095,3287634,24611073.0,145800,12934423.0,,2369650,36653.0,,100454.0,,2005029.0,74160.0,,153354.0,24611073.0,,0.0,480.0,447864,161452,,466980,6133199,0.0,0
2015-08-10,2,2015,,,5412001,171064,,5420232,3513,886479,2618559,744276,31150,-126029.0,-126029.0,564637,564637.0,300578,250643,,49935,22723,22723.0,258499,,248502,153666,9997,4631299,65753.0,0.0,,7301902,72809,887661.0,986622,8313635,149766,52846,,,134940,3287634,2015年06月30日,3916907,11174419,11174419,0,1395202,13041976,18469272,,70892,108123,,4134669.0,2317498,3353387,24677533.0,166571,13503114.0,,2369650,36653.0,,100454.0,,2005029.0,74160.0,,153354.0,24677533.0,,0.0,,438415,160865,,461138,6208261,0.0,0
