date,season,year,一年或一營業週期內到期長期負債合計,不動產、廠房及設備合計,以成本衡量之金融負債－非流動,以成本衡量之金融資產－非流動淨額,保留盈餘合計,債券換股權利證書,內部往來,其他應付款合計,其他應收款淨額,其他權益合計,其他流動負債合計,其他流動負債－其他,其他流動資產合計,其他流動資產－其他,其他無形資產淨額,其他非流動負債合計,其他非流動負債－其他,其他非流動資產合計,其他非流動資產－其他,其他非流動資產－其他合計,商譽,存入保證金,存出保證金,存貨合計,工程存出保證金,庫藏股票,待分配股票股利,待註銷股本股數,應付公司債合計,應付帳款合計,應付建造合約款,應付短期票券合計,應付票據合計,應收帳款淨額,應收建造合約款,應收票據淨額,應計退休金負債（應付退休金費用）,投資性不動產淨額,按攤銷後成本衡量之金融負債－非流動,採用權益法之投資淨額,採用權益法之投資貸餘,普通股股本,會計項目,未分配盈餘（或待彌補虧損）合計,未實現售後租回利益,本期所得稅負債,本期所得稅資產合計,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,流動負債合計,流動資產合計,淨確定福利負債-非流動,無形資產合計,無活絡市場之債券債務工具投資-流動淨額,無活絡市場之債券投資－流動淨額,無活絡市場之債券投資－非流動淨額,無活絡市場之債務工具投資－非流動淨額,特別盈餘公積,特別股負債－非流動,特許權淨額,現金及約當現金合計,現金及約當現金總額,當期所得稅負債,當期所得稅資產合計,短期借款合計,股本合計,股東往來,負債及權益總計,負債準備－非流動合計,負債總計,負債總額,資本公積合計,資產總計,資產總額,透過損益按公允價值衡量之金融負債－流動合計,透過損益按公允價值衡量之金融負債－非流動合計,透過損益按公允價值衡量之金融資產－流動合計,遞延所得稅負債合計,遞延所得稅負債－土地增值稅,遞延所得稅負債－所得稅,遞延所得稅資產,避險之衍生金融負債－非流動,長期借款合計,長期應付票據及款項合計,長期應付票據及款項－關係人合計,長期遞延收入,電腦軟體淨額,非控制權益,非流動負債合計,非流動資產合計,預付款項合計,預收房地款,預收款項合計,預收股款（權益項下）之約當發行股數
2013-05-14,1,2013,15847378,10288154,,6048,-7348319,126446.0,,538940,53889,-238,38035338,1564679,17046908,15224907,524065,147967,2500,956919,890937,890937,36288,124372,65982,34832396,1822001,,,,0.0,4011676,,999002,840,55737,305509.0,27588,21095.0,5075842,,9362,,8100532,2013年03月31日,-8340614,,,,7519162,7407830,0,990328,51386981,57466283,,2564056,,162114.0,91200.0,,1967.0,,1981469.0,,1963911.0,105602.0,,7695583,8226978,,,46097,,69049406.0,6529409,,76568568.0,0.0,,422669,18937,18937.0,,110704,,17449424,,,,22234.0,111332,17662425,19102285,2595562,20623281,20623281,12644585
2013-08-13,2,2013,28429129,10246354,,6048,-8504046,28472.0,,1267445,35360,139,50770306,1576665,16042402,13875618,520552,147509,2500,991791,927247,927247,36288,123945,64544,35960220,2166784,,187271.0,,0.0,2754220,553470.0,998031,10061,71280,308848.0,13702,21064.0,5189530,,8473,,8226978,2013年06月30日,-9603211,,,,6764246,6508641,0,1094884,63966446,57538055,,2546104,,162258.0,91200.0,,4281.0,,1969313.0,,1751716.0,25179.0,,7584309,8442721,,,46097,,69965051.0,6569827,,76729297.0,3425.0,,421295,18937,18937.0,,111742,,5786062,,,,19951.0,255605,5998605,19191242,2770974,20764512,20764512,2847190
2013-11-08,3,2013,17638390,10282478,0.0,6048,226449,33558.0,0.0,523947,29127,-298,31065992,1452170,10756035,8787099,517039,172548,2500,1036237,975629,975629,36288,149016,60608,24270853,1968936,,,,0.0,3036877,549354.0,1689653,15935,43335,299060.0,52167,21032.0,5396498,0.0,7649,0.0,8442721,2013年09月30日,-872716,0.0,,,15573423,15315792,0,1094884,39639904,41791787,,2528245,,179258.0,91200.0,,4281.0,0.0,1957157.0,,2687663.0,13937.0,,2744209,8476279,0.0,,46097,,45680239.0,6613362,,61253662.0,0.0,0.0,1022330,19530,,,113520,0.0,5802160,0.0,0.0,0.0,17761.0,257631,6040335,19461875,2451959,11975432,11975432,3355740
2014-03-24,4,2013,18171083,8882405,,6048,2227035,113591.0,,626090,31007,283,28125762,1424706,9897967,7944745,513527,174972,2500,1113725,1059443,1059443,36288,150023,54282,23042588,1953222,,,,0.0,3928975,10444.0,1799291,66256,213036,299060.0,5494,22449.0,7106289,,6837,,8476278,2013年12月31日,1127870,,,,17840322,17578778,0,1094884,37071090,41124602,,2516153,,1579403.0,91635.0,,4281.0,,1945001.0,,2748905.0,51272.0,,2462800,8589869,,,47378,,43120479.0,6761591,,60960801.0,200.0,,1208167,21330,18937.0,2393.0,113107,,5805709,,,,21337.0,261544,6049389,19836199,2098975,8529973,8529973,11359088
2014-05-13,1,2014,19300599,8810882,,6048,2187049,9576.0,,524580,47424,175,29666922,1417489,9450434,7409626,510014,206910,3000,1240097,1184856,1184856,36288,181492,55241,25219928,2040808,,,0.0,,3444684,10444.0,1799205,731,142453,299060.0,18437,22418.0,7522319,,6594,,8589869,2014年03月31日,1087884,,,,17818790,17553317,0,1094884,38312071,41948756,,2498635,,1591799.0,91635.0,,4281.0,,1932844.0,1735759.0,,72105.0,,2793400,8599445,,,46878,,44418126.0,6766648,,62236916.0,0.0,,1204806,23409,18937.0,4472.0,111950,,5828858,,,,19489.0,265473,6106055,20288160,2238656,8948834,8948834,957623
2014-08-11,2,2014,20673891,8734164,,6048,2029049,0.0,,1427251,22820,-309,32205920,1417061,9757443,7711764,506696,213578,3000,1763964,1558850,1558850,36288,188155,205114,27351747,2045679,,172145.0,0.0,,3484321,10235.0,1799494,206927,231539,282476.0,10852,22423.0,7894851,,6247,,8607271,2014年06月30日,821377,,,,16809282,16552215,0,1207672,42204277,44036011,,2480997,,1419025.0,91635.0,,0.0,,1920688.0,1419852.0,,53279.0,,3016054,8779416,,,46878,,48308324.0,5744059,,65117606.0,796.0,,1190000,28145,18937.0,9208.0,103689,,5815446,,,,17325.0,257067,6104047,21081595,2350257,10114968,10114968,0
2014-11-12,3,2014,21902776,8653692,,13760,1918150,0.0,,533543,42451,344,33824268,1399027,9118985,7272669,521467,214356,3000,2225739,1920947,1920947,36288,188933,304792,29169930,1846316,,,0.0,,3650917,10235.0,2168257,212432,298578,14124.0,21212,22423.0,8276798,,5762,,8779416,2014年09月30日,710478,,,,16832874,16441969,0,1207672,43749675,45499831,,2486510,,1425025.0,151635.0,,0.0,,1908532.0,1567825.0,,64772.0,,3283392,8779416,,,46878,,50579574.0,5744059,,67412448.0,1859.0,,1319000,34104,18937.0,15167.0,98721,,6534561,,,,20223.0,390905,6829899,21912617,2522701,10522465,10522465,0
2015-03-24,4,2014,23692807,8576892,,13665,1800278,0.0,,590640,22074,1243,35829464,1597995,8398663,6271760,523552,185658,3000,2712539,2397079,2397079,36288,158735,315460,30932123,2126903,19062.0,,0.0,,4042450,0.0,2318976,218098,801928,0.0,2563,23923.0,8685821,,4561,,8779416,2014年12月31日,592606,,,,16700243,16305934,1060000,1207672,47018485,47834952,,2481973,,1425025.0,152072.0,,0.0,,1896376.0,2398960.0,,113946.0,5076.0,3904468,8779416,,,48181,,53866643.0,5744059,,70566886.0,443.0,,1465369,46577,18937.0,27640.0,104411,,6567742,,,,25757.0,394309,6848158,22731934,2383171,10538662,10538662,0
2015-05-13,1,2015,25285120,8488344,,13665,1709440,0.0,,509105,46873,919,37768709,1524552,9005936,6674538,2428138,186727,3500,3701285,3390572,3390572,36288,159339,310713,32366366,2331398,0.0,,,,4081770,0.0,2388768,333033,427845,0.0,13233,,8251669,,3643,,8768816,2015年03月31日,501768,,150865.0,5207.0,16603161,16207479,0,1207672,49633800,49516389,23888.0,2464426,1430025.0,,,152072.0,0.0,,,,1907043.0,,,4401550,8768816,,72712123.0,47681,56108962.0,,5728304,72712123.0,,0.0,,1680000,54788,18937.0,35851.0,120630,,6185966,,,,,395682,6475162,23195734,2633861,10959037,10959037,0
2015-08-13,2,2015,22403684,8430110,,63665,1533472,,,1506468,85484,541,36835211,1522301,7599821,5267792,2415728,177889,3500,4014395,3704268,3704268,36288,150497,310127,33384157,2332029,0.0,175376.0,,,3622825,0.0,2298227,104674,534077,0.0,8271,,8537513,,3304,,8768816,2015年06月30日,325800,,47872.0,6533.0,15535761,15154251,0,1207672,50810077,49142465,23892.0,2452016,1443025.0,,,152072.0,,,,,1729258.0,,,6394800,8944192,,72913667.0,47681,57377906.0,,4676046,72913667.0,,0.0,,1592797,65930,18937.0,46993.0,118127,,6276329,,,,,381510,6567829,23771202,2759042,12909226,12909226,0
