date,season,year,一年或一營業週期內到期長期借款,一年或一營業週期內到期長期負債合計,不動產、廠房及設備合計,以成本衡量之金融資產－非流動淨額,保留盈餘合計,備供出售金融資產未實現損益合計,備供出售金融資產未實現損益－母公司,備供出售金融資產－流動淨額,催收款項,其他應付款合計,其他應付款項－關係人,其他應付款－其他,其他應收款淨額,其他應收款－關係人淨額,其他權益合計,其他流動負債合計,其他流動負債－其他,其他流動資產合計,其他流動資產－其他,其他金融資產－流動,其他非流動負債合計,其他非流動負債－其他,其他非流動資產合計,其他非流動資產－其他,其他非流動資產－其他合計,國外營運機構財務報表換算之兌換差額 －母公司,國外營運機構財務報表換算之兌換差額合計,存入保證金,存貨合計,庫藏股票,待分配股票股利,待註銷股本股數,應付帳款合計,應付帳款－關係人,應付帳款－關係人合計,應付短期票券合計,應付票據合計,應付股利,應收帳款淨額,應收帳款－關係人淨額,應收票據淨額,應收票據－關係人淨額,應計退休金負債（應付退休金費用）,持有至到期日金融資產－流動淨額,普通股股本,會計項目,未分配盈餘（或待彌補虧損）合計,本期所得稅負債,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,流動負債合計,流動資產合計,淨確定福利負債-非流動,無形資產合計,無活絡市場之債券債務工具投資-流動淨額,特別盈餘公積,現金及約當現金合計,現金及約當現金總額,當期所得稅負債,短期借款合計,股本合計,負債及權益總計,負債準備－流動合計,負債總計,負債總額,資本公積合計,資產總計,資產總額,遞延所得稅負債合計,遞延所得稅資產,銀行長期借款,長期借款合計,長期應收分期帳款,長期應收款－關係人,長期應收票據,長期應收票據及款項淨額,長期應收票據及款項－關係人淨額,非控制權益,非流動負債合計,非流動資產合計,預付投資款,預付款項合計,預付貨款,預收款項合計,預收股本,預收股款（權益項下）之約當發行股數
2013-05-08,1,2013,183114.0,183114,978035,26747,304926,3897.0,,98322,,177752,0.0,,,,3093,252935,11886,403744,57423.0,346321.0,187443,,69729,,47382,,-804.0,,1166526,0.0,,,415378,0.0,0.0,0.0,4780,,889307,37891.0,258920,0.0,187443.0,,1470000,2013年03月31日,163454,,2104247,2082225,0,141472,1236725,3181731,,16486,,0.0,,327021.0,30201.0,331526,1470000,,24153,,2224850.0,304206,,4329097.0,46816,56369,,753866,14334.0,,8013.0,22347,,22022,988125,1147366,,,,57935.0,,0
2013-08-13,2,2013,177860.0,177860,965426,26747,276842,3482.0,,119855,,357391,0.0,,,,14649,248894,8334,489323,52071.0,437252.0,188476,,195021,,48933,,11167.0,,963753,0.0,0.0,,561648,0.0,0.0,0.0,5917,,1149705,36509.0,277982,0.0,188476.0,,1470000,2013年06月30日,126314,,2088852,2065697,0,150528,1661210,3461277,,16024,,0.0,,424150.0,20145.0,434331,1470000,,32884,,2632012.0,304206,,4720864.0,46816,56369,,735510,141972.0,,4116.0,146088,,23155,970802,1259587,,,,62700.0,,0
2013-11-12,3,2013,234153.0,234153,948847,26747,283112,-7953.0,,99788,,282884,0.0,,19688.0,,-4355,327337,10057,622187,90797.0,531390.0,159758,,188945,,49231,,3598.0,,1038248,0.0,0.0,,442563,0.0,0.0,0.0,5721,,1068749,0.0,223635,0.0,159758.0,,1470000,2013年09月30日,132584,,2076179,2052963,0,150528,1677936,3538459,,15554,,0.0,,466164.0,22075.0,568172,1470000,,29184,,2698742.0,304206,,4774921.0,46816,56369,,814232,103396.0,33155.0,3163.0,106559,33155.0,23216,1020806,1236462,,,,83127.0,,0
2014-03-25,4,2013,242990.0,242990,934889,26747,311026,-9657.0,,94947,,260243,359.0,,4359.0,,6579,348013,105023,330809,57293.0,273516.0,150958,,145831,,47683,,16236.0,,1092582,0.0,0.0,,340768,0.0,0.0,0.0,5802,,975424,0.0,193026,0.0,150958.0,,1470000,2013年12月31日,160498,,2112953,2091811,0,150528,1528369,3414096,,15082,,0.0,,722949.0,8034.0,537113,1470000,,28037,,2474608.0,304206,,4587561.0,43977,50916,,751304,66191.0,29313.0,2644.0,68835,29313.0,21142,946239,1173465,,,,,,0
2014-05-12,1,2014,344021.0,344021,920821,26747,326560,-4213.0,,51467,,267780,0.0,,56420.0,,10680,486027,142006,222010,91518.0,130492.0,151365,,141050,48695.0,48695,,14893.0,,1125810,0.0,,0.0,449154,,,,10707,,1028108,0.0,203945,,151365.0,,1470000,2014年03月31日,176032,,2111021,2111446,0,150528,1807325,3545245,,43547,,0.0,857485.0,,13354.0,558834,1470000,,21469,,2617305.0,304206,,4728326.0,43977,50916,,614638,88101.0,0.0,4254.0,92355,0.0,-425,809980,1183081,,,,,,0
2014-08-13,2,2014,363916.0,363916,902428,26747,245703,-2770.0,,44870,8573.0,380712,0.0,,4184.0,41201.0,-648,476606,112690,269873,91931.0,177942.0,149156,,309715,65396.0,65396,,2122.0,,1098314,0.0,,0.0,472013,,,,5965,,1021707,24579.0,257293,,149156.0,,1470000,2014年06月30日,84393,,2018581,2019261,0,161310,2132896,3565326,,42485,,0.0,803305.0,,7046.0,770700,1470000,,19854,,2878955.0,304206,,4897536.0,43895,50835,,553008,106814.0,0.0,2692.0,118079,0.0,-680,746059,1332210,126240.0,,,,,0
2014-11-07,3,2014,407167.0,407167,799960,26747,215269,-2911.0,,44729,8792.0,292582,615.0,,5005.0,19295.0,14624,487275,80108,167169,103722.0,63447.0,148113,,334482,80351.0,80351,,17535.0,,1221760,0.0,0.0,0.0,396409,0.0,0.0,0.0,8784,,1012164,266.0,265752,,148113.0,,1470000,2014年09月30日,53959,,2002845,2004099,0,161310,2070939,3519249,,140657,,0.0,783109.0,,12377.0,852395,1470000,,20502,,2873769.0,304206,,4876614.0,43895,55519,,610822,71984.0,0.0,1214.0,81990,0.0,-1254,802830,1357365,172141.0,,,,,0
2015-03-26,4,2014,385583.0,385583,998104,26747,235432,-2988.0,,44652,5310.0,265452,0.0,,12383.0,,29425,531332,145749,83385,72116.0,11269.0,127698,,125836,,68000,,32413.0,,1292030,0.0,0.0,0.0,343510,0.0,0.0,0.0,3059,,977635,0.0,233745,0.0,127698.0,,1470000,2014年12月31日,74123,,2038221,2039063,0,161309,1737377,3211163,,148839,,0.0,567333.0,,39076.0,533370,1470000,,21578,,2526124.0,304206,,4564345.0,26315,53656,,634734,52526.0,0.0,0.0,57836,0.0,-842,788747,1353182,,,,,,0
2015-05-08,1,2015,,319812,992060,26747,235899,-2623.0,,45017,,268973,,,46189.0,,6704,502409,161527,20901,20901.0,,126531,,160507,,52403,,9327.0,40.0,1281183,,,,361643,,,,5898,,925083,,179033,,,,1470000,2015年03月31日,74590,25214.0,2031766,2016809,0,161309,1863344,3203629,126491.0,150790,25858.0,,,605488.0,,659250,1470000,4571785.0,39957,2540019.0,,304206,4571785.0,,17064,38052,,533080,,,,108104,,14957,676675,1368156,,74877.0,74877.0,21070.0,21070.0,0
2015-08-13,2,2015,,196110,980266,26747,226117,-3815.0,,77993,,287456,,269456.0,34531.0,,-1557,339774,143664,18971,18971.0,,126874,,148869,,48640,,2258.0,40.0,1213054,,,,390326,,,,2669,18000.0,1023093,,166362,,,,1800000,2015年06月30日,63064,1098.0,2375095,2361766,0,163053,1739334,3136020,126834.0,148148,23319.0,,,475571.0,,679295,1800000,4479415.0,38716,2104320.0,,337206,4479415.0,,23615,39365,,214497,,,,100229,,13329,364986,1343395,0.0,103126.0,103126.0,,,0
