date,season,year,一年或一營業週期內到期長期借款,一年或一營業週期內到期長期負債合計,不動產、廠房及設備合計,代收款,以成本衡量之金融資產－非流動淨額,保固之短期負債準備,保留盈餘合計,其他應付款合計,其他應付款項－關係人,其他應付款－其他,其他應收款淨額,其他應收款－關係人淨額,其他權益合計,其他流動負債合計,其他流動資產合計,其他流動資產－其他,其他金融資產－流動,其他非流動負債合計,其他非流動負債－其他,其他非流動資產合計,存入保證金,存出保證金,存貨合計,存貨（建設業適用）淨額,待分配股票股利,待註銷股本股數,應付帳款合計,應付帳款－關係人合計,應付短期票券合計,應付票據合計,應付票據－關係人合計,應收帳款淨額,應收票據淨額,投資性不動產淨額,採用權益法之投資淨額,普通股股本,會計項目,未分配盈餘（或待彌補虧損）合計,本期所得稅負債,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,流動負債合計,流動資產合計,淨確定福利負債-非流動,無形資產合計,特別盈餘公積,現金及約當現金總額,短期借款合計,股本合計,負債及權益總計,負債準備－流動合計,負債總計,資本公積合計,資本公積－普通股股票溢價,資本公積－發行溢價合計,資產總計,透過損益按公允價值衡量之金融資產－流動合計,遞延所得稅負債合計,遞延所得稅資產,長期借款合計,長期應收票據及款項淨額,非流動負債合計,非流動資產合計,預付款項合計,預收款項合計,預收股款（權益項下）之約當發行股數
2015-08-11,2,2015,2289800,2289800,323,369059,82,,6644047,333662,56,,12602,14815,0,2705940,27217,837,26380,43624,,8829,2941,8829,28206474,28206474,75186,0,28981,1385173,4913594,25191,567704,33693,14894,373796,,3759261,2015年06月30日,5645997,59943,10499571,10499571,0,998050,17873850,28944488,40683,188181,0,97394,7841820,3834447,29525834,11786,19026263,21077,21077,21077,29525834,22117,25789,10135,1083000,,1152413,581346,515282,47081,0
2015-11-10,3,2015,2289800,2289800,299,412670,82,11193,6752340,35406,176,35406,4623,16389,0,2743836,27076,696,26380,43964,0,8609,2896,8609,28510610,28510610,,0,29980,1466016,4893671,24927,499963,411,3360,423041,,3838202,2015年09月30日,5754290,51770,10616644,10616644,0,998050,17646188,29293217,41068,187094,0,193437,7889250,3838202,29922440,11193,19305796,26102,26102,26102,29922440,17838,28644,10098,1587000,,1659608,629223,519473,41366,0
2016-03-28,4,2015,2316050,2316050,272,406712,82,10387,6802524,32597,51,32597,404,17062,0,2784996,826,826,0,39735,0,8647,896,8647,29005682,29005682,,0,37939,1412360,4951655,9710,490967,15611,500,440536,,3838202,2015年12月31日,5804474,51902,10666828,10666828,0,998050,18219966,29873350,38839,186082,0,200275,8437402,3838202,30518481,10387,19851653,26102,26102,26102,30518481,16846,31202,9512,1560750,,1631687,645131,616144,62234,0
2016-05-10,1,2016,2067300,2067300,253,425648,82,13480,6849803,26533,83,26533,451,17843,0,2553050,1272,1272,0,72291,0,8647,35367,8647,29091467,29091467,,0,33748,936170,4982126,28237,703719,481,4003,491611,,3838202,2016年03月31日,5851753,52663,10714107,10714107,0,998050,17949101,29884051,36924,185070,0,141460,8619292,3838202,30579865,13480,19865758,26102,26102,26102,30579865,17863,34866,10151,1809500,,1916657,695814,609211,60102,0
2016-08-11,2,2016,78750,78750,231,436510,82,,6814188,21492,57,,5359,19118,0,637756,1282,1282,0,114748,,7466,77545,7466,29180317,29180317,3578,0,27796,1103001,5179865,27997,285035,18509,1000,579826,,3838202,2016年06月30日,5792787,21016,10682070,10682070,0,1021401,16296631,30022959,37203,184058,0,161259,8981577,3841780,30804583,11039,20122513,26102,26102,26102,30804583,20469,37884,9961,3673250,,3825882,781624,615646,122496,0
2016-11-10,3,2016,140280,140280,210,484230,82,12504,7031502,44792,167,44792,4167,19833,0,776426,2910,2910,0,155152,0,7559,117669,7258,29885917,29885917,3578,0,37695,1563828,5163615,46118,222401,1299,151,624886,8000,3838202,2016年09月30日,6010101,21016,10899384,10899384,0,1021401,16776553,30747443,37483,183258,0,233169,8887991,3841780,31581332,12504,20681948,26102,26102,26102,31581332,18159,38523,9894,3711720,301,3905395,833889,581838,151916,0
