date,season,year,不動產、廠房及設備合計,保留盈餘合計,備供出售金融資產未實現損益合計,備供出售金融資產－非流動淨額,共同控制下前手權益,其他應付款合計,其他應收款淨額,其他權益合計,其他流動負債合計,其他流動資產合計,其他非流動負債合計,其他非流動資產合計,存貨合計,待註銷股本股數,應付帳款合計,應付帳款－關係人合計,應付建造合約款,應付短期票券合計,應付票據合計,應付票據－關係人合計,應收帳款淨額,應收帳款－關係人淨額,應收建造合約款,應收票據淨額,應收票據－關係人淨額,普通股股本,會計項目,未分配盈餘（或待彌補虧損）合計,本期所得稅負債,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,流動負債合計,流動資產合計,無形資產合計,特別盈餘公積,現金及約當現金合計,現金及約當現金總額,當期所得稅負債,短期借款合計,股本合計,負債及權益總計,負債總計,負債總額,資本公積合計,資本公積－發行溢價合計,資產總計,資產總額,遞延所得稅負債合計,遞延所得稅資產,長期借款合計,非控制權益,非流動負債合計,非流動資產合計,預付款項合計,預收股款（權益項下）之約當發行股數
2014-08-12,2,2014,2988549,118332,1221,89413,0,151594,249,1221,109160,53919,16304,22905,384691,0,385960,,17389,199862,75396,893,415624,55418,209111,186061,3712,1341158,2014年06月30日,115515,,1674111,1674111,0,2817,2016202,1430855,143264,,94511,,5948,1070000,1341158,,,3000875,213400,213400,,4674986,,,968369,0,984673,3244131,27559,0
2015-03-24,4,2014,2975898,337223,-10940,77252,0,175019,143,-10940,49625,52062,16299,23185,307346,0,466675,42,10111,29982,110002,420,350346,124510,238177,152126,137143,1341158,2014年12月31日,334406,,1880841,1880841,0,2817,1366891,1518863,140531,,133565,,25015,500000,1341158,,,2900595,213400,213400,,4781436,,45707,1517405,0,1533704,3262573,23445,0
2015-05-11,1,2015,2964212,394957,-8855,79337,0,111550,337,-8855,35450,54137,16444,22100,300589,0,445729,2028,3943,19998,70836,119,331275,93560,225642,118792,95451,1341158,2015年03月31日,392140,33922,1940660,1940660,0,2817,1223575,1438970,139719,,,178423,,500000,1341158,4687037,2746377,,213400,213400,4687037,,,42699,1506358,0,1522802,3248067,40764,0
2015-08-12,2,2015,2925916,198145,-6423,81769,0,186904,331,-6423,31600,54037,16589,22150,315094,0,481068,1156,1520,49981,71707,72,294778,137895,315894,157690,52026,1341158,2015年06月30日,150948,25900,1746280,1746280,0,36257,1349908,1538636,214287,10940,,179447,,500000,1341158,4823657,3077377,,213400,213400,4823657,,,40899,1710880,0,1727469,3285021,31444,0
2015-11-11,3,2015,2904773,237345,-20669,67523,0,186020,1484,-20669,8843,53974,17033,23116,335767,0,457763,2024,13778,259882,41527,274,278278,141432,214560,150332,59727,1500000,2015年09月30日,190148,23769,2372833,2372833,0,36257,1093880,1629419,218597,10940,,365002,,100000,1500000,4883746,2510913,,656157,656157,4883746,,,40318,1400000,0,1417033,3254327,28863,0
2016-03-23,4,2015,2901715,233713,-17977,71114,0,215060,3644,-17977,19818,53226,17770,22016,300827,0,398071,2675,1867,329869,82675,257,322802,97551,136084,176467,49888,1500000,2015年12月31日,186516,27670,2371893,2371893,0,36257,1177962,1600445,245786,10940,,424694,,100000,1500000,4869356,2497463,,656157,656157,4869356,,1731,28280,1300000,0,1319501,3268911,35262,0
2016-05-12,1,2016,2934254,256876,-27154,61385,,204443,5002,-27154,22373,50848,17843,25985,298204,0,352349,2172,403,229960,36445,171,309965,89536,156203,132790,1989,1500000,2016年03月31日,209679,31739,2385879,2385879,0,36257,980055,1348396,237345,10940,,266158,,100000,1500000,4634227,2248348,,656157,656157,4634227,,450,26862,1250000,,1268293,3285831,37701,0
2016-08-11,2,2016,2933798,166680,-32180,56057,,329522,4067,-32180,16319,53647,17893,22292,378953,0,362945,2083,790,139985,66487,403,355195,79141,179136,147999,554,1500000,2016年06月30日,93794,13870,2290657,2290657,0,54909,1062404,1355597,230258,17977,,132691,,130000,1500000,4621016,2330359,,656157,656157,4621016,,62,23014,1250000,,1267955,3265419,24214,0
2016-11-11,3,2016,2901738,215787,-29995,58373,,157892,4460,-29995,11096,61765,17942,22327,406148,0,389414,1135,3012,79996,77735,1155,333321,88174,94790,113623,6891,1500000,2016年09月30日,142901,12447,2341949,2341949,0,54909,953882,1394527,225955,17977,,262286,,220000,1500000,4623963,2282014,,656157,656157,4623963,,190,21043,1310000,,1328132,3229436,23069,0
