date,season,year,不動產及設備合計,以成本衡量之金融資產淨額,保留盈餘合計,保險負債合計,備供出售金融資產未實現損益,備供出售金融資產淨額,其他權益合計,其他負債合計,其他資產合計,其他金融資產－淨額,具金融商品性質之保險契約準備,再保險合約資產合計,國外營運機構財務報表換算之兌換差額,待分配股票股利,待註銷股本股數,應付款項合計,應收款項淨額,投資合計,投資性不動產淨額,持有至到期日金融資產淨額,普通股股本,會計項目,未分配盈餘合計,本期所得稅資產合計,權益總計,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,無形資產合計,特別盈餘公積,現金及約當現金合計,股本合計,負債及權益總計,負債準備合計,負債總計,資本公積合計,資產總計,透過損益按公允價值衡量之金融資產合計,遞延所得稅負債合計,遞延所得稅資產淨額,非控制權益,預收股款（權益項下）之約當發行股數（單位：股）
2015-08-28,2,2015,816487,1320,1441547,9604922,7515,412168,6664,114011,837805,2053398,44087,4223396,-851,0,0,1459622,1163485,4549214,845743,247746,2129600,2015年06月30日,317208,11315,3609240,3577811,0,243991,115885,880348,3365066,2129600,15086709,189885,11477469,0,15086709,988839,64942,4056,31429,0
2015-10-27,3,2015,812806,1319,1347033,9475995,-3754,405803,-5074,84117,846705,3168181,44087,4086641,-1320,,0,1044911,973590,5261763,844689,247504,2129600,2015年09月30日,222694,12440,3501118,3471559,0,243991,108370,880348,2299921,2129600,14405318,190601,10904200,0,14405318,594267,64489,3082,29559,0
2016-03-24,4,2015,834018,1320,1364016,9408753,1351,512119,323,45832,773076,3803870,44087,3974927,-1028,,0,1175467,767890,5870859,843212,247261,2129600,2015年12月31日,69858,14070,3523180,3493939,0,243991,101242,1050167,2131322,2129600,14470482,208763,10947302,0,14470482,463077,64400,3078,29241,0
2016-04-27,1,2016,827334,1320,1419138,10242703,903,740534,94,94840,822457,3030724,44087,4503910,-809,,0,983022,885757,5270822,845386,247022,2129600,2016年03月31日,124980,10847,3577745,3548832,0,243991,102482,1050167,2786390,2129600,15213087,206289,11635342,0,15213087,405836,64401,3088,28913,0
2016-08-26,2,2016,846619,1320,1404705,10501828,-13879,846008,-14486,68404,821097,2944454,44087,4594340,-607,,0,1127571,916236,5774019,846504,546782,2129600,2016年06月30日,64075,12009,3546417,3519819,0,292293,118183,1048337,2472403,2129600,15557215,204930,12010798,0,15557215,588951,63978,2309,26598,0
2016-10-27,3,2016,846356,1319,1489284,10380498,-51748,630233,-52989,39202,844884,3405500,44087,4509878,-1241,,0,982196,769489,6123791,845024,530855,2129600,2016年09月30日,148654,9212,3590430,3565895,0,292293,110167,1048337,2090235,2129600,15305591,205258,11715161,0,15305591,710860,63920,1579,24535,0
