date,season,year,一年或一營業週期內到期長期負債合計,不動產、廠房及設備合計,以成本衡量之金融負債－流動,以成本衡量之金融資產－非流動淨額,保留盈餘合計,備供出售金融資產未實現損益合計,其他應付款合計,其他應付款項－關係人,其他應付款－其他,其他應收款淨額,其他權益合計,其他權益－其他合計,其他權益－員工未賺得酬勞,其他流動負債合計,其他流動資產合計,其他流動資產－其他,其他無形資產,其他無形資產淨額,其他金融資產－流動,其他金融資產－非流動合計,其他長期投資（淨額）,其他長期負債準備,其他非流動負債合計,其他非流動資產合計,其他非流動資產－其他合計,其他預付費用,原始認列時指定為透過損益按公允價值衡量之金融負債－流動,原始認列時指定為透過損益按公允價值衡量之金融資產－流動,商標權淨額,商譽,國外營運機構淨投資避險中屬有效避險部分之避險工具利益（損失）合計,國外營運機構財務報表換算之兌換差額合計,在建工程（營造業適用）合計,基金合計,存貨合計,存貨（建設業適用）淨額,存貨－其他行業淨額,存貨－製造業淨額,存貨－買賣業淨額,專利權淨額,專門技術淨額,工程進度請款金額,庫藏股票,待出售非流動資產,待出售非流動資產（淨額）,待註銷股本股數,應付帳款,應付帳款合計,應付帳款－關係人,應付帳款－關係人合計,應付建造合約款,應付建造合約款－關係人,應付短期票券合計,應付票據,應付票據合計,應付票據－關係人合計,應付租賃款－流動,應付租賃款－非流動,應付股利,應收帳款淨額,應收帳款－關係人,應收帳款－關係人淨額,應收票據淨額,應收退稅款,指定按公允價值衡量之金融負債信用風險變動影響數總額,按攤銷後成本衡量之金融負債－流動,普通股股本,會計項目,有形探勘及評估資產淨額,未分配盈餘（或待彌補虧損）合計,本期所得稅負債,本期所得稅資產合計,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,流動負債合計,流動資產合計,淨確定福利負債-非流動,淨確定福利資產-非流動,無形探勘及評估資產淨額,無形資產合計,特許權淨額,現金及約當現金合計,現金及約當現金總額,現金流量避險中屬有效避險部分之避險工具利益（損失）合計,當期所得稅負債,當期所得稅資產合計,發展中無形資產淨額,短期借款合計,確定福利計畫再衡量數總額,累積盈虧,股本合計,與待出售非流動資產直接相關之權益合計,與待出售非流動資產直接相關之負債,著作權淨額,負債及權益總計,負債準備－流動合計,負債準備－非流動合計,負債總計,負債總額,資本公積合計,資本公積－普通股股票溢價,資本公積－發行溢價合計,資本公積－限制員工權利股票,資產總計,資產總額,農產品,透過其他綜合損益按公允價值衡量之權益工具投資利益（損失）合計,透過其他綜合損益按公允價值衡量之金融資產－流動合計,透過其他綜合損益按公允價值衡量之金融資產－非流動合計,透過損益按公允價值衡量之金融負債－流動合計,透過損益按公允價值衡量之金融資產－流動合計,遞延所得稅負債合計,遞延所得稅資產,避險之衍生金融負債－流動,重估增值合計,重估增值－採用權益法之子公司,銀行借款,銀行長期借款,長期借款合計,長期應付款－關係人,長期應付票據及款項合計,長期應付票據及款項－關係人合計,長期應收票據及款項淨額,長期應收票據及款項－關係人淨額,長期預付租金,電腦軟體淨額,非控制權益,非流動負債合計,非流動資產合計,預付款項合計,預付租金,預收款項合計,預收股款（權益項下）之約當發行股數
2013-05-08,1,2013,,456962,,,389158,,138029,,138029,,62838,,,,186416,186416,,,0,0,0,,,12113,0,373.0,0,481,,13341,,62838,,0,346011,,,,,,,,0.0,,,,791217,791217,4804,4804,,,,,,,,,0,1029607,135812,135812,0,,,,607500,2013年03月31日,0,382178,,,1829000,1829000,0,6980,1101801,2450891,,,0,13341,,,752191.0,,165080.0,,,2671,,382178,607500,,,,,,,,1110142.0,769504,769504,769504,,,2939142.0,,,,,0,481,8341,5835,,0,0,2671,,,,,,0,0,12113,,0,8341,488251,373,,,0
2013-08-07,2,2013,,472330,,,220909,,427865,,124115,,80504,,,,228415,228415,,,0,0,0,,,12202,0,379.0,325,2868,,13545,,80504,,0,347468,,,,,,,,0.0,,,,1032841,1032841,6904,6904,,,,,,,,,303750,1225737,148945,148945,0,,,,607500,2013年06月30日,0,184136,,,1638728,1638728,0,36773,1645904,2785069,,,0,13545,,,831257.0,,177950.0,,,19,,184136,607500,,,,,,,,1651190.0,729815,729815,729815,,,3289918.0,,,,,325,2868,5286,6772,,0,0,19,,,,,,0,0,12202,,0,5286,504849,379,,,0
2013-11-07,3,2013,,493440,,,344900,,176642,,176642,,60975,,,,150153,150153,,,0,0,0,,,11993,0,378.0,0,7996,,13416,,60975,,0,336947,,,,,,,,0.0,,,,1057521,1057521,10660,10660,,,,,,,,,0,1171403,185355,185355,0,,,,607500,2013年09月30日,0,308127,,,1743190,1743190,0,36773,1379495,2604752,,,0,13416,,,752520.0,,134672.0,,,0,,308127,607500,,,,,,,,1386758.0,729815,729815,729815,,,3129948.0,,,,,0,7996,7263,6347,,0,0,0,,,,,,0,0,11993,,0,7263,525196,378,,,0
2014-02-25,4,2013,,507811,,,385398,,149321,,149321,,90925,,,,120433,120433,,,0,0,0,,,12164,0,383.0,0,4880,,13713,,90925,,0,279124,,,,,,,,0.0,,,,718109,718109,1047,1047,,,,,,,,,0,742139,104521,104521,0,,,,607500,2013年12月31日,0,381018,,,1813638,1813638,0,4380,882194,2165173,,,0,13713,,,913693.0,,13717.0,,,0,,381018,607500,,,,,,,,890575.0,729815,729815,729815,,,2704213.0,,,,,0,4880,8381,5352,,0,0,0,,,,,,0,0,12164,,0,8381,539040,383,,,0
2014-05-12,1,2014,,500028,,,392949,,161248,,161248,8671.0,109958,,,,272280,112511,,,159769,0,0,,,11998,0,381.0,5328,0,,13634,,109958,,0,329716,,,,,,,,,,,0.0,784471,784471,1463,1463,,,,,,,,,0,834683,100402,100402,0,8671.0,,,607500,2014年03月31日,0,388569,,,1840222,1840222,0,4380,958998,2275397,,,0,13634,,729264.0,,,6488.0,,,0,,388569,607500,,,,,,,,966344.0,729815,729815,729815,,,2806566.0,,,,,5328,0,7346,5509,,0,0,0,,,,,,0,0,11998,,0,7346,531169,381,,,0
2014-08-12,2,2014,0.0,504291,0.0,,171122,0.0,160487,0.0,160487,6731.0,79857,0.0,,2477.0,143412,139436,125912.0,125912.0,3976,0,0,43748.0,2736.0,11654,0,375.0,5066,0,0.0,128208,0.0,79857,0.0,0,381995,0.0,0.0,381995.0,0.0,0.0,0.0,0.0,,,,0.0,884292,884292,4934,4934,0.0,0.0,0.0,,0.0,0.0,2477.0,2736.0,0,956614,118946,118946,441,6731.0,,0.0,607500,2014年06月30日,0,166742,,,1588294,1588294,0,4380,1111147,2016220,,,0,254120,0.0,407706.0,,0.0,11916.0,0.0,0.0,41975,,166742,607500,0.0,0.0,0.0,,0.0,43748.0,,1208895.0,729815,729815,729815,,,2797189.0,0.0,0.0,0.0,0.0,5066,0,39780,10904,0.0,0,0,41975,11484.0,11484.0,,2736.0,0.0,0,0,11654,0.0,0,97748,780969,375,,0.0,0
2014-11-11,3,2014,0.0,546673,0.0,,295972,0.0,210727,0.0,210727,993.0,88306,0.0,,1083.0,153545,146407,116517.0,116517.0,7138,0,0,41338.0,2326.0,11849,0,383.0,829,0,0.0,122732,0.0,88306,0.0,0,406548,0.0,0.0,406548.0,0.0,0.0,0.0,0.0,,,,0.0,1118580,1118580,17822,17822,0.0,0.0,0.0,,0.0,0.0,1083.0,2326.0,0,1240030,173530,173530,0,993.0,,0.0,607500,2014年09月30日,0,291592,,,1721593,1721593,0,4380,1405675,2417308,,,0,239249,0.0,442279.0,,0.0,17502.0,0.0,0.0,39132,,291592,607500,0.0,0.0,0.0,,0.0,41338.0,,1504448.0,729815,729815,729815,,,3226041.0,0.0,0.0,0.0,0.0,829,0,37318,10962,0.0,0,0,39132,17791.0,17791.0,,2326.0,0.0,0,0,11849,0.0,0,98773,808733,383,,0.0,0
2015-03-04,4,2014,0.0,563432,0.0,,346300,0.0,223286,0.0,223286,13101.0,160010,0.0,,1185.0,215741,207363,113714.0,113714.0,8378,0,0,41397.0,1928.0,12173,0,396.0,0,0,0.0,123379,0.0,160010,0.0,0,339374,0.0,0.0,339374.0,0.0,0.0,0.0,0.0,,,,0.0,996715,996715,4212,4212,0.0,0.0,0.0,,0.0,0.0,1185.0,1928.0,0,1061834,131304,131304,0,13101.0,,0.0,607500,2014年12月31日,0,338269,,,1843625,1843625,0,8031,1276510,2398124,,,0,237093,0.0,636374.0,,0.0,3836.0,0.0,0.0,47276,,338269,607500,0.0,0.0,0.0,,0.0,41397.0,,1373218.0,729815,729815,729815,,,3216843.0,0.0,0.0,0.0,0.0,0,0,36246,6021,0.0,0,0,47276,17137.0,17137.0,,1928.0,0.0,0,0,12173,0.0,0,96708,818719,396,,0.0,0
2015-05-12,1,2015,0.0,1089998,0.0,96711.0,401771,0.0,514942,0.0,514942,35006.0,94888,0.0,,949.0,599658,463370,112199.0,112199.0,136288,0,0,18146.0,51440.0,84725,0,1616.0,75203,23912,0.0,109791,0.0,94888,0.0,0,749785,0.0,0.0,749785.0,0.0,0.0,0.0,0.0,24018.0,,,0.0,1663044,1663044,62348,62348,0.0,0.0,0.0,,0.0,0.0,949.0,1512.0,0,1761118,0,0,13687,35006.0,0.0,0.0,607500,2015年03月31日,0,393429,16767.0,0.0,1809956,1809956,453000,8342,3410291,4047032,,4371.0,0,221990,0.0,,862250.0,0.0,,,0.0,1077038,0.0,393429,607500,0.0,0.0,0.0,5553624.0,0.0,18146.0,3743668.0,,729815,729815,729815,,5553624.0,,0.0,0.0,0.0,0.0,75203,23912,115126,13168,0.0,0,0,1077038,148665.0,148665.0,49928.0,1512.0,49928.0,0,0,80354,0.0,0,333377,1506592,1616,,0.0,0
2015-08-07,2,2015,0.0,1104262,0.0,111903.0,108889,0.0,404950,0.0,404950,32091.0,69813,-14953.0,-14953.0,964.0,412303,366981,112191.0,112191.0,45322,0,0,18246.0,50887.0,83630,0,,32003,18509,0.0,110212,0.0,84766,0.0,0,694262,0.0,0.0,694262.0,0.0,0.0,0.0,0.0,24018.0,,,0.0,1438296,1438296,100240,100240,0.0,0.0,0.0,,0.0,0.0,964.0,1239.0,0,1581691,0,0,0,32091.0,0.0,0.0,610020,2015年06月30日,0,100547,3663.0,0.0,1509535,1509535,453000,8342,3148880,3439840,,4326.0,0,222403,0.0,,699376.0,0.0,,,0.0,1168764,0.0,100547,610020,0.0,0.0,0.0,4974813.0,0.0,18246.0,3465278.0,,744831,732080,732080,12751.0,4974813.0,,0.0,0.0,0.0,0.0,32003,18509,113103,12775,0.0,0,0,1168764,134162.0,134162.0,49648.0,1239.0,49648.0,0,0,79304,0.0,0,316398,1534973,1608,1608.0,0.0,0
