date,season,year,不動產、廠房及設備合計,保留盈餘合計,其他應付款合計,其他應付款項－關係人,其他應收款淨額,其他應收款－關係人淨額,其他權益合計,其他流動負債合計,其他流動資產合計,其他非流動負債合計,其他非流動資產合計,國外營運機構財務報表換算之兌換差額合計,存貨合計,庫藏股票,待註銷股本股數,應付帳款合計,應付帳款－關係人合計,應付票據合計,應收帳款淨額,應收帳款－關係人淨額,應收票據淨額,普通股股本,會計項目,未分配盈餘（或待彌補虧損）合計,本期所得稅負債,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,流動負債合計,流動資產合計,無形資產合計,現金及約當現金合計,現金及約當現金總額,當期所得稅負債,短期借款合計,股本合計,負債及權益總計,負債總計,負債總額,資本公積合計,資本公積－員工認股權,資本公積－發行溢價合計,資產總計,資產總額,遞延所得稅負債合計,遞延所得稅資產,長期借款合計,非控制權益,非流動負債合計,非流動資產合計,預收股款（權益項下）之約當發行股數
2015-03-12,4,2013,528122,195805,30250,0,36155,17576,20906,78710,30621,20465,44721,20906,148005,,,241399,25483,186,363780,0,232,310000,2013年12月31日,195805,,715322,699644,0,,659002,813334,2174,,216965,22886,260088,310000,,,691539,172933,,172933,,1406861,12072,18510,0,15678,32537,593527,0
2015-03-12,4,2014,541390,371775,40015,,23336,0,41493,73777,4519,19184,44990,41493,132259,,0,234375,27193,0,361557,,116,310000,2014年12月31日,371775,,909508,899875,0,,496660,817504,6723,295717,,26160,95140,310000,,,522158,176607,3674,172933,,1431666,6314,21059,,9633,25498,614162,0
2015-08-14,2,2015,534595,413251,86658,,22685,0,26587,72941,14654,19611,43040,26587,149283,,0,295479,26580,186,462330,,239,310000,2015年06月30日,395654,17202,939635,928449,0,17597,499046,869329,8611,,220138,,0,310000,1466892,527257,,178611,5678,172933,1466892,,8600,11317,,11186,28211,597563,0
2015-11-12,3,2015,575821,487712,116532,,26928,0,70967,2773,47553,19571,46471,70967,144362,,0,259187,31196,160,467104,,299,310000,2015年09月30日,470115,19556,1058823,1048292,0,17597,429404,876242,8761,,189996,,0,310000,1518709,459886,,179613,6680,172933,1518709,,10911,11414,,10531,30482,642467,0
2016-03-29,4,2015,532807,527825,106793,,17230,,52928,5811,41858,15953,58834,52928,156659,,0,243980,13571,,369014,,0,348750,2015年12月31日,510228,19962,1378159,1367618,0,17597,390117,1183173,7715,,598412,,0,348750,1791786,413627,,438115,7682,430433,1791786,,7557,9257,,10541,23510,608613,0
2016-05-10,1,2016,544224,515092,92964,,17769,,29705,7019,4724,14974,48244,29705,161117,0,0,194157,14489,0,333419,,0,341430,2016年03月31日,497495,26617,1323660,1314728,0,17597,335246,1064086,7678,,547057,,0,341430,1675008,351348,,428501,4549,423952,1675008,,1128,10776,,8932,16102,610922,0
2016-08-10,2,2016,537141,395792,295581,,21804,,15281,9500,11852,13900,41628,15281,158186,0,0,269329,16043,0,495104,,0,342430,2016年06月30日,359490,28099,1192243,1183173,0,36302,618552,1234657,6725,,547711,,0,342430,1830638,638395,,429670,3568,426102,1830638,,5943,10487,,9070,19843,595981,0
