date,season,year,一年或一營業週期內到期長期負債合計,不動產、廠房及設備合計,以成本衡量之金融資產－非流動淨額,保留盈餘合計,備供出售金融資產未實現損益合計,備供出售金融資產－流動淨額,其他應付款合計,其他應付款項－關係人,其他權益合計,其他流動負債合計,其他流動負債－其他,其他流動資產合計,其他流動資產－其他,其他金融資產－流動,其他非流動負債合計,其他非流動資產合計,其他非流動資產－其他合計,國外營運機構財務報表換算之兌換差額合計,存入保證金,存出保證金,存貨合計,庫藏股票,待分配股票股利,應付帳款合計,應付帳款－關係人合計,應付票據合計,應付票據－關係人合計,應收帳款淨額,應收票據淨額,普通股股本,會計項目,未分配盈餘（或待彌補虧損）合計,本期所得稅負債,本期所得稅資產合計,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,流動負債合計,流動資產合計,淨確定福利負債-非流動,無形資產合計,無活絡市場之債券債務工具投資-流動淨額,無活絡市場之債務工具投資－非流動淨額,現金及約當現金總額,短期借款合計,股本合計,負債及權益總計,負債準備－流動合計,負債總計,資本公積合計,資產總計,透過其他綜合損益按公允價值衡量之金融資產－流動合計,透過其他綜合損益按公允價值衡量之金融資產－非流動合計,透過損益按公允價值衡量之金融資產－非流動合計,遞延所得稅負債合計,遞延所得稅資產,長期借款合計,長期應付票據及款項合計,長期應付票據及款項－關係人合計,長期預付租金,非控制權益,非流動負債合計,非流動資產合計,預付款項合計,預付設備款,預收款項合計,預收股款（權益項下）之約當發行股數
2015-08-10,2,2015,16483,1761375,6676,2031993,-15807,130776,1366304,0,-11123,40355,23872,389245,18245,371000,13647,151507,,4684,3,4013,3681977,,0,760704,148368,85760,0,1583804,60,922339,2015年06月30日,1685244,95763,0,3980305,3973944,0,346749,4821310,6985413,13644,7308,,,934370,2324056,922339,8993474,0,5013169,1030735,8993474,0,0,0,60528,81195,117684,0,0,132258,6361,191859,2008061,265181,15236,0,0
2016-03-15,4,2015,16598,1838902,6676,2830994,-26647,118961,878161,7069,11639,59109,42511,37532,37532,,14778,250737,9,38286,3,4528,1464624,92337,,302908,108941,19990,,597199,24,922339,2015年12月31日,2484245,158396,,4709529,4703370,388650,346749,2034298,4807921,14775,9219,961655,,1471964,499724,922339,6972287,,2262758,1030735,6972287,0,,,102866,58832,110816,,,202469,6159,228460,2164366,155962,43731,,0
2016-08-10,2,2016,13892,1906939,6676,2249666,-15905,129700,1747281,16697,-34791,51301,37409,30571,30571,,12279,258097,3,-18886,3,4919,3560179,92337,,529334,167311,47986,,1533382,60,922339,2016年06月30日,1808868,69264,,4081409,4075612,388650,440798,4535490,6523819,12276,8860,461957,0,523870,1906316,922339,8798365,,4716956,1030735,8798365,,,,62514,93974,106673,,,213808,5797,181466,2274546,284100,39367,,0
2016-11-04,3,2016,13942,1911725,6676,2857116,-19369,110743,916104,18220,-129367,33030,19088,17584,17584,,11824,257774,0,-109998,3,4183,1710541,92337,,325891,73125,35445,1779,2899707,42,922339,2016年09月30日,2416318,121529,,4594038,4588486,388650,440798,3663657,6202002,11821,9846,831280,0,525996,2138534,922339,8438812,,3844774,1030735,8438812,,,,66131,50789,103162,,,206042,5552,181117,2236810,106109,47549,,0
