date,season,year,一年或一營業週期內到期長期負債合計,不動產、廠房及設備合計,以成本衡量之金融資產－非流動淨額,保留盈餘合計,備供出售金融資產未實現損益合計,備供出售金融資產未實現損益－母公司,備供出售金融資產－流動淨額,備供出售金融資產－非流動淨額,其他應付款合計,其他應收款淨額,其他權益合計,其他流動負債合計,其他流動負債－其他,其他流動資產合計,其他流動資產－其他,其他非流動負債合計,其他非流動資產合計,原始認列時指定為透過損益按公允價值衡量之金融資產－流動,國外營運機構財務報表換算之兌換差額 －母公司,國外營運機構財務報表換算之兌換差額合計,存入保證金,存貨合計,存貨－其他行業淨額,庫藏股票,待註銷股本股數,應付公司債合計,應付帳款,應付帳款合計,應付帳款－關係人合計,應收帳款,應收帳款淨額,應收帳款－關係人淨額,應收票據淨額,應計退休金負債（應付退休金費用）,採用權益法之投資淨額,普通股股本,會計項目,未分配盈餘（或待彌補虧損）合計,本期所得稅負債,權益總額,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,法定盈餘公積,流動負債合計,流動資產合計,淨確定福利負債-非流動,無形資產合計,無活絡市場之債券投資－非流動淨額,無活絡市場之債務工具投資－非流動淨額,特別盈餘公積,現金及約當現金合計,現金及約當現金總額,當期所得稅負債,短期借款合計,累積盈虧,股本合計,負債及權益總計,負債總計,負債總額,資本公積合計,資產總計,資產總額,透過損益按公允價值衡量之金融負債－流動合計,透過損益按公允價值衡量之金融負債－非流動合計,透過損益按公允價值衡量之金融資產－流動合計,遞延所得稅負債合計,銀行借款,長期借款合計,非控制權益,非流動負債合計,非流動資產合計,預收股款（權益項下）之約當發行股數
2013-05-13,1,2013,4147455,40676021,648438,7222669,-509148,-509148.0,2728905,253613,1141185,995479,-1230874,5370351,1192470,1220546,560273,1311532,2405069,,-721726.0,-721726,96499,1412152,1412152,0.0,,10400000,6285077.0,6285077,231132.0,2538840.0,2538840,168118.0,28560,1215033.0,180576,22182975,2013年03月31日,1293010,,30771198,30621340,0,5073891,13038054,32825000,,69417,1195000.0,,855768,,23732400.0,,,1293010.0,22182975,,,47481936.0,2446570,,78253134.0,10309,6775610.0,0.0,816815,,15139925,149858,34443882,45428134,0
2013-08-13,2,2013,4367542,45569532,800967,7059817,-491233,-491233.0,2742768,239795,2583698,1030574,-1088934,5736055,1364825,1387949,630265,1285168,445368,0.0,-597701.0,-597701,71331,1213557,1213557,0.0,,10400000,6256278.0,6256278,295594.0,2885916.0,2885916,60471.0,24821,1213837.0,157355,22182975,2013年06月30日,-108447,,29579004,29415539,0,5256726,14871625,29895934,,62889,1204800.0,,1911538,,20549878.0,,,-108447.0,22182975,,,48797636.0,1261681,,78376640.0,0,6904858.0,0.0,675093,,14660892,163465,33926011,48480706,0
2013-11-12,3,2013,3966623,43976146,800967,7389239,-472621,-472621.0,2809234,241420,925794,1201332,-1295856,5487343,1505958,1481296,648157,1358124,840935,0.0,-823235.0,-823235,142756,1458871,1458871,0.0,,10400000,5893941.0,5893941,259648.0,2778549.0,2778549,39232.0,40264,1215368.0,177514,22182975,2013年09月30日,220975,,29717571,29538039,0,5256726,12566726,29097529,,53459,1186800.0,,1911538,,19288751.0,,,220975.0,22182975,,,46657199.0,1261681,,76374770.0,0,6832287.0,0.0,673394,,14826668,179532,34090473,47277241,0
2014-03-19,4,2013,4060381,44580103,800967,8687097,-433183,-433183.0,3064557,247652,2163002,1601872,-1117003,5855589,1794377,1404583,600316,1248294,872228,0.0,-683820.0,-683820,147137,1340675,1340675,0.0,,10400000,5472873.0,5472873,247808.0,2866314.0,2866314,51492.0,40017,1101157.0,194586,22182975,2013年12月31日,1518833,,31189340,31014750,0,5256726,13739272,30621006,,65141,1198000.0,,1911538,,20251496.0,,,1518833.0,22182975,,,47390343.0,1261681,,78579683.0,0,6877805.0,0.0,711467,,14413505,174590,33651071,47958677,0
2014-05-14,1,2014,3323994,44632583,800967,9342402,-442185,-442185.0,3109051,244401,894497,1272159,-837835,4663002,1334739,1236730,490048,1268439,811277,,-395650.0,-395650,160578,1187366,1187366,0.0,0.0,10400000,5178807.0,5178807,265205.0,2712768.0,2712768,76974.0,53340,1107861.0,211872,22182975,2014年03月31日,2174138,,32126150,31949223,0,5256726,11278830,28739976,,54957,1220400.0,,1911538,19091588.0,,277319.0,,2174138.0,22182975,,,44590283.0,1261681,,76716433.0,0,6991988.0,,711541,,13939485,176927,33311453,47976457,0
2014-08-12,2,2014,3304331,43069144,800967,8644193,-296884,-296884.0,3132551,230040,2506209,1235851,-1004470,4947766,1635281,1321821,544692,1277508,1024115,,-707586.0,-707586,169123,1428006,1428006,0.0,0.0,10400000,5652174.0,5652174,261423.0,3154327.0,3154327,61402.0,51487,1108385.0,195762,22182975,2014年06月30日,2057553,,31281249,31084379,0,5469637,20620894,31193062,,51526,1196600.0,,1117003,20807617.0,,374492.0,,2057553.0,22182975,,,46479967.0,1261681,,77761216.0,6878830,0.0,,711432,,13470133,196870,25859073,46568154,0
2014-11-07,3,2014,3868273,43147367,800967,10454411,-359037,-359037.0,3281191,230040,1085887,1587130,-802619,5451943,1578958,1256406,449041,1276303,1016428,,-443582.0,-443582,187700,1676634,1676634,0.0,0.0,12200000,6090013.0,6090013,299254.0,3265094.0,3265094,60874.0,32972,1088603.0,211507,22182975,2014年09月30日,3867771,,33312729,33096448,0,5469637,20411927,33543862,,44388,1217440.0,,1117003,22383561.0,,518884.0,,3867771.0,22182975,,,46899270.0,1261681,,80211999.0,6965946,0.0,,711516,,12299524,216281,26487343,46668137,0
2015-03-09,4,2014,4344123,44775808,735967,12226543,-300859,-300859.0,3414700,208906,1172264,1116571,-63721,6737248,2389036,1331734,445272,1249803,628314,0.0,237138.0,237138,252872,1076146,1076146,0.0,0.0,12200000,6558225.0,6558225,,3570124.0,3570124,,34504,996931.0,238554,22182975,2014年12月31日,5639903,,35847980,35607478,0,5469637,21720427,37328054,,43237,1268720.0,,1117003,26784275.0,,,,5639903.0,22182975,,,49379580.0,1261681,,85227560.0,7252690,0.0,0.0,964126,,13245224,240502,27659153,47899506,0
2015-05-12,1,2015,4514647,44868579,735967,14300178,-190352,-190352.0,3557558,203487,1261929,1245965,-161138,5849432,1327142,1197912,467021,1217245,706766,,29214.0,29214,257815,1031272,1031272,0.0,0.0,12200000,5984915.0,5984915,318997.0,2632263.0,2632263,45686.0,45902,,275709,22182975,2015年03月31日,7713538,1050808.0,37824406,37583696,0,5469637,21608232,40420379,959430.0,36246,,1256040.0,1117003,,30663821.0,,,7713538.0,22182975,88503173.0,50678767.0,,1261681,88503173.0,,7142151,0.0,,963816,,14689474,240710,29070535,48082794,0
2015-08-11,2,2015,8019664,44198215,735967,10949897,-347208,-347208.0,3483007,183978,5328657,986050,-499688,9411842,1387261,1231612,454784,1168321,824962,,-152480.0,-152480,249419,1098043,1098043,0.0,0.0,9200000,7062920.0,7062920,,2599033.0,2599033,,35213,,306742,22182975,2015年06月30日,3837850,826256.0,34132931,33894865,0,5995044,22639675,35488717,918902.0,30341,,1242800.0,1117003,,26055759.0,,10000.0,3837850.0,22182975,83011722.0,48878791.0,,1261681,83011722.0,,0,0.0,,963735,,14907060,238066,26239116,47523005,0
