stock,96年1-9月,稅後純益,96年1-9月,增減(%),期末股本,稅後純益,96年1-9月,每股淨值,淨值佔總資產,流動比率,速動比率,公司,,營業收入,96年1-9月,增減(%),營業利益,96年1-9月,營業外
01,13733437,12347831,16056731,-23.1,89437456,1.43,1.86,20.990849064161,69.4837250451105,1.30031128832091,1.00745222197269,01,水泥類,35017892,35809397,-2.21,1342610,3492318,10706476
1101,5683965,4646144,7007087,-33.69,32921759,1.41,2.16,21.29,72.3265,1.06,0.88,1101,台泥,18435013,18331924,0.56,468015,1704850,3635129
1102,6792799,6849116,7840947,-12.65,28987723,2.36,2.87,22.63,65.7965,1.39,1.11,1102,亞泥,7612849,8022193,-5.1,663705,1405887,6376012
1103,835051,326097,628021,-48.08,7390769,0.55,1.15,26.43,67.6047,1.98,1.86,1103,嘉泥,1800108,2116253,-14.94,57853,78436,303552
1104,203735,133477,96418,38.44,6038919,0.22,0.17,18.97,69.1679,0.93,0.43,1104,環泥,2121662,2018280,5.12,-124680,-85023,257200
1108,-8495,68200,55496,22.89,4047380,0.17,0.14,10.64,51.0387,0.86,0.42,1108,幸福,2460632,2429484,1.28,80109,75297,-4783
1109,94933,172993,233524,-25.92,4290898,0.4,0.54,13.86,91.1946,10.91,8.71,1109,信大,1348867,1486977,-9.29,93193,225353,92309
1110,131449,151804,195238,-22.25,5760008,0.27,0.34,14.39,85.5587,2.43,1.02,1110,東泥,1238761,1404286,-11.79,104415,87518,47057
02,7402815,9386731,11274510,-16.74,90031468,1.09,1.31,15.3908697327017,61.7304874019754,1.17211673627435,0.637338209379073,02,食品類,131871622,111615203,18.15,5959431,4417966,4232795
1201,-121373,400185,315413,26.88,5060629,0.79,0.62,9.63,44.7015,1.37,0.93,1201,味全,8703508,8258865,5.38,547880,450478,-137750
1203,-8144,44249,3351,+++++,2092537,0.21,0.02,15.67,50.7762,0.89,0.21,1203,味王,1470041,1359406,8.14,50541,25549,5895
1210,575965,949094,772565,22.85,4486784,2.32,2.01,21,57.0761,1.12,0.54,1210,大成,17312186,12499630,38.5,643391,279197,449788
1213,1617,6196,7021,-11.75,514751,0.12,0.14,11.38,69.8006,1.97,1.83,1213,大飲,507135,535139,-5.23,10628,8992,-1322
1215,-46860,213273,190680,11.85,2320268,0.92,0.82,11.24,54.8651,1.62,0.81,1215,卜蜂,9590995,7864859,21.95,292524,286865,-15314
1216,6131364,4935999,7515016,-34.32,37331420,1.32,2.11,15.65,61.0162,0.66,0.41,1216,統一,38948752,35069973,11.06,1519307,1345952,3388621
1217,40428,165249,100030,65.2,4476893,0.4,0.26,9.89,55.3806,1.18,0.71,1217,愛之味,3062970,3420757,-10.46,89188,20536,34389
1218,9227,164922,107453,53.48,3202434,0.54,0.36,12.12,43.7457,1.19,0.61,1218,泰山,5412010,4283157,26.36,65696,102843,94856
1219,8082,111589,74677,49.43,2743080,0.41,0.28,12.82,58.866,2.6,1.2,1219,福壽,7195455,5235435,37.44,172629,93917,-24955
1220,-36885,-47156,-28170,,1770779,-0.27,-0.16,9.19,66.3899,2.09,1.34,1220,台榮,1897329,1966397,-3.51,-22172,2629,-31734
1225,-28130,34619,67299,-48.56,1627000,0.21,0.41,12.35,46.0052,1.45,0.77,1225,福懋油,6256228,5650226,10.73,189129,109407,-127714
1227,-234267,703707,289054,143.45,3209184,2.21,0.91,15.5,80.4739,2.75,1.43,1227,佳格,5860282,4950621,18.37,1096206,639443,-128220
1229,897724,689459,974075,-29.22,7869903,0.88,1.38,19.04,77.8822,1.04,0.46,1229,聯華,2881952,2141700,34.56,155687,98330,606530
1231,-64365,66885,68813,-2.8,1154190,0.58,0.6,14.75,62.6058,2.81,1.36,1231,聯華食,2825786,2639508,7.06,113447,155333,-32366
1232,13437,465360,314320,48.05,1599749,2.91,1.96,16.29,70.2292,1.86,0.81,1232,大統益,12702831,8786072,44.58,673469,398748,-61434
1233,-4811,127302,109968,15.76,905919,1.43,1.24,13.43,71.9712,2.17,1.34,1233,天仁,1337373,1362243,-1.83,141418,132779,7484
1234,172874,199053,245844,-19.03,5358281,0.37,0.46,17.53,87.8016,2.76,2.14,1234,黑松,2721253,2553867,6.55,84221,164970,158332
1235,50897,50470,32548,55.06,514025,1.16,0.75,15.11,70.0198,2.37,1.71,1235,興泰,380297,420332,-9.52,13022,-13478,41384
1236,-46225,104447,102405,1.99,852312,1.23,1.26,13.77,64.4413,1.32,0.84,1236,宏亞,1446543,1467937,-1.46,141969,174904,-14253
1702,92260,1829,12148,-84.94,2941330,0.01,0.05,10.09,48.236,1.33,0.81,1702,南僑,1358696,1149079,18.24,-18749,-59428,20578
03,76344855,91812560,126447716,-27.39,264655476,3.5,4.82,29.4628590094929,63.2257718300512,1.84579524078319,1.17778185737192,03,塑膠類,656600247,574040723,14.38,41011968,60365880,55990965
1301,24948410,34313044,36793851,-6.74,57204716,6,6.43,36.24,66.432,2.15,1.55,1301,臺塑,153277513,132235118,15.91,11938506,13939714,24292627
1303,25378503,24821795,43680008,-43.17,76235909,3.26,5.73,32.11,64.6082,2.03,1.37,1303,南亞,176830276,161279648,9.64,15035188,22240401,10594351
1304,422456,1265383,1117973,13.19,7714032,1.75,1.54,15.91,76.505,3.34,1.93,1304,臺聚,10073858,8487731,18.69,1259368,800372,335055
