stock,97年1-3月,稅後純益,97年1-3月,增減(%),期末股本,稅後純益,97年1-3月,每股淨值,淨值佔總資產,流動比率,速動比率,公司,,營業收入,97年1-3月,增減(%),營業利益,97年1-3月,營業外
01,4455268,1772861,4858172,-63.51,89185466,0.21,0.58,21.9042182907547,70.841103947837,1.16516859419766,0.891098412104947,01,水泥類,10345954,11634547,-11.08,452272,533245,1427628
1101,1189327,182490,1282239,-85.77,32921759,0.06,0.39,22.54,73.7324,0.89,0.77,1101,台泥,5238794,5959385,-12.09,-82046,107912,240686
1102,2634502,1591863,2863616,-44.41,28987723,0.55,1.05,23.75,68.5053,1.44,1.05,1102,亞泥,2542553,2638563,-3.64,443838,308232,1269074
1103,193666,-32215,223157,,7178779,-0.06,0.41,27.77,65.5367,1.56,1.45,1103,嘉泥,606228,618302,-1.95,9051,29900,-75693
1104,226789,-56536,185777,,6038919,-0.09,0.33,19.17,69.084,0.73,0.33,1104,環泥,592802,699474,-15.25,-15528,-41564,-10071
1108,91908,13738,99051,-86.13,4047380,0.03,0.24,10.43,49.6744,0.76,0.33,1108,幸福,599619,807109,-25.71,28717,24382,-14734
1109,89839,39278,128150,-69.35,4290898,0.09,0.3,14.13,92.0814,15.47,12.15,1109,信大,346541,456279,-24.05,37058,53797,7583
1110,29237,34243,76182,-55.05,5720008,0.06,0.13,14.27,86.357,2.68,1.43,1110,東泥,419417,455435,-7.91,31182,50586,10783
02,1003961,4029349,2915057,38.23,90031496,0.46,0.35,15.6910361949939,65.225171346675,1.58096647379315,0.953988518550253,02,食品類,38792248,42146371,-7.96,2693350,2446290,1912414
1201,-4267,172930,120379,43.65,5060629,0.34,0.24,10.04,47.2752,1.41,0.92,1201,味全,2710377,2404611,12.72,210753,142365,-32720
1203,-28770,282101,-11479,,2092537,1.36,-0.02,19.91,75.3134,1.45,0.76,1203,味王,990713,459238,115.73,255550,23599,42495
1210,180839,452518,372612,21.44,4486784,1.09,0.96,22.62,71.6655,1.77,1.19,1210,大成,4986738,5470584,-8.84,487195,259237,91586
1213,299,4207,1250,236.56,514751,0.08,0.02,11.44,75.5711,2.27,2.03,1213,大飲,154392,146066,5.7,3715,1910,2294
1215,-7049,135950,123541,10.04,2320268,0.59,0.53,11.71,68.9421,2.4,1.39,1215,卜蜂,3182338,3243368,-1.88,194485,170601,-12017
1216,684604,2069619,1177616,75.75,37331420,0.55,0.33,16.08,62.8386,1.05,0.67,1216,統一,10232314,12247402,-16.45,504557,589788,1672565
1217,11454,86232,33147,160.15,4476893,0.19,0.09,10.07,57.4799,1.09,0.67,1217,愛之味,954385,980534,-2.67,10225,15819,87972
1218,-6549,45333,26952,68.2,3202434,0.15,0.09,11.45,42.1509,1.13,0.6,1218,泰山,1676758,1597326,4.97,65311,32885,-19545
1219,-302,56511,102197,-44.7,2743080,0.21,0.38,12.54,64.1234,3.87,2.02,1219,福壽,2248712,2414227,-6.86,48651,136846,26589
1220,16435,-29686,20725,,1770779,-0.17,0.12,8.48,75.8103,2.79,1.81,1220,台榮,470048,697478,-32.61,-3425,11114,-28769
1225,32501,31669,113242,-72.03,1627000,0.19,0.7,11.61,47.8554,2.38,1.31,1225,福懋油,1784209,2118444,-15.78,67996,110877,-22586
1227,34223,344444,322829,6.7,3209184,1.08,1.01,16.7,79.2168,2.58,1.76,1227,佳格,2534575,1864846,35.91,549262,407395,-77826
1229,62483,31781,145835,-78.21,7869932,0.04,0.2,18.18,77.6609,1.26,0.75,1229,聯華,732133,1038873,-29.53,25154,114566,13867
1231,-9318,18054,19818,-8.9,1154190,0.16,0.17,14.99,61.8689,2.61,1.24,1231,聯華食,1013164,1051731,-3.67,10637,35743,13264
1232,-56493,164502,163501,0.61,1599749,1.03,1.02,17.34,72.7087,2.14,0.81,1232,大統益,2950428,4065461,-27.43,164454,268026,54305
1233,-1373,55557,53956,2.97,905919,0.62,0.61,14.21,75.596,3.03,2.02,1233,天仁,448942,466501,-3.76,60357,63529,5000
1234,63066,57968,34104,69.97,5358281,0.11,0.06,17.69,89.0792,3.58,2.71,1234,黑松,751759,715633,5.05,21457,-23013,47511
1235,15959,-7963,16682,,514024,-0.16,0.38,13.21,71.1885,2.6,1.95,1235,興泰,94422,139878,-32.5,-4487,2727,-5196
1236,-3931,54041,55211,-2.12,852312,0.63,0.68,14.62,68.9008,1.72,1.19,1236,宏亞,476807,570081,-16.36,53860,79487,17687
1702,20150,3581,22939,-84.39,2941330,0.01,0.09,10.39,52.8344,1.24,0.73,1702,南僑,399034,454089,-12.12,-32357,2789,35938
03,6654138,-528765,22705141,,264453783,-0.02,0.87,26.589202837805,64.272058225933,1.95308639362038,1.49791127611004,03,塑膠類,126644055,222367758,-43.05,-784733,18296525,108056
1301,3424539,2915089,6955479,-58.09,57204716,0.51,1.22,32.74,68.7715,2.64,2.16,1301,臺塑,31426476,49696573,-36.76,1453027,4611498,1631521
