stock,93年1-3月,稅後純益,93年1-3月,增減(%),期末股本,稅後純益,93年1-3月,每股淨值,淨值佔總資產,流動比率,速動比率,公司,,營業收入,93年1-3月,增減(%),營業利益,93年1-3月,營業外
01,3324373,1192743,3813550,-68.72,78304457,0.15,0.49,17.7521733118272,63.4874226872527,1.23580024981881,0.928491075948122,01,水泥類,12945157,12137003,6.66,1412182,905534,-377649
1101,923260,59720,1120046,-94.67,28097644,0.02,0.41,18.76,56.2703,1.58,1.35,1101,台泥,6817516,6593107,3.4,587030,346786,-530210
1102,1607735,1447864,1872958,-22.7,21708858,0.67,0.92,21.64,74.5078,1.72,1.22,1102,亞泥,2727069,2404880,13.4,500971,330528,1024505
1103,252564,-296745,221310,,6996391,-0.42,0.32,19.44,66.0775,1.18,1.1,1103,嘉泥,656851,600936,9.3,40912,2776,-314823
1104,31700,197726,63315,212.29,4157255,0.48,0.17,21.77,66.9401,1.62,1.05,1104,環泥,783839,769454,1.87,7482,31448,-164511
1107,106988,-457069,-34518,,3140353,-1.46,-0.07,0.35,1.5646,0.11,0,1107,建台,39583,22211,78.21,-9164,-23877,-418037
1108,299612,68839,367013,-81.24,4047380,0.17,0.91,10.82,57.6737,1.04,0.52,1108,幸福,942782,916863,2.83,93283,91450,-178
1109,-8049,79483,45245,75.67,4290898,0.19,0.11,13.5,89.9263,7.9,6.77,1109,信大,468095,384672,21.69,94163,64966,9805
1110,110563,92925,158181,-41.25,5865678,0.16,0.28,13.99,84.4642,3.9,2.12,1110,東泥,509422,444880,14.51,97505,61457,15800
02,542346,-1675,955788,,87753159,(<<<<<),0.1,11.0217114562565,53.6716937047836,1.01527856812492,0.60780904348976,02,食品類,30402136,33881610,-10.27,837065,587225,-690311
1201,-87855,53855,27038,99.18,5060629,0.11,0.05,6.76,34.2271,1.01,0.65,1201,味全,1875436,1954189,-4.03,110724,114893,-56869
1203,80764,-123796,69507,,2092537,-0.59,0.33,15.44,61.8098,0.73,0.43,1203,味王,434793,440716,-1.34,19549,17566,-126787
1204,6376,-13100,5395,,330000,-0.4,0.09,7.5,35.0338,1.06,0.68,1204,津津,239899,185176,29.55,-7951,-954,-5149
1207,-314657,-733890,-427836,,7320098,-1,-0.33,8.59,24.3198,0.32,0.08,1207,嘉食化,1870863,2423814,-22.81,-205439,-124932,-544252
1210,6014,143753,43606,229.66,4020278,0.36,0.11,13.46,57.596,1.43,0.86,1210,大成,3926515,3951103,-0.62,270575,49468,-97333
1212,-32930,-35695,-39760,,2731664,-0.13,-0.15,0.46,3.1197,1.13,0.57,1212,中日,302854,680823,-55.52,-6182,-6830,-30134
1213,201,1302,-931,,428959,0.03,-0.02,13.47,81.3365,3.2,2.54,1213,大飲,151990,155521,-2.27,3707,556,-213
1215,8628,16856,75599,-77.7,2320268,0.07,0.33,9.73,56.4797,1.74,1.18,1215,卜蜂,2622958,3097559,-15.32,-1953,100697,16911
1216,698521,318351,747191,-57.39,33753848,0.09,0.22,12.5,56.959,0.9,0.55,1216,統一,8693214,10002962,-13.09,181191,87038,181810
1217,-10562,28089,31536,-10.93,3639628,0.08,0.09,10.32,45.9567,0.7,0.36,1217,愛之味,984551,1023415,-3.8,51163,33030,-27996
1218,-32318,-102297,-13703,,3162449,-0.32,-0.04,11.7,48.1277,1.37,0.89,1218,泰山,1036580,1159983,-10.64,-3777,20615,-98718
1219,33536,21132,59783,-64.65,2722294,0.08,0.22,12.48,66.1199,4.21,3.07,1219,福壽,1350015,1431616,-5.7,50310,35867,-23238
1220,17454,-17076,-31605,,1770779,-0.1,-0.18,9.45,73.0121,1.81,1.3,1220,台榮,490976,454423,8.04,-12007,-51171,-12020
1225,14982,41045,26232,56.47,1627000,0.25,0.15,11.27,57.6611,1.29,0.77,1225,福懋油,1268107,1402185,-9.56,52637,18828,536
1229,113211,141332,130368,8.41,6653528,0.21,0.2,14.87,79.6963,1.4,0.8,1229,聯華,460742,430260,7.08,30668,21443,112310
1231,-1472,38674,24625,57.05,1154190,0.34,0.21,14.64,60.0473,2.27,1.35,1231,聯華食,858735,830456,3.41,36476,28085,14013
1232,23138,77406,90391,-14.37,1599749,0.48,0.56,14.01,65.7865,2.14,1.17,1232,大統益,2038106,2397187,-14.98,104829,86968,-3301
1233,3289,59063,55969,5.53,879533,0.67,0.66,13.82,72.7574,1.79,1.14,1233,天仁,414509,396588,4.52,62250,60963,2708
1234,-8563,5265,27062,-80.54,5358281,<<<<<,0.05,17.28,86.9785,3.39,2.69,1234,黑松,615225,815400,-24.55,-3886,50625,7731
1235,23887,20145,23788,-15.31,411639,0.49,0.58,16.02,68.5205,3.31,2.47,1235,興泰,289328,292958,-1.24,21545,797,4899
1236,702,57911,31533,83.65,715808,0.81,0.48,14.36,65.9223,1.39,0.96,1236,宏亞,476740,355276,34.19,82636,43673,-5219
03,12081748,56823245,35751477,58.94,325309821,1.84,1.16,25.3393248927002,60.4334086960346,2.02513367607163,1.0635563860689,03,塑膠類,247920801,193211353,28.32,34274764,25914438,26663913
1301,4207938,11541946,8043654,43.49,50952807,2.27,1.67,28.85,67.1093,1.93,1.14,1301,臺塑,33134907,26460998,25.22,3946198,4220274,10408938
1303,4024858,12638486,8677404,45.65,69825892,1.81,1.32,27.33,61.1584,2.24,1.11,1303,南亞,43921696,36575828,20.08,4286868,4820059,8795302
1304,181433,248872,304445,-18.25,7714032,0.32,0.39,13.65,68.9863,2.6,1.84,1304,臺聚,2415102,1524688,58.4,150713,186687,141193
1305,124223,-12761,242316,,4248035,-0.03,0.57,12.33,51.2671,1.75,0.89,1305,華夏,1854112,1938786,-4.37,87049,118093,-99810
1306,-3796,-23931,3820,,623186,-0.38,0.06,12.31,32.1263,1.07,0.39,1306,合發,359614,486888,-26.14,-13956,9817,-9975
1307,13032,137409,67785,102.71,2504083,0.55,0.3,13.67,56.2872,2.72,0.99,1307,三芳,993186,1038681,-4.38,55018,71334,95122
1308,2787,104104,81860,27.17,2461619,0.42,0.36,17.6,83.2764,3.32,2.28,1308,亞聚,1268784,816675,55.36,120265,105808,12462
1309,56716,16521,73105,-77.4,2626219,0.06,0.28,14.73,52.0623,3.23,2.05,1309,臺達化,2402437,1748491,37.4,-4610,28972,24386
1310,-6316,115631,206202,-43.92,5341562,0.22,0.39,12.34,68.6241,1.52,0.87,1310,台苯,3304988,2494097,32.51,168394,293598,18490
1311,-3175,102291,267745,-61.8,2781446,0.37,1.01,18.42,73.1252,2.82,1.76,1311,福聚,3481121,2772042,25.58,122274,360420,10378
1312,129709,99385,349289,-71.55,6598242,0.15,0.53,9.37,43.9325,0.98,0.59,1312,國喬,3500376,2792443,25.35,160904,271926,-25880
1313,153979,259761,226341,14.77,7264209,0.36,0.31,14.24,74.5644,3.71,2.1,1313,聯成,1686191,1273978,32.36,164204,130672,154261
1314,119860,-532716,11875,,16899995,-0.32,<<<<<,9.95,36.99,1.5,0.97,1314,中石化,7508940,4724934,58.92,763696,-80001,-1219882
1315,-46478,-412,-2340,,2415227,(<<<<<),(<<<<<),13.81,75.7351,3.5,2.36,1315,達新,662708,840374,-21.14,9301,42363,-14107
1316,7158,-49269,-4022,,1403322,-0.35,-0.03,5.3,64.9467,0.73,0.4,1316,上曜,99379,121341,-18.1,-11345,-11180,-31259
1319,104931,195455,315312,-38.01,4105859,0.48,0.8,17.15,64.4295,0.96,0.71,1319,東陽,1800015,1711397,5.18,222200,269417,-6040
1321,558670,146039,503034,-70.97,2080845,0.7,2.42,15.21,70.4176,1.69,0.87,1321,大洋,1202954,1052233,14.32,11892,-44666,134147
1323,8154,9658,13793,-29.98,736194,0.13,0.19,12.97,59.8934,1.56,1.01,1323,永裕,282518,257477,9.73,7885,8205,3727
1324,-916,9951,4828,106.11,729339,0.14,0.07,12.62,77.0911,3.23,2.26,1324,地球,266461,276164,-3.51,17544,6799,-4333
1325,7901,11356,-6159,,891110,0.13,-0.07,12.77,80.7655,3.27,1.8,1325,恒大,192248,111932,71.75,14493,-14206,363
1326,2473273,14514964,7414491,95.76,48761961,2.98,1.64,31.42,68.927,2.31,1.19,1326,臺化,40305002,30245669,33.26,6007966,5435100,8506998
6505,-32193,17290505,8956699,93.05,84344637,2.05,1.14,23.65,52.887,1.89,0.92,6505,台塑化,97278062,73946237,31.55,17987811,9684947,-230568
