stock,稅後純益,104年1-3月,增減,期末股本,稅後純益,104年1-3月,每股淨值,淨值佔總資產,流動比率,速動比率,稅前純益,104年1-3月,增減,公司,,營業收入,104年1-3月,增減,營業利益,104年1-3月,營業外,104年1-3月
01,786067,2555409,-69.24,98123322,0.12,0.18,28.81,46.5560596503444,1.14379759681438,0.875700511063042,1009236,3612303,-72.06,01,水泥類,34665398,41515553,-16.5,952912,2831163,56324,781140
1101,220995,808778,-72.68,36921759,0.06,0.22,29.17,38.6290732470184,1.21079161635657,0.974486320218498,277847,1469867,-81.1,1101,台泥,17724112,21440142,-17.33,483889,1693508,-206042,-223641
1102,199130,1468473,-86.44,33614472,0.06,0.47,37.9,49.82189895267,0.822712533356842,0.649722636590413,282550,1844700,-84.68,1102,亞泥,13038960,15362530,-15.12,406252,1037375,-123702,807325
1103,-188620,-187780,,7747805,-0.29,-0.29,19.13,45.9004588857813,6.77715413882617,4.59715746450955,-191528,-209547,,1103,嘉泥,541218,671355,-19.38,-91274,-185767,-100254,-23780
1104,345289,263305,31.14,6282891,0.55,0.42,25.81,80.2084985247163,1.20463169669959,1.02260846900897,342879,269734,27.12,1104,環泥,1105803,1327430,-16.7,31658,24580,311221,245154
1108,103392,156298,-33.85,4047380,0.26,0.39,12.13,63.4351628034835,2.55545087423645,0.563675483979089,126794,198274,-36.05,1108,幸福,995636,1286874,-22.63,133019,208561,-6225,-10287
1109,-11582,10502,,3789007,-0.03,0.02,14.28,63.6495701194595,2.39010343206394,1.38256975890596,-26578,7834,,1109,信大,875999,951789,-7.96,-26416,20166,-162,-12332
1110,117463,35833,227.81,5720008,0.21,0.06,15.41,92.5477439148972,8.24288955977821,5.00407269283135,197272,31441,527.44,1110,東泥,383670,475433,-19.3,15784,32740,181488,-1299
02,7432095,6622764,12.22,122113580,0.56,0.47,18.46,35.2631102137639,1.12937200754944,0.612477909552131,11895388,11444060,3.94,02,食品類,164616338,166195794,-0.95,9586513,8920862,2308875,2523198
1201,-108469,-293436,,5060629,-0.21,-0.58,11.17,15.6712899528201,0.934420272411047,0.263421892116782,-159429,-305884,,1201,味全,3518095,4397412,-20,-531354,-264411,371925,-41473
1203,88980,118298,-24.78,2400000,0.37,0.5,18.11,52.1554194360338,2.58677311158984,1.41901520839386,141653,256886,-44.86,1203,味王,1547878,1654449,-6.44,145828,184677,-4175,72209
1210,498961,158238,215.32,7363944,0.73,0.23,20.65,36.5450134351966,1.24420433315797,0.598017120170061,678616,183073,270.68,1210,大成,17743529,20079300,-11.63,707467,212731,-28851,-29658
1213,4984,11069,-54.97,514751,0.1,0.22,13.28,80.7154661567155,3.44302824822953,3.13177490137676,6094,13595,-55.17,1213,大飲,152465,182697,-16.55,3824,12484,2270,1111
1215,255296,174847,46.01,2679910,0.95,0.65,21.15,57.6650536329883,1.11762791869663,0.513739188183529,318598,221016,44.15,1215,卜蜂,4255524,4008464,6.16,317308,216629,1290,4387
