year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率
200001, 2394 普立爾    ,1676500,18.15,1.44,63.7,183778,37097,2018628,182625,0.91
200002,2394,2595581.0,13.6414,1.49,61.69,337072.0,125716.0,4311951,393069,0.87
200003,2394,2845581,19.1378,2.03,66.937,491406,223347,7127764,603163,1.49
200004,2394,2845581,20.2813,2.45,75.1234,549659,485434,9622160,886356,1.8
200101,2394,2845581,20.8468,2.27,74.3233,136907,52877,2014222,163681,1.59
200102,2394,3494697,17.267,1.96,70.7121,321561,289151,4353534,528239,1.35
200103,2394,3494697,18.3097,2.57,49.888999999999996,681221,368862,7938261,890346,1.89
200104,2394,3498544,18.8314,4.17,57.6662,792009,485942,11215603,1048629,3.46
200201,2394,3634075,20.7127,3.49,61.5285,153532,67397,2461288,193138,2.47
200202,2394.0,4578049,17.1975,2.83,62.8134,504341.0,-85693.0,6278124.0,400190,1.89
200203,2394.0,4585915.0,18.3538,2.9,63.9134,934304.0,37232.0,10340596.0,875107,1.77
200204,2394.0,4602907,19.2234,2.91,65.3756,1223982.0,136606.0,15004953.0,1232803,1.95
200301,2394.0,4602907,19.7184,3.08,66.1455,190483.0,62602.0,3586462.0,228028,1.67
200302,2394.0,5174158,17.433,2.51,61.4756,627890.0,72396.0,8974473.0,643096,1.26
200303,2394.0,5188049,18.5349,1.71,60.2349,1266742.0,78747.0,16055152.0,1195574,0.81
200304,2394.0,5209087,19.5977,1.82,62.761,1779142.0,224565.0,24760662.0,1690762,1.12
200401,2394.0,5311929,20.5797,2.44,73.2628,314785.0,27346.0,5263802.0,299886,1.45
200402,2394.0,5706266,17.739,1.71,60.9041,660105.0,60571.0,10685681.0,622484,1.01
200403,2394.0,5714145,18.195999999999998,1.74,61.3337,944927.0,86029.0,16269580.0,889214,1.18
200404,2394.0,5714145,17.64,1.81,63.2654,1199007.0,3754.0,21886104.0,1046141,1.3
200501,2394.0,5553565,18.46,1.9,65.3637,239163.0,-35063.0,5801831.0,179730,1.24
200502,2394.0,5792672,17.7,1.62,58.9102,570821.0,-3965.0,13413510.0,508667,1.17
200503,2394.0,5792672,17.99,1.68,60.5657,1076932.0,81838.0,22596853.0,1022718,1.18
200504,2394.0,5792672.07,18.99,1.8,,1614662.0,196192.0,33502688.0,1574402,1.36
200601,2394.0,5792672,19.91,1.9,65.8976,449070.0,133083.0,9300227.0,522546,1.44
200602,2394.0,6073452,19.25,1.82,,784552.0,353691,18066783.0,1007403,1.45
200603,2394.0,6073452.0,19.25,1.79,63.4132,1132370.0,513283,28688247.0,1463990.0,1.33
